Sensor: mmc5603x Magnetometer Non-wakeup
Vendor: memsic
TimestampMag [ns]; MagX [uT]; MagY [uT]; MagZ [uT]
915230042330796;36.7220;10.2846;31.4272;
915230052330796;36.7220;10.2846;31.4272;
915230063646108;37.0148;10.3334;30.9758;
915230073646108;37.2832;10.4188;30.7074;
915230083646108;37.5028;10.3944;30.3536;
915230093646108;37.7102;10.3822;30.1706;
915230103646108;37.7712;10.4310;30.0730;
915230113646108;37.8200;10.4432;30.0974;
915230123646108;38.0518;10.4920;29.8778;
915230133646108;38.3080;10.5408;29.6094;
915230143646108;38.4178;10.5408;29.5484;
915230153646108;38.5398;10.5408;29.4752;
915230163646108;38.6374;10.5652;29.4996;
915230173646108;38.6618;10.6140;29.4874;
915230183646108;38.7228;10.6384;29.4264;
915230193646108;38.7716;10.6750;29.2922;
915230203646108;38.8326;10.6750;29.1336;
915230213646108;38.9180;10.6994;28.9994;
915230223646108;38.9302;10.7238;29.0238;
915230233646108;38.8448;10.6750;29.0360;
915230243646108;38.7960;10.6872;29.1458;
915230253646108;38.8204;10.6750;29.0848;
915230263646108;38.8814;10.6140;28.9994;
915230273646108;38.8448;10.5774;29.0238;
915230283646108;38.8448;10.5652;29.0970;
915230293646108;38.7106;10.5652;29.2312;
915230303646108;38.6862;10.5530;29.1458;
915230313646108;38.6984;10.6140;29.0848;
915230323646108;38.6740;10.6262;28.9140;
915230333646108;38.6374;10.6384;28.9140;
915230343646108;38.5886;10.6872;29.0482;
915230353646108;38.6618;10.7238;29.0238;
915230363646108;38.6252;10.7238;29.0116;
915230373646108;38.7106;10.7238;28.9506;
915230383646108;38.8204;10.7482;28.9506;
915230393646108;38.8326;10.7482;29.0116;
915230403646108;38.9302;10.7726;29.0726;
915230413646108;38.8570;10.7604;29.1214;
915230423646108;38.9180;10.7848;28.9872;
915230433646108;39.0522;10.8092;28.8408;
915230443646108;39.1864;10.8214;28.7554;
915230453646108;39.2474;10.8458;28.7066;
915230463646108;39.2840;10.9068;28.6578;
915230473646108;39.3816;10.9312;28.5968;
915230483646108;39.3450;10.8946;28.5602;
915230493646108;39.5402;10.9678;28.4138;
915230503646108;39.6622;10.9800;28.4016;
915230513646108;39.6134;10.9556;28.4382;
915230523646108;39.5524;11.0166;28.4504;
915230533646108;39.4670;11.0288;28.5358;
915230543646108;39.3816;11.0288;28.6944;
915230553646108;39.2108;11.0044;28.9384;
915230563646108;39.1986;11.0166;29.0726;
915230573646108;39.1132;11.0166;29.2190;
915230583646108;38.9546;11.0288;29.3532;
915230593646108;38.9424;11.0532;29.3654;
915230603646108;38.9180;11.0654;29.5484;
915230613646108;39.0034;11.0532;29.4752;
915230623646108;39.1254;11.0410;29.2312;
915230633646108;39.2596;11.1142;29.0360;
915230643646108;39.2962;11.1752;29.0482;
915230653646108;39.3694;11.1996;29.0116;
915230663646108;39.4670;11.2240;28.9506;
915230673646108;39.5036;11.2118;28.9994;
915230683646108;39.5646;11.2118;28.8164;
915230693646108;39.5524;11.2240;28.8774;
915230703646108;39.5036;11.2362;29.0482;
915230713646108;39.5036;11.2362;29.1092;
915230723646108;39.5158;11.2240;28.9872;
915230733646108;39.4304;11.2362;29.0116;
915230743646108;39.3938;11.1874;29.0604;
915230753646108;39.3694;11.1874;29.0604;
915230763646108;39.2840;11.1752;29.1824;
915230773646108;39.2718;11.2362;29.3044;
915230783646108;39.2352;11.2484;29.2922;
915230793646108;39.2596;11.2118;29.2312;
915230803646108;39.2474;11.2362;29.3776;
915230813646108;39.2230;11.1996;29.4752;
915230823646108;39.3206;11.2728;29.3776;
915230833646108;39.4182;11.3094;29.2678;
915230843646108;39.5768;11.3216;29.1214;
915230853646108;39.5524;11.2850;29.0604;
915230863646108;39.4792;11.2728;29.1946;
915230873646108;39.4182;11.2972;29.2556;
915230883646108;39.3450;11.2850;29.3166;
915230893646108;39.2718;11.3094;29.3898;
915230903646108;39.0522;11.3094;29.6704;
915230913646108;38.8448;11.3094;29.9632;
915230923646108;38.6984;11.3216;30.1218;
915230933646108;38.6374;11.3582;30.1218;
915230943646108;38.6008;11.3826;30.1584;
915230953646108;38.5886;11.4314;30.1950;
915230963646108;38.6618;11.4436;30.0120;
915230973646108;38.7838;11.4436;29.8900;
915230983646108;38.8326;11.4802;29.7070;
915230993646108;38.8448;11.4802;29.6826;
915231003646108;38.9180;11.4802;29.5728;
915231013646108;39.1498;11.4436;29.3044;
915231023646108;39.4304;11.4436;28.9384;
915231033646108;39.6134;11.4436;28.6578;
915231043646108;39.8696;11.4680;28.3650;
915231053646108;40.0770;11.4924;28.0844;
915231063646108;40.3942;11.5046;27.8160;
915231073646108;40.5894;11.5534;27.5598;
915231083646108;40.5894;11.5778;27.5598;
915231093646108;40.4430;11.6144;27.8038;
915231103646108;40.3820;11.6632;27.9380;
915231113646108;40.2722;11.6388;28.0722;
915231123646108;40.0648;11.6510;28.3528;
915231133646108;39.8818;11.6388;28.5480;
915231143646108;39.7110;11.6510;28.7676;
915231153646108;39.6012;11.6266;28.9384;
915231163646108;39.6866;11.6754;28.8286;
915231173646108;39.7476;11.6632;28.6822;
915231183646108;39.6866;11.6144;28.7188;
915231193646108;39.7964;11.6754;28.6090;
915231203646108;39.7720;11.6998;28.5846;
915231213646108;39.7720;11.7120;28.6090;
915231223646108;39.7964;11.7120;28.5602;
915231233646108;39.8330;11.7242;28.5480;
915231243646108;39.7476;11.7120;28.6578;
915231253646108;39.6378;11.6998;28.8286;
915231263646108;39.6378;11.7242;28.7920;
915231273646108;39.5524;11.6876;28.9018;
915231283646108;39.5158;11.6632;28.9262;
915231293646108;39.4426;11.6388;29.0848;
915231303646108;39.4060;11.6388;29.1336;
915231313646108;39.2840;11.5900;29.2190;
915231323646108;39.2230;11.5778;29.3532;
915231333646108;39.1132;11.6144;29.4630;
915231343646108;39.0766;11.6022;29.5728;
915231353646108;38.9912;11.6632;29.6948;
915231363646108;38.9668;11.6754;29.8168;
915231373646108;38.9424;11.6998;29.7680;
915231383646108;38.8326;11.6998;29.9022;
915231393646108;38.8082;11.7486;29.8900;
915231403646108;38.7594;11.7730;29.8778;
915231413646108;38.8204;11.7608;29.8168;
915231423646108;38.8570;11.7242;29.7436;
915231433646108;39.0278;11.7120;29.5362;
915231443646108;39.1742;11.7364;29.3288;
915231453646108;39.3206;11.7242;29.1580;
915231463646108;39.5036;11.7242;28.9262;
915231473646108;39.7110;11.6998;28.7066;
915231483646108;39.7720;11.6266;28.6822;
915231493646108;39.8696;11.6144;28.5358;
915231503646108;39.9306;11.6754;28.4504;
915231513646108;39.7354;11.6510;28.6456;
915231523646108;39.6012;11.5778;28.8286;
915231533646108;39.4670;11.5534;29.1092;
915231543646108;39.4182;11.5534;29.1824;
915231553646108;39.3694;11.5168;29.1946;
915231563646108;39.3938;11.5656;29.1458;
915231573646108;39.4426;11.5534;29.0848;
915231583646108;39.4426;11.5290;29.0970;
915231593646108;39.5768;11.4924;28.9628;
915231603646108;39.5402;11.4558;28.9994;
915231613646108;39.5646;11.4070;28.8530;
915231623646108;39.4914;11.3582;28.9750;
915231633646108;39.3572;11.3216;29.1580;
915231643646108;39.1620;11.2728;29.4386;
915231653646108;38.7472;11.2240;29.9754;
915231663646108;38.4422;11.1752;30.3902;
915231673646108;38.1860;11.1752;30.6952;
915231683646108;38.0640;11.1752;30.8660;
915231693646108;37.9542;11.1508;31.0612;
915231703646108;37.7346;11.1020;31.3296;
915231713646108;37.6614;11.0898;31.4882;
915231723646108;37.7590;11.0776;31.3906;
915231733646108;37.9298;11.0288;31.1222;
915231743646108;37.9664;10.9922;31.0978;
915231753646108;37.9786;10.9434;31.1222;
915231763646108;38.1006;10.9434;30.9880;
915231773646108;38.2958;10.9678;30.7684;
915231783646108;38.5032;11.0044;30.5122;
915231793646108;38.5032;10.9678;30.5488;
915231803646108;38.4544;10.9312;30.6098;
915231813646108;38.4910;10.9556;30.5854;
915231823646108;38.5764;10.9312;30.3780;
915231833646108;38.4666;10.8946;30.5000;
915231843646108;38.2836;10.8214;30.7440;
915231853646108;38.0274;10.7604;30.9636;
915231863646108;37.9664;10.6994;31.0612;
915231873646108;37.9420;10.6750;31.0978;
915231883646108;37.9054;10.6140;31.0978;
915231893646108;37.9054;10.5774;31.1222;
915231903646108;37.9908;10.5652;31.1222;
915231913646108;38.3202;10.6018;30.6586;
915231923646108;38.6252;10.6262;30.2682;
915231933646108;38.7960;10.6262;30.0974;
915231943646108;38.8814;10.6140;29.9754;
915231953646108;38.8448;10.5774;29.8778;
915231963646108;38.8448;10.5408;29.8412;
915231973646108;38.7838;10.5286;29.9144;
915231983646108;38.7106;10.4798;29.8900;
915231993646108;38.7350;10.4554;29.8046;
915232003646108;38.6130;10.4310;29.9266;
915232013646108;38.6862;10.4310;29.8290;
915232023646108;38.7472;10.4188;29.7192;
915232033646108;38.9668;10.4066;29.4264;
915232043646108;39.1986;10.4676;29.2312;
915232053646108;39.3206;10.4432;29.0604;
915232063646108;39.3816;10.4920;29.0482;
915232073646108;39.2718;10.4676;29.2434;
915232083646108;39.2474;10.4066;29.1824;
915232093646108;39.1864;10.3822;29.2556;
915232103646108;39.0522;10.3944;29.4386;
915232113646108;38.9180;10.4188;29.6094;
915232123646108;38.7350;10.3944;29.7680;
915232133646108;38.5276;10.3822;30.0364;
