Sensor: bmi160 Gyroscope Non-wakeup
Vendor: BOSCH
TimestampGyro [ns]; GyroX [rad/s]; GyroY [rad/s]; GyroZ [rad/s]
689864008582306;0.0121;0.0008;0.0039;
689864013620952;0.0025;0.0019;0.0007;
689864018665691;0.0004;0.0019;0.0007;
689864023723139;0.0036;0.0019;0.0017;
689864028755275;0.0015;0.0029;0.0049;
689864033822671;0.0004;0.0019;0.0060;
689864038877046;-0.0017;-0.0003;0.0049;
689864043934650;-0.0007;-0.0003;0.0049;
689864048991264;-0.0007;0.0008;0.0060;
689864054048556;-0.0017;0.0019;0.0071;
689864059114181;-0.0028;0.0029;0.0060;
689864064149233;-0.0028;0.0040;0.0081;
689864069216473;-0.0017;0.0040;0.0103;
689864074259650;-0.0007;0.0040;0.0103;
689864079297046;0.0015;0.0061;0.0103;
689864084368348;0.0015;0.0072;0.0113;
689864089408712;0.0015;0.0072;0.0145;
689864094479129;0.0047;0.0008;0.0156;
689864099519546;0.0068;0.0029;0.0166;
689864104583921;0.0047;0.0040;0.0198;
689864109627879;0.0015;0.0029;0.0198;
689864114698921;0.0025;0.0019;0.0220;
689864119749077;0.0057;0.0029;0.0262;
689864124827566;0.0079;0.0008;0.0262;
689864129860483;0.0100;0.0029;0.0252;
689864134916421;0.0100;0.0051;0.0241;
689864139982202;0.0270;0.0093;0.0166;
689864145027046;0.0398;-0.0024;0.0273;
689864150082202;-0.0028;0.0008;0.0305;
689864155141160;-0.0124;0.0072;0.0348;
689864160188660;0.0004;-0.0035;0.0369;
689864165245379;-0.0039;-0.0003;0.0390;
689864170341264;-0.0145;0.0008;0.0401;
689864175374650;-0.0124;0.0008;0.0422;
689864180390952;-0.0081;0.0008;0.0443;
689864185474337;-0.0081;0.0008;0.0454;
689864190528244;-0.0134;0.0029;0.0486;
689864195573608;-0.0145;0.0051;0.0497;
689864200612098;-0.0145;0.0040;0.0507;
689864205682566;-0.0124;0.0029;0.0497;
689864210717775;-0.0113;0.0029;0.0507;
689864215793712;-0.0124;-0.0003;0.0529;
689864220844702;-0.0134;-0.0003;0.0571;
689864225900431;-0.0156;-0.0035;0.0582;
689864230933608;-0.0145;-0.0035;0.0603;
689864236012046;-0.0103;-0.0035;0.0646;
