TimestampGNSS [ns]; UTC time [ms]; Lat [deg]; Lon [deg]; Height [m]; Speed [m/s]; Heading [deg]; Hor Acc [m]; Vert Acc [m]; Speed Acc [m/s]; Heading Acc [deg]
689867174873906;1630097620445;40.244744800000;-111.639565870000;1384.7778;0.0000;-3000.0000;9.76508999;14.44502449;0.08602326;-1.00000000;
689868168744196;1630097622000;40.244907840000;-111.639392920000;1387.8800;0.0000;-3000.0000;7.53501844;11.16952229;0.87091905;-1.00000000;
689869168743831;1630097623000;40.244915500000;-111.639404980000;1386.6716;0.7600;354.8000;4.29518270;6.36924410;0.80993825;5.04216146;
689870168743935;1630097624000;40.244932010000;-111.639411060000;1388.2863;1.9800;358.5000;3.79025745;5.30024052;0.27802879;5.75542593;
689871168743518;1630097625000;40.244949450000;-111.639417220000;1389.9962;1.4800;355.3000;3.79009247;4.15426683;0.36400551;9.87716293;
689872168743935;1630097626000;40.244964360000;-111.639422720000;1388.3265;1.4700;353.9000;3.79009247;3.95537829;0.62625873;21.53051758;
689873168744196;1630097627000;40.244985480000;-111.639428610000;1387.9464;2.2500;355.3000;3.79009247;3.74126196;0.64202803;11.92781448;
689874168743519;1630097628000;40.245008660000;-111.639431610000;1388.5156;2.5700;359.7000;3.79009247;3.72280622;0.17204651;2.62529016;
689875168743882;1630097629000;40.245032370000;-111.639432060000;1387.7788;2.5700;3.6000;3.79009247;3.55090690;0.21095023;2.97194862;
689876168743675;1630097630000;40.245058570000;-111.639432670000;1387.6714;3.0500;358.6000;3.79009247;3.32485747;0.21095023;2.43935657;
689877168743935;1630097631000;40.245086360000;-111.639434710000;1387.3828;3.1000;357.5000;3.79009247;3.18919325;0.07211103;0.99186265;
689878168744039;1630097632000;40.245115910000;-111.639434670000;1387.6317;3.3000;359.0000;3.79009247;3.24532080;0.09433981;1.11203873;
689879168743883;1630097633000;40.245146000000;-111.639436430000;1387.6938;3.1700;357.0000;3.79009247;2.96310353;0.21260291;2.85822678;
689880168743987;1630097634000;40.245174550000;-111.639438830000;1387.2220;3.2000;357.7000;3.79009247;3.08162308;0.38948685;5.40156794;
689881168743830;1630097635000;40.245205880000;-111.639440560000;1386.9696;3.5900;358.6000;3.79009247;2.80607247;0.33301651;4.02094316;
689882168743883;1630097636000;40.245238200000;-111.639442670000;1387.6836;3.7200;357.9000;3.79009247;2.67751050;0.24207437;2.67617965;
689883168744196;1630097637000;40.245271980000;-111.639445130000;1388.2279;3.7100;357.0000;3.79009247;2.50000000;0.83216584;12.32083893;
689884168743674;1630097638000;40.245307320000;-111.639447620000;1388.3226;3.9600;358.1000;3.79009247;2.50000000;0.84314889;2.38156271;
689885168743727;1630097639000;40.245343820000;-111.639448260000;1388.3223;4.0900;0.3000;3.79009247;2.50000000;0.80993825;3.86582828;
689886168743987;1630097640000;40.245381250000;-111.639449170000;1388.2371;4.1500;0.7000;3.79009247;2.50000000;0.85146934;5.34661961;
689887168743987;1630097641000;40.245419590000;-111.639449390000;1388.8120;4.2300;358.7000;3.79009247;2.50000000;0.81541401;6.60283089;
689888168744195;1630097642000;40.245454520000;-111.639450670000;1388.0110;3.7500;357.4000;3.79009247;2.50000000;0.86267030;7.79335690;
689889168743674;1630097643000;40.245494310000;-111.639449820000;1388.2371;4.3300;357.7000;3.79009247;2.50000000;0.85702974;8.87084961;
689890168743727;1630097644000;40.245535610000;-111.639451660000;1388.1367;4.5700;358.3000;3.79009247;2.50000000;0.81835198;9.34921265;
689891168743623;1630097645000;40.245577260000;-111.639450580000;1388.1914;4.6100;359.1000;3.79009247;2.50000000;0.82377183;9.54035950;
689892168743779;1630097646000;40.245618550000;-111.639450860000;1388.5756;4.5500;356.1000;3.79009247;2.50000000;0.86533231;10.02314663;
689893168743727;1630097647000;40.245660880000;-111.639449240000;1389.0509;4.6600;357.6000;3.79009247;2.50000000;0.82377183;9.64898586;
689894168743570;1630097648000;40.245704300000;-111.639448260000;1389.1333;4.7600;357.0000;3.79009247;2.50000000;0.85146934;9.74817085;
689895168743987;1630097649000;40.245747090000;-111.639444650000;1388.8051;4.7000;2.3000;3.79009247;2.50000000;0.82377183;9.55419445;
689896168743935;1630097650000;40.245790480000;-111.639442860000;1388.7864;4.7900;0.2000;3.79009247;2.50000000;0.81835198;9.38628769;
689897168743727;1630097651000;40.245834790000;-111.639440270000;1388.6725;4.9000;0.5000;3.79009247;2.50000000;0.83761567;9.25168800;
689898168743674;1630097652000;40.245879070000;-111.639440190000;1388.4843;4.7700;358.7000;3.79009247;2.50000000;0.82377183;9.44825935;
689899168743831;1630097653000;40.245919570000;-111.639439250000;1387.8877;4.4100;1.0000;3.79009247;2.50000000;0.85146934;9.76610184;
689900168744091;1630097654000;40.245960110000;-111.639438460000;1388.3558;4.5100;357.7000;3.79009247;2.50000000;0.85702974;9.67317295;
689901168743831;1630097655000;40.246000750000;-111.639441590000;1388.0109;4.5700;357.5000;3.79009247;2.51717019;0.87091905;9.40114021;
689902168743830;1630097656000;40.246043850000;-111.639443750000;1388.1500;4.6900;358.5000;3.79009247;2.50000000;0.81835198;9.18091106;
689903168743518;1630097657000;40.246085670000;-111.639445670000;1388.1194;4.6400;1.2000;3.79009247;2.53088951;0.81835198;8.88934422;
689904168744195;1630097658000;40.246128880000;-111.639447610000;1387.8514;4.6600;359.9000;3.79009247;2.54458261;0.84314889;8.65600204;
689905168743258;1630097659000;40.246172800000;-111.639447420000;1388.4438;4.7200;0.4000;3.79009247;2.63088250;0.82680106;9.04181004;
689906168743466;1630097660000;40.246216210000;-111.639447540000;1388.7858;4.6000;1.4000;3.79009247;2.80656338;1.14738834;8.86504364;
689907168744143;1630097661000;40.246255790000;-111.639446980000;1388.6462;4.2300;1.8000;3.79009247;2.73842859;0.83761567;8.93238354;
689908168743622;1630097662000;40.246296530000;-111.639444000000;1388.1656;4.2700;1.6000;3.79009247;2.70412230;0.81835198;8.99691772;
689909168744039;1630097663000;40.246338360000;-111.639443400000;1389.1340;4.4200;358.1000;3.79009247;2.72784114;0.82377183;8.83908558;
689910168744039;1630097664000;40.246379660000;-111.639442630000;1389.3698;4.2600;3.1000;3.79009247;2.73650861;0.85702974;8.71599102;
689911168743987;1630097665000;40.246416350000;-111.639440510000;1389.1653;4.0100;0.6000;3.79009247;2.70782971;0.80993825;8.46368313;
689912168743779;1630097666000;40.246452920000;-111.639439810000;1389.5919;4.1000;1.2000;3.79009247;2.64469123;0.85146934;8.23574352;
689913168743570;1630097667000;40.246486210000;-111.639438620000;1390.0676;3.7700;357.7000;3.79009247;2.82406282;0.87920421;8.38159561;
689914168743622;1630097668000;40.246521450000;-111.639438480000;1390.2151;3.9500;359.9990;3.79009247;2.59980059;0.81541401;8.09614754;
689915168743622;1630097669000;40.246558460000;-111.639438020000;1390.6008;4.1400;358.7000;3.79009247;2.51617217;0.80993825;7.90899467;
689916168743883;1630097670000;40.246592170000;-111.639436760000;1390.1433;3.4300;2.7000;3.79009247;2.68534493;0.90697300;8.08136463;
689917168743831;1630097671000;40.246619410000;-111.639435440000;1390.5280;2.7600;0.8000;3.79009247;2.76988792;0.91263354;8.29535866;
689918168744143;1630097672000;40.246643750000;-111.639441810000;1390.9825;2.6300;331.9000;3.79009247;2.63231087;0.82680106;8.54894829;
689919168744091;1630097673000;40.246659050000;-111.639469490000;1390.8313;3.1300;288.6000;3.79009247;2.66394925;0.44407207;5.41018915;
689920168743466;1630097674000;40.246662900000;-111.639509140000;1390.9424;3.7800;267.3000;3.79009247;2.55075598;0.28017852;2.87917757;
689921168744196;1630097675000;40.246646490000;-111.639548160000;1390.7751;4.0200;236.2000;3.79009247;2.50000000;0.28425342;2.99516892;
689922168743830;1630097676000;40.246596890000;-111.639563130000;1390.5500;5.0800;192.3000;3.79009247;2.50000000;0.17691806;1.53821206;
689923168744247;1630097677000;40.246555610000;-111.639570380000;1390.0684;4.9500;171.5000;3.79009247;2.50000000;0.19416487;1.46779871;
689924168743831;1630097678000;40.246506510000;-111.639568900000;1390.1355;5.1800;175.0000;3.79009247;2.50000000;0.27459061;1.92811477;
689925168743831;1630097679000;40.246457110000;-111.639568620000;1388.7394;5.1400;179.2000;3.79009247;2.65174937;0.43931764;3.72737217;
689926168744195;1630097680000;40.246398820000;-111.639565170000;1388.7412;6.2900;177.0000;3.79009247;2.75085974;0.89022470;5.71944380;
689927168743622;1630097681000;40.246343050000;-111.639574840000;1388.3475;6.1600;189.0000;3.79009247;2.90145397;0.41048750;2.49732423;
689928168743883;1630097682000;40.246282000000;-111.639579480000;1387.5985;6.8900;182.1000;3.79009247;2.95434117;0.25238860;1.36470747;
689929168743831;1630097683000;40.246218460000;-111.639574840000;1387.6195;7.0100;178.7000;3.79009247;2.89520907;0.08062258;0.42798445;
689930168743727;1630097684000;40.246155900000;-111.639573470000;1386.9050;6.7200;176.5000;3.79009247;2.88371229;0.09433981;0.51987934;
689931168743830;1630097685000;40.246091670000;-111.639580370000;1387.0520;6.9700;183.1000;3.79009247;2.75512815;0.08602326;0.49270147;
689932168743883;1630097686000;40.246033460000;-111.639584270000;1386.4149;6.8500;181.9000;3.79009247;2.78218722;0.07211103;0.42772183;
689933168743987;1630097687000;40.245970960000;-111.639582390000;1386.0986;6.7600;180.8000;3.79009247;2.76117682;0.15264338;0.77052969;
689934168744247;1630097688000;40.245907050000;-111.639577310000;1386.2765;6.8400;178.0000;3.79009247;2.69416976;0.23323807;1.19685960;
689935168744143;1630097689000;40.245851040000;-111.639574490000;1385.5563;6.6300;179.6000;3.79009247;2.70416069;0.16124515;0.83091021;
689936168743883;1630097690000;40.245791580000;-111.639574880000;1385.0074;6.7000;182.4000;3.79009247;2.53492141;0.06708204;0.36511651;
689937168743622;1630097691000;40.245731190000;-111.639577610000;1384.9691;6.6200;180.4000;3.79009247;2.50000000;0.18027757;0.98959792;
689938168743935;1630097692000;40.245671600000;-111.639576760000;1384.9841;6.5500;178.8000;3.79009247;2.57283258;0.27459061;1.47532809;
689939168744144;1630097693000;40.245608850000;-111.639579000000;1385.3258;6.7100;179.9000;3.79009247;2.65837407;0.22825424;1.14458895;
689940168743726;1630097694000;40.245545150000;-111.639575600000;1385.0355;6.6400;179.1000;3.79009247;2.65753770;0.15264338;0.79039979;
689941168744091;1630097695000;40.245482810000;-111.639582150000;1385.3239;6.7700;182.3000;3.79009247;2.70484567;0.24698178;1.30220580;
689942168744039;1630097696000;40.245423790000;-111.639579210000;1384.8247;6.6500;178.8000;3.79009247;2.66739821;0.28844410;1.55683672;
689943168743727;1630097697000;40.245365320000;-111.639580310000;1384.2816;6.7200;177.8000;3.79009247;2.53762817;0.28017852;1.56917989;
689944168743935;1630097698000;40.245306530000;-111.639582300000;1383.5532;6.5900;181.2000;3.79009247;2.66720557;0.30528677;1.63901329;
689945168744143;1630097699000;40.245246840000;-111.639581850000;1383.4916;6.5400;181.3000;3.79009247;2.64990997;0.37215587;1.92893016;
689946168743623;1630097700000;40.245188370000;-111.639585790000;1383.4823;6.5500;179.2000;3.79009247;2.76005244;0.41880783;2.34601378;
689947168743415;1630097701000;40.245128230000;-111.639588200000;1383.4861;6.4900;181.2000;3.79009247;2.68710566;0.38600519;2.30697370;
689948168744195;1630097702000;40.245070500000;-111.639585530000;1383.3816;5.9900;180.7000;3.79009247;2.69301987;0.34409302;2.15112710;
689949168743831;1630097703000;40.245023380000;-111.639591890000;1383.4890;5.3700;182.8000;3.79009247;2.79836869;0.36359319;2.35075784;
689950168743987;1630097704000;40.244979580000;-111.639591510000;1383.4215;4.2000;182.9000;3.79009247;2.87753987;0.35510561;2.92602015;
689951168744144;1630097705000;40.244943800000;-111.639590340000;1383.3303;3.0300;173.2000;3.79009247;2.72973943;0.31622776;3.86942673;
689952168743935;1630097706000;40.244922400000;-111.639582210000;1384.4561;2.4400;155.5000;3.79009247;2.75862002;0.70292246;14.43335438;
689953168743935;1630097707000;40.244920500000;-111.639551980000;1384.0176;2.2700;113.8000;3.79009247;2.71463537;0.70936590;11.17119312;
689954168744144;1630097708000;40.244916230000;-111.639529310000;1383.8424;1.5700;79.0000;3.79009247;2.62106538;0.18867962;4.34037781;
689955168743779;1630097709000;40.244919440000;-111.639510090000;1384.0846;1.4900;76.1000;3.79009247;2.62114453;0.06708204;1.69004989;
689956168743570;1630097710000;40.244921780000;-111.639493900000;1384.0317;1.2300;74.1000;3.79009247;2.75844836;0.15264338;4.58339787;
689957168743831;1630097711000;40.244923620000;-111.639479860000;1383.8286;0.9900;75.0000;3.79009247;2.91438389;0.32202485;12.63503838;
689958168743987;1630097712000;40.244927390000;-111.639465130000;1383.9561;1.2900;52.5000;3.79009247;2.80988884;0.85146934;11.54546165;
689959168744404;1630097713000;40.244935670000;-111.639455720000;1384.4684;1.1300;41.3000;3.79009247;2.75561547;0.26419690;5.25682640;
689960168743675;1630097714000;40.244941900000;-111.639449860000;1384.8163;0.6800;41.2000;3.79009247;2.63380575;0.80993825;6.81833935;
689961168743883;1630097715000;40.244944340000;-111.639446970000;1385.1045;0.0000;-3000.0000;3.79009247;3.06206632;0.07810250;-1.00000000;
