Sensor: bmi160 Gyroscope Non-wakeup
Vendor: BOSCH
TimestampGyro [ns]; GyroX [rad/s]; GyroY [rad/s]; GyroZ [rad/s]
689274932896338;0.0089;0.0008;-0.0025;
689274937954306;-0.0007;-0.0056;0.0028;
689274943013056;-0.0081;0.0029;-0.0036;
689274948067119;-0.0071;0.0029;-0.0057;
689274953108629;-0.0039;-0.0003;-0.0057;
689274958160296;-0.0007;-0.0013;-0.0047;
689274963213317;0.0015;-0.0003;-0.0036;
689274968246963;-0.0017;-0.0003;-0.0036;
689274973320921;-0.0039;-0.0024;-0.0047;
689274978383473;-0.0039;-0.0013;-0.0036;
689274983429150;0.0004;-0.0013;-0.0004;
689274988507848;0.0004;-0.0013;-0.0015;
689274993553369;-0.0017;-0.0003;-0.0036;
689274998623421;-0.0017;-0.0003;-0.0004;
689275003645713;-0.0007;-0.0003;-0.0004;
689275008714671;-0.0007;0.0008;-0.0025;
689275013755088;-0.0049;0.0029;-0.0004;
689275018818681;-0.0049;-0.0003;-0.0015;
689275023864515;-0.0049;-0.0003;-0.0025;
689275028911858;-0.0028;-0.0003;-0.0025;
689275033978890;-0.0039;0.0008;-0.0015;
689275039030296;-0.0017;-0.0003;-0.0015;
689275044083421;0.0004;-0.0013;-0.0015;
689275049177536;-0.0007;-0.0024;-0.0025;
689275054192588;-0.0039;-0.0024;-0.0025;
689275059250661;-0.0007;0.0008;-0.0025;
689275064301963;0.0057;-0.0003;-0.0025;
689275069383577;0.0036;-0.0013;-0.0004;
689275074399723;0.0025;-0.0013;-0.0036;
689275079449879;0.0047;0.0008;-0.0025;
689275084520556;0.0047;-0.0003;-0.0015;
689275089589671;0.0036;-0.0003;-0.0025;
689275094634619;0.0025;-0.0003;-0.0047;
689275099673265;0.0015;0.0008;-0.0036;
689275104744254;-0.0007;0.0008;-0.0025;
689275109807015;0.0015;-0.0003;-0.0025;
689275114862431;-0.0007;-0.0013;-0.0036;
689275119895452;0.0025;0.0008;-0.0025;
689275124969671;0.0025;-0.0003;-0.0025;
689275130041806;0.0025;-0.0013;-0.0025;
689275135069515;0.0004;-0.0003;-0.0047;
689275140111181;0.0015;-0.0003;-0.0057;
689275145179879;0.0047;-0.0035;-0.0047;
689275150245921;0.0025;-0.0003;-0.0036;
689275155290296;0.0004;-0.0024;-0.0025;
689275160336390;0.0004;-0.0045;-0.0015;
689275165397588;0.0015;-0.0013;-0.0004;
689275170475036;0.0036;0.0008;-0.0025;
689275175508890;0.0036;0.0008;-0.0004;
689275180569723;0.0025;-0.0003;-0.0004;
689275185616181;0.0025;0.0008;-0.0036;
689275190671546;0.0047;0.0008;-0.0015;
689275195736546;0.0068;0.0008;-0.0004;
689275200806754;0.0025;0.0008;-0.0036;
689275205834098;0.0025;-0.0013;-0.0047;
689275210883838;0.0025;-0.0045;-0.0025;
689275215947640;0.0047;-0.0035;0.0007;
689275221002588;0.0025;-0.0035;0.0017;
689275226058108;-0.0007;0.0008;0.0017;
689275231108525;-0.0007;-0.0035;-0.0004;
689275236166233;-0.0017;-0.0024;-0.0015;
689275241208369;-0.0007;0.0019;-0.0004;
689275246276963;0.0025;0.0008;0.0017;
689275251338629;0.0036;0.0019;0.0017;
689275256373213;0.0015;0.0008;0.0007;
689275261441129;0.0004;-0.0003;0.0007;
689275266495556;-0.0028;0.0008;0.0007;
689275271549671;-0.0007;-0.0003;0.0007;
689275276608421;0.0015;0.0008;0.0007;
689275281660088;0.0036;-0.0003;0.0017;
689275286712067;-0.0007;-0.0024;0.0028;
689275291791650;-0.0017;-0.0003;0.0039;
689275296832952;-0.0017;0.0008;0.0028;
689275301883004;-0.0017;-0.0024;0.0039;
689275306938213;0.0004;-0.0013;0.0039;
689275311992015;0.0004;-0.0024;0.0049;
689275317048942;0.0004;-0.0013;0.0039;
689275322099254;0.0015;-0.0003;0.0049;
689275327153942;-0.0007;-0.0003;0.0060;
689275332210921;0.0015;0.0008;0.0049;
689275337264671;0.0025;0.0008;0.0017;
689275342323213;0.0004;0.0008;0.0017;
689275347375608;-0.0007;-0.0013;0.0039;
689275352401338;-0.0028;-0.0003;0.0028;
689275357504775;0.0004;-0.0003;0.0028;
689275362543942;-0.0007;-0.0003;0.0028;
689275367607379;-0.0049;-0.0003;0.0017;
689275372661546;-0.0060;-0.0013;0.0039;
689275377710192;-0.0028;0.0008;0.0017;
689275382764046;-0.0007;-0.0003;0.0017;
689275387804567;-0.0007;-0.0013;0.0017;
689275392867431;0.0004;-0.0013;-0.0015;
689275397913369;-0.0007;-0.0003;0.0007;
689275402980296;0.0004;-0.0013;-0.0004;
689275408043317;0.0015;-0.0013;-0.0036;
689275413090921;0.0025;-0.0003;-0.0047;
689275418131077;0.0047;0.0019;-0.0132;
689275423194098;0.0164;0.0008;-0.0079;
689275428241650;0.0153;-0.0003;-0.0068;
689275433304463;0.0164;0.0019;-0.0057;
689275438346025;0.0100;-0.0013;-0.0068;
689275443414515;-0.0028;0.0008;-0.0068;
689275448458421;-0.0071;0.0019;-0.0100;
689275453527171;-0.0007;0.0040;-0.0089;
689275458622379;0.0068;0.0040;-0.0068;
689275463633838;0.0025;-0.0003;-0.0111;
689275468702692;0.0004;0.0029;-0.0121;
689275473757900;0.0079;-0.0003;-0.0142;
689275478794671;0.0057;-0.0035;-0.0132;
689275483850921;0.0047;0.0008;-0.0132;
689275488909879;0.0100;-0.0003;-0.0142;
689275493975921;0.0132;-0.0024;-0.0142;
689275499006494;0.0132;-0.0013;-0.0132;
689275504069671;0.0111;-0.0013;-0.0132;
689275509170556;0.0068;-0.0013;-0.0142;
689275514180921;0.0047;0.0019;-0.0153;
689275519233786;-0.0017;0.0029;-0.0142;
689275524292848;-0.0124;0.0019;-0.0164;
689275529370192;-0.0220;-0.0013;-0.0185;
689275534397588;-0.0294;0.0008;-0.0174;
689275539435452;-0.0369;0.0019;-0.0164;
689275544509358;-0.0422;0.0008;-0.0174;
689275549566181;-0.0422;0.0019;-0.0185;
689275554617483;-0.0358;0.0019;-0.0164;
689275559651546;-0.0305;0.0029;-0.0142;
689275564728004;-0.0241;0.0008;-0.0142;
689275569781754;-0.0177;0.0008;-0.0100;
689275574842275;-0.0092;0.0029;-0.0100;
689275579887015;-0.0039;0.0029;-0.0079;
689275584946181;-0.0007;0.0019;-0.0057;
689275590013004;0.0036;0.0008;-0.0036;
689275595058629;0.0025;-0.0003;-0.0025;
689275600099671;-0.0007;-0.0013;-0.0036;
689275605145140;0.0015;-0.0013;-0.0025;
689275610203838;0.0036;-0.0013;-0.0025;
689275615263004;0.0015;0.0019;-0.0015;
689275620328629;-0.0017;-0.0003;-0.0004;
689275625395192;0.0015;-0.0045;0.0017;
689275630455192;0.0036;-0.0045;0.0039;
689275635499931;0.0015;-0.0024;0.0007;
689275640566338;-0.0007;0.0029;0.0007;
