Sensor: OnePlus Fusion Light Sensor
Vendor: OnePlus
TimestampLight [ns]; Light [lux]
1179638290228815;22.0000;
1179638356870846;22.0000;
1179638490226731;22.0000;
1179638556866992;22.0000;
1179638690225325;23.0000;
1179638756891575;22.0000;
1179638890199908;23.0000;
1179638956891888;22.0000;
1179639090220950;22.0000;
1179639156888450;22.0000;
1179639290217929;22.0000;
1179639423553190;22.0000;
1179639490222929;25.0000;
1179639623546054;25.0000;
1179639690213554;25.0000;
1179639823547617;26.0000;
1179639890187929;26.0000;
1179640023586263;23.0000;
1179640090211575;25.0000;
1179640223516888;29.0000;
1179640290207200;31.0000;
1179640423543658;34.0000;
1179640490208242;34.0000;
1179640623539492;40.0000;
1179640756871054;44.0000;
1179640823537513;46.0000;
1179640956874179;43.0000;
1179641023537721;40.0000;
1179641156867408;37.0000;
1179641223506054;35.0000;
1179641356866471;37.0000;
1179641423532408;37.0000;
1179641556834856;38.0000;
1179641623528815;37.0000;
1179641756859804;29.0000;
1179641823532721;25.0000;
1179641956859283;28.0000;
1179642090192304;34.0000;
1179642156864075;34.0000;
1179642290189492;32.0000;
1179642356857825;29.0000;
1179642490184908;29.0000;
1179642556859908;29.0000;
1179642690188815;29.0000;
1179642756854231;29.0000;
1179642890196367;31.0000;
1179642956852304;31.0000;
1179643090179596;32.0000;
1179643156851263;34.0000;
1179643290172096;35.0000;
1179643423523554;29.0000;
1179643490178346;31.0000;
1179643623510846;32.0000;
1179643690176263;31.0000;
1179643823513450;32.0000;
1179643890170429;34.0000;
1179644023510742;34.0000;
1179644090175898;32.0000;
1179644223526888;34.0000;
1179644290168138;34.0000;
1179644423504283;32.0000;
1179644490165325;32.0000;
1179644623499179;31.0000;
1179644690163554;31.0000;
1179644823508138;29.0000;
1179644956830950;29.0000;
1179645023494492;29.0000;
1179645156834596;29.0000;
1179645223497200;29.0000;
1179645356825013;28.0000;
1179645423491783;28.0000;
1179645556821992;28.0000;
1179645623489804;28.0000;
1179645756818346;28.0000;
1179645823490846;28.0000;
1179645956821471;28.0000;
1179646023483658;28.0000;
1179646156821575;28.0000;
1179646290147825;29.0000;
1179646356808138;28.0000;
1179646490145013;28.0000;
1179646556811575;26.0000;
1179646690118242;25.0000;
1179646756813398;25.0000;
1179646890141992;25.0000;
1179646956808815;23.0000;
1179647090144179;23.0000;
1179647156807721;23.0000;
1179647290137408;23.0000;
1179647356807513;25.0000;
1179647490135638;25.0000;
1179647623468138;25.0000;
1179647690156471;25.0000;
1179647823469492;23.0000;
1179647890172200;23.0000;
1179648023455846;23.0000;
1179648090162148;22.0000;
1179648223463554;19.0000;
1179648290127304;17.0000;
1179648423463138;16.0000;
1179648490128554;16.0000;
1179648623453554;14.0000;
1179648690090846;13.0000;
1179648823458554;13.0000;
1179648956792408;13.0000;
1179649023427825;13.0000;
1179649156787721;14.0000;
1179649223449283;13.0000;
1179649356757513;13.0000;
1179649423447304;13.0000;
1179649556780325;13.0000;
1179649623441367;13.0000;
1179649756780638;13.0000;
1179649823442408;13.0000;
1179649956777825;14.0000;
1179650023417721;14.0000;
1179650156773971;16.0000;
1179650290105898;20.0000;
1179650356753398;22.0000;
1179650490104179;20.0000;
1179650556782356;22.0000;
1179650690076471;22.0000;
1179650756769908;23.0000;
1179650890101575;22.0000;
1179650956767929;20.0000;
1179651090100117;17.0000;
1179651156765325;16.0000;
1179651290097304;19.0000;
1179651356743554;17.0000;
1179651490091367;22.0000;
1179651623427565;22.0000;
1179651690077929;20.0000;
1179651823428815;19.0000;
1179651890096992;19.0000;
1179652023390429;19.0000;
1179652090087929;14.0000;
1179652223424804;13.0000;
1179652290091679;13.0000;
1179652423415273;14.0000;
1179652490085325;16.0000;
1179652623418398;16.0000;
1179652690060638;16.0000;
1179652823414804;16.0000;
1179652956747304;16.0000;
1179653023395950;16.0000;
1179653156738554;17.0000;
1179653223411888;16.0000;
1179653356716888;16.0000;
1179653423406940;16.0000;
1179653556740638;16.0000;
1179653623409075;16.0000;
1179653756738398;16.0000;
1179653823408763;14.0000;
1179653956737617;13.0000;
1179654023375481;13.0000;
1179654156735429;13.0000;
1179654290060325;14.0000;
1179654356707096;13.0000;
1179654490067408;13.0000;
1179654556730013;13.0000;
1179654690040117;13.0000;
1179654756729283;13.0000;
1179654890063346;13.0000;
1179654956725950;13.0000;
1179655090065846;13.0000;
1179655156719804;11.0000;
1179655290055638;11.0000;
1179655356696263;11.0000;
1179655490050221;11.0000;
1179655623388450;13.0000;
1179655690026575;11.0000;
1179655823383763;11.0000;
1179655890051471;11.0000;
1179656023356471;11.0000;
1179656090050065;11.0000;
1179656223380846;11.0000;
1179656290045846;11.0000;
1179656423376940;11.0000;
1179656490038450;13.0000;
1179656623378242;13.0000;
1179656690017096;13.0000;
1179656823372096;13.0000;
1179656956703554;13.0000;
1179657023357200;13.0000;
1179657156699388;14.0000;
1179657223372304;14.0000;
1179657356675638;14.0000;
1179657423365013;14.0000;
1179657556698554;16.0000;
1179657623366888;14.0000;
1179657756695221;16.0000;
1179657823366888;16.0000;
1179657956699179;16.0000;
1179658023339388;16.0000;
1179658156692721;17.0000;
1179658290029908;17.0000;
1179658356665065;17.0000;
1179658490024492;17.0000;
1179658556685013;17.0000;
1179658689996158;19.0000;
1179658756685221;19.0000;
1179658890022408;19.0000;
1179658956684388;19.0000;
1179659090019179;19.0000;
1179659156678033;19.0000;
1179659290013658;19.0000;
1179659356655117;20.0000;
1179659490013554;20.0000;
1179659623346783;22.0000;
1179659689984908;22.0000;
1179659823348658;22.0000;
1179659890005846;22.0000;
1179660023309648;22.0000;
1179660090003554;23.0000;
1179660223336783;25.0000;
1179660290006992;23.0000;
1179660423335846;25.0000;
1179660490002513;25.0000;
1179660623335638;26.0000;
1179660689975013;26.0000;
1179660823334075;26.0000;
1179660956667929;26.0000;
1179661023305325;26.0000;
1179661156659179;25.0000;
1179661223328971;25.0000;
1179661356635429;25.0000;
1179661423324596;23.0000;
1179661556655013;22.0000;
1179661623324908;20.0000;
1179661756654596;19.0000;
1179661823324648;19.0000;
1179661956660065;19.0000;
1179662023293658;19.0000;
1179662156651315;19.0000;
1179662289987408;19.0000;
1179662356625846;17.0000;
1179662489981471;17.0000;
1179662556644700;17.0000;
1179662689956679;16.0000;
1179662756643658;16.0000;
1179662889979492;13.0000;
1179662956645013;11.0000;
1179663089980065;11.0000;
1179663156633346;13.0000;
1179663289974700;13.0000;
1179663356613554;13.0000;
1179663489968242;14.0000;
1179663623307981;14.0000;
1179663689944908;14.0000;
1179663823310117;14.0000;
1179663889972200;16.0000;
1179664023286367;16.0000;
1179664089969075;16.0000;
1179664223300013;16.0000;
1179664289963971;16.0000;
1179664423298033;16.0000;
1179664489962929;16.0000;
1179664623297513;16.0000;
1179664689954388;17.0000;
1179664823271263;17.0000;
1179664956628033;19.0000;
1179665023268346;19.0000;
1179665156620013;19.0000;
1179665223288867;19.0000;
1179665356594804;19.0000;
1179665423289179;20.0000;
1179665556616471;20.0000;
1179665623286367;20.0000;
1179665756618867;20.0000;
1179665823287200;20.0000;
1179665956613554;22.0000;
1179666023253971;20.0000;
1179666156609388;20.0000;
1179666289947096;20.0000;
1179666356584596;22.0000;
1179666489973971;22.0000;
1179666556607929;20.0000;
1179666689913242;20.0000;
1179666756604804;20.0000;
1179666889939388;22.0000;
1179666956607981;20.0000;
1179667089935013;22.0000;
1179667156606731;22.0000;
1179667289937096;22.0000;
1179667356591367;22.0000;
1179667489934388;23.0000;
1179667623264804;23.0000;
1179667689943450;23.0000;
1179667823237513;23.0000;
1179667889924075;23.0000;
1179668023284700;22.0000;
1179668089926367;20.0000;
1179668223269596;19.0000;
1179668289930898;19.0000;
1179668423259231;17.0000;
1179668489924179;17.0000;
1179668623256471;19.0000;
1179668689924492;20.0000;
1179668823283346;22.0000;
1179668956589804;22.0000;
1179669023248242;22.0000;
1179669156557825;22.0000;
1179669223250846;22.0000;
1179669356573971;22.0000;
1179669423252408;22.0000;
1179669556580742;22.0000;
1179669623249179;22.0000;
1179669756576158;22.0000;
1179669823245221;22.0000;
1179669956573346;22.0000;
1179670023240429;22.0000;
1179670156545429;22.0000;
1179670289903658;22.0000;
1179670356568554;22.0000;
1179670489906158;22.0000;
1179670556568033;22.0000;
1179670689904700;22.0000;
1179670756565013;22.0000;
1179670889897594;22.0000;
1179670956561500;22.0000;
1179671089897698;23.0000;
1179671156533115;23.0000;
1179671289894052;23.0000;
1179671356555615;23.0000;
1179671489892594;25.0000;
1179671556554052;25.0000;
1179671689889417;25.0000;
1179671823195302;25.0000;
1179671889886917;25.0000;
1179672023221760;25.0000;
1179672089886656;25.0000;
1179672223222281;23.0000;
1179672289856448;23.0000;
1179672423222385;22.0000;
1179672489853844;22.0000;
1179672623216917;22.0000;
1179672689883010;22.0000;
1179672823207177;22.0000;
1179672889877802;22.0000;
1179673023210250;22.0000;
1179673156528010;22.0000;
1179673223209885;22.0000;
1179673356534781;22.0000;
1179673423206344;22.0000;
1179673556534781;22.0000;
1179673623205094;20.0000;
1179673756531240;20.0000;
1179673823186656;22.0000;
1179673956536031;22.0000;
1179674023204573;20.0000;
1179674156503115;20.0000;
1179674223199677;20.0000;
1179674356524052;19.0000;
1179674489845250;19.0000;
1179674556524156;19.0000;
1179674689867698;19.0000;
1179674756522906;17.0000;
1179674889855094;17.0000;
1179674956525094;17.0000;
1179675089858427;17.0000;
1179675156495094;17.0000;
1179675289850823;17.0000;
1179675356517385;17.0000;
1179675489826240;16.0000;
1179675556515094;17.0000;
1179675689853740;17.0000;
1179675823156760;17.0000;
1179675889841865;17.0000;
1179676023188740;17.0000;
1179676089846865;17.0000;
1179676223178531;16.0000;
1179676289848010;16.0000;
1179676423174781;17.0000;
1179676489823844;17.0000;
1179676623176448;17.0000;
1179676689846500;17.0000;
1179676823153531;19.0000;
1179676889836865;20.0000;
1179677023172750;22.0000;
1179677156473740;22.0000;
1179677223170510;23.0000;
1179677356493115;25.0000;
1179677423164781;25.0000;
1179677556497802;26.0000;
1179677623169573;28.0000;
1179677756495094;26.0000;
1179677823134000;28.0000;
1179677956501031;28.0000;
1179678023160927;28.0000;
1179678156463844;29.0000;
1179678223167750;31.0000;
1179678356482490;31.0000;
1179678489793635;32.0000;
1179678556482490;32.0000;
1179678689818635;34.0000;
1179678756484156;35.0000;
1179678889816552;37.0000;
1179678956484156;38.0000;
1179679089819573;41.0000;
1179679156454052;41.0000;
1179679289806344;37.0000;
1179679356474156;25.0000;
1179679489787698;23.0000;
1179679556476969;23.0000;
1179679689805302;23.0000;
1179679823115094;23.0000;
1179679889804156;23.0000;
1179680023142906;23.0000;
1179680089800510;19.0000;
1179680223136917;17.0000;
1179680289797698;25.0000;
1179680423137281;26.0000;
1179680489777177;26.0000;
1179680623135719;25.0000;
1179680689771448;25.0000;
1179680823108115;23.0000;
1179680889771552;23.0000;
1179681023128740;22.0000;
1179681156433115;17.0000;
1179681223125510;17.0000;
1179681356453323;17.0000;
1179681423128948;17.0000;
1179681556459260;17.0000;
1179681623125094;17.0000;
1179681756454990;19.0000;
1179681823087333;19.0000;
1179681956447281;19.0000;
