Sensor: mmc5603x Magnetometer Non-wakeup
Vendor: memsic
TimestampMag [ns]; MagX [uT]; MagY [uT]; MagZ [uT]
908807605590873;35.0994;14.8718;19.2516;
908807615590873;35.0994;14.8718;19.2516;
908807626982852;36.7586;14.5668;19.0198;
908807636982852;36.7098;14.5180;19.0198;
908807646982852;36.6854;14.4570;19.1784;
908807656982852;36.6976;14.4570;19.2394;
908807666982852;36.6122;14.3960;19.3980;
908807676982852;36.5512;14.3960;19.4712;
908807686982852;36.5390;14.3594;19.5688;
908807696982852;36.5024;14.2984;19.7396;
908807706982852;36.4414;14.2984;20.0080;
908807716982852;36.3682;14.2740;20.1422;
908807726982852;36.3316;14.2252;20.2520;
908807736982852;36.1486;14.1764;20.4716;
908807746982852;36.0388;14.1764;20.6180;
908807756982852;35.9168;14.1154;20.7766;
908807766982852;35.7948;14.0178;20.8498;
908807776982852;35.6728;13.9934;20.8132;
908807786982852;35.6240;13.8958;20.7278;
908807796982852;35.7216;13.8470;20.5570;
908807806982852;35.7948;13.7982;20.4228;
908807816982852;35.9778;13.7616;20.1788;
908807826982852;36.0754;13.6762;19.9714;
908807836982852;36.2950;13.6640;19.7640;
908807846982852;36.2462;13.6396;19.7518;
908807856982852;36.2462;13.5908;19.9104;
908807866982852;36.1608;13.5786;20.1788;
908807876982852;36.0266;13.5542;20.5082;
908807886982852;35.7948;13.5420;20.8376;
908807896982852;35.5508;13.5298;21.3012;
908807906982852;35.4898;13.5054;21.4842;
908807916982852;35.2580;13.4566;21.8624;
908807926982852;35.3434;13.4444;21.9600;
908807936982852;35.4532;13.4200;21.8380;
908807946982852;35.5874;13.3712;21.7770;
908807956982852;35.6850;13.3468;21.7648;
908807966982852;35.7460;13.2858;21.7648;
908807976982852;35.9656;13.2004;21.5086;
908807986982852;36.1120;13.2126;21.4720;
908807996982852;36.1730;13.1272;21.4476;
908808006982852;36.0510;13.0174;21.7770;
908808016982852;35.9656;12.9442;22.0698;
908808026982852;35.9900;12.8466;22.0820;
908808036982852;36.0632;12.7368;22.0698;
908808046982852;36.1852;12.6514;22.0454;
908808056982852;36.1974;12.5538;22.0942;
908808066982852;36.2706;12.4196;22.1064;
908808076982852;36.4658;12.3708;21.9844;
908808086982852;36.6732;12.2732;21.7526;
908808096982852;36.9172;12.1878;21.4964;
908808106982852;37.0880;12.1024;21.3744;
908808116982852;37.2100;11.9682;21.2524;
908808126982852;37.3320;11.8706;21.1670;
908808136982852;37.5028;11.7364;21.0816;
908808146982852;37.5882;11.6388;21.0572;
908808156982852;37.7224;11.4802;20.9352;
908808166982852;37.9298;11.4070;20.7522;
908808176982852;38.0274;11.2728;20.7156;
908808186982852;38.1006;11.1630;20.6912;
908808196982852;38.1128;11.1264;20.7766;
908808206982852;38.1494;11.0288;20.7644;
