TimestampGNSS [ns]; UTC time [ms]; Lat [deg]; Lon [deg]; Height [m]; Speed [m/s]; Heading [deg]; Hor Acc [m]; Vert Acc [m]; Speed Acc [m/s]; Heading Acc [deg]
5088592823617297;1635443955000;40.242851950000;-111.656983400000;1375.1757;0.3700;160.8000;5.74921560;6.96692133;1.05999994;4.40003920;
5088593830845786;1635443956000;40.242880870000;-111.656929050000;1377.7761;0.4900;160.8000;4.27092981;4.85572720;1.47139394;19.47269821;
5088594830872973;1635443957000;40.242860110000;-111.656908380000;1378.3185;1.5500;160.8000;3.79009247;3.37720466;1.21593583;25.63008118;
5088595831816306;1635443958000;40.242826340000;-111.656906210000;1379.1654;4.5000;185.8000;3.79009247;2.72614956;0.57489127;5.38267708;
5088596823169795;1635443959000;40.242789760000;-111.656904080000;1379.5314;5.2000;176.7000;3.79009247;2.52582884;0.46227697;3.60598207;
5088597826703857;1635443960000;40.242731030000;-111.656899490000;1380.1847;6.2400;176.2000;3.79009247;2.50000000;0.46227697;3.07339168;
5088598827723805;1635443961000;40.242671860000;-111.656897940000;1380.7659;6.6500;178.9000;3.79009247;2.50000000;0.39051250;2.45889902;
5088599825933961;1635443962000;40.242609950000;-111.656888640000;1380.0791;6.6800;179.3000;3.79009247;2.50000000;0.73409808;5.69018364;
5088600823955731;1635443963000;40.242532880000;-111.656879790000;1380.1176;7.9600;177.9000;3.79009247;2.50000000;1.62274456;7.38248777;
5088601823740418;1635443964000;40.242461080000;-111.656883240000;1379.6110;8.2200;181.4000;3.79009247;2.50000000;0.54488534;2.90665650;
5088602822383751;1635443965000;40.242387880000;-111.656887610000;1379.2788;7.9000;180.0000;3.79009247;2.50000000;0.77006495;4.98611164;
5088603813082241;1635443966000;40.242311350000;-111.656885460000;1378.7520;8.4700;179.2000;3.79009247;2.50000000;0.61854666;3.95575094;
5088604833441719;1635443967000;40.242239060000;-111.656878460000;1378.6711;8.1200;178.5000;3.79009247;2.50000000;0.20808652;1.02747083;
5088605831675365;1635443968000;40.242162470000;-111.656875330000;1378.1667;7.9500;177.2000;3.79009247;2.50000000;0.32202485;1.54479218;
5088606828027500;1635443969000;40.242091490000;-111.656875830000;1377.9282;8.0400;180.2000;3.79009247;2.50000000;0.28844410;1.33520699;
5088607827016302;1635443970000;40.242018590000;-111.656879080000;1378.1753;7.9500;178.9000;3.79009247;2.50000000;0.38600519;1.89368045;
5088608837021926;1635443971000;40.241951470000;-111.656884180000;1377.7803;7.7900;186.7000;3.79009247;2.50000000;0.45803931;2.29922962;
5088609838773957;1635443972000;40.241887130000;-111.656888150000;1378.2991;6.7200;183.3000;3.79009247;2.50000000;0.35805029;2.03329563;
5088610841823905;1635443973000;40.241840140000;-111.656884670000;1378.7006;4.6200;178.9000;3.79009247;2.50000000;0.23600848;1.96493876;
5088611843762863;1635443974000;40.241792950000;-111.656890400000;1378.4507;4.8600;184.6000;3.79009247;2.50000000;0.25000000;2.00058436;
5088612834567498;1635443975000;40.241737010000;-111.656891680000;1378.3328;6.1800;182.0000;3.79009247;2.50000000;0.50477719;2.95475268;
5088613830079268;1635443976000;40.241692940000;-111.656878720000;1379.1752;5.3600;163.9000;3.79009247;2.50000000;0.15264338;1.00146389;
5088614822460361;1635443977000;40.241644990000;-111.656860200000;1379.0118;5.3500;161.1000;3.79009247;2.50000000;0.12206556;0.88875669;
5088615816389632;1635443978000;40.241592260000;-111.656848930000;1378.9448;6.3400;174.0000;3.79009247;2.50000000;0.19416487;1.20199621;
5088616820265048;1635443979000;40.241538440000;-111.656847570000;1378.7360;6.3300;181.7000;3.79009247;2.50000000;0.67801178;5.54700279;
5088617828905048;1635443980000;40.241468040000;-111.656855370000;1378.5233;7.8000;184.7000;3.79009247;2.50000000;1.04690015;6.36180925;
5088618825806610;1635443981000;40.241403010000;-111.656856960000;1377.7472;7.5000;181.4000;3.79009247;2.50000000;0.74652529;5.04676580;
5088619827637807;1635443982000;40.241323210000;-111.656856410000;1377.8948;8.5100;178.8000;3.79009247;2.50000000;0.61032778;3.81183004;
5088620817758797;1635443983000;40.241255710000;-111.656852800000;1377.9539;7.8200;179.0000;3.79009247;2.50000000;0.61854666;4.24010181;
5088621826924577;1635443984000;40.241177850000;-111.656860960000;1377.3981;8.3700;182.7000;3.79009247;2.50000000;0.69999999;4.34376526;
5088622822734056;1635443985000;40.241106550000;-111.656860290000;1378.0906;8.0800;179.5000;3.79009247;2.50000000;0.20808652;0.95683736;
5088623820632389;1635443986000;40.241030140000;-111.656863380000;1378.2595;8.0600;176.9000;3.79009247;2.50000000;0.11661904;0.52678734;
5088624824739993;1635443987000;40.240955490000;-111.656864990000;1378.1219;7.9900;180.5000;3.79009247;2.50000000;0.04472136;0.22839673;
5088625827148222;1635443988000;40.240883810000;-111.656872520000;1378.5569;8.0900;181.3000;3.79009247;2.50000000;0.15811388;0.76450753;
5088626820937492;1635443989000;40.240810850000;-111.656872840000;1378.4857;8.0700;180.5000;3.79009247;2.50000000;0.71217978;4.55247211;
5088627828229784;1635443990000;40.240736710000;-111.656872740000;1378.4242;8.0100;179.8000;3.79009247;2.50000000;0.61032778;4.04304647;
5088628824931189;1635443991000;40.240664720000;-111.656876600000;1378.4899;7.8500;180.7000;3.79009247;2.50000000;0.61032778;4.15784883;
5088629826969887;1635443992000;40.240610200000;-111.656867000000;1378.0243;6.4600;175.8000;3.79009247;2.50000000;0.65802735;5.38552713;
5088630830813845;1635443993000;40.240551110000;-111.656865580000;1377.7063;5.9600;179.6000;3.79009247;2.50000000;0.64999998;5.68477249;
5088631831357855;1635443994000;40.240524080000;-111.656868090000;1377.7614;3.1200;184.3000;3.79009247;2.50000000;0.76059186;12.20723248;
5088632829044417;1635443995000;40.240488810000;-111.656871300000;1377.5363;2.8500;183.8000;3.79009247;2.50000000;0.29410884;3.88271236;
5088633841111448;1635443996000;40.240457920000;-111.656868630000;1377.2898;2.9300;175.0000;3.79009247;2.50000000;0.12206556;1.62020171;
5088634829621135;1635443997000;40.240421570000;-111.656872910000;1377.6969;4.4300;187.7000;3.79009247;2.50000000;0.16124515;1.25743103;
5088635832903530;1635443998000;40.240377390000;-111.656880980000;1377.5690;5.5300;185.1000;3.79009247;2.50000000;0.16124515;0.99471939;
5088636821581603;1635443999000;40.240321250000;-111.656885960000;1377.4667;6.3900;185.0000;3.79009247;2.50000000;0.04472136;0.29960397;
5088637821138946;1635444000000;40.240262860000;-111.656885080000;1377.8491;7.1800;179.2000;3.79009247;2.50000000;0.04472136;0.26101390;
5088638828191394;1635444001000;40.240196460000;-111.656883650000;1377.7692;7.6300;177.2000;3.79009247;2.50000000;0.04472136;0.24802843;
5088639823845612;1635444002000;40.240125010000;-111.656883110000;1377.8353;8.0700;180.0000;3.79009247;2.50000000;0.13601470;0.66261852;
5088640832996862;1635444003000;40.240052270000;-111.656883090000;1377.8462;8.1700;178.0000;3.79009247;2.50000000;0.19416487;0.89964843;
5088641832207487;1635444004000;40.239975740000;-111.656884030000;1377.5741;8.2400;180.8000;3.79009247;2.50000000;0.10816654;0.47184533;
5088642833402590;1635444005000;40.239902440000;-111.656886070000;1377.6061;8.2200;182.2000;3.79009247;2.50000000;0.19723083;0.83732861;
5088643821893580;1635444006000;40.239832640000;-111.656886950000;1377.3529;7.8600;182.1000;3.79009247;2.50000000;0.36055514;1.67578590;
5088644822340090;1635444007000;40.239761870000;-111.656882940000;1377.6758;8.0400;178.9000;3.79009247;2.50000000;0.44407207;2.09327030;
5088645825177172;1635444008000;40.239688730000;-111.656881810000;1377.8740;8.0000;180.3000;3.79009247;2.50000000;0.82975900;5.16452646;
5088646822525714;1635444009000;40.239611820000;-111.656880830000;1377.5809;7.9900;178.3000;3.79009247;2.50000000;0.75432086;4.79400539;
5088647825384255;1635444010000;40.239538350000;-111.656882070000;1377.6240;8.0800;180.6000;3.79009247;2.50000000;0.18601075;0.94221640;
5088648827286286;1635444011000;40.239466960000;-111.656885470000;1377.8374;8.1300;181.3000;3.79009247;2.50000000;0.11661904;0.50216359;
5088649826736598;1635444012000;40.239393240000;-111.656884720000;1377.8016;8.0100;180.3000;3.79009247;2.50000000;0.67007464;4.31523466;
5088650826840973;1635444013000;40.239324640000;-111.656891850000;1376.8888;7.6000;181.3000;3.79009247;2.50000000;0.80280757;5.30241442;
5088651830493160;1635444014000;40.239262980000;-111.656890510000;1376.5045;6.7600;181.5000;3.79009247;2.50000000;0.25806975;1.43108797;
5088652838058784;1635444015000;40.239211110000;-111.656891960000;1376.4375;4.8900;182.4000;3.79009247;2.50000000;0.10295630;0.78219473;
5088653834982013;1635444016000;40.239179420000;-111.656893280000;1376.5808;2.9300;182.1000;3.79009247;2.50000000;0.15811388;2.00950193;
5088654836158627;1635444017000;40.239165100000;-111.656900960000;1376.6182;0.5900;201.3000;3.79009247;2.50000000;0.09433981;6.43572760;
5088655839871023;1635444018000;40.239164940000;-111.656902750000;1377.6321;0.1800;182.3000;3.79009247;2.50000000;1.13877130;13.00952911;
