Sensor: bmi160 Accelerometer Non-wakeup
Vendor: BOSCH
TimestampAcc [ns]; AccX [m/s^2]; AccY [m/s^2]; AccZ [m/s^2]
1629188453199873;-9.5243;1.0795;-1.9828;
1629188463326852;-9.5366;1.0890;-1.9732;
1629188473446175;-9.5342;1.0555;-1.9516;
1629188483561384;-9.5315;1.0388;-1.9110;
1629188493663415;-9.5629;1.0747;-1.9469;
1629188503756123;-9.5581;1.1225;-1.9373;
1629188513867269;-9.5557;1.1536;-1.9229;
1629188523949352;-9.5366;1.1608;-1.8966;
1629188534072998;-9.5172;1.1967;-1.9158;
1629188544168154;-9.5004;1.1871;-1.9277;
1629188554263102;-9.5076;1.1776;-1.9181;
1629188564329717;-9.5342;1.1632;-1.9756;
1629188574460915;-9.5100;1.1489;-2.0378;
1629188584582738;-9.5076;1.1489;-1.9899;
1629188594669925;-9.5148;1.1680;-1.9301;
1629188604776748;-9.5605;1.2517;-1.9493;
1629188614891227;-9.5342;1.2470;-1.9134;
1629188624977842;-9.4884;1.2637;-1.9373;
1629188635097894;-9.4956;1.2254;-1.9660;
1629188645189404;-9.5243;1.1249;-1.9516;
1629188655287738;-9.5315;1.0986;-2.0043;
1629188665416644;-9.5315;1.0819;-2.1194;
1629188675494613;-9.5291;1.0651;-2.1123;
1629188685598779;-9.5052;1.0388;-2.0692;
1629188695702998;-9.5438;1.0938;-2.0091;
1629188705807425;-9.5366;1.1441;-1.9564;
1629188715904040;-9.5366;1.1632;-1.9349;
1629188726011592;-9.4956;1.1441;-1.8990;
1629188736113779;-9.4980;1.1369;-1.9158;
1629188746214040;-9.5291;1.1345;-1.9469;
1629188756321384;-9.5390;1.1225;-1.9875;
1629188766427425;-9.5195;1.1249;-1.9828;
1629188776504144;-9.5267;1.1536;-1.9660;
1629188786628415;-9.5219;1.1656;-1.9253;
1629188796734196;-9.5076;1.2326;-1.8751;
1629188806838779;-9.4765;1.3119;-1.8272;
1629188816941175;-9.4741;1.4219;-1.7934;
1629188827085915;-9.4502;1.5224;-1.7767;
1629188837148988;-9.4980;1.4961;-1.7985;
1629188847257113;-9.5533;1.4315;-1.8751;
1629188857356800;-9.4932;1.3549;-1.9516;
1629188867453206;-9.4023;1.3836;-1.9899;
1629188877564040;-9.4573;1.3789;-2.0907;
1629188887663884;-9.5605;1.2494;-2.2008;
1629188897767165;-9.5868;1.1895;-2.2654;
1629188907872425;-9.5510;1.1560;-2.2128;
1629188917978259;-9.5243;1.0938;-2.2199;
1629188928080654;-9.5172;0.9260;-2.2678;
1629188938181175;-9.4956;0.7777;-2.1697;
1629188948289509;-9.4621;0.8877;-2.1769;
1629188958395446;-9.4023;1.1919;-2.5433;
1629188968492842;-9.4286;1.4315;-2.7996;
1629188978581019;-9.4286;1.4626;-2.8932;
1629188988699300;-9.3185;1.2541;-2.6177;
1629188998791436;-9.3688;0.9954;-2.5002;
