Sensor: bmi160 Gyroscope Non-wakeup
Vendor: BOSCH
TimestampGyro [ns]; GyroX [rad/s]; GyroY [rad/s]; GyroZ [rad/s]
688346114089871;-0.0007;0.0019;-0.0387;
688346119142059;0.0047;-0.0088;-0.0366;
688346124205705;0.0142;-0.0024;-0.0366;
688346129262267;0.0100;-0.0045;-0.0377;
688346134299663;0.0079;-0.0045;-0.0387;
688346139366121;0.0089;-0.0045;-0.0387;
688346144429403;0.0089;-0.0045;-0.0398;
688346149492736;0.0111;-0.0045;-0.0398;
688346154536121;0.0089;-0.0045;-0.0419;
688346159581226;0.0089;-0.0056;-0.0419;
688346164640757;0.0142;-0.0067;-0.0409;
688346169679715;0.0153;-0.0067;-0.0398;
688346174742736;0.0132;-0.0056;-0.0419;
688346179779507;0.0111;-0.0067;-0.0419;
688346184873726;0.0100;-0.0056;-0.0409;
688346189922892;0.0132;-0.0024;-0.0430;
688346194959767;0.0100;-0.0035;-0.0451;
688346200009976;0.0100;-0.0045;-0.0451;
688346205067580;0.0142;-0.0056;-0.0451;
688346210114455;0.0142;-0.0067;-0.0483;
688346215177371;0.0132;-0.0056;-0.0473;
688346220254976;0.0142;-0.0056;-0.0494;
688346225278101;0.0153;-0.0045;-0.0505;
688346230333517;0.0121;-0.0045;-0.0505;
688346235400965;0.0121;-0.0067;-0.0494;
688346240443361;0.0121;-0.0045;-0.0494;
688346245522215;0.0132;-0.0056;-0.0505;
688346250554038;0.0100;-0.0003;-0.0515;
688346255615861;0.0089;-0.0003;-0.0494;
688346260670601;0.0111;-0.0013;-0.0494;
688346265727944;0.0132;-0.0013;-0.0494;
688346270777892;0.0111;-0.0024;-0.0537;
688346275834611;0.0111;0.0008;-0.0526;
688346280903465;0.0142;0.0008;-0.0526;
688346285943986;0.0132;-0.0024;-0.0515;
688346290998101;0.0121;-0.0045;-0.0505;
688346296020809;0.0121;-0.0035;-0.0505;
688346301074298;0.0142;-0.0045;-0.0515;
688346306169767;0.0111;-0.0045;-0.0515;
688346311220653;0.0100;-0.0056;-0.0494;
688346316275601;0.0132;-0.0056;-0.0483;
688346321330653;0.0132;-0.0056;-0.0494;
688346326381017;0.0132;-0.0035;-0.0483;
688346331458882;0.0121;-0.0045;-0.0483;
688346336496278;0.0111;-0.0035;-0.0483;
688346341535184;0.0121;-0.0013;-0.0462;
688346346606434;0.0111;-0.0024;-0.0451;
688346351657736;0.0121;-0.0024;-0.0451;
688346356711226;0.0100;-0.0024;-0.0430;
688346361768309;0.0100;-0.0024;-0.0409;
688346366822059;0.0111;-0.0024;-0.0409;
688346371878621;0.0100;-0.0035;-0.0387;
688346376916955;0.0100;-0.0045;-0.0377;
688346381970653;0.0068;-0.0045;-0.0387;
688346387037892;0.0068;-0.0056;-0.0366;
688346392095705;0.0079;-0.0045;-0.0334;
688346397145444;0.0057;-0.0024;-0.0334;
688346402203309;0.0068;-0.0045;-0.0313;
688346407257736;0.0079;-0.0013;-0.0302;
688346412312371;0.0068;0.0008;-0.0281;
688346417364663;0.0047;0.0008;-0.0270;
688346422472580;0.0047;0.0008;-0.0249;
688346427474767;0.0057;0.0008;-0.0228;
688346432532319;0.0068;-0.0003;-0.0174;
688346437586955;0.0089;-0.0024;-0.0174;
688346442639246;0.0047;-0.0024;-0.0164;
688346447693830;0.0025;-0.0013;-0.0153;
688346452748778;0.0036;-0.0013;-0.0142;
688346457809142;0.0036;-0.0013;-0.0121;
