Sensor: bmi160 Accelerometer Non-wakeup
Vendor: BOSCH
TimestampAcc [ns]; AccX [m/s^2]; AccY [m/s^2]; AccZ [m/s^2]
5251534603311377;-9.4214;1.5658;-2.2343;
5251534613459085;-9.4334;1.5514;-2.2367;
5251534623593564;-9.4310;1.5634;-2.2510;
5251534633663825;-9.4190;1.5993;-2.2439;
5251534643841689;-9.4071;1.5706;-2.2487;
5251534653911950;-9.4143;1.5945;-2.2822;
5251534664059033;-9.4095;1.6089;-2.3133;
5251534674157627;-9.3951;1.6113;-2.2798;
5251534684267158;-9.4071;1.6161;-2.2678;
5251534694335127;-9.3879;1.6113;-2.2941;
5251534704466898;-9.4095;1.5921;-2.3085;
5251534714570648;-9.3879;1.6017;-2.2798;
5251534724636585;-9.4023;1.6304;-2.2702;
5251534734747992;-9.4023;1.6161;-2.2199;
5251534744875700;-9.3951;1.6280;-2.2199;
5251534754977158;-9.4071;1.6424;-2.2271;
5251534765091742;-9.4286;1.6424;-2.2391;
5251534775168669;-9.4071;1.6543;-2.2534;
5251534785293304;-9.3975;1.6089;-2.2678;
5251534795376585;-9.4023;1.6017;-2.2582;
5251534805485283;-9.3999;1.5730;-2.2199;
5251534815590492;-9.4238;1.5419;-2.2128;
5251534825682887;-9.4214;1.5467;-2.2463;
5251534835814033;-9.4358;1.4818;-2.1984;
5251534845896012;-9.4310;1.4243;-2.2247;
5251534856004085;-9.4597;1.3382;-2.2606;
5251534866112679;-9.4286;1.2254;-2.2989;
5251534876204554;-9.4310;1.1608;-2.3351;
5251534886306950;-9.4310;1.1417;-2.3085;
5251534896416429;-9.4525;1.1847;-2.3495;
5251534906518825;-9.4382;1.1919;-2.2343;
5251534916621325;-9.4597;1.1847;-2.2510;
5251534926721325;-9.4741;1.1656;-2.2941;
5251534936829554;-9.4454;1.1512;-2.3351;
5251534946932575;-9.4382;1.1154;-2.3399;
5251534957032575;-9.4454;1.0723;-2.3375;
