Sensor: bmi160 Accelerometer Non-wakeup
Vendor: BOSCH
TimestampAcc [ns]; AccX [m/s^2]; AccY [m/s^2]; AccZ [m/s^2]
3104409691580925;-9.4693;0.2028;-2.4691;
3104409701686914;-9.4789;0.2028;-2.4835;
3104409711772435;-9.4765;0.1881;-2.4547;
3104409721871185;-9.4549;0.2315;-2.4380;
3104409731995769;-9.4645;0.2459;-2.3806;
3104409742094519;-9.4837;0.2387;-2.4021;
3104409752193946;-9.4813;0.2554;-2.3997;
3104409762337175;-9.4382;0.2243;-2.4141;
3104409772438841;-9.4669;0.1905;-2.4236;
3104409782542852;-9.4717;0.1762;-2.4547;
3104409792651289;-9.4717;0.1810;-2.4595;
3104409802739206;-9.4837;0.1810;-2.4547;
3104409812859154;-9.4837;0.1666;-2.4404;
3104409822941758;-9.4621;0.1762;-2.4069;
3104409833060196;-9.4645;0.2028;-2.3447;
3104409843165196;-9.4932;0.1642;-2.3590;
3104409853273529;-9.4860;0.1283;-2.4117;
3104409863371081;-9.4932;0.0852;-2.4500;
3104409873478477;-9.4693;0.0254;-2.5361;
3104409883588581;-9.4645;-0.0248;-2.5552;
3104409893698269;-9.4717;-0.0607;-2.4906;
3104409903806394;-9.5004;-0.0511;-2.4404;
3104409913912227;-9.5076;-0.0344;-2.4117;
3104409924020300;-9.4741;-0.0344;-2.4835;
3104409934126289;-9.4621;-0.0296;-2.5385;
3104409944234883;-9.4597;-0.0392;-2.5337;
3104409954341185;-9.4837;-0.0897;-2.4643;
3104409964445039;-9.4741;-0.1352;-2.4021;
3104409974554206;-9.5004;-0.0248;-2.4284;
3104409984659102;-9.4621;-0.0559;-2.5457;
3104409994770144;-9.4238;-0.0631;-2.6201;
3104410004878685;-9.4573;0.0087;-2.6393;
3104410014976602;-9.5028;0.0398;-2.6249;
3104410025094987;-9.4741;0.0326;-2.5122;
3104410035200352;-9.4693;0.0446;-2.4523;
3104410045305196;-9.4406;0.0254;-2.4763;
3104410055404519;-9.4334;-0.0248;-2.5361;
3104410065544466;-9.4334;-0.1041;-2.6656;
3104410075629883;-9.4669;-0.2118;-2.6871;
3104410085733269;-9.4884;-0.3508;-2.5552;
3104410095835769;-9.5076;-0.3820;-2.4739;
3104410105946862;-9.4717;-0.4394;-2.4954;
3104410116053685;-9.4837;-0.4083;-2.5624;
3104410126156498;-9.4645;-0.3556;-2.6800;
3104410136262539;-9.4454;-0.2907;-2.7254;
3104410146378060;-9.4334;-0.2620;-2.7613;
3104410156477956;-9.4478;-0.2883;-2.7159;
3104410166613321;-9.4406;-0.3075;-2.6345;
3104410176713321;-9.4573;-0.3290;-2.6560;
3104410186795873;-9.4980;-0.2812;-2.6752;
3104410196905248;-9.4502;-0.1711;-2.7111;
3104410207049362;-9.4119;-0.1615;-2.7852;
3104410217147435;-9.4238;-0.0607;-2.8693;
3104410227226289;-9.4238;-0.1448;-2.7470;
3104410237344102;-9.4645;-0.3628;-2.5504;
3104410247446810;-9.5172;-0.4178;-2.5409;
3104410257570248;-9.4789;-0.4801;-2.5911;
3104410267711029;-9.4262;-0.4825;-2.6800;
3104410277791602;-9.4071;-0.3532;-2.8211;
3104410287912019;-9.4095;-0.3218;-2.8499;
3104410297968112;-9.3903;-0.4466;-2.7039;
3104410308092696;-9.4262;-0.3508;-2.7326;
3104410318204987;-9.4238;-0.1496;-2.7182;
3104410328302956;-9.3497;-0.0655;-2.6273;
3104410338419779;-9.4143;0.0757;-2.6776;
3104410348512852;-9.4956;0.2052;-2.6800;
3104410358615612;-9.4525;0.3607;-2.6225;
3104410368722123;-9.3855;0.4998;-2.6656;
3104410378842539;-9.4095;0.8877;-2.5409;
3104410388942644;-9.1866;0.8136;-2.1888;
3104410399058060;-9.3855;0.9356;-2.5313;
3104410409166289;-9.3377;1.3334;-2.6489;
3104410419298216;-9.1196;1.1967;-2.2080;
3104410429374310;-9.4286;1.2832;-2.7039;
3104410439496237;-9.4167;1.4746;-2.8956;
3104410449587227;-9.0694;1.5993;-2.5552;
3104410459702487;-9.1149;1.7644;-2.5361;
3104410469804310;-9.3879;1.7955;-2.6776;
3104410479913789;-9.4238;1.7357;-2.4045;
3104410490023373;-9.3305;1.7118;-2.1099;
3104410500129987;-9.3233;1.7740;-2.2415;
3104410510237904;-9.3473;1.7166;-2.5672;
3104410520346133;-9.2178;1.5754;-2.6800;
3104410530449206;-9.2683;1.4506;-2.8331;
3104410540553894;-9.4047;1.3382;-2.9770;
3104410550660873;-9.3616;1.0172;-2.5576;
3104410560767435;-9.2779;0.7370;-2.0812;
3104410570899154;-9.4645;0.6936;-1.9851;
3104410580995821;-9.4047;0.7199;-1.9684;
3104410591098841;-9.2225;0.8638;-2.1075;
3104410601213060;-9.3281;1.0388;-2.6536;
3104410611310300;-9.4406;1.0962;-2.8475;
3104410621419571;-9.3520;0.9643;-2.4763;
3104410631519571;-9.2417;0.8471;-2.1888;
3104410641629310;-9.2441;0.8375;-2.2678;
3104410651741237;-9.1244;0.9021;-2.5361;
3104410661835769;-9.1866;1.1800;-3.4155;
3104410671945456;-9.2850;1.3238;-4.5150;
3104410682058008;-9.2441;0.5764;-2.7589;
3104410692160352;-9.3736;-0.1807;-1.3385;
3104410702273633;-9.4717;1.3789;-3.6718;
3104410712373998;-8.4897;4.1695;-6.2061;
3104410722480560;-8.4873;2.6701;-2.8932;
3104410732594414;-9.8671;1.0125;-1.0630;
3104410742691498;-10.0179;2.1383;-3.2836;
3104410752807019;-8.3459;2.8256;-3.0727;
3104410762909414;-7.9460;2.8711;-2.9363;
3104410773019310;-9.0574;2.5908;-3.7723;
3104410783129310;-9.2201;1.9513;-3.3793;
3104410793239310;-8.7389;2.4114;-3.6766;
3104410803343841;-9.0072;2.7179;-4.9603;
3104410813448529;-9.6682;2.3225;-5.5184;
3104410823570300;-8.8394;2.0088;-4.2562;
3104410833675977;-7.6729;1.9513;-4.2275;
3104410843781654;-8.7317;2.1311;-5.5256;
3104410853887539;-9.8527;2.2771;-4.3735;
