Sensor: stk_stk3a5x Ambient Light Sensor Non-wakeup
Vendor: sensortek
TimestampLight [ns]; Light [lux]
3544556046668490;620.0000;
3544556180019011;623.0000;
3544556246678438;618.0000;
3544556379984532;612.0000;
3544556513345052;602.0000;
3544556580015365;594.0000;
3544556713314948;596.0000;
3544556780013386;608.0000;
3544556913342761;611.0000;
3544556980009219;623.0000;
3544557113338854;618.0000;
3544557180009844;593.0000;
3544557313338438;580.0000;
3544557379972865;575.0000;
3544557513330938;578.0000;
3544557580005052;584.0000;
3544557713303073;586.0000;
3544557780002761;590.0000;
3544557913321927;594.0000;
3544558046636615;604.0000;
3544558113326198;608.0000;
3544558246657604;613.0000;
3544558313323854;617.0000;
3544558446660990;619.0000;
3544558513320052;618.0000;
3544558646653021;616.0000;
3544558713315886;616.0000;
3544558846624740;614.0000;
3544558913314115;613.0000;
3544559046650261;615.0000;
3544559113314115;621.0000;
3544559246645886;625.0000;
3544559313311094;629.0000;
3544559446651407;629.0000;
3544559579982865;633.0000;
3544559646644636;637.0000;
3544559779984219;638.0000;
3544559846617552;643.0000;
3544559979981719;651.0000;
3544560046641927;653.0000;
3544560179956511;642.0000;
3544560246644636;639.0000;
3544560379970886;639.0000;
3544560446645677;643.0000;
3544560579970886;660.0000;
3544560646633282;690.0000;
3544560779973282;723.0000;
3544560913300365;742.0000;
3544560979967604;729.0000;
3544561113298282;724.0000;
3544561179971094;723.0000;
3544561313291302;723.0000;
3544561379960104;724.0000;
3544561513290573;724.0000;
3544561579960261;723.0000;
3544561713292761;722.0000;
3544561779962032;719.0000;
3544561913289323;722.0000;
3544561979930938;714.0000;
3544562113287604;680.0000;
3544562179963698;660.0000;
3544562313259427;643.0000;
3544562446674271;634.0000;
3544562513286198;641.0000;
3544562646588594;642.0000;
3544562713280157;644.0000;
