Sensor: bosch_bmp380 Pressure Sensor Non-wakeup
Vendor: Bosch
TimestampPres [ns]; Pres [mBar]
3544556503877969;860.6182;
3544556703874271;860.7105;
3544556903879219;860.7758;
3544557103877969;860.8040;
3544557303877657;860.8268;
3544557503876615;860.8453;
3544557703849688;860.8567;
3544557903876354;860.8623;
3544558103877136;860.8649;
3544558303868594;860.8738;
3544558503872969;860.8754;
3544558703848854;860.8745;
3544558903873282;860.8734;
3544559103874011;860.8708;
3544559303866719;860.8762;
3544559503850938;860.8809;
3544559703881615;860.8809;
3544559903880521;860.8796;
3544560103870886;860.8829;
3544560303876927;860.8859;
3544560503850157;860.8887;
3544560703882344;860.8864;
3544560903883386;860.8873;
3544561103879532;860.8876;
3544561303872188;860.8821;
3544561503852032;860.8816;
3544561703880521;860.8840;
3544561903882136;860.8860;
3544562103883907;860.8829;
3544562303875052;860.8773;
3544562503900886;860.8776;
3544562703873490;860.8786;
