Sensor: bmi160 Gyroscope Non-wakeup
Vendor: BOSCH
TimestampGyro [ns]; GyroX [rad/s]; GyroY [rad/s]; GyroZ [rad/s]
3544556283785000;-0.2063;-0.0283;0.0660;
3544556485940365;-0.3041;-0.1162;-0.0716;
3544556688111354;-0.0139;0.0941;-0.0366;
3544556890278021;-0.1556;0.0514;0.4012;
3544557092430990;0.2698;-0.0045;0.1598;
3544557294603542;-0.1054;-0.0048;0.0274;
3544557496746302;0.0379;0.0715;-0.1540;
3544557698918542;0.1352;0.0081;-0.1125;
3544557901077240;0.0824;0.0321;-0.0312;
3544558103240000;0.0645;0.0256;-0.0648;
3544558305403698;0.0775;-0.0597;0.0152;
3544558507569323;0.0212;-0.0023;0.0264;
3544558709730938;0.0758;0.0062;-0.0317;
3544558911890573;0.0072;0.0212;-0.0066;
3544559114062396;-0.0344;0.0814;0.0169;
3544559316223802;0.0299;0.0011;-0.0232;
3544559518396719;0.0285;0.0555;0.0706;
3544559720550938;-0.0660;0.0445;-0.0265;
3544559922716407;0.1839;-0.0231;0.0122;
3544560124882136;-0.0363;-0.0783;-0.0105;
3544560327072761;-0.0188;0.0458;-0.0179;
3544560529213907;0.2384;0.2429;0.1329;
3544560731372657;0.5332;0.0181;-0.0202;
3544560933546615;-0.0559;-0.0536;-0.0026;
3544561135702136;-0.0280;0.0122;-0.0034;
3544561337892292;-0.0188;0.0328;-0.0075;
3544561540033907;-0.0151;-0.0132;-0.0022;
3544561742204896;-0.2601;0.1329;-0.0434;
3544561944361719;-0.3307;-0.1748;-0.0515;
3544562146525625;-0.3839;-0.1754;-0.0537;
3544562348693282;0.1219;-0.0291;-0.0860;
3544562550879636;0.0886;-0.0009;0.0018;
