Sensor: mmc5603x Magnetometer Non-wakeup
Vendor: memsic
TimestampMag [ns]; MagX [uT]; MagY [uT]; MagZ [uT]
1192312230077328;20.2276;21.4598;8.1618;
1192312240077328;20.2276;21.4598;8.1618;
1192312251431026;20.0812;22.1552;8.0154;
1192312261431026;19.9958;22.1796;8.2106;
1192312271431026;19.8982;22.1674;8.2838;
1192312281431026;19.8738;22.1430;8.3448;
1192312291431026;19.8616;22.1064;8.3448;
1192312301431026;19.9348;22.0820;8.4058;
1192312311431026;19.9592;22.0698;8.4302;
1192312321431026;19.9348;22.0454;8.5522;
1192312331431026;19.8616;21.9722;8.7596;
1192312341431026;19.9226;21.8868;8.6742;
1192312351431026;20.0812;21.8624;8.5400;
1192312361431026;20.2398;21.8258;8.5400;
1192312371431026;20.3618;21.7770;8.5278;
1192312381431026;20.3130;21.7282;8.5522;
1192312391431026;20.2276;21.6428;8.6986;
1192312401431026;20.1056;21.5330;8.9060;
1192312411431026;20.0568;21.4354;8.9548;
1192312421431026;19.9348;21.3500;9.2720;
1192312431431026;19.8006;21.2402;9.6258;
1192312441431026;19.7274;21.1670;9.6624;
1192312451431026;19.6542;21.0816;9.8332;
1192312461431026;19.7396;21.0328;9.8820;
1192312471431026;19.9226;20.9474;9.7478;
1192312481431026;20.1178;20.9596;9.7112;
1192312491431026;20.3008;20.8620;9.6502;
1192312501431026;20.5082;20.8010;9.4184;
1192312511431026;20.6424;20.6546;9.2842;
1192312521431026;20.7034;20.5326;9.3818;
1192312531431026;20.8254;20.4716;9.3330;
1192312541431026;20.8376;20.2886;9.4062;
1192312551431026;20.8620;20.1788;9.5282;
1192312561431026;20.9596;20.0446;9.4550;
1192312571431026;20.9352;19.8982;9.6258;
1192312581431026;20.7400;19.7152;9.8332;
1192312591431026;20.8132;19.6054;10.0406;
1192312601431026;20.7278;19.4346;10.1626;
1192312611431026;20.7522;19.1906;10.2358;
1192312621431026;20.7644;19.0442;10.3944;
1192312631431026;20.8620;18.8856;10.4432;
1192312641431026;20.9840;18.6294;10.5286;
1192312651431026;21.1792;18.4464;10.4920;
1192312661431026;21.5086;18.3244;10.5530;
1192312671431026;21.6062;18.1048;10.5286;
1192312681431026;21.8502;17.8974;10.6140;
1192312691431026;21.9234;17.7144;10.8214;
1192312701431026;22.0210;17.4704;10.8092;
1192312711431026;22.0820;17.1898;11.0044;
1192312721431026;22.0820;17.0434;11.1508;
1192312731431026;22.0820;16.8116;11.3338;
1192312741431026;22.0210;16.4944;11.5656;
1192312751431026;22.0454;16.2870;11.7974;
1192312761431026;22.0210;16.0918;12.0170;
1192312771431026;22.0210;15.8600;12.2000;
1192312781431026;22.1186;15.6648;12.4318;
1192312791431026;22.1308;15.3842;12.5904;
1192312801431026;22.1308;15.0914;12.7368;
1192312811431026;22.0210;14.8718;13.0540;
1192312821431026;21.9966;14.6522;13.2492;
1192312831431026;21.8502;14.3838;13.5054;
1192312841431026;21.8746;14.1764;13.5176;
1192312851431026;21.9112;13.9812;13.5664;
1192312861431026;21.9112;13.7860;13.6030;
1192312871431026;21.8014;13.6274;13.8348;
1192312881431026;21.8746;13.4932;13.8470;
1192312891431026;21.9722;13.3102;13.7372;
1192312901431026;22.0454;13.1882;13.6396;
1192312911431026;22.2772;13.0418;13.5298;
1192312921431026;22.2040;12.8954;13.7128;
1192312931431026;22.0820;12.7246;13.8836;
1192312941431026;22.0454;12.6026;14.0422;
1192312951431026;22.2284;12.4928;13.8958;
1192312961431026;22.1186;12.3586;14.1154;
1192312971431026;22.1186;12.2732;14.2862;
1192312981431026;22.0454;12.1756;14.5424;
1192312991431026;21.8258;12.1146;14.7986;
1192313001431026;21.8502;12.0414;14.8840;
1192313011431026;21.8868;11.9560;14.8962;
1192313021431026;21.4232;11.8462;15.4574;
1192313031431026;21.2646;11.7730;15.6038;
1192313041431026;21.3134;11.6876;15.5916;
1192313051431026;21.2768;11.6388;15.5672;
1192313061431026;21.2890;11.5656;15.4940;
1192313071431026;21.3744;11.5046;15.4086;
1192313081431026;21.2646;11.3826;15.4940;
1192313091431026;21.3256;11.3582;15.3842;
1192313101431026;21.7526;11.3338;14.8352;
1192313111431026;21.7526;11.2484;14.7986;
1192313121431026;21.6916;11.2240;14.8108;
1192313131431026;21.7404;11.1874;14.7986;
1192313141431026;21.9234;11.1630;14.6766;
1192313151431026;21.7892;11.0898;14.7010;
1192313161431026;21.9112;11.0898;14.6034;
1192313171431026;21.9112;11.0654;14.6644;
1192313181431026;21.8624;11.0532;14.6888;
1192313191431026;21.8258;11.0898;14.7376;
1192313201431026;21.8502;11.1020;14.7986;
1192313211431026;21.8136;11.0776;14.7132;
1192313221431026;21.6794;11.1264;14.7010;
1192313231431026;21.8502;11.2728;14.6034;
1192313241431026;21.9112;11.3582;14.4448;
1192313251431026;22.0088;11.4436;14.2130;
1192313261431026;22.0698;11.5412;14.0544;
1192313271431026;22.1064;11.6144;13.9690;
1192313281431026;22.0942;11.6876;13.7738;
1192313291431026;22.0454;11.7608;13.6884;
1192313301431026;22.0454;11.8096;13.5664;
1192313311431026;21.8624;11.7974;13.5420;
1192313321431026;21.8014;11.8706;13.5420;
1192313331431026;21.5940;11.9438;13.6762;
1192313341431026;21.5574;12.0536;13.6396;
1192313351431026;21.5330;12.2366;13.6518;
1192313361431026;21.6184;12.4074;13.5298;
1192313371431026;21.6062;12.6270;13.4688;
1192313381431026;21.5696;12.8222;13.5298;
1192313391431026;21.6916;13.0784;13.4200;
1192313401431026;21.7160;13.2858;13.2004;
1192313411431026;21.7648;13.5542;12.9808;
1192313421431026;21.7282;13.7738;12.9442;
1192313431431026;21.7282;13.9690;12.8100;
