Sensor: bmi160 Gyroscope Non-wakeup
Vendor: BOSCH
TimestampGyro [ns]; GyroX [rad/s]; GyroY [rad/s]; GyroZ [rad/s]
259737572341385;0.0708;0.0296;0.0188;
259737577376541;0.0613;0.0306;0.0220;
259737582431385;0.0357;0.0349;0.0209;
259737587486177;0.0218;0.0338;0.0188;
259737592541020;0.0250;0.0210;0.0166;
259737597595812;0.0421;0.0061;0.0145;
259737602650656;0.0708;-0.0088;0.0092;
259737607705291;0.1092;-0.0173;0.0081;
259737612760135;0.1603;-0.0216;0.0081;
259737617814979;0.2028;-0.0130;0.0103;
259737622869770;0.2284;-0.0024;0.0113;
259737627924614;0.2550;0.0051;0.0124;
259737632979406;0.2880;0.0029;0.0113;
259737638028573;0.3210;0.0008;0.0081;
259737643083364;0.3477;-0.0003;0.0113;
259737648138156;0.3668;0.0019;0.0145;
259737653193000;0.3849;0.0136;0.0156;
259737658247843;0.4031;0.0178;0.0145;
259737663302635;0.4148;0.0093;0.0145;
259737668368729;0.4105;0.0019;0.0124;
259737673423520;0.3892;0.0008;0.0134;
259737678478364;0.3519;0.0072;0.0166;
259737683533208;0.3019;0.0136;0.0156;
259737688588000;0.2454;0.0136;0.0156;
259737693642843;0.1826;0.0093;0.0156;
259737698679770;0.1177;0.0072;0.0145;
259737703734562;0.0549;0.0125;0.0134;
259737708789406;0.0005;0.0189;0.0134;
259737713844198;-0.0378;0.0200;0.0113;
259737718899041;-0.0517;0.0178;0.0103;
259737723953833;-0.0442;0.0040;0.0039;
259737729018208;-0.0208;-0.0024;0.0049;
259737734073000;0.0101;0.0019;0.0028;
259737739127843;0.0602;0.0157;0.0081;
259737744182635;0.1177;0.0328;0.0092;
259737749237479;0.1752;0.0274;0.0081;
259737754292270;0.2316;-0.0035;0.0060;
259737759343729;0.2784;-0.0162;-0.0004;
259737764398520;0.3051;-0.0077;0.0017;
259737769487479;0.3146;0.0146;0.0028;
259737774542270;0.3093;0.0221;0.0028;
259737779517062;0.2912;0.0168;0.0007;
259737784571854;0.2667;0.0040;-0.0036;
259737789626645;0.2422;0.0093;-0.0015;
259737794681489;0.2337;0.0413;0.0028;
259737799736333;0.2433;0.0594;0.0092;
259737804791125;0.2688;0.0562;0.0081;
259737809888208;0.3168;0.0381;0.0039;
259737814943052;0.3743;0.0221;0.0017;
259737819997843;0.4414;0.0253;0.0039;
259737825052687;0.5138;0.0402;0.0071;
259737830107479;0.5927;0.0541;0.0092;
259737835162323;0.6768;0.0562;0.0103;
259737840184354;0.7674;0.0434;0.0103;
259737845239145;0.8503;0.0189;0.0103;
259737850293989;0.9153;-0.0035;0.0103;
259737855348833;0.9558;-0.0003;0.0124;
259737860403677;0.9675;0.0306;0.0103;
259737865458468;0.9792;0.0679;0.0145;
259737870514145;0.9771;0.0679;0.0188;
259737875568989;0.9568;0.0338;0.0145;
259737880623781;0.9217;0.0168;0.0124;
259737885678625;0.8684;0.0466;0.0188;
259737890733416;0.7802;0.0636;0.0220;
259737895788260;0.6662;0.0349;0.0188;
259737900876437;0.5245;-0.0088;0.0145;
259737905931281;0.3541;-0.0109;0.0145;
259737910986073;0.1656;0.0178;0.0188;
259737916040916;-0.0282;0.0296;0.0188;
259737921095708;-0.2146;0.0125;0.0166;
259737926150552;-0.3861;-0.0056;0.0103;
259737931205395;-0.5298;-0.0003;0.0103;
259737936260239;-0.6406;0.0146;0.0124;
259737941315031;-0.7045;0.0146;0.0124;
259737946369875;-0.7216;0.0040;0.0113;
259737951424718;-0.6960;-0.0003;0.0113;
259737956479510;-0.6300;0.0083;0.0166;
259737961503520;-0.5213;0.0168;0.0166;
259737966558364;-0.3819;0.0157;0.0188;
259737971613156;-0.2200;0.0104;0.0209;
259737976668000;-0.0474;0.0051;0.0220;
259737981722791;0.1220;-0.0024;0.0220;
