Sensor: bosch_bmp380 Pressure Sensor Non-wakeup
Vendor: Bosch
TimestampPres [ns]; Pres [mBar]
259737677441802;857.1937;
259737717442270;857.2225;
259737757442270;857.2425;
259737797428989;857.2537;
259737837430031;857.2612;
259737877426177;857.2725;
259737917427218;857.2700;
259737957416437;857.2612;
259737997408520;857.2587;
259738037409198;857.2650;
259738077425864;857.2637;
259738117425604;857.2587;
259738157425083;857.2625;
259738197425864;857.2562;
259738237425864;857.2587;
259738277437323;857.2625;
259738317430968;857.2662;
259738357429406;857.2612;
259738397417010;857.2562;
259738437414927;857.2537;
259738477409718;857.2475;
259738517425864;857.2500;
259738557425656;857.2512;
259738597425864;857.2487;
259738637447010;857.2500;
259738677443052;857.2612;
259738717448573;857.2600;
259738757444614;857.2587;
259738797443573;857.2562;
259738837417010;857.2537;
259738877409302;857.2575;
259738917419510;857.2587;
259738957415760;857.2550;
259738997437062;857.2537;
259739037443885;857.2550;
259739077445395;857.2475;
259739117445135;857.2450;
259739157444093;857.2487;
259739197446489;857.2475;
259739237447010;857.2462;
259739277437114;857.2475;
259739317429093;857.2462;
259739357415239;857.2487;
259739397416177;857.2512;
259739437442531;857.2525;
259739477465760;857.2500;
259739517438885;857.2550;
259739557432635;857.2562;
259739597442323;857.2475;
259739637440968;857.2487;
259739677441229;857.2462;
259739717438677;857.2537;
259739757424145;857.2500;
259739797415656;857.2500;
259739837416073;857.2462;
259739877415656;857.2487;
259739917438885;857.2537;
259739957440760;857.2525;
259739997440448;857.2487;
259740037440448;857.2562;
259740077441489;857.2537;
259740117442531;857.2512;
259740157441489;857.2562;
259740197440239;857.2575;
259740237416073;857.2637;
259740277415552;857.2625;
259740317416073;857.2612;
259740357440968;857.2662;
259740397442010;857.2675;
259740437439718;857.2600;
259740477441489;857.2587;
259740517440968;857.2625;
259740557436802;857.2675;
259740597439145;857.2662;
259740637438885;857.2687;
259740677425239;857.2612;
259740717415239;857.2562;
259740757414979;857.2537;
259740797415812;857.2600;
259740837441489;857.2587;
259740877438885;857.2612;
259740917438885;857.2662;
259740957440760;857.2700;
259740997439406;857.2637;
259741037440448;857.2600;
259741077439927;857.2600;
259741117437323;857.2612;
259741157409979;857.2575;
259741197414302;857.2562;
259741237415760;857.2587;
259741277445968;857.2587;
259741317439145;857.2612;
259741357441802;857.2637;
259741397441489;857.2587;
259741437441229;857.2575;
259741477439927;857.2550;
259741517438677;857.2550;
259741557415239;857.2575;
259741597415864;857.2600;
259741637423156;857.2650;
259741677416073;857.2700;
259741717415343;857.2700;
259741757437843;857.2637;
259741797440760;857.2600;
259741837439406;857.2600;
259741877441593;857.2637;
259741917440760;857.2625;
259741957438677;857.2612;
259741997440448;857.2612;
259742037432739;857.2625;
259742077415552;857.2550;
259742117414927;857.2600;
259742157416281;857.2637;
259742197446698;857.2600;
259742237438364;857.2587;
259742277443052;857.2562;
259742317443312;857.2587;
259742357442010;857.2650;
259742397441489;857.2625;
259742437440239;857.2675;
259742477458989;857.2650;
259742517416385;857.2637;
259742557425135;857.2600;
259742597416802;857.2625;
259742637415031;857.2600;
259742677442843;857.2575;
259742717439406;857.2600;
259742757445968;857.2600;
259742797439718;857.2600;
259742837445968;857.2575;
259742877446177;857.2575;
259742917468052;857.2587;
259742957440448;857.2600;
259742997428885;857.2550;
259743037416906;857.2600;
259743077416073;857.2537;
259743117464145;857.2550;
259743157442531;857.2512;
259743197432895;857.2500;
259743237441489;857.2525;
259743277448573;857.2525;
259743317444093;857.2500;
259743357442323;857.2512;
259743397415135;857.2525;
259743437416906;857.2537;
259743477428468;857.2462;
259743517424510;857.2437;
259743557415760;857.2375;
259743597467010;857.2387;
259743637445135;857.2450;
259743677451385;857.2512;
259743717440968;857.2500;
259743757442323;857.2500;
259743797440968;857.2462;
259743837443312;857.2537;
259743877461073;857.2512;
259743917423468;857.2500;
259743957418573;857.2525;
259743997415760;857.2562;
259744037462843;857.2462;
259744077439406;857.2450;
259744117440239;857.2437;
259744157439406;857.2575;
259744197448520;857.2512;
259744237445656;857.2512;
259744277449093;857.2500;
259744317415760;857.2512;
259744357408781;857.2537;
259744397424927;857.2550;
259744437419927;857.2562;
259744477417010;857.2550;
259744517437323;857.2562;
259744557443312;857.2575;
259744597444614;857.2587;
259744637445395;857.2575;
259744677444093;857.2575;
259744717440239;857.2500;
259744757439927;857.2500;
259744797438156;857.2475;
259744837426073;857.2550;
259744877415864;857.2612;
259744917415656;857.2600;
259744957458468;857.2600;
259744997440239;857.2637;
259745037442843;857.2625;
259745077440760;857.2675;
259745117442010;857.2725;
259745157444093;857.2725;
259745197433989;857.2687;
259745237418729;857.2712;
259745277417531;857.2687;
259745317419145;857.2687;
259745357422843;857.2612;
259745397415135;857.2637;
259745437443573;857.2687;
259745477442323;857.2675;
259745517443885;857.2612;
259745557441489;857.2675;
259745597444927;857.2750;
259745637419718;857.2750;
259745677416802;857.2750;
259745717443312;857.2725;
259745757415968;857.2687;
259745797415656;857.2700;
259745837415343;857.2762;
259745877454510;857.2737;
259745917440239;857.2737;
259745957440968;857.2675;
259745997441802;857.2612;
259746037443312;857.2662;
259746077445656;857.2550;
