TimestampGNSS [ns]; UTC time [ms]; Lat [deg]; Lon [deg]; Height [m]; Speed [m/s]; Heading [deg]; Hor Acc [m]; Vert Acc [m]; Speed Acc [m/s]; Heading Acc [deg]
689070169855929;1630096823440;40.244728340000;-111.641374630000;1384.8350;0.0000;-3000.0000;8.59024143;12.36479950;0.08602326;-1.00000000;
689071168743726;1630096825000;40.244701760000;-111.641354490000;1367.8446;0.3500;170.4000;6.00282192;8.79862976;0.81541401;5.66218853;
689072168743935;1630096826000;40.244692860000;-111.641352140000;1374.2321;1.0500;170.5000;3.79009247;5.28605032;0.84628600;12.88928986;
689073168744144;1630096827000;40.244679940000;-111.641353000000;1377.0762;1.9100;174.8000;3.79009247;4.47765207;0.84059501;15.38681602;
689074168743935;1630096828000;40.244659820000;-111.641354040000;1378.8635;2.4700;177.7000;3.79009247;4.45346165;0.33600596;5.43381739;
689075168743831;1630096829000;40.244627970000;-111.641355670000;1380.6486;3.9300;178.8000;3.79009247;4.51238966;0.34205264;3.50750995;
689076168743935;1630096830000;40.244595750000;-111.641355890000;1379.5409;3.1200;178.6000;3.79009247;3.98142958;0.09433981;1.05938673;
689077168744039;1630096831000;40.244566370000;-111.641354620000;1379.3019;2.9700;178.4000;3.79009247;3.83733916;0.08062258;0.98035443;
689078168743727;1630096832000;40.244535630000;-111.641355840000;1380.7295;3.4200;182.6000;3.79009247;3.87839484;0.21095023;2.13773084;
689079168744196;1630096833000;40.244507750000;-111.641357970000;1382.3760;2.9800;182.4000;3.79009247;3.54003954;0.21954498;2.42271900;
689080168743935;1630096834000;40.244481760000;-111.641362390000;1382.4385;2.8900;185.6000;3.79009247;3.12174702;0.18867962;2.31601739;
689081168744091;1630096835000;40.244454100000;-111.641365550000;1383.0610;3.1100;181.4000;3.79009247;2.92855382;0.18027757;2.14204192;
689082168743883;1630096836000;40.244428510000;-111.641363960000;1382.4287;2.5900;173.4000;3.79009247;2.63709784;0.21633308;3.10433745;
689083168743831;1630096837000;40.244402820000;-111.641359030000;1382.5431;2.8300;171.6000;3.79009247;2.58388138;0.71063352;12.62439919;
689084168743883;1630096838000;40.244374900000;-111.641357330000;1383.3873;3.1200;177.8000;3.79009247;2.50000000;0.70936590;11.35744667;
689085168743779;1630096839000;40.244340350000;-111.641360680000;1383.2141;4.0100;184.6000;3.79009247;2.50000000;0.41048750;3.79071069;
689086168744196;1630096840000;40.244303640000;-111.641365140000;1382.7935;3.8600;182.1000;3.79009247;2.50251317;0.35227829;3.43432474;
689087168744091;1630096841000;40.244267990000;-111.641367070000;1383.3762;3.7900;178.2000;3.79009247;2.50000000;0.29681644;2.83563542;
689088168743883;1630096842000;40.244232640000;-111.641366120000;1383.0039;3.7900;176.3000;3.79009247;2.54044533;0.33286634;3.22637081;
689089168743883;1630096843000;40.244194800000;-111.641365070000;1382.5394;4.1400;177.4000;3.79009247;2.57466054;0.38600519;3.62873316;
689090168743778;1630096844000;40.244154580000;-111.641364030000;1382.3080;4.2300;176.5000;3.79009247;2.50000000;0.82377183;0.65684503;
689091168743779;1630096845000;40.244114330000;-111.641363770000;1382.1071;4.3800;179.0000;3.79009247;2.50000000;0.82927680;0.75135905;
689092168744143;1630096846000;40.244074970000;-111.641364570000;1381.9962;4.3300;180.3000;3.79009247;2.50000000;0.85445887;0.90013367;
689093168744143;1630096847000;40.244035860000;-111.641366360000;1381.6775;4.3000;181.7000;3.79009247;2.50000000;0.81541401;1.08003116;
689094168744091;1630096848000;40.243997170000;-111.641368090000;1382.2465;4.3100;179.9000;3.79009247;2.50000000;0.82377183;1.27788126;
689095168743883;1630096849000;40.243959060000;-111.641367710000;1382.2979;4.2800;179.7000;3.79009247;2.50000000;0.82377183;1.48684132;
689096168743935;1630096850000;40.243923840000;-111.641368290000;1382.2598;3.8100;180.0000;3.79009247;2.50000000;0.82377183;1.70301735;
689097168743778;1630096851000;40.243896500000;-111.641366360000;1382.1593;2.7900;178.0000;3.79009247;2.50000000;0.88600224;1.92520666;
689098168743830;1630096852000;40.243872010000;-111.641364650000;1382.1769;2.7300;181.9000;3.79009247;2.50000000;0.84876382;2.15029907;
689099168744195;1630096853000;40.243851240000;-111.641364170000;1382.6648;2.1800;180.6000;3.79009247;2.50000000;0.91607863;2.37911630;
689100168743726;1630096854000;40.243834300000;-111.641362430000;1382.5420;1.7400;181.4000;3.79009247;2.50000000;0.84314889;2.61256480;
689101168743727;1630096855000;40.243815290000;-111.641363060000;1382.3800;2.1300;181.9000;3.79009247;2.50000000;0.84876382;2.84328055;
689102168744091;1630096856000;40.243791770000;-111.641360140000;1382.2312;2.4200;175.0000;3.79009247;2.50000000;0.82377183;3.07387328;
689103168743883;1630096857000;40.243768930000;-111.641354630000;1382.1733;2.3000;165.8000;3.79009247;2.50000000;0.81541401;3.30559063;
689104168743779;1630096858000;40.243750680000;-111.641349800000;1382.2367;1.7900;169.9000;3.79009247;2.50000000;0.85445887;3.54274893;
689105168743622;1630096859000;40.243733060000;-111.641348840000;1382.3105;1.7700;182.2000;3.79009247;2.50000000;0.82377183;3.78042722;
689106168743831;1630096860000;40.243715030000;-111.641349610000;1382.3503;1.8500;188.8000;3.79009247;2.50000000;0.82377183;4.01528931;
689107168744040;1630096861000;40.243696260000;-111.641354550000;1382.1476;1.9900;193.9000;3.79009247;2.50000000;0.82377183;4.24536467;
689108168743779;1630096862000;40.243669850000;-111.641355480000;1382.2965;2.8700;179.1000;3.79009247;2.50000000;0.82377183;4.46356297;
689109168743883;1630096863000;40.243635290000;-111.641353950000;1382.3002;3.6700;177.3000;3.79009247;2.50000000;0.82377183;4.63416910;
689110168743779;1630096864000;40.243599740000;-111.641346070000;1382.5063;3.8200;170.1000;3.79009247;2.50000000;0.83216584;4.84731054;
689111168743831;1630096865000;40.243563860000;-111.641339440000;1382.3303;3.8000;171.5000;3.79009247;2.50000000;0.81541401;4.97965908;
689112168743935;1630096866000;40.243527520000;-111.641335200000;1382.1724;3.8400;176.1000;3.79009247;2.50000000;0.82377183;5.13852072;
689113168743779;1630096867000;40.243497600000;-111.641335020000;1381.3721;3.1600;181.7000;3.79009247;2.50000000;0.92655277;5.33632135;
689114168743883;1630096868000;40.243464830000;-111.641338640000;1380.9811;3.5500;187.9000;3.79009247;2.50000000;0.87658429;5.47785473;
689115168743571;1630096869000;40.243431020000;-111.641344930000;1381.1107;3.5900;187.0000;3.79009247;2.50000000;1.16970086;5.64877748;
689116168743623;1630096870000;40.243403240000;-111.641347160000;1381.0026;2.8700;184.0000;3.79009247;2.50000000;0.82377183;5.82147598;
689117168744143;1630096871000;40.243380520000;-111.641349060000;1380.6456;2.5200;180.0000;3.79009247;2.50000000;0.82377183;6.01715326;
689118168743779;1630096872000;40.243365480000;-111.641349530000;1379.8755;1.5500;178.5000;3.79009247;2.50000000;0.86267030;6.24331427;
689119168744091;1630096873000;40.243353550000;-111.641350140000;1380.0985;1.2000;169.8000;3.79009247;2.50000000;0.82377183;6.46772337;
689120168744144;1630096874000;40.243340840000;-111.641349620000;1380.4255;1.3500;170.4000;3.79009247;2.50000000;0.84876382;6.67863750;
689121168743466;1630096875000;40.243326220000;-111.641348960000;1380.1420;1.4800;177.2000;3.79009247;2.50000000;0.86267030;6.87809801;
689122168743987;1630096876000;40.243310040000;-111.641344330000;1380.6295;1.6800;155.2000;3.79009247;2.50000000;1.18701303;7.10336399;
689123168743779;1630096877000;40.243293820000;-111.641340130000;1380.1180;1.6200;162.4000;3.79009247;2.50000000;0.87658429;7.30008888;
689124168743987;1630096878000;40.243274760000;-111.641338640000;1379.8984;1.9100;181.1000;3.79009247;2.50000000;0.86533231;7.50971365;
689125168743883;1630096879000;40.243253300000;-111.641343730000;1379.6566;2.0400;196.4000;3.79009247;2.50000000;0.85146934;7.70518017;
689126168743779;1630096880000;40.243232080000;-111.641352860000;1378.8685;2.0800;202.3000;3.79009247;2.50000000;0.85445887;7.84103775;
689127168744092;1630096881000;40.243212310000;-111.641362940000;1378.4028;1.9700;202.5000;3.79009247;2.50000000;0.85702974;7.99272728;
689128168744143;1630096882000;40.243196650000;-111.641366950000;1377.8784;1.3600;185.5000;3.79009247;2.50000000;0.94868332;8.26563835;
689129168744195;1630096883000;40.243181970000;-111.641369310000;1378.4496;1.4400;184.8000;3.79009247;2.50000000;0.86838931;8.44844246;
689130168743726;1630096884000;40.243166000000;-111.641371760000;1378.0831;1.6100;185.5000;3.79009247;2.50000000;0.86533231;8.65987778;
689131168743987;1630096885000;40.243153010000;-111.641373750000;1378.0228;1.2200;184.8000;3.79009247;2.50000000;0.87091905;8.88225269;
689132168744196;1630096886000;40.243135780000;-111.641376120000;1377.5233;1.7100;184.4000;3.79009247;2.54336023;0.87658429;9.02969837;
689133168743414;1630096887000;40.243113560000;-111.641369330000;1378.1857;2.3300;153.6000;3.79009247;2.50000000;0.83216584;9.23001957;
689134168744091;1630096888000;40.243097140000;-111.641348150000;1378.0657;2.5000;116.5000;3.79009247;2.50000000;0.42190045;5.71705723;
689135168743727;1630096889000;40.243089070000;-111.641320420000;1378.3534;2.5300;103.4000;3.79009247;2.50000000;0.17492856;2.37302876;
689136168743883;1630096890000;40.243093250000;-111.641293770000;1378.5183;2.3500;67.7000;3.79009247;2.56080890;0.08062258;1.28829193;
689137168743883;1630096891000;40.243110460000;-111.641273300000;1378.9117;2.6400;38.2000;3.79009247;2.55276394;0.09433981;1.34655488;
689138168743987;1630096892000;40.243134330000;-111.641263720000;1379.0045;2.8700;16.3000;3.79009247;2.50000000;0.16401219;2.41557932;
689139168743883;1630096893000;40.243156600000;-111.641261380000;1378.5265;2.1100;9.4000;3.79009247;2.54623580;0.64999998;16.00923538;
689140168743778;1630096894000;40.243181920000;-111.641260820000;1378.8958;2.7000;5.4000;3.79009247;2.54080701;0.59076220;11.86315727;
689141168744144;1630096895000;40.243209420000;-111.641265680000;1379.3870;2.9500;356.8000;3.79009247;2.50000000;0.29068884;4.94618845;
689142168743935;1630096896000;40.243240950000;-111.641270270000;1379.6478;3.4300;357.4000;3.79009247;2.50000000;0.40311289;5.41046906;
689143168743571;1630096897000;40.243275970000;-111.641271790000;1379.7874;3.7100;359.9990;3.79009247;2.50000000;0.32649654;3.76491332;
689144168743935;1630096898000;40.243308050000;-111.641270990000;1380.2339;2.9900;1.6000;3.79009247;2.50000000;0.48104054;7.73070335;
689145168744144;1630096899000;40.243344800000;-111.641270440000;1380.1648;3.8900;359.2000;3.79009247;2.50000000;0.50990194;6.43624258;
689146168744039;1630096900000;40.243387920000;-111.641269700000;1380.8580;4.4300;0.2000;3.79009247;2.50000000;0.21931712;2.36082053;
689147168743935;1630096901000;40.243432910000;-111.641268430000;1381.1880;4.4900;0.1000;3.79009247;2.50000000;0.19104972;1.86584306;
689148168743675;1630096902000;40.243474170000;-111.641267420000;1381.1675;4.0600;359.5000;3.79009247;2.50000000;0.31827661;3.55217338;
689149168743414;1630096903000;40.243518790000;-111.641265840000;1381.6436;4.7600;0.8000;3.79009247;2.50000000;0.45254833;4.35284662;
689150168743206;1630096904000;40.243563930000;-111.641265450000;1381.7429;4.7200;359.9000;3.79009247;2.50000000;0.84202141;9.24062920;
689151168743206;1630096905000;40.243617620000;-111.641265650000;1381.2750;5.2700;359.7000;3.79009247;2.50000000;0.73409808;7.16349745;
689152168744091;1630096906000;40.243662600000;-111.641268020000;1380.8140;5.2600;357.3000;3.79009247;2.50000000;0.20808652;1.57759178;
689153168744144;1630096907000;40.243704990000;-111.641268350000;1381.0463;4.1700;354.8000;3.79009247;2.50000000;0.18601075;1.71448755;
689154168743622;1630096908000;40.243743140000;-111.641273120000;1381.1937;3.6600;350.7000;3.79009247;2.50000000;0.18601075;2.04993773;
689155168743778;1630096909000;40.243781270000;-111.641278380000;1381.1068;3.4300;353.0000;3.79009247;2.50000000;0.07211103;0.90187132;
689156168743674;1630096910000;40.243817870000;-111.641283470000;1381.7208;3.6100;354.5000;3.79009247;2.50000000;0.55470711;8.31243706;
689157168743779;1630096911000;40.243854960000;-111.641283860000;1382.4158;4.1300;1.2000;3.79009247;2.50000000;0.72622311;8.93866825;
689158168743778;1630096912000;40.243894330000;-111.641278860000;1382.8708;4.6500;7.2000;3.79009247;2.50000000;0.33600596;2.88146663;
689159168744039;1630096913000;40.243934530000;-111.641275640000;1383.3400;4.4800;2.2000;3.79009247;2.50000000;0.17204651;1.53626549;
689160168743622;1630096914000;40.243975830000;-111.641277230000;1383.6476;4.4900;359.0000;3.79009247;2.50000000;0.56859475;6.80611181;
689161168743518;1630096915000;40.244016190000;-111.641276220000;1383.6991;4.5200;2.6000;3.79009247;2.50000000;0.70802540;8.21947670;
689162168744195;1630096916000;40.244060840000;-111.641270240000;1383.8785;4.8500;7.2000;3.79009247;2.50000000;0.50911689;4.84338427;
689163168743726;1630096917000;40.244103150000;-111.641263350000;1383.4869;4.1200;6.0000;3.79009247;2.50000000;0.53037721;5.91298103;
689164168744039;1630096918000;40.244143660000;-111.641262590000;1382.3192;3.9700;359.1000;3.79009247;2.50000000;0.43416587;4.53617859;
689165168743726;1630096919000;40.244187420000;-111.641266000000;1382.7399;4.6000;356.8000;3.79009247;2.50000000;0.41617304;3.45402026;
689166168744039;1630096920000;40.244229740000;-111.641268440000;1383.0255;4.1500;355.7000;3.79009247;2.50000000;0.94578010;12.30534077;
689167168743727;1630096921000;40.244273540000;-111.641272190000;1383.6786;4.4000;356.1000;3.79009247;2.50000000;1.23943532;15.93322468;
689168168743310;1630096922000;40.244313890000;-111.641274240000;1383.7712;4.0500;5.0000;3.79009247;2.50000000;0.87091905;3.60655546;
689169168743674;1630096923000;40.244350750000;-111.641275050000;1384.2825;3.5600;0.9000;3.79009247;2.50000000;0.85146934;5.22251844;
689170168743779;1630096924000;40.244388650000;-111.641272670000;1384.8667;3.8600;1.7000;3.79009247;2.50000000;0.83216584;6.87722349;
689171168743935;1630096925000;40.244427590000;-111.641269160000;1385.0665;4.0200;6.8000;3.79009247;2.50000000;0.82377183;8.26708984;
689172168744091;1630096926000;40.244464600000;-111.641266320000;1385.6136;3.8800;6.9000;3.79009247;2.50000000;1.15602767;9.56887150;
689173168743727;1630096927000;40.244502810000;-111.641260480000;1385.4796;4.0500;11.7000;3.79009247;2.50000000;0.82377183;10.21815395;
689174168744247;1630096928000;40.244537590000;-111.641254300000;1385.7787;3.6800;10.5000;3.79009247;2.50000000;0.83216584;11.27365780;
689175168744248;1630096929000;40.244567240000;-111.641253240000;1386.0354;3.1300;9.0000;3.79009247;2.50000000;0.88232648;12.37650204;
689176168743623;1630096930000;40.244594310000;-111.641250730000;1386.2523;3.0000;16.1000;3.79009247;2.50000000;1.18701303;13.33072281;
689177168744091;1630096931000;40.244626980000;-111.641249730000;1386.4124;3.6000;1.5000;3.79009247;2.50000000;0.87658429;5.53411150;
689178168743206;1630096932000;40.244658030000;-111.641251790000;1386.9431;3.2500;0.2000;3.79009247;2.50000000;0.83216584;5.96314287;
689179168743571;1630096933000;40.244685770000;-111.641251690000;1386.4854;2.9000;3.7000;3.79009247;2.50000000;0.82377183;6.39302683;
689180168743414;1630096934000;40.244711000000;-111.641260750000;1387.1703;2.8700;340.9000;3.79009247;2.50000000;0.87920421;6.92830849;
689181168744039;1630096935000;40.244731540000;-111.641283550000;1387.3925;2.8500;312.0000;3.79009247;2.50000000;0.83216584;7.40280151;
689182168744091;1630096936000;40.244741800000;-111.641306900000;1387.1277;1.9700;294.3000;3.79009247;2.50000000;0.88481635;7.89687443;
689183168743779;1630096937000;40.244742770000;-111.641330910000;1386.8044;1.9000;266.9000;3.79009247;2.50000000;0.85146934;8.41261482;
689184168744300;1630096938000;40.244741490000;-111.641352600000;1386.5540;1.6800;258.8000;3.79009247;2.50000000;0.83216584;8.90500355;
689185168743518;1630096939000;40.244739480000;-111.641367820000;1386.4619;1.1100;255.6000;3.79009247;2.50000000;0.83216584;9.43970680;
689186168743779;1630096940000;40.244739800000;-111.641375990000;1386.2933;0.5500;261.5000;3.79009247;2.50000000;0.82927680;9.96387959;
689187168744039;1630096941000;40.244740540000;-111.641379930000;1386.0486;0.4200;248.9000;3.79009247;2.50000000;0.83216584;10.49935436;
689188168744403;1630096942000;40.244742810000;-111.641382330000;1385.9324;0.0000;-3000.0000;3.79009247;2.74595213;0.07810250;-1.00000000;
689189168744092;1630096943000;40.244742310000;-111.641384150000;1385.9719;0.0000;-3000.0000;3.79009247;2.62294221;0.08602326;-1.00000000;
