Sensor: bmi160 Accelerometer Non-wakeup
Vendor: BOSCH
TimestampAcc [ns]; AccX [m/s^2]; AccY [m/s^2]; AccZ [m/s^2]
689067350082239;-9.4717;0.5046;-2.2391;
689067355130572;-9.5845;0.4711;-2.2175;
689067360182864;-9.5725;0.4660;-2.2295;
689067365231197;-9.5629;0.4469;-2.2295;
689067370276093;-9.5725;0.4062;-2.2223;
689067375324426;-9.5677;0.3823;-2.1625;
689067380414687;-9.5773;0.4253;-2.1697;
689067385463020;-9.5390;0.4540;-2.1745;
689067390514166;-9.5797;0.4038;-2.1769;
689067395570051;-9.6108;0.3727;-2.1745;
689067400623801;-9.6299;0.3751;-2.1984;
689067405672447;-9.5988;0.3392;-2.2295;
689067410724166;-9.6084;0.3272;-2.2510;
689067415794478;-9.5342;0.2961;-2.2558;
689067420839374;-9.5653;0.3320;-2.2008;
689067425895155;-9.5581;0.3416;-2.2534;
689067430952291;-9.5557;0.3344;-2.2175;
689067435995676;-9.5964;0.3153;-2.2295;
689067441059166;-9.5749;0.3200;-2.1817;
689067446106457;-9.5797;0.3153;-2.1529;
689067451171614;-9.6012;0.3176;-2.1697;
689067456245312;-9.5868;0.3272;-2.1553;
689067461280155;-9.6132;0.3631;-2.1649;
689067466330989;-9.5773;0.3823;-2.1817;
689067471390676;-9.6036;0.3464;-2.1577;
689067476448020;-9.5773;0.3751;-2.1434;
689067481497291;-9.5390;0.4110;-2.1577;
689067486552239;-9.5629;0.3751;-2.1745;
689067491611405;-9.6060;0.3799;-2.2032;
689067496651666;-9.5868;0.3631;-2.1601;
689067501720051;-9.5605;0.3751;-2.1529;
689067506773072;-9.5868;0.3846;-2.1840;
689067511821926;-9.5749;0.3583;-2.1673;
689067516867030;-9.5773;0.3607;-2.1793;
689067521959791;-9.5486;0.3775;-2.1577;
689067526995572;-9.5390;0.4110;-2.1840;
689067532048176;-9.5653;0.4421;-2.1936;
689067537100468;-9.5749;0.4421;-2.1984;
689067542138853;-9.5605;0.4301;-2.1577;
689067547211666;-9.5773;0.4588;-2.1721;
689067552269843;-9.5701;0.4636;-2.1864;
689067557320989;-9.5773;0.4373;-2.1290;
689067562376926;-9.5916;0.4062;-2.1362;
689067567433801;-9.5868;0.4421;-2.1721;
689067572489010;-9.5773;0.4325;-2.1721;
689067577532239;-9.5845;0.4205;-2.1721;
689067582595207;-9.5557;0.4014;-2.1577;
689067587639010;-9.5749;0.3918;-2.2056;
689067592708176;-9.5438;0.4181;-2.2175;
689067597750260;-9.5773;0.3918;-2.1673;
689067602816093;-9.5605;0.4205;-2.1482;
689067607863228;-9.5916;0.4253;-2.1362;
689067612922082;-9.5916;0.4421;-2.1721;
689067617967447;-9.5988;0.4540;-2.1817;
689067623033697;-9.6084;0.4636;-2.2056;
689067628076978;-9.5725;0.4783;-2.1960;
