Sensor: bmi160 Accelerometer Non-wakeup
Vendor: BOSCH
TimestampAcc [ns]; AccX [m/s^2]; AccY [m/s^2]; AccZ [m/s^2]
2764190959385809;-9.4860;-0.3580;-2.3303;
2764190969495079;-9.4765;-0.3461;-2.3276;
2764190979568048;-9.4908;-0.3437;-2.3157;
2764190989658569;-9.4980;-0.3437;-2.3133;
2764190999800704;-9.5028;-0.3628;-2.2917;
2764191009891225;-9.5076;-0.3580;-2.3303;
2764191020045027;-9.4908;-0.3170;-2.2941;
2764191030144246;-9.5076;-0.3099;-2.2534;
2764191040228204;-9.5291;-0.3123;-2.2558;
2764191050362423;-9.4884;-0.2931;-2.2750;
2764191060469923;-9.5052;-0.2548;-2.2941;
2764191070562527;-9.5195;-0.2500;-2.3013;
2764191080672579;-9.5219;-0.2596;-2.2343;
2764191090769506;-9.5124;-0.2142;-2.2295;
2764191100886225;-9.5052;-0.1974;-2.2319;
2764191110987475;-9.5004;-0.1735;-2.2534;
2764191121100392;-9.5100;-0.1567;-2.2558;
2764191131194871;-9.5219;-0.1854;-2.2199;
2764191141314350;-9.4980;-0.1783;-2.2367;
2764191151415496;-9.5028;-0.1878;-2.2654;
2764191161585340;-9.5052;-0.2094;-2.2630;
2764191171625288;-9.5172;-0.2213;-2.2822;
2764191181739559;-9.5124;-0.2070;-2.2798;
2764191191841173;-9.4908;-0.2094;-2.2678;
2764191201919975;-9.4980;-0.1998;-2.2630;
2764191212056850;-9.5004;-0.1974;-2.2774;
2764191222155496;-9.5219;-0.2142;-2.2678;
2764191232254611;-9.5052;-0.2309;-2.2630;
2764191242393569;-9.5004;-0.2453;-2.2750;
2764191252475913;-9.4837;-0.2620;-2.3133;
2764191262584038;-9.5148;-0.2572;-2.3133;
2764191272712111;-9.5243;-0.2596;-2.3085;
2764191282803152;-9.4932;-0.2500;-2.2965;
2764191292920131;-9.5052;-0.2477;-2.2941;
2764191303003100;-9.5028;-0.2381;-2.2774;
2764191313112631;-9.5004;-0.2381;-2.3037;
2764191323240392;-9.5028;-0.2668;-2.2750;
2764191333326277;-9.4884;-0.2548;-2.2726;
2764191343436642;-9.4884;-0.2740;-2.2893;
2764191353537840;-9.5195;-0.2812;-2.2606;
2764191363676121;-9.5124;-0.2668;-2.2869;
2764191373752215;-9.5028;-0.2668;-2.2869;
2764191383856694;-9.5124;-0.2859;-2.2893;
2764191394002631;-9.4860;-0.2859;-2.2678;
2764191404134090;-9.5124;-0.2740;-2.2391;
2764191414178152;-9.5052;-0.2213;-2.2774;
2764191424283204;-9.5100;-0.1878;-2.2630;
2764191434397631;-9.5004;-0.1759;-2.2534;
2764191444517111;-9.5052;-0.1591;-2.2534;
2764191454618777;-9.5076;-0.1352;-2.2558;
2764191464720913;-9.5028;-0.1328;-2.2750;
2764191474814975;-9.5052;-0.1400;-2.2558;
2764191484946902;-9.5100;-0.1543;-2.2463;
2764191495040392;-9.5028;-0.1448;-2.2702;
2764191505127371;-9.5028;-0.1687;-2.2582;
2764191515245965;-9.4980;-0.1567;-2.2702;
2764191525354975;-9.4908;-0.1519;-2.2726;
2764191535478986;-9.5148;-0.1615;-2.2510;
2764191545568256;-9.5342;-0.1902;-2.2271;
2764191555683309;-9.5100;-0.1974;-2.2534;
2764191565796069;-9.5195;-0.2070;-2.2582;
2764191575913204;-9.5100;-0.2118;-2.2774;
2764191586023204;-9.4956;-0.2477;-2.2822;
2764191596116850;-9.5028;-0.3051;-2.2798;
2764191606206277;-9.5195;-0.3532;-2.2606;
2764191616331746;-9.5100;-0.4202;-2.2558;
2764191626445861;-9.5148;-0.4633;-2.2630;
2764191636526486;-9.5195;-0.4777;-2.2869;
2764191646650392;-9.5004;-0.5160;-2.2606;
2764191656743517;-9.5124;-0.5327;-2.2510;
2764191666865600;-9.5076;-0.5375;-2.2343;
2764191676973621;-9.5219;-0.5590;-2.1888;
2764191687078100;-9.5315;-0.5542;-2.1577;
2764191697180079;-9.5243;-0.5590;-2.1673;
2764191707273934;-9.5219;-0.5853;-2.2080;
2764191717392319;-9.5172;-0.5997;-2.1864;
2764191727505704;-9.5172;-0.6239;-2.1649;
2764191737623309;-9.5315;-0.6837;-2.1075;
2764191747718569;-9.5195;-0.7220;-2.0569;
2764191757820600;-9.5195;-0.6359;-2.1027;
2764191767929038;-9.4837;-0.4250;-2.2487;
2764191778037892;-9.4717;-0.1902;-2.4308;
2764191788140079;-9.4669;-0.0416;-2.4045;
2764191798253934;-9.4621;-0.0296;-2.2582;
2764191808360809;-9.5100;0.0015;-2.1338;
2764191818483777;-9.5052;0.1522;-2.1769;
2764191828572996;-9.4645;0.4229;-2.4763;
2764191838682059;-9.4167;0.6242;-2.7206;
2764191848791329;-9.3975;0.6745;-2.7494;
2764191858888569;-9.4382;0.6266;-2.5720;
2764191869005288;-9.4837;0.5907;-2.3853;
2764191879112267;-9.4597;0.5955;-2.3085;
2764191889225704;-9.4621;0.5453;-2.4045;
2764191899326121;-9.4621;0.4759;-2.5409;
2764191909431017;-9.4813;0.0852;-2.3542;
2764191919541225;-9.5342;-0.2477;-2.0931;
2764191929638829;-9.5462;-0.2955;-2.1673;
2764191939748934;-9.4980;-0.3437;-2.1482;
2764191949864350;-9.5172;-0.3867;-2.1912;
2764191959941798;-9.5749;-0.4178;-2.1864;
2764191970067267;-9.5629;-0.4466;-2.0883;
2764191980169246;-9.5315;-0.4250;-2.0907;
2764191990281486;-9.5315;-0.3867;-2.1242;
2764192000386850;-9.5267;-0.3820;-2.1027;
2764192010489350;-9.5581;-0.4490;-2.1075;
2764192020616850;-9.5581;-0.4848;-2.1266;
2764192030715913;-9.5438;-0.4944;-2.1362;
2764192040788881;-9.5342;-0.5136;-2.1553;
2764192050935288;-9.5172;-0.5447;-2.1434;
2764192061037892;-9.5267;-0.5327;-2.1960;
2764192071138621;-9.5438;-0.5040;-2.1817;
2764192081242475;-9.5219;-0.4633;-2.1793;
2764192091346329;-9.5076;-0.4561;-2.2008;
2764192101447684;-9.5124;-0.4633;-2.1960;
2764192111551538;-9.5195;-0.4107;-2.2199;
2764192121655392;-9.5315;-0.3532;-2.2630;
2764192131760965;-9.5315;-0.2859;-2.2774;
2764192141864871;-9.4932;-0.2835;-2.2654;
2764192151968725;-9.5028;-0.3027;-2.2534;
2764192162089923;-9.5028;-0.2812;-2.2510;
2764192172193777;-9.5052;-0.2524;-2.2845;
2764192182297684;-9.5028;-0.2381;-2.2989;
2764192192412006;-9.5100;-0.2500;-2.3204;
2764192202515861;-9.4884;-0.2333;-2.3399;
2764192212619715;-9.4956;-0.2261;-2.3228;
2764192222735600;-9.5004;-0.2022;-2.2893;
2764192232839454;-9.4741;-0.1878;-2.2774;
2764192242943256;-9.4956;-0.1615;-2.3013;
2764192253047996;-9.5267;-0.1878;-2.3109;
2764192263151850;-9.5028;-0.2070;-2.2965;
2764192273255704;-9.4884;-0.2166;-2.3204;
2764192283389090;-9.4908;-0.2070;-2.2893;
2764192293492944;-9.5052;-0.1902;-2.2630;
2764192303596850;-9.5028;-0.1783;-2.2534;
2764192313686069;-9.5124;-0.1711;-2.2343;
2764192323789923;-9.5124;-0.1854;-2.1793;
2764192333893829;-9.5315;-0.2022;-2.1984;
2764192344048777;-9.5076;-0.1974;-2.2008;
2764192354152631;-9.5219;-0.1807;-2.2271;
2764192364256538;-9.5243;-0.2166;-2.2056;
2764192374307684;-9.5148;-0.2118;-2.1960;
2764192384411538;-9.5172;-0.1831;-2.1960;
2764192394515340;-9.5100;-0.1496;-2.1793;
2764192404655184;-9.5315;-0.1472;-2.1888;
2764192414759038;-9.5291;-0.1615;-2.1817;
