Sensor: bmi160 Accelerometer Non-wakeup
Vendor: BOSCH
TimestampAcc [ns]; AccX [m/s^2]; AccY [m/s^2]; AccZ [m/s^2]
79192939017324;-9.3042;2.9073;-1.1420;
79192949121230;-9.3305;2.9097;-1.1755;
79192959232116;-9.3329;2.8881;-1.2042;
79192969300293;-9.3377;2.8519;-1.1539;
79192979467324;-9.3568;2.8496;-1.0893;
79192989535501;-9.3257;2.8424;-1.0965;
79192999699928;-9.3329;2.8591;-1.0822;
79193009809459;-9.3497;2.8639;-1.1324;
79193019912116;-9.3377;2.8759;-1.1468;
79193030029772;-9.3162;2.8400;-1.1731;
79193040135084;-9.3138;2.8232;-1.1898;
79193050238939;-9.3114;2.8208;-1.1468;
79193060344511;-9.3209;2.8352;-1.1157;
79193070444928;-9.3449;2.8687;-1.1013;
79193080535918;-9.3401;2.8735;-1.0941;
79193090645293;-9.3377;2.9169;-1.0774;
79193100748105;-9.3138;2.9551;-1.0822;
79193110853626;-9.3329;2.9599;-1.0750;
79193120960501;-9.3185;2.9910;-1.0726;
79193131067272;-9.3209;2.9838;-1.0439;
79193141172793;-9.3353;3.0173;-1.0367;
79193151279459;-9.3281;3.0150;-1.0319;
79193161386855;-9.3281;3.0054;-1.0343;
79193171484876;-9.3353;3.0054;-1.0319;
79193181592949;-9.3233;3.0078;-1.0152;
79193191714668;-9.3233;3.0102;-1.0271;
79193201813418;-9.3138;3.0102;-1.0654;
79193211916439;-9.3281;2.9838;-1.0630;
79193222022064;-9.3473;2.9647;-1.0510;
79193232127584;-9.3449;2.9527;-1.0726;
79193242230241;-9.3305;2.9336;-1.0678;
79193252338626;-9.3401;2.9097;-1.0678;
79193262446543;-9.3544;2.8929;-1.0391;
79193272543626;-9.3449;2.8857;-1.1013;
79193282664564;-9.3281;2.8496;-1.1204;
79193292763834;-9.3425;2.8448;-1.0822;
79193302874459;-9.3544;2.8352;-1.0917;
79193312983522;-9.3425;2.8400;-1.1324;
79193323056230;-9.3329;2.8232;-1.1444;
79193333184980;-9.3401;2.8232;-1.1420;
79193343278991;-9.3281;2.8304;-1.1707;
79193353388261;-9.3497;2.8089;-1.1707;
79193363495970;-9.3353;2.7730;-1.1563;
79193373603209;-9.3401;2.7873;-1.1539;
79193383734199;-9.3473;2.8017;-1.1300;
