Sensor: mmc5603x Magnetometer Non-wakeup
Vendor: memsic
TimestampMag [ns]; MagX [uT]; MagY [uT]; MagZ [uT]
81546595345665;16.2626;-21.0206;-4.6970;
81546605345665;16.2626;-21.0206;-4.6970;
81546616703790;16.7140;-21.0206;-4.6970;
81546626703790;16.7994;-21.0084;-4.8800;
81546636703790;16.8360;-20.9718;-4.6970;
81546646703790;16.8970;-20.9840;-4.6604;
81546656703790;16.8116;-20.9840;-4.6970;
81546666703790;16.7628;-20.9230;-4.5628;
81546676703790;16.7384;-20.9352;-4.2700;
81546686703790;16.7140;-20.8742;-4.0870;
81546696703790;16.5676;-20.8254;-3.8552;
81546706703790;16.4334;-20.7888;-3.6234;
81546716703790;16.3968;-20.7522;-3.6234;
81546726703790;16.3358;-20.7278;-3.5380;
81546736703790;16.4334;-20.6546;-3.5990;
81546746703790;16.4456;-20.7156;-3.7576;
81546756703790;16.5188;-20.6668;-4.0138;
81546766703790;16.5798;-20.6668;-4.1236;
81546776703790;16.5798;-20.7034;-4.3310;
81546786703790;16.7018;-20.7156;-4.4774;
81546796703790;16.7872;-20.7644;-4.5140;
81546806703790;16.8482;-20.7278;-4.6848;
81546816703790;16.7994;-20.7522;-4.5628;
81546826703790;16.8238;-20.6912;-4.5262;
81546836703790;16.9092;-20.6424;-4.5750;
81546846703790;16.9092;-20.6546;-4.5384;
81546856703790;16.8970;-20.6302;-4.4286;
81546866703790;16.8604;-20.5936;-4.4164;
81546876703790;16.9092;-20.4960;-4.4896;
81546886703790;16.8970;-20.4716;-4.4652;
81546896703790;17.0312;-20.4716;-4.6604;
81546906703790;17.1898;-20.4960;-4.8190;
81546916703790;17.2752;-20.5082;-4.9410;
81546926703790;17.4826;-20.4716;-5.2582;
81546936703790;17.7510;-20.4350;-5.6730;
81546946703790;18.0560;-20.4350;-5.9414;
81546956703790;18.1414;-20.4594;-6.0512;
81546966703790;18.3244;-20.4838;-6.1854;
81546976703790;18.4098;-20.4472;-6.1610;
81546986703790;18.3976;-20.3740;-6.2098;
81546996703790;18.3976;-20.4228;-6.1244;
81547006703790;18.2878;-20.4350;-5.8804;
81547016703790;18.1658;-20.4106;-5.6974;
81547026703790;18.0926;-20.4106;-5.6120;
81547036703790;18.0926;-20.3740;-5.6730;
81547046703790;18.0804;-20.3740;-5.6852;
81547056703790;18.0804;-20.3740;-5.7218;
81547066703790;18.1902;-20.3496;-5.7462;
81547076703790;18.3244;-20.3008;-5.9170;
81547086703790;18.4464;-20.2276;-6.1488;
81547096703790;18.5196;-20.2154;-6.1976;
81547106703790;18.5074;-20.1788;-6.1732;
81547116703790;18.4952;-20.1422;-6.1366;
81547126703790;18.5806;-20.1056;-6.1976;
81547136703790;18.6904;-20.0690;-6.3074;
81547146703790;18.7514;-20.0568;-6.4660;
81547156703790;18.8978;-19.9470;-6.6612;
81547166703790;19.0808;-19.9104;-6.8808;
81547176703790;19.2760;-19.8250;-7.1004;
81547186703790;19.4346;-19.7762;-7.3078;
81547196703790;19.5322;-19.7640;-7.4176;
81547206703790;19.5444;-19.6908;-7.4298;
81547216703790;19.4834;-19.6420;-7.3932;
