TimestampGNSS [ns]; UTC time [ms]; Lat [deg]; Lon [deg]; Height [m]; Speed [m/s]; Heading [deg]; Hor Acc [m]; Vert Acc [m]; Speed Acc [m/s]; Heading Acc [deg]
260085717231706;1630615461438;40.244388410000;-111.646781390000;1379.3912;0.0000;-3000.0000;8.66170597;14.88405228;0.08062258;-1.00000000;
260086776432383;1630615463000;40.244390960000;-111.646780690000;1379.1407;0.0000;-3000.0000;5.70859432;9.90875721;0.08602326;-1.00000000;
260087784965039;1630615464000;40.244400820000;-111.646781900000;1373.5280;0.4300;3.9000;3.79009247;5.36833334;0.81541401;4.40513945;
260088779407278;1630615465000;40.244404230000;-111.646780530000;1374.1119;0.3100;3.9000;3.79009247;3.82970119;0.84053552;6.62854195;
260089780239621;1630615466000;40.244400410000;-111.646783870000;1374.0186;0.7100;3.9000;3.79009247;3.34923530;0.91263354;12.96976280;
260090782750662;1630615467000;40.244395500000;-111.646786510000;1375.4164;0.3000;3.9000;3.79009247;3.41366267;0.84059501;11.39193153;
260091789044360;1630615468000;40.244392010000;-111.646797990000;1376.3547;0.8900;3.9000;3.79009247;3.18901753;0.84059501;14.94746399;
260092788733526;1630615469000;40.244389280000;-111.646819200000;1376.0153;2.0000;265.8000;3.79009247;3.08736968;0.07810250;1.68802309;
260093781141755;1630615470000;40.244386730000;-111.646852960000;1376.4238;3.2500;265.5000;3.79009247;2.76607156;0.07810250;1.17639875;
260094780659880;1630615471000;40.244381390000;-111.646897730000;1375.8806;4.1500;261.5000;3.79009247;2.74007154;0.31890437;3.35672426;
260095779790192;1630615472000;40.244376540000;-111.646970160000;1376.5314;6.4200;268.7000;3.79009247;2.56622577;0.31890437;2.15052176;
260096779791858;1630615473000;40.244378410000;-111.647047460000;1376.5229;7.0300;273.2000;3.79009247;2.50000000;0.08062258;0.39062291;
260097798769618;1630615474000;40.244378950000;-111.647133690000;1376.4856;7.7700;272.2000;3.79009247;2.50000000;0.08062258;0.34080812;
260098783698680;1630615475000;40.244379400000;-111.647230270000;1376.4197;8.3100;270.2000;3.79009247;2.50000000;0.08944272;0.37280324;
260099785397378;1630615476000;40.244385910000;-111.647326940000;1376.6134;8.5900;270.1000;3.79009247;2.50000000;0.08944272;0.35966209;
260100783086336;1630615477000;40.244387790000;-111.647420070000;1376.1193;8.2800;271.4000;3.79009247;2.50000000;0.08944272;0.32400402;
260101783158731;1630615478000;40.244390810000;-111.647517530000;1376.1974;8.1100;270.2000;3.79009247;2.50000000;0.08944272;0.33936843;
260102784700554;1630615479000;40.244390000000;-111.647611770000;1377.0636;7.6800;266.8000;3.79009247;2.50000000;0.08944272;0.37180454;
260103791216543;1630615480000;40.244388450000;-111.647702700000;1376.4624;7.9400;269.6000;3.79009247;2.50000000;0.24698178;1.10990357;
260104779864668;1630615481000;40.244386960000;-111.647796790000;1376.9288;7.5400;267.0000;3.79009247;2.50000000;0.41048750;2.04915047;
260105786730032;1630615482000;40.244385400000;-111.647884600000;1377.2742;7.4600;269.5000;3.79009247;2.50000000;0.24413112;1.27801692;
260106785400708;1630615483000;40.244388640000;-111.647974830000;1376.8330;7.4300;272.4000;3.79009247;2.50000000;0.07211103;0.40680259;
260107783510760;1630615484000;40.244389990000;-111.648063640000;1377.0129;7.2200;269.4000;3.79009247;2.50000000;0.07211103;0.39251524;
260108782308624;1630615485000;40.244386970000;-111.648149840000;1376.9475;6.9400;269.6000;3.79009247;2.50000000;0.07211103;0.37396178;
260109779640291;1630615486000;40.244383260000;-111.648230650000;1377.2101;6.6800;266.8000;3.79009247;2.50000000;0.15264338;0.85512930;
260110782509665;1630615487000;40.244384660000;-111.648317340000;1376.7971;7.1800;271.9000;3.79009247;2.50000000;0.16643317;0.81282413;
260111774519873;1630615488000;40.244385910000;-111.648407160000;1376.7330;7.9200;271.4000;3.79009247;2.50000000;0.08062258;0.35104424;
260112781681019;1630615489000;40.244389580000;-111.648500510000;1376.3566;8.1100;272.1000;3.79009247;2.50000000;0.08062258;0.33363378;
260113776449820;1630615490000;40.244389720000;-111.648598460000;1376.2676;8.0700;269.1000;3.79009247;2.50000000;0.08062258;0.33048439;
260114780678414;1630615491000;40.244390360000;-111.648687460000;1376.3669;7.7100;270.3000;3.79009247;2.50000000;0.08062258;0.33844724;
260115764447320;1630615492000;40.244391270000;-111.648781550000;1376.4417;7.8200;269.9000;3.79009247;2.50000000;0.08062258;0.33457178;
260116799312527;1630615493000;40.244386890000;-111.648876720000;1376.3369;7.9900;269.5000;3.79009247;2.50000000;0.08062258;0.32832769;
260117778980704;1630615494000;40.244386200000;-111.648969200000;1376.4478;7.7900;269.1000;3.79009247;2.50000000;1.09416640;0.61951977;
260118781647735;1630615495000;40.244386090000;-111.649057470000;1376.2795;7.6800;270.7000;3.79009247;2.50000000;1.09416640;1.09013581;
260119782588151;1630615496000;40.244387080000;-111.649148400000;1376.4623;7.6200;267.5000;3.79009247;2.50000000;1.10276926;1.56983173;
260120778699349;1630615497000;40.244386450000;-111.649234520000;1376.2891;7.4900;266.8000;3.79009247;2.50000000;1.11139548;2.04981661;
260121780300651;1630615498000;40.244382330000;-111.649324420000;1376.6737;7.6300;267.8000;3.79009247;2.50000000;1.08558738;2.50573540;
260122777392681;1630615499000;40.244380100000;-111.649413480000;1376.8998;7.6000;268.9000;3.79009247;2.50000000;1.09416640;2.94871759;
260123778367889;1630615500000;40.244380660000;-111.649503020000;1376.8378;7.6400;274.1000;3.79009247;2.50000000;1.09416640;3.36641860;
260124769212889;1630615501000;40.244387880000;-111.649598850000;1376.7045;8.0900;273.2000;3.79009247;2.50000000;1.14057004;3.77586699;
260125779272107;1630615502000;40.244390930000;-111.649698480000;1376.7322;8.1800;271.0000;3.79009247;2.50000000;1.10276926;4.17703867;
260126778702784;1630615503000;40.244394650000;-111.649796870000;1376.5530;8.0800;270.6000;3.79009247;2.50000000;1.10276926;4.48826313;
260127772818200;1630615504000;40.244393820000;-111.649877680000;1376.7391;7.0300;267.2000;3.79009247;2.50000000;1.09416640;4.79531240;
260128769458981;1630615505000;40.244393070000;-111.649937190000;1376.6982;5.0700;269.5000;3.79009247;2.50000000;1.10276926;5.21407557;
260129771938408;1630615506000;40.244396610000;-111.649978670000;1376.7766;3.6600;269.9000;3.79009247;2.50000000;1.09416640;5.59950113;
260130782946533;1630615507000;40.244398980000;-111.650003000000;1376.2534;1.9900;273.6000;3.79009247;2.50000000;1.12898183;6.03994417;
260131777826688;1630615508000;40.244398460000;-111.650015960000;1376.1627;1.3200;275.8000;3.79009247;2.50000000;1.10276926;6.47153473;
260132773212938;1630615509000;40.244393840000;-111.650021940000;1376.1613;0.5500;278.2000;3.79009247;2.50000000;1.12160599;6.90664482;
260133781862990;1630615510000;40.244393010000;-111.650033040000;1375.7935;0.6500;284.6000;3.79009247;2.50000000;1.09931803;7.33287907;
260134774139604;1630615511000;40.244393050000;-111.650040740000;1375.9733;0.6600;268.0000;3.79009247;2.50000000;0.81541401;5.29476595;
