Sensor: mmc5603x Magnetometer Non-wakeup
Vendor: memsic
TimestampMag [ns]; MagX [uT]; MagY [uT]; MagZ [uT]
260083179830257;40.1380;13.5786;13.5298;
260083189830257;40.1380;13.5786;13.5298;
260083201149736;40.1380;13.5054;13.5420;
260083211149736;40.1868;13.5664;13.3712;
260083221149736;40.1258;13.6762;13.3468;
260083231149736;40.1380;13.7128;13.3102;
260083241149736;40.2112;13.7128;13.1394;
260083251149736;40.1746;13.7006;13.0418;
260083261149736;40.1990;13.7006;12.9442;
260083271149736;40.2600;13.7006;12.7978;
260083281149736;40.3332;13.7250;12.6636;
260083291149736;40.4186;13.7128;12.5416;
260083301149736;40.4918;13.6518;12.4318;
260083311149736;40.4918;13.5786;12.3708;
260083321149736;40.4552;13.5542;12.4196;
260083331149736;40.4186;13.5298;12.5660;
260083341149736;40.2844;13.5664;12.6270;
260083351149736;40.1868;13.5786;12.7368;
260083361149736;40.0282;13.5908;12.9320;
260083371149736;39.7964;13.6152;13.1638;
260083381149736;39.6744;13.5664;13.3956;
260083391149736;39.4914;13.6030;13.6152;
260083401149736;39.3328;13.5786;13.9446;
260083411149736;39.2352;13.6274;14.0666;
260083421149736;39.1498;13.5664;14.2496;
260083431149736;39.1742;13.5542;14.3228;
260083441149736;39.2718;13.5420;14.2252;
260083451149736;39.3206;13.5420;14.1764;
260083461149736;39.4426;13.6030;13.9934;
260083471149736;39.6134;13.6518;13.7738;
260083481149736;39.8086;13.7128;13.4688;
260083491149736;39.9672;13.6762;13.2492;
260083501149736;40.0892;13.7006;13.1394;
260083511149736;39.9306;13.6884;13.2492;
260083521149736;39.7964;13.6274;13.4200;
260083531149736;39.6988;13.5542;13.6274;
260083541149736;39.6134;13.5298;13.7860;
260083551149736;39.5890;13.5054;13.8470;
260083561149736;39.5036;13.4810;13.9690;
260083571149736;39.5036;13.5298;13.9324;
260083581149736;39.6256;13.5664;13.7494;
260083591149736;39.8818;13.6030;13.4566;
260083601149736;40.0160;13.7128;13.2248;
260083611149736;40.2478;13.7372;12.9442;
260083621149736;40.3454;13.7006;12.7734;
260083631149736;40.3454;13.6396;12.8588;
260083641149736;40.4552;13.6274;12.8100;
260083651149736;40.4674;13.6030;12.9198;
260083661149736;40.4064;13.5664;13.1394;
260083671149736;40.2478;13.5664;13.3224;
260083681149736;40.2356;13.5542;13.4932;
260083691149736;40.2234;13.5908;13.5054;
260083701149736;40.1990;13.6640;13.4932;
260083711149736;40.2966;13.7494;13.3956;
260083721149736;40.2844;13.7494;13.2980;
260083731149736;40.3698;13.7616;13.1638;
260083741149736;40.4674;13.7494;12.9076;
260083751149736;40.5650;13.7494;12.8222;
260083761149736;40.5406;13.7250;12.8344;
260083771149736;40.4918;13.7128;12.8588;
260083781149736;40.4918;13.7372;12.8832;
260083791149736;40.4674;13.7128;12.8222;
260083801149736;40.4186;13.7372;12.8466;
260083811149736;40.3698;13.7616;12.8832;
260083821149736;40.3088;13.7982;12.9686;
260083831149736;40.2722;13.8226;13.0296;
260083841149736;40.3454;13.8470;12.9198;
260083851149736;40.3576;13.8592;13.0174;
260083861149736;40.2966;13.7982;13.2370;
260083871149736;40.2722;13.7616;13.3834;
260083881149736;40.1990;13.7494;13.6396;
260083891149736;40.1624;13.6884;13.8348;
260083901149736;40.1014;13.6396;14.0178;
260083911149736;40.1502;13.6274;14.0788;
260083921149736;40.1380;13.6640;14.1154;
260083931149736;40.1380;13.6640;14.1276;
260083941149736;40.2112;13.7250;13.9934;
260083951149736;40.0770;13.7860;14.0300;
260083961149736;40.1502;13.7982;13.9690;
260083971149736;40.1624;13.8592;13.9446;
260083981149736;40.2722;13.8714;13.9080;
260083991149736;40.2844;13.8836;13.8714;
260084001149736;40.3210;13.8470;13.9568;
260084011149736;40.3454;13.8592;13.9934;
260084021149736;40.3210;13.8470;14.0300;
260084031149736;40.5040;13.8470;13.9934;
260084041149736;40.5772;13.8836;13.8836;
260084051149736;40.4796;13.8836;13.9690;
260084061149736;40.3576;13.9080;14.0300;
260084071149736;40.3332;13.9446;13.9690;
260084081149736;40.2112;13.9446;14.0910;
