Sensor: mmc5603x Magnetometer Non-wakeup
Vendor: memsic
TimestampMag [ns]; MagX [uT]; MagY [uT]; MagZ [uT]
690182929771826;21.0816;6.1732;11.6510;
690182939771826;21.0816;6.1732;11.6510;
690182951236254;23.9974;7.9666;14.0910;
690182961236254;23.9974;7.9910;14.2984;
690182971236254;23.9730;8.0642;14.4326;
690182981236254;23.7778;8.0520;14.6400;
690182991236254;23.6680;8.0398;14.7132;
690183001236254;23.5826;8.0154;14.8596;
690183011236254;23.3142;7.9788;15.2012;
690183021236254;23.0580;7.9788;15.5428;
690183031236254;22.8994;8.0032;15.8966;
690183041236254;22.6920;8.0154;16.0918;
690183051236254;22.5212;8.0032;16.1894;
690183061236254;22.5334;8.0154;16.1894;
690183071236254;22.5578;8.0520;16.2382;
690183081236254;22.6676;8.0886;16.2138;
690183091236254;22.8872;8.1130;15.9698;
690183101236254;23.0824;8.1130;15.7502;
690183111236254;23.2044;8.1496;15.5184;
690183121236254;23.3142;8.1130;15.3842;
690183131236254;23.3752;8.1008;15.2622;
690183141236254;23.3386;8.0398;15.3476;
690183151236254;23.3020;8.0154;15.2866;
690183161236254;23.1068;8.0154;15.4330;
690183171236254;22.9482;8.0154;15.6282;
690183181236254;22.7896;7.9666;15.7868;
690183191236254;22.7530;7.9544;15.7990;
690183201236254;22.7286;8.0032;15.8356;
690183211236254;22.7896;7.9422;15.9454;
690183221236254;22.9238;7.9544;15.8234;
690183231236254;23.0458;7.9788;15.8600;
690183241236254;23.3142;7.9666;15.5184;
690183251236254;23.3874;7.9544;15.3354;
690183261236254;23.6558;8.0154;15.0670;
690183271236254;23.7656;8.0642;15.0060;
690183281236254;23.8998;8.0642;14.8840;
690183291236254;24.0096;8.1374;14.7620;
690183301236254;23.9852;8.2106;14.8352;
690183311236254;23.9486;8.1984;14.8840;
690183321236254;23.7900;8.2106;15.1524;
690183331236254;23.8998;8.2472;15.2256;
690183341236254;23.8510;8.2472;15.3964;
690183351236254;23.8510;8.2472;15.5306;
690183361236254;23.9242;8.2350;15.5428;
690183371236254;23.9486;8.2106;15.5184;
690183381236254;24.0096;8.2350;15.5062;
690183391236254;24.1072;8.2472;15.4696;
690183401236254;24.2536;8.2228;15.3964;
690183411236254;24.3024;8.1984;15.3232;
690183421236254;24.4244;8.1374;15.2500;
690183431236254;24.5586;8.0764;15.1280;
690183441236254;24.6196;8.0520;15.1768;
690183451236254;24.6684;7.9788;15.3110;
690183461236254;24.7904;7.8690;15.3354;
690183471236254;24.8392;7.7470;15.3598;
690183481236254;24.9246;7.6616;15.4452;
690183491236254;24.9978;7.5396;15.6526;
690183501236254;25.0222;7.4298;15.9088;
690183511236254;24.9978;7.2590;16.2138;
690183521236254;24.9490;7.0516;16.5554;
690183531236254;24.9246;6.8686;16.9214;
690183541236254;24.8880;6.7222;17.2874;
690183551236254;24.9002;6.6002;17.6290;
690183561236254;24.9124;6.4050;17.9584;
690183571236254;24.9002;6.2708;18.3488;
690183581236254;24.8392;6.1122;18.7758;
690183591236254;24.7782;6.0390;19.2394;
690183601236254;24.5952;5.9536;19.7884;
690183611236254;24.5098;5.8438;20.2276;
690183621236254;24.4244;5.7218;20.7034;
690183631236254;24.3512;5.5998;21.2158;
690183641236254;24.2414;5.5388;21.6428;
690183651236254;24.1438;5.4534;22.0576;
690183661236254;24.1072;5.3924;22.3138;
690183671236254;24.0584;5.3314;22.6066;
690183681236254;23.9730;5.2704;22.8628;
690183691236254;23.7656;5.2338;23.3020;
690183701236254;23.5826;5.1972;23.5948;
690183711236254;23.3752;5.1728;23.9852;
690183721236254;23.1312;5.0996;24.3634;
690183731236254;22.8628;5.0630;24.7782;
690183741236254;22.6432;5.0386;25.1442;
690183751236254;22.5944;4.9654;25.1930;
690183761236254;22.6432;4.9654;25.1564;
690183771236254;22.6432;4.8922;25.0954;
690183781236254;22.6188;4.8922;25.1076;
690183791236254;22.5456;4.8434;25.0710;
690183801236254;22.4358;4.8800;25.1808;
690183811236254;22.4236;4.8800;25.0710;
690183821236254;22.2894;4.8678;25.1320;
690183831236254;22.0698;4.9044;25.2906;
690183841236254;21.8380;4.8678;25.4858;
690183851236254;21.6916;4.9044;25.6200;
690183861236254;21.5940;4.8556;25.6688;
690183871236254;21.4720;4.7946;25.7420;
690183881236254;21.4476;4.7092;25.7176;
690183891236254;21.3866;4.6116;25.8030;
690183901236254;21.3500;4.5506;25.8152;
690183911236254;21.1548;4.4896;25.9860;
690183921236254;20.9474;4.4652;26.2422;
690183931236254;20.6912;4.4286;26.5472;
690183941236254;20.3984;4.4164;26.8400;
690183951236254;20.1666;4.4286;27.1328;
690183961236254;20.0446;4.4530;27.2548;
690183971236254;19.9226;4.5018;27.3280;
690183981236254;19.7518;4.5018;27.5354;
690183991236254;19.7396;4.4286;27.5720;
690184001236254;19.8128;4.3676;27.4012;
690184011236254;19.9348;4.3676;27.1450;
690184021236254;20.1056;4.3310;26.8766;
690184031236254;20.2276;4.3066;26.6326;
690184041236254;20.2154;4.2456;26.5350;
690184051236254;20.1910;4.1480;26.5594;
690184061236254;20.1666;4.0870;26.5106;
690184071236254;20.1544;4.0626;26.5594;
690184081236254;20.0568;4.0016;26.6692;
690184091236254;19.9348;3.9162;26.8034;
690184101236254;19.8128;3.8430;26.9376;
690184111236254;19.7518;3.7332;27.0230;
690184121236254;19.6664;3.6844;27.1572;
690184131236254;19.5566;3.6722;27.3280;
690184141236254;19.4834;3.6234;27.4500;
690184151236254;19.4224;3.5624;27.4988;
690184161236254;19.3736;3.4648;27.6452;
690184171236254;19.3248;3.3550;27.7062;
690184181236254;19.2394;3.3184;27.8770;
690184191236254;19.1174;3.2208;28.0966;
690184201236254;18.9954;3.0866;28.2552;
690184211236254;18.9954;2.9524;28.1942;
690184221236254;19.0076;2.8670;28.0356;
690184231236254;19.0442;2.7816;27.9624;
690184241236254;19.1174;2.7572;27.7916;
690184251236254;19.2394;2.7084;27.6452;
690184261236254;19.3858;2.6108;27.4134;
690184271236254;19.5566;2.5742;27.2060;
690184281236254;19.7762;2.5864;26.9010;
690184291236254;19.8616;2.5620;26.8278;
690184301236254;20.0324;2.5132;26.6936;
690184311236254;20.1544;2.4644;26.5960;
690184321236254;53.9850;-1.0736;32.6838;
690184331236254;53.9240;-1.1834;32.7570;
690184341236254;53.9484;-1.2322;32.7814;
690184351236254;53.9118;-1.3054;32.7814;
690184361236254;53.8630;-1.4152;32.8302;
690184371236254;53.8508;-1.5250;32.8058;
690184381236254;53.8752;-1.6836;32.7692;
690184391236254;53.8874;-1.7324;32.6960;
690184401236254;53.9484;-1.7690;32.6594;
690184411236254;54.0338;-1.8178;32.5862;
690184421236254;53.8874;-1.9032;32.7326;
690184431236254;53.8020;-1.9398;32.7814;
690184441236254;53.6922;-2.0130;32.9034;
