Sensor: bmi160 Accelerometer Non-wakeup
Vendor: BOSCH
TimestampAcc [ns]; AccX [m/s^2]; AccY [m/s^2]; AccZ [m/s^2]
690182842132035;-9.5004;-1.1028;-1.9445;
690182847189587;-9.5677;-1.1148;-1.9708;
690182852217556;-9.5701;-1.1052;-1.9540;
690182857275108;-9.5773;-1.1076;-1.9373;
690182862337139;-9.5940;-1.1076;-1.9588;
690182867394691;-9.5414;-1.0956;-2.0115;
690182872425004;-9.5195;-1.0717;-2.0210;
690182877482556;-9.5243;-1.0789;-1.9708;
690182882555004;-9.5462;-1.1171;-1.9349;
690182887616045;-9.5462;-1.0932;-1.9732;
690182892660629;-9.5677;-1.0813;-2.0378;
690182897724118;-9.5510;-1.0741;-2.0210;
690182902766045;-9.5486;-1.0836;-2.0306;
690182907824170;-9.5605;-1.1291;-2.0186;
690182912876358;-9.5195;-1.0932;-2.0234;
690182917936879;-9.5172;-1.0382;-2.0668;
690182922989274;-9.5438;-1.0645;-2.1003;
690182928037608;-9.5195;-1.0430;-2.0593;
690182933094639;-9.5052;-1.0645;-1.9899;
690182938151566;-9.5581;-1.0956;-1.9804;
690182943181618;-9.5342;-1.0621;-2.0139;
690182948246045;-9.5486;-1.0669;-1.9732;
690182953322191;-9.5701;-1.0908;-2.0210;
690182958366201;-9.5366;-1.1195;-2.0426;
690182963421826;-9.5557;-1.0956;-2.0788;
690182968477972;-9.5605;-1.0645;-2.0521;
690182973528389;-9.5677;-1.0789;-2.0569;
690182978585472;-9.5390;-1.1339;-2.0740;
690182983638493;-9.5438;-1.1677;-2.1123;
690182988681566;-9.5438;-1.1773;-2.0859;
690182993750993;-9.5557;-1.1605;-2.0740;
690182998803910;-9.5749;-1.1438;-2.0617;
690183003857972;-9.5315;-1.1171;-2.1194;
690183008914639;-9.4908;-1.1462;-2.0521;
690183013972347;-9.5148;-1.1533;-1.9899;
690183019023389;-9.4813;-1.1509;-2.0139;
690183024077608;-9.5076;-1.0884;-2.0716;
690183029157504;-9.5315;-1.0884;-2.0306;
690183034178701;-9.5557;-1.1195;-1.9421;
690183039201358;-9.5533;-1.1629;-1.9229;
690183044304587;-9.5653;-1.1725;-1.9134;
690183049350785;-9.5438;-1.1964;-2.0378;
690183054389274;-9.5462;-1.1988;-2.0019;
690183059466149;-9.5414;-1.1868;-2.0019;
690183064519014;-9.5390;-1.2084;-2.0474;
690183069561879;-9.5124;-1.2562;-2.0402;
690183074627035;-9.4980;-1.2395;-1.9947;
690183079682556;-9.5291;-1.2419;-1.9828;
690183084740108;-9.5414;-1.2227;-2.0210;
690183089792764;-9.5366;-1.2156;-2.0668;
690183094848806;-9.5797;-1.2108;-1.9325;
690183099900681;-9.5725;-1.2156;-1.9516;
690183104955368;-9.5438;-1.2060;-1.9995;
690183110029743;-9.5629;-1.1964;-1.9636;
690183115064483;-9.5701;-1.2275;-1.9086;
690183120136149;-9.5438;-1.2491;-1.9253;
690183125172191;-9.5100;-1.2467;-2.0067;
690183130215941;-9.5315;-1.2802;-1.9851;
690183135284431;-9.5342;-1.2993;-1.9636;
690183140326462;-9.5533;-1.3065;-1.9828;
690183145396462;-9.5749;-1.2945;-1.9612;
690183150446774;-9.5677;-1.3137;-1.9708;
690183155500472;-9.5629;-1.2969;-2.0474;
690183160545108;-9.5581;-1.2586;-2.0258;
690183165611566;-9.5845;-1.2491;-1.9780;
690183170654066;-9.5486;-1.2634;-1.9277;
690183175719274;-9.5267;-1.2586;-1.9301;
690183180761358;-9.5052;-1.2634;-1.9373;
690183185828858;-9.5342;-1.2634;-1.9923;
690183190911045;-9.5390;-1.2299;-2.0019;
690183195939483;-9.5629;-1.2036;-1.9780;
690183200988076;-9.5629;-1.1509;-1.9636;
690183206046514;-9.5749;-1.1821;-1.9875;
690183211093024;-9.5749;-1.1509;-1.9780;
690183216157139;-9.5342;-1.1462;-1.9540;
690183221222816;-9.5725;-1.1171;-1.9804;
690183226265785;-9.5629;-1.1315;-1.9397;
690183231325837;-9.5845;-1.1267;-1.9086;
690183236378493;-9.5581;-1.1414;-1.9540;
690183241422295;-9.5219;-1.1267;-2.0210;
690183246488858;-9.5557;-1.1315;-2.0210;
690183251535837;-9.5438;-1.1629;-2.0067;
690183256584899;-9.5315;-1.1414;-2.0091;
690183261668181;-9.5462;-1.1486;-2.0115;
690183266703597;-9.5342;-1.1291;-2.0234;
690183271745733;-9.5195;-1.1219;-2.0378;
690183276812764;-9.5291;-1.1509;-1.9636;
690183281855733;-9.5510;-1.1533;-1.9277;
690183286927451;-9.5605;-1.1363;-1.9971;
690183291987399;-9.5510;-1.1533;-1.9995;
690183297034431;-9.5438;-1.1964;-1.9804;
690183302098129;-9.5438;-1.2012;-1.9373;
690183307142608;-9.5557;-1.1821;-1.9110;
690183312201670;-9.5701;-1.1892;-1.9110;
690183317250472;-9.5725;-1.2132;-1.9780;
690183322304274;-9.5533;-1.1892;-1.9732;
690183327362139;-9.5581;-1.1773;-1.9828;
690183332436670;-9.5773;-1.1916;-1.9660;
690183337470368;-9.5916;-1.2108;-1.9445;
690183342495733;-9.5749;-1.2634;-1.9660;
690183347583962;-9.5267;-1.2778;-1.9851;
690183352715785;-9.5243;-1.2969;-1.9636;
690183357672035;-9.5486;-1.3208;-1.9086;
690183362751410;-9.5701;-1.3256;-1.9062;
690183367786826;-9.5916;-1.3065;-1.9086;
690183372850212;-9.5701;-1.3376;-1.9397;
690183377950941;-9.5510;-1.3496;-1.9708;
690183382969014;-9.5462;-1.3902;-1.9181;
690183388012139;-9.5342;-1.4862;-1.8703;
690183393088754;-9.5581;-1.5006;-1.8200;
690183398130264;-9.5749;-1.5006;-1.8799;
690183403186358;-9.5533;-1.5556;-1.8655;
690183408243285;-9.5390;-1.5891;-1.8799;
690183413300889;-9.6084;-1.6155;-1.8990;
690183418353858;-9.5845;-1.6732;-1.9014;
690183423403858;-9.5845;-1.7545;-1.9205;
690183428459118;-9.5653;-1.8479;-2.0163;
690183433516201;-9.5028;-1.8383;-2.1912;
690183438571514;-9.5100;-1.9005;-2.0859;
690183443607608;-9.5486;-1.8933;-2.0883;
690183448710941;-9.5076;-1.8574;-2.3542;
690183453704118;-9.4597;-1.8694;-2.2845;
690183458758858;-9.5172;-1.8024;-1.9971;
690183463826774;-9.5988;-1.6875;-1.8679;
690183468891983;-9.6203;-1.6394;-1.9636;
690183473987816;-9.5510;-1.5915;-1.9875;
690183479009743;-9.6108;-1.5030;-1.7623;
690183484062868;-9.5749;-1.4480;-1.8751;
690183489118181;-9.5100;-1.3663;-1.9397;
690183494177243;-9.4693;-1.4432;-1.9229;
690183499228806;-9.5195;-1.5556;-1.8990;
690183504295264;-9.4908;-1.5987;-1.9804;
690183509330785;-9.5267;-1.6561;-2.0139;
690183514399691;-9.5438;-1.7569;-2.0644;
690183519433076;-9.5845;-1.8933;-2.1649;
690183524508597;-9.5605;-1.9316;-2.2295;
690183529527972;-9.5438;-1.9678;-2.3686;
690183534628597;-9.5486;-1.9798;-2.4021;
690183539676931;-9.5557;-2.0468;-2.2989;
690183544734951;-9.5725;-2.1042;-2.1769;
690183549793337;-9.5462;-2.1305;-2.1314;
690183554837764;-9.5581;-2.0468;-2.0955;
690183559890056;-9.5533;-2.0611;-1.9636;
690183564946931;-9.5533;-2.0204;-1.8344;
690183570002868;-9.6036;-1.9558;-1.7695;
690183575060264;-9.5916;-1.8670;-1.7480;
690183580111931;-9.5892;-1.7856;-1.7097;
690183585172243;-9.6275;-1.7210;-1.6690;
690183590217712;-9.6467;-1.7067;-1.7336;
690183595269431;-9.6562;-1.7450;-1.8057;
690183600312243;-9.6347;-1.7498;-1.8416;
690183605383389;-9.5677;-1.7545;-2.0282;
690183610430368;-9.5052;-1.7641;-2.1410;
690183615490681;-9.5557;-1.7737;-1.9181;
690183620531254;-9.5701;-1.8191;-2.0402;
690183625599951;-9.5462;-1.7976;-2.1793;
690183630650785;-9.6132;-1.7785;-2.0210;
690183635710368;-9.5892;-1.7474;-2.0115;
690183640756410;-9.5581;-1.6681;-2.0692;
