Sensor: bmi160 Accelerometer Non-wakeup
Vendor: BOSCH
TimestampAcc [ns]; AccX [m/s^2]; AccY [m/s^2]; AccZ [m/s^2]
6897407307812;-9.3304;1.2495;-2.3158;
6897412332760;-9.4502;1.3453;-2.4523;
6897417357760;-9.4406;1.2830;-2.7110;
6897422468385;-9.4646;1.2231;-2.7278;
6897427493385;-9.4287;1.2591;-2.6703;
6897432586301;-9.3951;1.2662;-2.6847;
6897437611301;-9.4023;1.2423;-2.5482;
6897442693072;-9.4550;1.3094;-2.4188;
6897447761145;-9.4430;1.2710;-2.4020;
6897452814218;-9.5029;1.2639;-2.3589;
6897457851718;-9.4933;1.3142;-2.2894;
6897462912030;-9.4406;1.2878;-2.2966;
6897468018280;-9.4430;1.3166;-2.2942;
6897473015624;-9.3999;1.3477;-2.3373;
6897478054426;-9.4215;1.3213;-2.5122;
6897483123541;-9.4239;1.3597;-2.5769;
6897488184530;-9.4310;1.4004;-2.6272;
6897493243958;-9.4478;1.3860;-2.6272;
6897498281353;-9.4167;1.3693;-2.5505;
6897503358697;-9.3951;1.3980;-2.4787;
6897508450208;-9.4167;1.3429;-2.4260;
6897513496041;-9.4358;1.3309;-2.3397;
6897518561301;-9.4837;1.3597;-2.2894;
6897523606926;-9.5053;1.3333;-2.2870;
6897528606822;-9.4814;1.2830;-2.2056;
6897533659530;-9.4766;1.2686;-2.1984;
6897538720155;-9.4742;1.2375;-2.3038;
6897543776145;-9.4574;1.2135;-2.3948;
6897548861666;-9.4814;1.2040;-2.4715;
6897553885260;-9.4694;1.1872;-2.5362;
6897558962812;-9.4646;1.1537;-2.5410;
6897563996197;-9.4670;1.1872;-2.5050;
6897569040885;-9.4406;1.1441;-2.4499;
6897574125155;-9.4742;1.1393;-2.3493;
6897579156301;-9.4933;1.1728;-2.2990;
6897584211926;-9.4718;1.1800;-2.2367;
6897589264374;-9.4981;1.1896;-2.2056;
6897594325260;-9.5029;1.1992;-2.2487;
6897599381405;-9.4885;1.1896;-2.2463;
6897604428593;-9.4885;1.1992;-2.2631;
6897609519478;-9.4358;1.2734;-2.3445;
6897614555155;-9.4478;1.2662;-2.4044;
6897619594895;-9.4646;1.2950;-2.4404;
