Sensor: mmc5603x Magnetometer Non-wakeup
Vendor: memsic
TimestampMag [ns]; MagX [uT]; MagY [uT]; MagZ [uT]
6897478155103;37.7036;12.0790;18.3911;
6897488155103;37.7036;12.0790;18.3911;
6897499693958;36.2595;10.5439;18.8336;
6897509693958;37.1461;10.8280;18.4330;
6897519693958;36.8601;10.9633;18.4143;
6897529693958;37.4233;10.6132;17.4971;
6897539693958;37.2178;10.3706;17.5191;
6897549693958;36.8216;10.1932;17.7239;
6897559693958;37.2429;10.9088;17.6559;
6897569693958;37.3331;10.7610;17.5765;
6897579693958;36.7620;10.9570;18.3171;
6897589693958;36.6607;10.9492;17.6423;
6897599693958;36.3669;10.7801;18.7144;
6897609693958;37.4357;10.8447;17.8582;
6897619693958;37.1487;10.9795;17.6470;
6897629693958;36.6670;11.1025;17.5302;
6897639693958;37.3542;11.2221;17.6249;
6897649693958;37.7282;10.9379;17.1792;
6897659693958;38.6865;10.7647;15.8648;
6897669693958;38.2181;11.0443;16.8871;
6897679693958;37.9174;10.8720;16.7077;
6897689693958;37.7346;11.0913;17.0670;
6897699693958;37.0429;10.7441;18.0550;
6897709693958;37.1387;10.6741;18.3527;
6897719693958;37.2244;10.4490;18.0887;
6897729693958;37.7248;10.8611;17.1872;
6897739693958;36.6581;10.7976;18.4284;
6897749693958;37.1479;10.9040;18.1363;
6897759693958;37.0682;11.2072;18.8735;
6897769693958;37.6306;10.9318;17.1783;
6897779693958;37.9290;11.0279;17.5582;
6897789693958;37.3392;10.8391;18.0498;
6897799693958;37.2598;11.2176;18.2016;
6897809693958;37.1582;11.1344;18.1124;
6897819693958;37.0514;10.8984;18.3278;
6897829693958;37.3376;10.8383;17.7610;
6897839693958;38.3130;11.0491;16.4067;
6897849693958;38.2091;10.8897;16.5180;
6897859693958;38.0165;10.8788;16.9975;
6897869693958;37.1450;10.8274;18.2405;
6897879693958;37.2561;11.2158;17.5278;
6897889693958;37.7314;10.9394;17.7568;
6897899693958;36.8533;10.8097;18.4302;
6897909693958;36.2716;10.7000;19.7803;
6897919693958;36.3682;10.7056;19.5887;
6897929693958;36.7646;10.9583;18.7984;
6897939693958;36.8546;10.7352;19.3045;
6897949693958;35.9783;10.6816;19.6812;
6897959693958;36.0862;10.9180;19.6582;
6897969693958;35.5964;10.8116;19.9503;
6897979693958;35.8660;10.3677;19.5196;
6897989693958;36.0688;10.6090;19.0163;
6897999693958;37.0363;10.5154;18.7527;
6898009693958;37.2368;10.6804;18.4499;
6898019693958;36.7515;10.6513;18.9265;
6898029693958;36.9604;10.9707;18.8965;
6898039693958;37.6428;11.0880;18.1250;
6898049693958;36.7646;10.9583;18.7984;
6898059693958;37.4323;10.7678;17.8662;
6898069693958;37.2284;10.5260;18.1770;
6898079693958;36.6465;10.4914;18.8453;
6898089693958;36.6539;10.6452;18.9256;
6898099693958;37.0358;10.5152;18.6565;
6898109693958;36.7604;10.8059;19.2956;
6898119693958;35.8836;10.7520;19.5761;
6898129693958;35.9696;10.4519;19.9939;
6898139693958;36.3703;10.7066;19.9737;
6898149693958;35.5004;10.8063;20.2382;
6898159693958;36.6726;11.0300;19.1745;
6898169693958;35.8976;10.9842;20.2260;
6898179693958;35.8908;10.8306;20.2419;
6898189693958;35.9029;11.1371;19.9212;
6898199693958;36.6612;10.7991;19.0059;
6898209693958;37.5351;10.9268;17.5624;
6898219693958;37.3399;10.9146;17.5605;
6898229693958;36.3756;11.0098;18.4017;
6898239693958;37.0421;10.6685;18.5443;
6898249693958;36.2619;10.6202;18.6331;
6898259693958;36.7704;11.1114;18.5899;
6898269693958;36.5724;11.0227;18.6923;
6898279693958;36.6647;10.8759;18.9980;
6898289693958;36.7401;10.4204;18.7579;
6898299693958;37.1461;10.8280;18.4330;
6898309693958;36.4642;10.7109;19.3008;
6898319693958;36.4637;10.7107;19.2046;
6898329693958;36.0891;10.9946;19.5540;
6898339693958;36.2714;10.7751;19.0985;
6898349693958;37.0524;10.8989;18.5204;
6898359693958;37.4460;11.0751;17.8343;
6898369693958;37.4370;10.9204;17.4652;
6898379693958;37.5346;10.9265;17.4661;
6898389693958;37.3558;11.2229;17.9137;
6898399693958;37.1484;10.9043;18.2325;
6898409693958;37.8359;11.0991;17.7418;
6898419693958;37.0553;10.9755;18.4161;
6898429693958;37.0566;11.0513;18.0231;
6898439693958;37.1400;10.7499;17.9597;
6898449693958;37.3386;10.8388;17.9536;
6898459693958;37.3199;10.4540;17.7046;
6898469693958;37.5438;11.0061;18.5170;
6898479693958;37.1574;11.0589;18.6016;
6898489693958;36.3679;10.7806;18.9069;
6898499693958;36.5729;11.0229;18.7886;
6898509693958;36.8628;10.9646;18.8956;
6898519693958;36.9401;10.5851;18.3588;
6898529693958;36.0677;10.6085;18.8238;
6898539693958;36.5666;10.8696;18.9008;
6898549693958;36.1793;10.8468;19.4746;
6898559693958;36.5626;10.7925;18.8125;
6898569693958;35.7808;10.5931;19.8798;
6898579693958;35.5980;10.8124;20.2391;
6898589693958;36.1822;10.9234;19.3704;
6898599693958;36.0875;10.9938;19.2652;
6898609693958;36.7617;10.8817;18.9026;
6898619693958;35.9831;10.8342;19.2802;
6898629693958;35.9860;10.9107;19.1760;
6898639693958;35.6853;10.5880;20.2640;
6898649693958;35.5843;10.5052;20.2710;
6898659693958;35.6887;10.6649;20.2560;
6898669693958;35.1139;10.8591;20.3228;
6898679693958;35.4157;11.0319;20.6947;
6898689693958;35.5104;10.9615;20.7998;
6898699693958;36.5642;10.7933;19.1012;
6898709693958;35.4109;11.0297;19.8283;
6898719693958;36.0862;10.9180;19.6582;
6898729693958;35.4104;10.8791;20.9994;
6898739693958;35.7932;10.8245;20.2410;
6898749693958;36.0946;11.0724;19.9311;
6898759693958;35.8902;10.9807;18.8783;
6898769693958;36.9654;11.0483;19.1773;
6898779693958;37.4386;10.9212;17.7540;
6898789693958;37.2337;10.6789;17.8723;
6898799693958;37.2392;10.7567;18.2494;
6898809693958;35.9005;11.0608;20.1217;
6898819693958;35.9715;10.5279;19.6971;
6898829693958;36.5679;10.7951;19.7751;
6898839693958;36.8612;10.9639;18.6068;
6898849693958;36.3735;10.8585;19.2839;
6898859693958;36.6552;10.7210;18.5326;
6898869693958;36.5586;10.7155;18.7242;
6898879693958;36.5689;10.9459;18.7003;
6898889693958;37.0535;10.8994;18.7129;
6898899693958;37.4510;11.1526;18.1151;
6898909693958;36.7633;11.0328;17.9241;
6898919693958;37.0416;10.6683;18.4480;
6898929693958;36.6576;10.6470;19.5994;
6898939693958;36.3732;10.9335;18.6022;
6898949693958;36.0902;10.9951;19.7465;
6898959693958;36.2777;10.9284;18.9863;
6898969693958;35.8881;10.8294;19.7606;
6898979693958;35.4911;10.5764;20.4546;
6898989693958;35.4753;10.2682;20.1015;
6898999693958;36.4584;10.5578;19.5093;
6899009693958;36.5700;10.9464;18.8928;
6899019693958;36.2532;10.3905;18.9458;
6899029693958;37.1318;10.5205;18.3686;
6899039693958;37.1432;10.7514;18.5372;
6899049693958;38.0163;10.8035;17.5830;
6899059693958;36.5563;10.6392;18.9247;
6899069693958;36.3661;10.7046;19.2036;
6899079693958;36.8554;10.8107;18.8153;
6899089693958;37.5299;10.7739;17.8671;
6899099693958;37.8137;10.6375;17.5008;
6899109693958;38.1089;10.7320;17.3031;
6899119693958;37.4212;10.4619;18.3794;
6899129693958;36.9451;10.6627;18.6396;
6899139693958;37.4391;10.9215;17.8503;
6899149693958;38.4093;10.9794;16.8007;
6899159693958;38.5261;11.3705;17.1468;
6899169693958;37.7351;11.0915;17.1633;
6899179693958;38.2138;10.8920;17.3844;
6899189693958;37.8319;11.0221;17.6535;
6899199693958;37.5259;10.6969;17.7788;
6899209693958;38.1044;10.6547;17.1185;
6899219693958;37.7127;10.5546;17.5078;
6899229693958;37.4447;10.9993;18.2273;
6899239693958;37.3460;10.9927;18.0339;
