TimestampGNSS [ns]; UTC time [ms]; Lat [deg]; Lon [deg]; Height [m]; Speed [m/s]; Heading [deg]; Hor Acc [m]; Vert Acc [m]; Speed Acc [m/s]; Heading Acc [deg]
913659372577597;1653663964448;40.236619170000;-111.675942150000;1370.2297;0.0000;-3000.0000;7.17146587;10.34165192;0.08602326;-1.00000000;
913660410732857;1653663966000;40.236611880000;-111.675867810000;1374.0833;0.9000;35.1000;4.76632833;7.48392534;0.89872134;46.48049545;
913661431042128;1653663967000;40.236627280000;-111.675846490000;1369.8938;2.0800;5.6000;3.79293299;5.12166595;0.86023253;13.39850712;
913662417902805;1653663968000;40.236654380000;-111.675839280000;1369.3160;2.8600;0.4000;3.79009247;4.15193510;0.88481635;16.51707840;
913663418580044;1653663969000;40.236694740000;-111.675838090000;1369.4502;4.7500;358.8000;3.79009247;3.38301301;0.23021729;1.80638182;
913664417621450;1653663970000;40.236735550000;-111.675838420000;1370.6631;4.1400;359.8000;3.79009247;3.13815570;0.53009433;6.86127567;
913665431065095;1653663971000;40.236781030000;-111.675844570000;1371.2319;4.8300;355.6000;3.79009247;3.21734500;1.09000003;12.22442532;
913666429191761;1653663972000;40.236841480000;-111.675859080000;1371.2140;5.3500;354.9000;3.79009247;2.95722175;1.17885542;11.99030018;
913667416902490;1653663973000;40.236908190000;-111.675874020000;1370.4709;6.4500;358.2000;3.79009247;2.64145255;0.76837492;6.07145166;
913668420922906;1653663974000;40.236969510000;-111.675874150000;1369.9086;6.6200;0.6000;3.79009247;2.50000000;0.43600458;2.58289242;
913669421463687;1653663975000;40.237032590000;-111.675874880000;1370.9884;6.7400;358.3000;3.79009247;2.50000000;0.42011902;2.50218248;
913670411061760;1653663976000;40.237090120000;-111.675869840000;1370.7268;6.7200;1.3000;3.79009247;2.50000000;0.76216799;5.85854626;
913671411587801;1653663977000;40.237163700000;-111.675869630000;1370.8813;7.4600;1.5000;3.79009247;2.50000000;1.04804575;6.80509710;
