Sensor: stk_stk3a5x Ambient Light Sensor Non-wakeup
Vendor: sensortek
TimestampLight [ns]; Light [lux]
3544647979053363;150.0000;
3544648112383988;147.0000;
3544648179076280;146.0000;
3544648312383155;141.0000;
3544648379071696;131.0000;
3544648512380551;149.0000;
3544648579072946;161.0000;
3544648712377738;163.0000;
3544648779072009;164.0000;
3544648912376488;163.0000;
3544648979061071;161.0000;
3544649112373676;157.0000;
3544649245731280;155.0000;
3544649312380863;153.0000;
3544649445734457;152.0000;
3544649512370446;150.0000;
3544649645729613;148.0000;
3544649712368051;148.0000;
3544649845725551;151.0000;
3544649912365967;155.0000;
3544650045721905;160.0000;
3544650112374248;162.0000;
3544650245721280;141.0000;
3544650312361540;107.0000;
3544650445693884;97.0000;
3544650579058155;96.0000;
3544650645717946;94.0000;
3544650779023467;93.0000;
3544650845713207;93.0000;
3544650979047321;93.0000;
3544651045710967;93.0000;
3544651179048155;93.0000;
3544651245713363;93.0000;
3544651379045863;93.0000;
3544651445684405;92.0000;
3544651579045134;92.0000;
3544651645707738;93.0000;
3544651779025134;92.0000;
3544651845704405;92.0000;
3544651979036696;92.0000;
3544652112329509;92.0000;
3544652179034405;92.0000;
3544652312328207;91.0000;
3544652379033884;91.0000;
3544652512325342;91.0000;
3544652579009613;91.0000;
3544652712323571;93.0000;
3544652779030342;93.0000;
3544652912336123;94.0000;
3544652979026957;95.0000;
3544653112319405;100.0000;
3544653179026280;111.0000;
3544653312334926;145.0000;
3544653379022946;186.0000;
3544653512330238;194.0000;
3544653645686905;197.0000;
3544653712332426;199.0000;
3544653845685134;201.0000;
3544653912330238;201.0000;
3544654045682321;201.0000;
3544654112325238;201.0000;
3544654245661280;201.0000;
3544654312323780;202.0000;
3544654445681905;203.0000;
3544654512320134;206.0000;
3544654645677009;208.0000;
3544654712323757;211.0000;
3544654845677403;214.0000;
3544654979012507;217.0000;
3544655045679799;219.0000;
3544655179009695;220.0000;
3544655245672299;220.0000;
3544655379005841;220.0000;
3544655445675737;219.0000;
3544655579004070;219.0000;
3544655645678653;220.0000;
3544655778999903;221.0000;
3544655845668549;221.0000;
3544655979002612;221.0000;
3544656045673028;221.0000;
3544656179006257;221.0000;
3544656245693132;222.0000;
3544656378994174;222.0000;
3544656512308757;222.0000;
3544656578993862;222.0000;
3544656712303549;221.0000;
3544656778990841;221.0000;
3544656912306153;221.0000;
3544656978995007;222.0000;
3544657112297507;222.0000;
3544657178997507;223.0000;
3544657312298341;224.0000;
3544657378988653;225.0000;
3544657512290528;225.0000;
3544657578983549;226.0000;
3544657712289487;226.0000;
3544657845634070;227.0000;
3544657912297507;227.0000;
3544658045647507;227.0000;
3544658112286049;228.0000;
3544658245646049;228.0000;
3544658312282716;228.0000;
3544658445642924;229.0000;
3544658512281362;229.0000;
3544658645644799;229.0000;
3544658712280320;230.0000;
3544658845614591;230.0000;
3544658912277716;230.0000;
3544659045639174;230.0000;
3544659112275424;230.0000;
3544659245633445;230.0000;
3544659378963653;230.0000;
3544659445636987;230.0000;
3544659578963757;230.0000;
3544659645629903;231.0000;
