Sensor: mmc5603x Magnetometer Non-wakeup
Vendor: memsic
TimestampMag [ns]; MagX [uT]; MagY [uT]; MagZ [uT]
3544648117119196;23.4348;-0.3220;-29.6382;
3544648317119196;23.6939;-0.3996;-28.7498;
3544648517119196;23.8982;-0.4135;-28.6392;
3544648717119196;23.7484;-0.3300;-28.2556;
3544648917119196;23.6093;-0.2925;-28.1895;
3544649117119196;23.5359;-0.3330;-28.8267;
3544649317119196;22.8941;-0.3925;-27.3192;
3544649517119196;24.1073;-0.3048;-28.6809;
3544649717119196;23.5896;-0.3314;-27.9017;
3544649917119196;23.9323;-0.3192;-28.5233;
3544650117119196;23.3702;-0.3470;-28.7557;
3544650317119196;23.3692;-0.3643;-27.8970;
3544650517119196;23.5965;-0.4657;-28.2053;
3544650717119196;23.3164;-0.3859;-27.5731;
3544650917119196;23.5644;-0.5478;-28.0577;
3544651117119196;23.2585;-0.4385;-28.8634;
3544651317119196;22.8206;-0.3859;-27.4751;
3544651517119196;22.6081;-0.3869;-27.1703;
3544651717119196;23.0871;-0.2666;-27.7914;
3544651917119196;23.3891;-0.2802;-28.5217;
3544652117119196;22.7295;-0.3253;-28.6478;
3544652317119196;22.3107;-0.1645;-27.3379;
3544652517119196;22.7961;0.0019;-28.0552;
3544652717119196;23.3990;-0.3547;-27.8638;
3544652917119196;22.5693;-0.6206;-26.0971;
3544653117119196;22.9735;-0.6732;-28.2947;
3544653381957998;22.7773;-0.5503;-27.8100;
3544653581957998;23.4276;-0.4095;-27.5063;
3544653781957998;23.2346;-0.6352;-27.1199;
3544653981957998;23.7441;-0.4824;-27.7728;
3544654181957998;23.1723;-0.7308;-27.0435;
3544654381957998;24.4572;-0.5771;-28.2906;
3544654581957998;24.0289;-0.6709;-27.5175;
3544654781960684;23.7869;-0.6701;-27.2807;
3544654981960684;23.8544;-0.6738;-27.3659;
3544655181960684;22.9774;-0.6185;-26.2304;
3544655381960684;24.0078;-0.4884;-27.5369;
3544655581960684;23.8517;-0.5357;-27.2071;
3544655781960684;24.0419;-0.5861;-27.6224;
3544655981960684;24.3673;-0.4291;-28.1438;
3544656181960684;24.5541;-0.5864;-28.2881;
3544656381960684;22.5429;-0.5909;-25.8166;
3544656581960684;23.9677;-0.5064;-27.6030;
3544656781960684;24.3163;-0.5159;-27.8468;
3544656981960684;23.9502;-0.6836;-27.5559;
3544657181960684;23.5611;-0.5228;-27.0687;
3544657381960684;23.2530;-0.7247;-26.5615;
