Sensor: bmi160 Accelerometer Non-wakeup
Vendor: BOSCH
TimestampAcc [ns]; AccX [m/s^2]; AccY [m/s^2]; AccZ [m/s^2]
258881293837808;-9.1244;1.2206;-3.2142;
258881298883172;-9.2441;1.2230;-3.2237;
258881303912651;-9.2513;1.2903;-3.2907;
258881308975881;-9.2010;1.2736;-3.2501;
258881314005360;-9.1771;1.2422;-3.2357;
258881319081297;-9.1675;1.2760;-3.2166;
258881324110776;-9.2249;1.2975;-3.1998;
258881329231974;-9.1890;1.2927;-3.1878;
258881334261453;-9.1890;1.2975;-3.1926;
258881339342443;-9.2010;1.2784;-3.2118;
258881344384266;-9.1986;1.2879;-3.1783;
258881349440985;-9.1986;1.2975;-3.2022;
258881354487860;-9.2010;1.3190;-3.1998;
258881359547860;-9.2297;1.3119;-3.2046;
258881364597443;-9.2201;1.3047;-3.2213;
258881369655933;-9.2417;1.3071;-3.2118;
258881374713172;-9.2345;1.3047;-3.2142;
258881379770412;-9.2130;1.2855;-3.2094;
258881384820985;-9.2154;1.2927;-3.2070;
258881389877703;-9.1890;1.2855;-3.2453;
258881394922026;-9.1962;1.2637;-3.2788;
258881399983901;-9.1843;1.2613;-3.2620;
258881405031506;-9.1747;1.2760;-3.2764;
258881410101766;-9.1819;1.2784;-3.2548;
258881415152026;-9.2201;1.2760;-3.2668;
258881420199787;-9.2058;1.2903;-3.2931;
258881425247756;-9.1795;1.2855;-3.2740;
258881430309683;-9.1986;1.2736;-3.2859;
258881435362235;-9.1962;1.2709;-3.2812;
258881440421297;-9.1890;1.3119;-3.2453;
258881445455151;-9.1962;1.3358;-3.2477;
258881450523172;-9.1962;1.3238;-3.2309;
258881455580360;-9.1747;1.3741;-3.2118;
258881460634839;-9.1819;1.4004;-3.2309;
258881465687183;-9.1627;1.4028;-3.2572;
258881470759943;-9.1914;1.4100;-3.2524;
258881475742131;-9.2178;1.4052;-3.2357;
258881480842183;-9.1843;1.3956;-3.2596;
258881485891662;-9.1866;1.3932;-3.2213;
258881490947287;-9.1795;1.4004;-3.1998;
258881496000568;-9.1819;1.3717;-3.2189;
258881501054058;-9.1771;1.3645;-3.2333;
258881506108901;-9.1843;1.3765;-3.2453;
258881511166453;-9.1986;1.3406;-3.1950;
258881516222599;-9.1962;1.3358;-3.2237;
258881521274162;-9.1890;1.3167;-3.2285;
258881526325412;-9.1819;1.2661;-3.1974;
258881531383745;-9.1747;1.2760;-3.1735;
258881536441662;-9.2201;1.2709;-3.2166;
258881541489683;-9.1962;1.2613;-3.2381;
258881546543068;-9.1843;1.2302;-3.2572;
258881551597912;-9.1699;1.2159;-3.1998;
258881556653745;-9.1890;1.2350;-3.2142;
258881561708433;-9.1627;1.2182;-3.2094;
258881566760412;-9.1771;1.2374;-3.1974;
258881571819526;-9.2010;1.2230;-3.1878;
258881576881037;-9.1914;1.2470;-3.2046;
258881581927391;-9.2058;1.2326;-3.1543;
258881586980672;-9.2034;1.2422;-3.1687;
258881592033172;-9.1890;1.2589;-3.1301;
258881597084578;-9.1819;1.2736;-3.1424;
258881602144474;-9.1843;1.2879;-3.2166;
258881607194526;-9.1962;1.3047;-3.2692;
258881612251245;-9.1986;1.3167;-3.2309;
258881617302287;-9.1843;1.3167;-3.2022;
258881622349943;-9.1890;1.2975;-3.2716;
258881627409110;-9.2273;1.2879;-3.1974;
258881632466401;-9.1914;1.3310;-3.2668;
258881637515620;-9.1531;1.3382;-3.3936;
258881642573068;-9.1866;1.2736;-3.2668;
258881647625568;-9.2393;1.2760;-3.2166;
258881652696558;-9.1531;1.3047;-3.3793;
258881657748276;-9.1484;1.2999;-3.3649;
258881662794735;-9.1651;1.2855;-3.2979;
258881667861714;-9.2225;1.3286;-3.3171;
258881672916610;-9.2106;1.3262;-3.2979;
258881677961662;-9.1890;1.2087;-3.1639;
258881683026401;-9.1723;1.3238;-3.2548;
258881688060412;-9.1268;1.3525;-3.4513;
258881693131714;-9.1627;1.3430;-3.2213;
258881698188276;-9.1005;1.3621;-3.2189;
258881703242547;-9.1771;1.2182;-2.9889;
258881708286662;-9.1938;1.2661;-3.0751;
258881713352026;-9.1531;1.3286;-3.4298;
258881718394995;-9.1603;1.2159;-3.3290;
258881723458641;-9.2106;1.2446;-3.3099;
258881728562912;-9.1962;1.2326;-3.3577;
258881733553693;-9.1986;1.2111;-3.3266;
258881738616714;-9.2201;1.1560;-3.3577;
258881743665256;-9.1866;1.1847;-3.3218;
258881748704526;-9.2058;1.1082;-3.3218;
258881753761141;-9.1699;1.0555;-3.3960;
258881758853589;-9.1675;1.0795;-3.3171;
258881763879162;-9.1627;1.0842;-3.3936;
258881768952443;-9.2201;1.0460;-3.4202;
258881773989683;-9.2154;1.0555;-3.6093;
258881779049058;-9.1723;1.0603;-3.8010;
258881784099578;-9.2297;1.0268;-3.3697;
258881789149318;-9.1579;0.9212;-3.5303;
258881794207287;-9.2321;1.1297;-3.5566;
258881799340568;-9.1388;1.0125;-3.4801;
258881804396818;-9.2058;1.0986;-3.2501;
258881809425933;-9.2393;1.0866;-3.3793;
258881814439110;-9.2273;1.0340;-3.2022;
258881819497026;-9.2273;1.1345;-3.2524;
