Sensor: bmi160 Gyroscope Non-wakeup
Vendor: BOSCH
TimestampGyro [ns]; GyroX [rad/s]; GyroY [rad/s]; GyroZ [rad/s]
258881344384266;-0.0154;-0.0003;0.0028;
258881349440985;-0.0112;0.0029;-0.0004;
258881354487860;-0.0176;0.0040;0.0007;
258881359547860;-0.0112;0.0019;-0.0004;
258881364597443;-0.0069;0.0019;-0.0004;
258881369655933;-0.0059;0.0019;0.0007;
258881374713172;-0.0080;0.0019;-0.0004;
258881379770412;-0.0080;-0.0003;-0.0004;
258881384820985;-0.0123;-0.0013;0.0007;
258881389877703;-0.0176;0.0019;0.0007;
258881394922026;-0.0250;0.0040;0.0007;
258881399983901;-0.0304;0.0051;0.0007;
258881405031506;-0.0399;0.0051;0.0017;
258881410101766;-0.0495;0.0029;-0.0004;
258881415152026;-0.0581;0.0008;-0.0004;
258881420199787;-0.0666;0.0029;0.0007;
258881425247756;-0.0719;0.0040;0.0017;
258881430309683;-0.0740;0.0072;0.0017;
258881435362235;-0.0740;0.0083;0.0017;
258881440421297;-0.0698;0.0061;0.0028;
258881445455151;-0.0644;0.0115;0.0039;
258881450523172;-0.0570;0.0115;0.0039;
258881455580360;-0.0495;0.0072;0.0028;
258881460634839;-0.0495;0.0051;0.0039;
258881465687183;-0.0485;0.0083;0.0039;
258881470759943;-0.0495;0.0093;0.0028;
258881475742131;-0.0495;0.0072;-0.0004;
258881480842183;-0.0463;0.0040;0.0017;
258881485891662;-0.0399;0.0029;0.0007;
258881490947287;-0.0368;0.0019;-0.0015;
258881496000568;-0.0282;0.0008;-0.0015;
258881501054058;-0.0218;0.0008;-0.0015;
258881506108901;-0.0133;0.0051;-0.0004;
258881511166453;-0.0005;0.0083;-0.0015;
258881516222599;0.0080;0.0083;-0.0015;
258881521274162;0.0101;0.0051;0.0007;
258881526325412;0.0176;0.0051;-0.0004;
258881531383745;0.0218;0.0061;-0.0015;
258881536441662;0.0282;0.0083;-0.0025;
258881541489683;0.0389;0.0115;0.0017;
258881546543068;0.0463;0.0115;0.0039;
258881551597912;0.0527;0.0093;0.0007;
258881556653745;0.0655;0.0125;-0.0025;
258881561708433;0.0740;0.0157;0.0007;
258881566760412;0.0847;0.0168;0.0028;
258881571819526;0.1060;0.0189;0.0039;
258881576881037;0.1294;0.0189;0.0039;
258881581927391;0.1550;0.0178;0.0028;
258881586980672;0.1806;0.0157;0.0039;
258881592033172;0.2060;0.0136;0.0071;
258881597084578;0.2284;0.0093;0.0071;
258881602144474;0.2497;0.0029;0.0071;
258881607194526;0.2656;0.0008;0.0060;
258881612251245;0.2774;0.0019;0.0071;
258881617302287;0.2859;0.0029;0.0071;
258881622349943;0.2869;0.0008;0.0049;
258881627409110;0.2827;-0.0024;0.0071;
258881632466401;0.2656;-0.0173;0.0039;
258881637515620;0.2539;-0.0194;0.0007;
258881642573068;0.2539;-0.0056;0.0017;
258881647625568;0.2539;-0.0120;0.0007;
258881652696558;0.2518;-0.0194;0.0007;
258881657748276;0.2433;-0.0162;-0.0015;
258881662794735;0.2294;-0.0141;-0.0015;
258881667861714;0.2156;-0.0184;-0.0025;
258881672916610;0.2017;-0.0290;-0.0047;
258881677961662;0.2060;-0.0397;-0.0047;
258881683026401;0.2390;-0.0450;-0.0089;
258881688060412;0.2720;-0.0162;-0.0047;
258881693131714;0.2912;0.0168;-0.0004;
258881698188276;0.3306;0.0168;0.0081;
258881703242547;0.4052;0.0391;0.0049;
258881708286662;0.4744;0.0168;0.0039;
258881713352026;0.5213;-0.0120;0.0017;
258881718394995;0.5533;-0.0067;0.0028;
258881723458641;0.5628;-0.0045;0.0007;
258881728562912;0.5501;-0.0258;-0.0015;
258881733553693;0.5288;-0.0514;-0.0079;
258881738616714;0.5064;-0.0610;-0.0089;
258881743665256;0.4861;-0.0674;-0.0100;
258881748704526;0.4840;-0.0770;-0.0121;
258881753761141;0.4979;-0.0727;-0.0142;
258881758853589;0.5106;-0.0354;-0.0057;
258881763879162;0.5032;-0.0162;-0.0057;
258881768952443;0.4616;-0.0354;-0.0079;
258881773989683;0.3956;-0.0482;-0.0089;
258881779049058;0.3008;-0.0269;-0.0057;
258881784099578;0.1964;-0.0130;0.0049;
258881789149318;0.1188;-0.0301;0.0017;
258881794207287;0.0485;-0.0226;-0.0068;
258881799340568;-0.0229;0.0019;-0.0015;
258881804396818;-0.0858;0.0093;0.0017;
258881809425933;-0.1454;-0.0024;-0.0047;
258881814439110;-0.1944;-0.0109;-0.0047;
258881819497026;-0.2221;-0.0045;-0.0047;
258881824533485;-0.2349;0.0093;-0.0025;
258881829589787;-0.2317;0.0146;-0.0025;
258881834643485;-0.2104;-0.0024;-0.0025;
258881839697756;-0.1795;-0.0067;-0.0025;
258881844751506;-0.1348;0.0051;-0.0015;
258881849806297;-0.0783;0.0136;-0.0015;
258881854892026;-0.0186;0.0040;0.0007;
258881859930516;0.0399;-0.0099;0.0007;
258881864969578;0.0996;-0.0099;0.0017;
258881870026453;0.1529;0.0029;0.0049;
258881875075412;0.1953;0.0029;0.0039;
258881880134318;0.2241;-0.0056;0.0039;
258881885190151;0.2348;-0.0077;0.0028;
258881890248328;0.2262;-0.0024;0.0028;
258881895313797;0.2028;0.0008;0.0028;
258881900367026;0.1667;-0.0035;0.0039;
258881905422547;0.1156;-0.0088;0.0017;
258881910478849;0.0538;-0.0035;0.0017;
258881915530360;-0.0091;-0.0003;0.0028;
258881920583901;-0.0666;0.0029;0.0017;
258881925639214;-0.1230;-0.0024;-0.0004;
258881930692547;-0.1688;-0.0077;0.0007;
258881935751610;-0.1987;0.0019;-0.0004;
258881940782235;-0.2114;0.0104;0.0007;
258881945859006;-0.2083;0.0061;-0.0015;
258881950914214;-0.1933;-0.0003;-0.0015;
258881955974214;-0.1678;0.0008;0.0007;
258881961022443;-0.1230;0.0029;0.0017;
258881966077964;-0.0708;0.0051;-0.0004;
258881971122287;-0.0197;0.0008;-0.0004;
258881976195516;0.0314;-0.0024;0.0007;
258881981225724;0.0858;-0.0003;0.0007;
258881986274422;0.1316;-0.0013;-0.0004;
258881991331870;0.1688;-0.0045;0.0007;
258881996386245;0.1975;-0.0077;-0.0015;
258882001443953;0.2092;-0.0067;-0.0004;
258882006503328;0.2113;-0.0024;-0.0015;
258882011559578;0.1985;-0.0024;-0.0015;
258882016624891;0.1688;-0.0024;-0.0015;
258882021683797;0.1262;-0.0056;-0.0036;
258882026725203;0.0794;-0.0035;-0.0025;
258882031776610;0.0261;-0.0003;-0.0047;
258882036832703;-0.0325;-0.0024;-0.0068;
258882041889162;-0.0868;-0.0035;-0.0068;
258882046934110;-0.1337;-0.0024;-0.0036;
