TimestampGNSS [ns]; UTC time [ms]; Lat [deg]; Lon [deg]; Height [m]; Speed [m/s]; Heading [deg]; Hor Acc [m]; Vert Acc [m]; Speed Acc [m/s]; Heading Acc [deg]
258883710528519;1630614259430;40.245792470000;-111.645794970000;1381.9065;0.0000;-3000.0000;8.18199539;10.52577591;0.08602326;-1.00000000;
258884768624143;1630614261000;40.245802020000;-111.645808130000;1387.7202;0.0000;-3000.0000;5.40224695;6.68122673;0.08062258;-1.00000000;
258885778451695;1630614262000;40.245806550000;-111.645793700000;1387.2711;0.0000;-3000.0000;4.49978971;5.47619057;0.08062258;-1.00000000;
258886769637476;1630614263000;40.245802530000;-111.645793070000;1386.1949;0.0000;-3000.0000;4.12077570;4.70469284;0.08062258;-1.00000000;
258887779354351;1630614264000;40.245797730000;-111.645792720000;1384.4762;0.0000;-3000.0000;4.03233576;4.51267433;0.08062258;-1.00000000;
258888776015913;1630614265000;40.245789220000;-111.645796640000;1383.2524;0.0000;-3000.0000;3.91143155;4.26438808;0.08062258;-1.00000000;
258889782647891;1630614266000;40.245791480000;-111.645796170000;1383.9146;0.0000;-3000.0000;3.84370470;4.16074085;0.07211103;-1.00000000;
258890783640547;1630614267000;40.245796690000;-111.645808270000;1384.5840;0.5000;285.4000;3.79009247;3.70730925;1.07377839;4.67859650;
258891780834974;1630614268000;40.245796240000;-111.645815620000;1383.0688;0.6100;285.5000;3.79009247;3.32091999;1.07377839;7.18112707;
258892776111797;1630614269000;40.245801390000;-111.645807360000;1383.0665;0.5000;285.5000;3.79009247;3.29448152;1.10136282;11.03193378;
258893777246848;1630614270000;40.245807770000;-111.645795080000;1383.4536;0.9700;29.2000;3.79009247;3.03059912;1.13877130;15.03826332;
258894775795806;1630614271000;40.245810510000;-111.645781660000;1383.7329;0.5600;29.9000;3.79009247;2.96409369;1.08756614;10.38515568;
258895778402525;1630614272000;40.245810480000;-111.645772540000;1383.5052;0.3800;29.9000;3.79009247;2.87818217;1.07377839;10.32282352;
258896775080910;1630614273000;40.245806780000;-111.645770080000;1383.4137;0.0000;-3000.0000;3.79009247;3.41201591;0.08602326;-1.00000000;
258897776870076;1630614274000;40.245805910000;-111.645771340000;1383.4171;0.0000;-3000.0000;3.79009247;3.21700239;0.08062258;-1.00000000;
258898763502992;1630614275000;40.245806520000;-111.645770140000;1383.8385;0.0000;-3000.0000;3.79009247;3.06758761;0.08062258;-1.00000000;
258899795228669;1630614276000;40.245803150000;-111.645768050000;1383.7140;0.2700;30.1000;3.79009247;3.01845169;1.16107714;12.58937454;
258900770599918;1630614277000;40.245802360000;-111.645765040000;1383.4460;0.0000;-3000.0000;3.79009247;2.92147374;0.13601470;-1.00000000;
258901768547314;1630614278000;40.245804160000;-111.645765040000;1383.3252;0.0000;-3000.0000;3.79009247;2.72702169;0.13453624;-1.00000000;
258902767612939;1630614279000;40.245803170000;-111.645763860000;1383.5197;0.0000;-3000.0000;3.79009247;2.72059512;0.07211103;-1.00000000;
258903774381272;1630614280000;40.245805910000;-111.645764710000;1383.7373;0.0000;-3000.0000;3.79009247;2.59642458;0.08062258;-1.00000000;
258904766322365;1630614281000;40.245805220000;-111.645764100000;1383.5355;0.0000;-3000.0000;3.79009247;2.53504348;0.08062258;-1.00000000;
258905765378510;1630614282000;40.245802770000;-111.645761990000;1383.2251;0.0000;-3000.0000;3.79009247;2.50000000;0.07810250;-1.00000000;
258906771014760;1630614283000;40.245804080000;-111.645738700000;1383.1644;2.3900;79.7000;3.79009247;2.50000000;0.08602326;1.88036537;
258907774933197;1630614284000;40.245809410000;-111.645709150000;1383.1367;2.7200;81.8000;3.79009247;2.50000000;0.09219544;1.61079681;
258908775607468;1630614285000;40.245812690000;-111.645667830000;1383.0352;4.0400;85.9000;3.79009247;2.50000000;0.25238860;2.31218123;
258909768692623;1630614286000;40.245814990000;-111.645625590000;1382.7632;3.5400;87.7000;3.79009247;2.64470005;0.81835198;11.84547138;
258910773117363;1630614287000;40.245826840000;-111.645552220000;1382.7125;6.0500;80.0000;3.79009247;2.70696163;0.88865066;7.39036703;
258911764901477;1630614288000;40.245831270000;-111.645481200000;1383.0702;6.1900;86.5000;3.79009247;2.57070303;0.31622776;1.90584540;
258912767035226;1630614289000;40.245832480000;-111.645410190000;1382.9637;6.4200;90.0000;3.79009247;2.68489194;0.24413112;1.46907043;
258913769126997;1630614290000;40.245834710000;-111.645320430000;1383.1008;7.3400;91.8000;3.79009247;2.59336472;0.23600848;1.25324976;
258914775822413;1630614291000;40.245825800000;-111.645226270000;1383.5269;8.0200;99.7000;3.79009247;2.50196695;0.08062258;0.39692992;
258915774150121;1630614292000;40.245817190000;-111.645130070000;1383.4832;8.1400;96.2000;3.79009247;2.50000000;0.08602326;0.44655126;
258916768776892;1630614293000;40.245816450000;-111.645035660000;1383.4214;8.2700;92.5000;3.79009247;2.50000000;0.10000000;0.46933597;
258917776778662;1630614294000;40.245818010000;-111.644938060000;1382.7830;8.1800;88.2000;3.79009247;2.50000000;0.08602326;0.40565586;
258918775807620;1630614295000;40.245817680000;-111.644849590000;1382.8359;8.2100;90.7000;3.79009247;2.50000000;0.08062258;0.35577154;
258919771723505;1630614296000;40.245818570000;-111.644754160000;1382.9175;8.1700;89.7000;3.79009247;2.50000000;0.08062258;0.34976375;
258920774824494;1630614297000;40.245818650000;-111.644660840000;1383.2277;7.9700;90.6000;3.79009247;2.50000000;0.09433981;0.40582570;
258921773251004;1630614298000;40.245818280000;-111.644562900000;1383.1156;7.9800;89.6000;3.79009247;2.50000000;0.10295630;0.44178918;
258922776390483;1630614299000;40.245813230000;-111.644474810000;1382.8715;8.0900;90.8000;3.79009247;2.50000000;0.10295630;0.42629346;
258923775198087;1630614300000;40.245815180000;-111.644380680000;1383.1604;7.9900;88.1000;3.79009247;2.50000000;0.09433981;0.42349684;
258924770456524;1630614301000;40.245816900000;-111.644283200000;1382.7954;8.0300;90.7000;3.79009247;2.50000000;0.10295630;0.43398181;
258925778013763;1630614302000;40.245817710000;-111.644187990000;1383.3058;8.1700;90.0000;3.79009247;2.50000000;0.12083046;0.43675876;
258926775870742;1630614303000;40.245816230000;-111.644099070000;1383.5958;7.8700;89.1000;3.79009247;2.50000000;0.13000000;0.44629124;
258927775069856;1630614304000;40.245815720000;-111.644012080000;1383.3375;7.0100;92.6000;3.79009247;2.50000000;0.28653097;1.29911196;
258928767275481;1630614305000;40.245812830000;-111.643933640000;1383.5927;6.2400;90.4000;3.79009247;2.50000000;0.27294689;1.43681896;
258929774726001;1630614306000;40.245814910000;-111.643863830000;1383.7451;5.9600;90.9000;3.79009247;2.50000000;0.08062258;0.52273571;
