TimestampAcc [ns];Metric
2501943780554614.0;4.164592146968174
2501943790666020.0;4.162146902511998
2501943800778364.0;4.159707427254566
2501943810892114.0;4.157273731405641
2501943820991541.0;4.154845825137687
2501943831105291.0;4.152423718585786
2501943841223624.0;4.150007421847561
2501943851321541.0;4.147596944983095
2501943861434874.0;4.145192298014861
2501943871533051.0;4.14279349092764
2501943881621124.0;4.14040053366844
2501943891732582.0;4.1380134361464185
2501943901841593.0;4.135632208232802
2501943911944405.0;4.1332568597608015
2501943922043884.0;4.130887400525537
2501943932153364.0;4.128523840283953
2501943942266280.0;4.126166188754747
2501943952370707.0;4.1238144556182865
2501943962476176.0;4.121468650516529
2501943972588259.0;4.1191287830529495
2501943982689770.0;4.116794862792463
2501943992798155.0;4.114466899261344
2501944002904301.0;4.112144901947153
2501944013012114.0;4.10982888029866
2501944023111541.0;4.10751884372577
2501944033219822.0;4.105214801599451
2501944043329822.0;4.102916763251659
2501944053433780.0;4.100624737975262
2501944063535447.0;4.098338735023961
2501944073636801.0;4.096058763612208
2501944083772114.0;4.093784832915136
2501944093855655.0;4.091516952068484
2501944103958676.0;4.089255130168527
2501944114065447.0;4.086999376272
2501944124174197.0;4.08474969939602
2501944134282530.0;4.08250610851801
2501944144368103.0;4.080268612575622
2501944154510030.0;4.078037220466661
2501944164606905.0;4.075811941049014
2501944174713364.0;4.073592783140572
2501944184800864.0;4.0713797555191595
2501944194924197.0;4.069172866922464
2501944205022009.0;4.066972126047964
2501944215131176.0;4.064777541552856
2501944225232062.0;4.062589122053978
2501944235348468.0;4.060406876127735
2501944245452843.0;4.058230812310039
2501944255547739.0;4.056060939096233
2501944265687426.0;4.053897264941027
2501944275765655.0;4.05173979825842
2501944285881593.0;4.049588547421627
2501944295977218.0;4.04744352076301
2501944306079457.0;4.045304726574002
2501944316193989.0;4.043172173105041
2501944326301697.0;4.041045868565496
2501944336402322.0;4.038925821123608
2501944346516072.0;4.036812038906414
2501944356631749.0;4.034704529999689
2501944366790499.0;4.032603302447877
2501944376842895.0;4.030508364254035
2501944386946593.0;4.028419723379769
2501944397053572.0;4.026337387745175
2501944407160707.0;4.024261365228781
2501944417268416.0;4.022191663667477
2501944427406332.0;4.020128290856458
2501944437467426.0;4.0180712545491515
2501944447559614.0;4.0160205624571566
2501944457677739.0;4.013976222250178
2501944467804822.0;4.0119382415559715
2501944477887114.0;4.009906627960285
2501944487995134.0;4.0078813890067915
2501944498106384.0;4.005862532197026
2501944508212530.0;4.0038500649903215
2501944518322218.0;4.001843994803761
2501944528445603.0;3.9998443290121175
2501944538533624.0;3.9978510749478007
2501944548656384.0;3.9958642399008015
2501944558740655.0;3.9938838311186347
2501944568861957.0;3.991909855806285
2501944578969614.0;3.989942321126155
2501944589114249.0;3.987981234198007
2501944599181280.0;3.986026602098911
2501944609279197.0;3.98407843186319
2501944619392739.0;3.982136730482364
2501944629502530.0;3.9802015049050974
2501944639608572.0;3.9782727620371405
2501944649732218.0;3.9763505087412736
2501944659829614.0;3.9744347518372476
2501944669939926.0;3.9725254981017284
2501944680038884.0;3.970622754268238
2501944690145551.0;3.9687265270271053
2501944700268884.0;3.9668368230254143
2501944710360134.0;3.9649536488669495
2501944720452322.0;3.9630770111121376
2501944730576072.0;3.961206916278002
2501944740669509.0;3.9593433708381096
2501944750782322.0;3.9574863812225165
2501944760875499.0;3.9556359538177195
2501944770990551.0;3.9537920949666057
2501944781097634.0;3.9519548109684064
2501944791221072.0;3.9501241080786547
2501944801306905.0;3.9482999925091353
2501944811414509.0;3.946482470427832
2501944821516957.0;3.944671547958871
2501944831633676.0;3.9428672311824706
2501944841736176.0;3.941069526134888
2501944851844041.0;3.9392784388083713
