TimestampAcc [ns];Metric
5251793800849254.0;0.1504919752405841
5251793811013733.0;0.15482071415835452
5251793821039618.0;0.15915447027704657
5251793831223889.0;0.16349324614761443
5251793841249775.0;0.16783704431658078
5251793851445556.0;0.17218586732599497
5251793861471441.0;0.1765397177133912
5251793871663733.0;0.1808985980117467
5251793881750243.0;0.18526251074944003
5251793891865452.0;0.1896314584502086
5251793901948316.0;0.19400544363310662
5251793912068577.0;0.19838446881246236
5251793922168889.0;0.20276853649783516
5251793932269827.0;0.20715764919397267
5251793942364045.0;0.21155180940076818
5251793952464618.0;0.21595101961321744
5251793962557223.0;0.2203552823213754
5251793972726858.0;0.22476460001031334
5251793982779150.0;0.2291789751600754
5251793992864827.0;0.23359841024563452
5251794002982900.0;0.23802290773684884
5251794013094723.0;0.24245247009841794
5251794023195243.0;0.24688709978983867
5251794033293733.0;0.25132679926536117
5251794043387848.0;0.2557715709739441
5251794053473889.0;0.2602214173592099
5251794063592223.0;0.26467634085939995
5251794073677952.0;0.2691363439073302
5251794083787014.0;0.27360142893034656
5251794093926650.0;0.27807159835027995
5251794103991389.0;0.28254685458340134
5251794114131493.0;0.2870272000403764
5251794124227118.0;0.2915126371262202
5251794134311077.0;0.29600316824025175
5251794144414410.0;0.30049879577604877
5251794154513160.0;0.30499952212140236
5251794164644827.0;0.3095053496582709
5251794174748264.0;0.314016280762734
5251794184827431.0;0.31853231780494645
5251794194944306.0;0.32305346314909206
5251794205027431.0;0.32757971915333745
5251794215139931.0;0.33211108816978535
5251794225267118.0;0.3366475725444276
5251794235343993.0;0.34118917461709813
5251794245446181.0;0.34573589672142574
5251794255551702.0;0.35028774118478695
5251794265662431.0;0.35484471032825887
5251794275755243.0;0.3594068064665719
5251794285854306.0;0.3639740319080618
5251794295960764.0;0.36854638895462216
5251794306060348.0;0.373123879901657
5251794316165139.0;0.3777065070380335
5251794326269931.0;0.3822942726460331
5251794336370660.0;0.3868871790013032
5251794346475400.0;0.3914852283728091
5251794356578056.0;0.39608842302278535
5251794366682743.0;0.4006967652066874
5251794376784202.0;0.4053102571731425
5251794386887014.0;0.409928901163901
5251794396996181.0;0.41455269941378725
5251794407095035.0;0.4191816541506509
5251794417198681.0;0.4238157675953186
5251794427296650.0;0.4284550419615448
5251794437394931.0;0.4330994794559627
5251794447511598.0;0.4377490822780338
5251794457609931.0;0.4424038526199986
5251794467719306.0;0.4470637926668268
5251794477824410.0;0.4517289045961665
5251794487927327.0;0.45639919057829464
5251794498026077.0;0.4610746527760667
5251794508129931.0;0.4657552933448665
5251794518233733.0;0.47044111443255615
5251794528342743.0;0.47513211817942586
5251794538432431.0;0.4798283067181434
5251794548540139.0;0.48452968217370235
5251794558634931.0;0.48923624666337123
5251794568736806.0;0.4939480022966422
5251794578850139.0;0.4986649511751792
5251794588948368.0;0.503387095392767
5251794599054983.0;0.5081144370352604
5251794609150348.0;0.5128469781805332
5251794619255556.0;0.5175847208984279
5251794629359723.0;0.5223276672507047
5251794639458473.0;0.5270758192909888
5251794649565035.0;0.5318291790647183
5251794659668368.0;0.536587748609092
5251794669783681.0;0.5413515299530167
5251794679880139.0;0.5461205251170553
5251794689991389.0;0.5508947361133747
5251794700092014.0;0.5556741649456942
5251794710188889.0;0.5604588136092339
5251794720288368.0;0.565248684090661
5251794730389983.0;0.5700437783680368
5251794740495973.0;0.5748440984107632
5251794750595348.0;0.5796496461795302
5251794760700139.0;0.584460423626262
5251794770806493.0;0.5892764326940642
5251794780903889.0;0.5940976753171704
5251794791001077.0;0.5989241534208892
5251794801107431.0;0.6037558689215495
5251794811206233.0;0.6085928237264465
5251794821307900.0;0.6134350197337876
5251794831410764.0;0.6182824588326375
5251794841515348.0;0.6231351429028643
5251794851615139.0;0.627993073815084
5251794861719618.0;0.6328562534306063
5251794871838577.0;0.6377246836013805
5251794881950452.0;0.6425983661699403
5251794892057223.0;0.6474773029693496
5251794902128577.0;0.652361495823148
5251794912230452.0;0.6572509465452959
5251794922353681.0;0.66214565694012
5251794932436077.0;0.6670456288022578
5251794942580816.0;0.6719508639166035
5251794952668733.0;0.6768613640582527
5251794962756754.0;0.6817771309924475
5251794972835087.0;0.6866981664745208
5251794982923056.0;0.691624472249839
5251794993011025.0;0.696556050053746
5251795003177118.0;0.7014929016115066
5251795013265035.0;0.7064350286382501
5251795023353004.0;0.7113824328389142
5251795033461858.0;0.7163351159081877
5251795043549827.0;0.7212930795304537
5251795053637795.0;0.7262563253797343
5251795063795191.0;0.7312248551196323
5251795073883160.0;0.7361986704032761
5251795083971129.0;0.7411777728732625
5251795094104202.0;0.746162164161601
5251795104192170.0;0.7511518458896591
5251795114280139.0;0.7561468196681063
5251795124409045.0;0.761147087096856
5251795134497014.0;0.7661526497650082
5251795144584983.0;0.7711635092507916
5251795154703264.0;0.7761796671215053
5251795164791233.0;0.7812011249334623
5251795174879202.0;0.7862278842319312
5251795185018577.0;0.7912599465510793
5251795195106545.0;0.7962973134139152
5251795205194514.0;0.8013399863322322
5251795215318681.0;0.8063879668065511
5251795225406650.0;0.8114412563260628
5251795235491858.0;0.8164998563685723
5251795245579879.0;0.8215637684004408
5251795255667795.0;0.8266329938765281
5251795265843160.0;0.831707534240134
5251795275931129.0;0.8367873909229399
5251795286019098.0;0.8418725653449503
5251795296147275.0;0.8469630589144334
5251795306235243.0;0.8520588730278632
5251795316323160.0;0.857160009069862
5251795326461337.0;0.8622664684131415
5251795336549306.0;0.8673782524184434
5251795346637275.0;0.872495362434479
5251795356770087.0;0.8776177997978717
5251795366858056.0;0.882745565833098
5251795376946025.0;0.8878786618524304
5251795387068264.0;0.8930170891558795
5251795397156233.0;0.8981608490311359
5251795407244202.0;0.903309942753511
5251795417381233.0;0.9084643715858771
5251795427469202.0;0.9136241367786075
5251795437557170.0;0.9187892395695174
5251795447703993.0;0.9239596811838044
5251795457791962.0;0.9291354628339894
5251795467879879.0;0.9343165857198574
5251795478010920.0;0.9395030510284004
5251795488098837.0;0.9446948599337563
5251795498186806.0;0.9498920135971511
5251795508305087.0;0.9550945131668382
5251795518393004.0;0.9603023597780393
5251795528481025.0;0.9655155545528831
5251795538621233.0;0.9707340986003455
5251795548709202.0;0.9759579930161891
5251795558797118.0;0.9811872388829018
5251795568935191.0;0.9864218372696382
5251795579023160.0;0.9916617892321572
5251795589111077.0;0.996907095812762
5251795599231910.0;1.0021577580402394
5251795609319879.0;1.0074137769297988
5251795619407848.0;1.0126751534830125
5251795629537118.0;1.0179418886877547
5251795639625139.0;1.0232139835181406
5251795649713108.0;1.0284914389344662
5251795659849983.0;1.0337742558831466
5251795669937952.0;1.0390624352966558
5251795680025920.0;1.0443559780934624
5251795690156441.0;1.0496548851779701
5251795700244410.0;1.0549591574404562
5251795710332379.0;1.060268795757011
5251795720475295.0;1.0655838009894765
5251795730563264.0;1.0709041739853864
5251795740651233.0;1.0762299155779054
5251795750780504.0;1.0815610265857678
5251795760868473.0;1.0868975078132157
5251795770956441.0;1.0922393600499383
5251795781087587.0;1.0975865840710115
5251795791175556.0;1.102939180636836
5251795801263473.0;1.1082971504930759
5251795811390660.0;1.1136604943705952
5251795821478629.0;1.1190292129853965
5251795831566598.0;1.124403307038558
5251795841701754.0;1.1297827772161708
5251795851789723.0;1.1351676241892787
5251795861877691.0;1.1405578486138175
5251795872009202.0;1.1459534511305527
5251795882097170.0;1.1513544323650169
5251795892185139.0;1.156760792927449
5251795902312275.0;1.1621725334127342
5251795912400243.0;1.1675896544003412
