Sensor: bmi160 Accelerometer Non-wakeup
Vendor: BOSCH
TimestampAcc [ns]; AccX [m/s^2]; AccY [m/s^2]; AccZ [m/s^2]
689973280034500;-9.4813;0.5237;-2.2750;
689973285074031;-9.5414;0.5453;-2.3303;
689973290134240;-9.5195;0.5477;-2.2989;
689973295196479;-9.5267;0.5453;-2.3252;
689973300265646;-9.5438;0.5166;-2.3614;
689973305327886;-9.5195;0.4974;-2.3925;
689973310380646;-9.5124;0.5070;-2.4236;
689973315442886;-9.5172;0.5070;-2.3949;
689973320488771;-9.5414;0.5189;-2.3877;
689973325535542;-9.5291;0.5118;-2.3853;
689973330593354;-9.5291;0.5237;-2.3973;
689973335632729;-9.5342;0.4612;-2.3901;
689973340702521;-9.5366;0.4588;-2.3782;
689973345746479;-9.5605;0.4636;-2.3973;
689973350808354;-9.5557;0.4038;-2.3566;
689973355884969;-9.5390;0.4134;-2.3710;
689973360918927;-9.5267;0.4445;-2.3423;
689973365952104;-9.5076;0.4301;-2.3495;
689973371025802;-9.4837;0.4205;-2.3853;
689973376064240;-9.5124;0.4205;-2.4165;
689973381133927;-9.5342;0.4588;-2.4428;
689973386185542;-9.5486;0.4421;-2.4523;
689973391261323;-9.5195;0.4493;-2.4667;
689973396302156;-9.5195;0.4516;-2.4523;
689973401356688;-9.5366;0.4469;-2.4667;
689973406401427;-9.5462;0.4831;-2.4332;
689973411465386;-9.5510;0.4711;-2.4500;
689973416507886;-9.5267;0.4636;-2.4428;
689973421582729;-9.4956;0.4588;-2.4284;
689973426630854;-9.5219;0.4807;-2.4284;
689973431683511;-9.5004;0.4950;-2.4787;
689973436724448;-9.5028;0.5381;-2.4021;
689973441791219;-9.5172;0.5070;-2.4141;
689973446834031;-9.5243;0.5094;-2.4476;
689973451888615;-9.5219;0.5189;-2.4619;
689973456930125;-9.5291;0.5070;-2.4404;
689973462024031;-9.5243;0.5285;-2.4667;
689973467095073;-9.5291;0.4950;-2.4595;
689973472122729;-9.4765;0.5333;-2.4476;
689973477191479;-9.5291;0.5477;-2.4619;
689973482230594;-9.5124;0.5644;-2.4523;
689973487339344;-9.5148;0.5596;-2.4547;
689973492343979;-9.5100;0.5596;-2.4643;
689973497399084;-9.5004;0.5548;-2.4332;
689973502454136;-9.4884;0.5620;-2.4380;
689973507511063;-9.4932;0.5524;-2.4308;
689973512561948;-9.5243;0.5524;-2.4093;
689973517623823;-9.5195;0.5692;-2.3949;
689973522679500;-9.5172;0.6027;-2.4236;
689973527741219;-9.4549;0.6147;-2.3997;
689973532778927;-9.4789;0.6147;-2.3973;
689973537840959;-9.4837;0.6075;-2.4260;
689973542888719;-9.5243;0.6266;-2.4523;
689973547976271;-9.5390;0.6266;-2.4547;
689973553000021;-9.5462;0.5859;-2.4523;
689973558033511;-9.5124;0.5788;-2.4188;
689973563109865;-9.4430;0.5644;-2.3901;
689973568160542;-9.4549;0.6051;-2.4260;
689973573217469;-9.5195;0.5835;-2.4069;
689973578258615;-9.5486;0.5931;-2.4117;
689973583327156;-9.5291;0.6123;-2.4476;
689973588377677;-9.5076;0.5788;-2.3686;
689973593439552;-9.4980;0.5381;-2.3252;
689973598484761;-9.5315;0.5501;-2.3327;
689973603547677;-9.5390;0.5883;-2.4093;
689973608616844;-9.5462;0.6027;-2.4356;
689973613660281;-9.5366;0.5883;-2.4093;
689973618732729;-9.5195;0.5883;-2.4332;
689973623772417;-9.5219;0.5716;-2.4332;
689973628835438;-9.4765;0.5405;-2.3949;
689973633878094;-9.4884;0.5046;-2.4069;
689973638939865;-9.5219;0.4759;-2.4021;
689973643986219;-9.5797;0.4540;-2.3925;
689973649032938;-9.5605;0.4516;-2.4476;
689973654096844;-9.5629;0.4564;-2.4165;
