TimestampGNSS [ns]; UTC time [ms]; Lat [deg]; Lon [deg]; Height [m]; Speed [m/s]; Heading [deg]; Hor Acc [m]; Vert Acc [m]; Speed Acc [m/s]; Heading Acc [deg]
689976167553291;1630097729441;40.244946680000;-111.639442890000;1385.2402;0.0000;-3000.0000;10.29311848;12.62845325;0.08062258;-1.00000000;
689977168743415;1630097731000;40.244962460000;-111.639399500000;1380.9507;0.4300;359.9990;6.46166992;8.33674908;0.81541401;4.54936838;
689978168743935;1630097732000;40.244973020000;-111.639391920000;1383.2479;0.7400;359.9990;3.92150235;5.44054270;0.82927680;9.55780506;
689979168744039;1630097733000;40.244985520000;-111.639395630000;1385.8334;1.6600;1.1000;3.79009247;4.39368057;0.22203603;5.05216980;
689980168744144;1630097734000;40.245001660000;-111.639403190000;1384.6760;2.2700;357.5000;3.79009247;4.27347326;0.25000000;4.52372456;
689981168743935;1630097735000;40.245022360000;-111.639410640000;1384.8647;2.4100;1.3000;3.79009247;3.89274549;0.35383612;6.50870228;
689982168743778;1630097736000;40.245051010000;-111.639414250000;1385.2632;3.5100;359.5000;3.79009247;3.61997724;0.42426407;5.53516960;
689983168744091;1630097737000;40.245084320000;-111.639418900000;1384.6595;3.5100;359.1000;3.79009247;3.54998326;0.38209945;4.82357407;
689984168743883;1630097738000;40.245123970000;-111.639422660000;1385.5159;4.6500;357.9000;3.79009247;3.18136096;0.34058774;3.07196712;
689985168743935;1630097739000;40.245166690000;-111.639426280000;1386.0311;4.6600;357.4000;3.79009247;2.98497820;0.39698866;3.64924836;
689986168743935;1630097740000;40.245206510000;-111.639427190000;1386.2733;4.0400;0.0000;3.79009247;2.99367332;0.42638010;4.41553736;
689987168744143;1630097741000;40.245243860000;-111.639423520000;1386.3406;3.8800;3.8000;3.79009247;3.08928418;0.72622311;9.52299976;
689988168743727;1630097742000;40.245286900000;-111.639418270000;1386.2900;4.7100;4.6000;3.79009247;3.20344186;0.73600274;8.11766911;
689989168744040;1630097743000;40.245333290000;-111.639418120000;1387.3223;4.7900;359.9000;3.79009247;3.14701676;0.31827661;3.08645701;
689990168743779;1630097744000;40.245379300000;-111.639420180000;1387.0709;4.6900;358.3000;3.79009247;3.10130572;0.14212671;1.35668218;
689991168743519;1630097745000;40.245423800000;-111.639421770000;1387.2096;4.4400;359.1000;3.79009247;3.14956713;0.56302750;6.87310076;
689992168743414;1630097746000;40.245463360000;-111.639419160000;1387.5479;4.1600;3.5000;3.79009247;3.18516350;0.85000002;10.58291817;
689993168743675;1630097747000;40.245502410000;-111.639414590000;1387.0730;4.2400;1.2000;3.79009247;3.02202821;0.45967379;4.99310970;
689994168743102;1630097748000;40.245538030000;-111.639415890000;1387.0524;3.2300;354.9000;3.79009247;2.91938257;0.30610457;3.91623116;
689995168744039;1630097749000;40.245557060000;-111.639417090000;1387.7013;0.9500;355.4000;3.79009247;2.92071080;0.30610457;12.28119373;
689996168744039;1630097750000;40.245571490000;-111.639417900000;1388.2114;1.3600;357.6000;3.79009247;2.77948308;0.84059501;17.65731049;
689997168743935;1630097751000;40.245583240000;-111.639418730000;1388.6511;0.9600;6.1000;3.79009247;2.80427217;0.84059501;30.92478180;
689998168744195;1630097752000;40.245593240000;-111.639417760000;1389.3212;0.7700;6.9000;3.79009247;2.75921369;0.84599054;38.40944672;
689999168743727;1630097753000;40.245603200000;-111.639417160000;1388.8654;0.7300;356.5000;3.79009247;2.64490676;0.84059501;18.65603256;
690000168744196;1630097754000;40.245612380000;-111.639417080000;1388.8475;0.6600;356.4000;3.79009247;2.50568151;0.82377183;9.36098385;
690001168743414;1630097755000;40.245620160000;-111.639418260000;1388.2456;0.6000;355.0000;3.79009247;2.50000000;0.83216584;12.05599213;
690002168743883;1630097756000;40.245628360000;-111.639420150000;1388.7469;0.6900;352.7000;3.79009247;2.50000000;0.81541401;5.19888973;
690003168743883;1630097757000;40.245638190000;-111.639423020000;1388.8221;0.8700;352.7000;3.79009247;2.50000000;0.81541401;9.39084244;
690004168743988;1630097758000;40.245650690000;-111.639425990000;1388.4526;1.2300;355.3000;3.79009247;2.52952099;0.10630146;3.80107379;
690005168743519;1630097759000;40.245664850000;-111.639427110000;1387.8354;1.5500;2.3000;3.79009247;2.55513692;0.21260291;5.91483212;
690006168744196;1630097760000;40.245682380000;-111.639426130000;1387.7791;1.9600;4.8000;3.79009247;2.59416604;0.32557642;7.55061626;
690007168743883;1630097761000;40.245705440000;-111.639424690000;1387.6241;2.7300;5.9000;3.79009247;2.57508278;0.18439089;3.05017042;
690008168743831;1630097762000;40.245732270000;-111.639425190000;1387.6261;2.9200;359.3000;3.79009247;2.68535376;0.18439089;2.79828429;
690009168743726;1630097763000;40.245765110000;-111.639427810000;1386.8184;3.8200;359.8000;3.79009247;2.73172498;0.31241000;3.50947809;
690010168744195;1630097764000;40.245800750000;-111.639428580000;1386.6082;4.0100;0.9000;3.79009247;2.82679892;0.33970577;3.74602699;
690011168743778;1630097765000;40.245841250000;-111.639429020000;1386.3856;4.6400;359.0000;3.79009247;2.86514592;0.21931712;2.19048834;
690012168743675;1630097766000;40.245883720000;-111.639429360000;1386.7922;4.8400;358.7000;3.79009247;2.79492664;0.07071068;0.68724293;
690013168743466;1630097767000;40.245924630000;-111.639429400000;1386.7585;4.2600;359.9990;3.79009247;2.67210722;0.08485281;0.92102402;
690014168743467;1630097768000;40.245967860000;-111.639429470000;1386.7473;4.8100;359.2000;3.79009247;2.56555915;0.22022715;1.99399734;
690015168743779;1630097769000;40.246011840000;-111.639428970000;1387.0917;4.7900;359.2000;3.79009247;2.59853506;0.22022715;2.00693846;
690016168743414;1630097770000;40.246053440000;-111.639429420000;1387.5754;4.4200;357.5000;3.79009247;2.67717123;0.89308453;9.79463387;
690017168743414;1630097771000;40.246094810000;-111.639430640000;1388.4602;4.3000;359.7000;3.79009247;2.65496302;0.84314889;3.03066683;
690018168743726;1630097772000;40.246135790000;-111.639431860000;1388.5765;4.4600;0.7000;3.79009247;2.60274267;0.82377183;5.38017607;
690019168743466;1630097773000;40.246177690000;-111.639431460000;1388.7220;4.5700;2.7000;3.79009247;2.61710429;0.82377183;7.55413103;
690020168743778;1630097774000;40.246218310000;-111.639429150000;1388.5286;4.5700;4.5000;3.79009247;2.67579031;0.81541401;8.99457836;
690021168744195;1630097775000;40.246257400000;-111.639428780000;1388.3174;4.3400;2.7000;3.79009247;2.71127558;0.81541401;10.19116783;
690022168743883;1630097776000;40.246293310000;-111.639428880000;1388.3651;3.8900;4.1000;3.79009247;2.70598245;0.89872134;11.65483952;
690023168736695;1630097777000;40.246332730000;-111.639427450000;1388.8541;4.5000;1.4000;3.79009247;2.78530240;0.85702974;10.31991577;
690024168743778;1630097778000;40.246373400000;-111.639429260000;1388.9984;4.4100;0.9000;3.79009247;2.68299294;0.82377183;10.19193172;
690025168743675;1630097779000;40.246411110000;-111.639428090000;1389.1750;4.0200;5.8000;3.79009247;2.76194334;0.85702974;6.26006985;
690026168743414;1630097780000;40.246447640000;-111.639429270000;1389.2426;4.0400;358.0000;3.79009247;2.66547537;0.84876382;6.75710630;
690027168743883;1630097781000;40.246484990000;-111.639434490000;1390.1956;4.0800;352.9000;3.79009247;2.60469127;0.86267030;7.31771851;
690028168743935;1630097782000;40.246520930000;-111.639436070000;1390.7338;3.9600;357.5000;3.79009247;2.55178547;0.82927680;7.59798193;
690029168743987;1630097783000;40.246555850000;-111.639434110000;1390.9156;3.7800;359.9000;3.79009247;2.76941013;0.87920421;8.01766968;
