TimestampGNSS [ns]; UTC time [ms]; Lat [deg]; Lon [deg]; Height [m]; Speed [m/s]; Heading [deg]; Hor Acc [m]; Vert Acc [m]; Speed Acc [m/s]; Heading Acc [deg]
705605450134216;1638634467431;40.227276480000;-111.642512090000;1358.8654;0.5700;89.6000;6.51750326;9.54127216;0.26419690;15.48650932;
705606439924526;1638634469000;40.227281690000;-111.642465590000;1360.4492;0.8900;70.9000;4.14324951;6.70591974;1.15247560;57.25699997;
705607439924526;1638634470000;40.227292150000;-111.642438550000;1367.7557;1.2800;70.7000;3.79009247;5.03277302;1.17136669;44.61994171;
705608439925099;1638634471000;40.227287260000;-111.642418040000;1369.2866;2.7700;82.8000;3.79009247;4.04449368;1.13371074;14.47069836;
705609439925255;1638634472000;40.227290150000;-111.642376730000;1369.8312;3.6900;82.1000;3.79009247;3.46559143;0.21633308;2.13369274;
705610439925099;1638634473000;40.227291810000;-111.642327050000;1370.8654;4.6600;86.1000;3.79009247;2.97508025;0.36619666;2.98718286;
705611439925151;1638634474000;40.227294670000;-111.642270260000;1370.6260;4.8000;86.9000;3.79009247;2.75670576;0.80430096;8.49630737;
705612439924995;1638634475000;40.227301930000;-111.642195170000;1370.8331;5.7100;85.9000;3.79009247;2.71624160;0.66610807;6.20205021;
705613439925151;1638634476000;40.227310300000;-111.642129840000;1370.6874;5.0500;84.9000;3.79009247;2.55975962;0.31241000;2.58476281;
705614439924839;1638634477000;40.227312770000;-111.642055110000;1370.4673;6.2500;88.6000;3.79009247;2.50000000;0.44204071;2.86458516;
705615439925203;1638634478000;40.227313060000;-111.641979030000;1370.3649;6.5500;88.4000;3.79009247;2.50000000;0.21633308;1.21496773;
705616439925203;1638634479000;40.227309030000;-111.641904010000;1369.9644;6.3100;90.0000;3.79009247;2.50000000;0.18027757;1.07637393;
705617439924631;1638634480000;40.227313340000;-111.641830690000;1370.2585;6.6800;87.0000;3.79009247;2.50000000;0.38832974;2.12526703;
705618439924839;1638634481000;40.227317830000;-111.641748850000;1371.2883;6.9800;87.2000;3.79009247;2.50000000;0.28844410;1.49612439;
705619439925099;1638634482000;40.227317450000;-111.641669830000;1371.6555;6.6600;87.0000;3.79009247;2.50000000;0.22022715;1.40677309;
705620439925360;1638634483000;40.227318080000;-111.641584950000;1371.7224;7.3100;90.2000;3.79009247;2.50000000;0.20615529;1.19861817;
705621439924734;1638634484000;40.227319400000;-111.641503020000;1372.2383;6.9900;89.8000;3.79009247;2.50000000;0.05830952;0.36420700;
705622439924995;1638634485000;40.227321110000;-111.641414850000;1372.9446;7.3700;86.8000;3.79009247;2.50000000;0.26832816;1.11401761;
705623439925047;1638634486000;40.227321610000;-111.641328070000;1373.1710;7.1500;88.5000;3.79009247;2.50000000;0.27730849;1.16145313;
705624439924943;1638634487000;40.227326400000;-111.641241860000;1373.5480;7.1300;86.7000;3.79009247;2.50000000;0.13892443;0.68471891;
705625439924838;1638634488000;40.227331660000;-111.641165410000;1372.7935;7.1300;89.3000;3.79009247;2.50000000;1.10453606;3.33716798;
705626439924526;1638634489000;40.227331440000;-111.641076960000;1372.6696;7.1700;88.8000;3.79009247;2.50000000;1.09931803;7.52774858;
705627439925360;1638634490000;40.227334710000;-111.640995330000;1373.2292;7.1600;90.2000;3.79009247;2.50000000;1.11305881;8.58989811;
705628439924838;1638634491000;40.227334400000;-111.640910200000;1373.6439;7.1500;88.9000;3.79009247;2.50000000;1.09931803;8.53757572;
705629439925099;1638634492000;40.227336780000;-111.640823210000;1373.8062;7.1900;88.7000;3.79009247;2.50000000;1.11830223;8.60877228;
705630439924421;1638634493000;40.227335970000;-111.640735710000;1374.0302;7.1600;88.4000;3.79009247;2.50000000;1.09931803;8.43275261;
705631439924474;1638634494000;40.227335180000;-111.640651020000;1374.2523;7.1700;87.9000;3.79009247;2.50000000;1.09931803;7.99491930;
705632439925360;1638634495000;40.227337710000;-111.640568400000;1374.6478;7.1300;86.3000;3.79009247;2.50000000;1.09077954;7.54922533;
705633439924943;1638634496000;40.227341640000;-111.640486440000;1374.7632;7.0700;85.2000;3.79009247;2.50000000;1.09077954;7.27852964;
705634439924942;1638634497000;40.227345660000;-111.640402050000;1374.9207;7.1300;87.4000;3.79009247;2.50000000;1.09077954;7.01914215;
705635439924370;1638634498000;40.227345810000;-111.640318490000;1375.4524;7.1400;87.5000;3.79009247;2.50000000;1.10453606;6.65512228;
705636439924838;1638634499000;40.227349180000;-111.640235440000;1375.6412;7.0500;89.2000;3.79009247;2.50000000;1.09077954;6.46806192;
705637439925463;1638634500000;40.227350640000;-111.640152800000;1375.7203;7.0400;89.3000;3.79009247;2.50000000;1.10981977;6.31815767;
705638439924839;1638634501000;40.227353110000;-111.640071570000;1376.0624;7.0800;88.3000;3.79009247;2.50000000;1.08226609;6.04030180;
