Sensor: OnePlus Fusion Light Sensor
Vendor: OnePlus
TimestampLight [ns]; Light [lux]
259350331226574;7537.0000;
259350464555012;7533.0000;
259350597899908;7532.0000;
259350664575585;7531.0000;
259350797884491;7522.0000;
259350864575116;7516.0000;
259350997899908;7510.0000;
259351064547408;7499.0000;
259351197884179;7499.0000;
259351264570845;7506.0000;
259351397880585;7517.0000;
259351464544908;7543.0000;
259351597876158;7540.0000;
259351664570637;7520.0000;
259351797873658;7502.0000;
259351864566470;7510.0000;
259351997873970;7537.0000;
259352131206054;7528.0000;
259352197879074;7505.0000;
259352331203762;7499.0000;
259352397871470;7492.0000;
259352531202304;7529.0000;
259352597867616;7569.0000;
259352731220741;7593.0000;
259352797873554;7508.0000;
259352931221783;7397.0000;
259352997862616;7446.0000;
259353131220585;7395.0000;
259353197859751;6918.0000;
259353331221887;7161.0000;
259353397862408;7214.0000;
259353531194179;7182.0000;
259353664547720;7118.0000;
259353731209491;7047.0000;
259353864520533;7006.0000;
259353931188033;7036.0000;
259354064546262;7036.0000;
259354131211991;6978.0000;
259354264519179;6921.0000;
259354331203762;6965.0000;
259354464536783;6948.0000;
259354531207408;6994.0000;
259354664514595;7015.0000;
259354731201991;7060.0000;
259354864540012;7047.0000;
259354997842512;7013.0000;
259355064507199;7040.0000;
259355197849908;7130.0000;
259355264551574;7123.0000;
259355397844074;7127.0000;
259355464528866;7154.0000;
259355597835845;7157.0000;
259355664502199;7144.0000;
259355797832668;7102.0000;
259355864529283;7077.0000;
259355997831679;7117.0000;
259356064501574;7182.0000;
259356197832668;7220.0000;
259356264524491;7315.0000;
259356397826783;7412.0000;
259356531188085;7746.0000;
259356597824335;8170.0000;
259356731160324;8717.0000;
259356797850533;9254.0000;
259356931180949;10062.0000;
259356997824595;5216.0000;
259357131154283;5177.0000;
259357197818345;4964.0000;
259357331177408;4824.0000;
259357397807251;4573.0000;
259357531183241;8473.0000;
259357597819179;8080.0000;
259357731170949;7829.0000;
259357797813345;7730.0000;
259357931170533;7749.0000;
259358064509283;7927.0000;
259358131148866;8375.0000;
259358264498866;4657.0000;
259358331173501;5311.0000;
259358464472720;6087.0000;
259358531148762;10777.0000;
259358664497929;9677.0000;
259358731161158;8926.0000;
259358864469491;8627.0000;
259358931156470;8691.0000;
259359064496991;8935.0000;
259359131158345;9221.0000;
259359264489595;9589.0000;
259359331160168;9618.0000;
259359464493762;8727.0000;
259359597809595;7535.0000;
259359664494908;6845.0000;
259359797792824;6321.0000;
259359864463866;6731.0000;
259359997790741;6909.0000;
259360064480637;6764.0000;
259360197787929;8608.0000;
259360264455324;10467.0000;
259360397787408;12034.0000;
259360464475845;12464.0000;
259360597784908;7114.0000;
259360664453345;6146.0000;
259360797782199;6235.0000;
259360931123554;5926.0000;
259360997791001;5713.0000;
259361131135429;5575.0000;
259361197778501;5194.0000;
259361331114387;5277.0000;
259361397776158;5720.0000;
259361531133241;5449.0000;
259361597774074;5488.0000;
259361731123658;5619.0000;
259361797771470;10047.0000;
259361931129699;5357.0000;
259361997769908;6041.0000;
259362131127929;5481.0000;
259362197767824;4185.0000;
259362331105533;1697.0000;
259362464456574;2067.0000;
259362531124804;2102.0000;
259362664455845;1906.0000;
259362731097616;2097.0000;
259362864452720;2281.0000;
259362931119491;2213.0000;
259363064430741;2086.0000;
259363131095168;2207.0000;
259363264449179;2446.0000;
259363331119283;2416.0000;
259363464424751;2396.0000;
259363531112408;2385.0000;
259363664449283;2317.0000;
259363731111887;2304.0000;
259363864441262;2252.0000;
259363997748866;2206.0000;
259364064444699;2259.0000;
259364197758918;2297.0000;
259364264437720;2342.0000;
259364397745429;2458.0000;
259364464415741;2546.0000;
259364597743085;5107.0000;
259364664436991;5314.0000;
259364797743085;5403.0000;
259364864408970;5326.0000;
259364997739699;5261.0000;
259365064434751;5067.0000;
259365197737408;2356.0000;
259365264403345;2242.0000;
259365397735324;2264.0000;
259365531071158;2270.0000;
259365597733554;2245.0000;
259365731093658;2211.0000;
259365797730845;2183.0000;
259365931074074;2101.0000;
259365997730116;2089.0000;
259366131085949;2147.0000;
259366197728241;2131.0000;
259366331075949;2041.0000;
259366397725429;1940.0000;
259366531082095;1874.0000;
259366597717199;1860.0000;
259366731085116;1804.0000;
259366797721470;1763.0000;
259366931053866;1806.0000;
259367064413137;1863.0000;
259367131079179;1912.0000;
259367264406470;2052.0000;
259367331050116;2182.0000;
259367464409179;2180.0000;
259367531070429;2166.0000;
259367664379074;2206.0000;
259367731047304;2182.0000;
259367864406366;2078.0000;
259367931068449;2013.0000;
259368064377199;2050.0000;
259368131071054;1995.0000;
259368264405949;1956.0000;
259368397705533;1926.0000;
259368464394595;1854.0000;
259368597689699;1815.0000;
259368664398241;1849.0000;
259368797702408;1861.0000;
259368864394908;1883.0000;
259368997685324;1940.0000;
259369064368085;2104.0000;
259369197683501;2068.0000;
259369264384335;2095.0000;
259369397674908;2211.0000;
259369464370429;2277.0000;
259369597679074;2354.0000;
259369664385533;2421.0000;
259369797684699;2497.0000;
259369931049179;2461.0000;
259369997674335;2420.0000;
259370131024595;2335.0000;
259370197695012;2166.0000;
259370331044074;1979.0000;
259370397670168;1861.0000;
259370531023866;1822.0000;
259370597669387;1642.0000;
259370731036887;1540.0000;
259370797666574;1549.0000;
259370931037668;1574.0000;
259370997663658;1591.0000;
259371131035949;1646.0000;
259371197662408;1681.0000;
259371331039908;1780.0000;
259371464373137;1993.0000;
259371531009595;1949.0000;
259371664364699;1924.0000;
259371731032720;1868.0000;
259371864359491;1876.0000;
259371931003658;1921.0000;
259372064360116;1963.0000;
259372131027095;2066.0000;
259372264336366;2253.0000;
259372331000845;2319.0000;
259372464355220;2268.0000;
259372531018345;2323.0000;
259372664322616;2383.0000;
259372731019491;2376.0000;
259372864355324;2331.0000;
259372997644179;2300.0000;
259373064351158;2298.0000;
259373197533762;2288.0000;
259373264351001;2258.0000;
259373397554074;2378.0000;
259373464346835;2440.0000;
259373597539699;2292.0000;
259373664322616;2257.0000;
259373797534751;2238.0000;
259373864343085;2227.0000;
259373997634283;2211.0000;
259374064319491;2182.0000;
259374197538449;2132.0000;
259374264342929;2104.0000;
259374397629751;2052.0000;
259374530998762;2020.0000;
259374597541574;1976.0000;
259374730978241;1908.0000;
259374797510324;1865.0000;
259374931002616;1877.0000;
259374997530845;1951.0000;
259375130971887;2049.0000;
259375197535324;2146.0000;
259375331005741;2339.0000;
259375397532668;2351.0000;
259375530995949;2239.0000;
259375597542304;2093.0000;
259375730988137;2023.0000;
259375864319908;1885.0000;
259375930989283;1644.0000;
259376064325949;1346.0000;
259376130961158;1037.0000;
259376264319699;969.0000;
259376330979491;937.0000;
259376464290324;864.0000;
259376530957929;846.0000;
259376664314908;812.0000;
259376730977251;799.0000;
259376864287095;425.0000;
259376930970012;411.0000;
259377064313970;403.0000;
259377130977408;413.0000;
259377264283449;402.0000;
259377397537616;399.0000;
259377464304908;384.0000;
259377597516991;365.0000;
259377664278449;341.0000;
259377797533241;338.0000;
259377864304283;370.0000;
259377997529595;402.0000;
259378064300429;417.0000;
259378197532199;421.0000;
259378264273918;412.0000;
259378397537408;419.0000;
