Sensor: bmi160 Accelerometer Non-wakeup
Vendor: BOSCH
TimestampAcc [ns]; AccX [m/s^2]; AccY [m/s^2]; AccZ [m/s^2]
259350311055741;-9.1077;0.9284;-3.3840;
259350316113137;-9.1890;0.9787;-3.4202;
259350321167876;-9.1388;0.9715;-3.4729;
259350326222564;-9.1579;0.9787;-3.4872;
259350331277251;-9.1603;0.9835;-3.4777;
259350336315168;-9.1675;0.9954;-3.4896;
259350341361314;-9.1531;0.9930;-3.5136;
259350346415949;-9.1388;0.9954;-3.4944;
259350351470689;-9.1508;0.9882;-3.4681;
259350356525376;-9.1579;0.9858;-3.4322;
259350361580064;-9.1508;0.9882;-3.4370;
259350366634751;-9.1627;0.9835;-3.4202;
259350371737356;-9.1316;1.0002;-3.4226;
259350376791991;-9.1819;1.0268;-3.3840;
259350381846679;-9.1699;1.0292;-3.4537;
259350386901418;-9.1364;1.0484;-3.4490;
259350391956106;-9.1508;1.0172;-3.4298;
259350397010793;-9.1173;1.0149;-3.4131;
259350402023710;-9.1196;1.0292;-3.4107;
259350407078449;-9.1412;1.0675;-3.3984;
259350412133137;-9.1364;1.0579;-3.4561;
259350417187824;-9.1460;1.0795;-3.5040;
259350422242512;-9.1508;1.0436;-3.5064;
259350427297199;-9.1388;1.0747;-3.5064;
259350432341731;-9.1723;1.1058;-3.4155;
259350437396418;-9.1795;1.0819;-3.4250;
259350442451106;-9.1579;1.0938;-3.4394;
259350447505793;-9.1460;1.1177;-3.4513;
259350452560533;-9.1651;1.1273;-3.4370;
259350457615220;-9.1364;1.1393;-3.4537;
259350462670064;-9.1340;1.1130;-3.3936;
259350467724751;-9.1412;1.1512;-3.3553;
259350472779491;-9.1460;1.1417;-3.4011;
259350477834126;-9.1364;1.1106;-3.3553;
259350482888866;-9.1244;1.1201;-3.3745;
259350487943554;-9.1412;1.1249;-3.4274;
259350493001574;-9.1627;1.0914;-3.3051;
259350498056262;-9.1484;1.0842;-3.3075;
259350503111001;-9.1627;1.1345;-3.4490;
259350508165637;-9.1651;1.1441;-3.5423;
259350513220324;-9.1675;1.1106;-3.4848;
259350518275064;-9.1579;1.0699;-3.4920;
259350523292876;-9.1651;1.0627;-3.4178;
259350528347564;-9.1316;1.0723;-3.4226;
259350533451054;-9.1508;1.1369;-3.4848;
259350538476626;-9.1101;1.1177;-3.4777;
259350543531314;-9.1220;1.0842;-3.3601;
259350548586054;-9.1196;1.0842;-3.4490;
259350553640741;-9.1364;1.1130;-3.4561;
259350558695429;-9.1914;1.1321;-3.4513;
259350563750116;-9.1555;1.1082;-3.4394;
259350568810637;-9.1555;1.1130;-3.4131;
259350573865376;-9.1819;1.1106;-3.3960;
259350578920064;-9.1412;1.1321;-3.4250;
259350583974751;-9.1627;1.1201;-3.4131;
259350589029491;-9.1460;1.1082;-3.4322;
259350594084126;-9.1340;1.0819;-3.4107;
259350599135689;-9.1484;1.0603;-3.4274;
259350604190376;-9.1555;1.0460;-3.4466;
259350609245064;-9.1508;1.0747;-3.4537;
259350614299751;-9.1603;1.0747;-3.4226;
259350619354491;-9.0957;1.0699;-3.4657;
259350624409179;-9.1005;1.0747;-3.4801;
259350629466366;-9.1340;1.0890;-3.4250;
259350634521106;-9.1316;1.1082;-3.3912;
259350639575793;-9.1531;1.0866;-3.3817;
259350644630481;-9.1723;1.0771;-3.4011;
259350649685168;-9.1675;1.0890;-3.4753;
259350654739856;-9.1508;1.0579;-3.5040;
259350659794335;-9.1173;1.0603;-3.4848;
259350664849074;-9.2154;1.0651;-3.5016;
259350669903762;-9.1436;1.0651;-3.4705;
259350674958449;-9.1484;1.0699;-3.4777;
259350680013189;-9.1388;1.0723;-3.4513;
259350685067876;-9.1460;1.0627;-3.3936;
259350690116106;-9.1699;1.0531;-3.3769;
259350695170793;-9.1579;1.0627;-3.3697;
259350700225481;-9.1723;1.0484;-3.3601;
259350705280168;-9.1460;1.0388;-3.3673;
259350710334856;-9.1412;1.0555;-3.4466;
259350715405689;-9.1149;1.0412;-3.4777;
259350720454856;-9.1316;1.0460;-3.4418;
259350725505845;-9.1460;1.0220;-3.4537;
259350730560533;-9.1268;1.0077;-3.4513;
259350735646887;-9.1340;1.0364;-3.5112;
259350740701522;-9.1555;1.0220;-3.5112;
259350745756262;-9.1627;0.9954;-3.4609;
259350750810949;-9.1843;1.0077;-3.4490;
259350755865637;-9.1627;1.0484;-3.4537;
259350760920324;-9.1149;1.0531;-3.4418;
259350765975064;-9.1412;1.0436;-3.4322;
259350771005793;-9.1651;1.0771;-3.4418;
259350776060481;-9.1866;1.0555;-3.4537;
259350781115220;-9.1914;1.0460;-3.4322;
259350786169856;-9.1699;1.0196;-3.4083;
