Sensor: bmi160 Accelerometer Non-wakeup
Vendor: BOSCH
TimestampAcc [ns]; AccX [m/s^2]; AccY [m/s^2]; AccZ [m/s^2]
4977419533783;0.1222;5.5662;7.9873;
4977424588522;0.0959;5.6452;8.0064;
4977429643366;0.0935;5.6476;7.9561;
4977434698210;0.1006;5.6189;7.9441;
4977439753001;0.1390;5.6189;7.9393;
4977444807793;0.2037;5.6117;7.9992;
4977449666855;0.2779;5.5662;7.9609;
4977454721699;0.3402;5.5398;8.0112;
4977459776439;0.4025;5.5254;8.0639;
4977464831283;0.3953;5.4991;8.1214;
4977469886126;0.3546;5.5087;8.1525;
4977474940866;0.2923;5.5566;8.1741;
4977479985501;0.2228;5.5686;8.1549;
4977485040293;0.1342;5.5973;8.0879;
4977490095085;0.1462;5.5949;8.0807;
4977495149928;0.1773;5.5781;8.0447;
4977500204720;0.2204;5.5925;7.9849;
4977505259512;0.2324;5.5781;7.9082;
4977510302637;0.2635;5.5111;7.8459;
4977515357480;0.2156;5.5207;7.8411;
4977520412272;0.1438;5.5614;7.9106;
4977525467064;0.1438;5.5997;7.9489;
4977530521908;0.1414;5.5542;7.9058;
4977535576751;0.1725;5.5398;7.8675;
4977540672845;0.2540;5.5183;7.8555;
4977545727741;0.2875;5.5087;7.8339;
4977550782480;0.3258;5.4991;7.8483;
4977555837272;0.3282;5.4919;7.9130;
4977560892116;0.2851;5.4895;8.0424;
4977565946908;0.2564;5.5111;8.1094;
4977570983783;0.2683;5.5039;8.1262;
4977576038626;0.3091;5.5374;8.1166;
4977581093418;0.3282;5.5590;8.0998;
4977586148210;0.3258;5.5710;8.0184;
4977591203053;0.2851;5.5781;8.0016;
4977596257845;0.2228;5.6093;8.0711;
4977601300866;0.1989;5.6285;8.0927;
4977606355710;0.1917;5.6237;8.0591;
4977611410501;0.2468;5.5710;8.0879;
4977616465293;0.2827;5.5374;8.0879;
4977621520137;0.3234;5.5398;8.0184;
4977626574928;0.3019;5.5302;7.9441;
4977631633262;0.2492;5.5159;7.9202;
4977636688105;0.2611;5.5039;7.9561;
4977641742897;0.2899;5.4919;7.9633;
4977646797689;0.2516;5.5063;7.9226;
4977651852533;0.2396;5.5230;7.9178;
4977656907324;0.2683;5.5542;7.9298;
4977661960449;0.3306;5.5350;7.9370;
4977667015293;0.2971;5.5159;7.9322;
4977672070085;0.2516;5.5446;7.9322;
4977677124876;0.2659;5.5207;7.9585;
4977682179720;0.2420;5.5135;8.0184;
4977687234512;0.1941;5.5614;8.0328;
4977692285970;0.1629;5.5829;7.9513;
4977697340814;0.1725;5.5997;7.9753;
4977702395605;0.2396;5.5566;7.9657;
4977707450397;0.2779;5.5254;8.0160;
4977712505241;0.2947;5.5159;8.0208;
4977717560033;0.3067;5.5710;8.0352;
4977722617949;0.3186;5.5494;8.0471;
4977727672793;0.3330;5.5087;8.0807;
4977732727585;0.3737;5.4775;8.0615;
4977737782376;0.4480;5.4272;8.0567;
4977742837220;0.4983;5.4344;8.0184;
4977747892012;0.4791;5.4416;8.0304;
4977752945970;0.4911;5.4632;8.1214;
4977758000814;0.3929;5.4632;8.1190;
4977763055605;0.2971;5.5278;8.1070;
4977768110397;0.2444;5.5638;8.1430;
4977773165241;0.2084;5.5398;8.0975;
4977778220033;0.2037;5.5590;8.0424;
4977783270345;0.2060;5.5662;7.9897;
4977788325189;0.2156;5.5949;7.9465;
4977793379980;0.2276;5.6500;7.9346;
4977798434772;0.1677;5.6308;7.9082;
4977803489616;0.1701;5.6285;7.9226;
4977808544408;0.1821;5.6141;7.8890;
4977813614303;0.2013;5.5925;7.9298;
4977818669147;0.2156;5.5542;7.9513;
4977823723939;0.2444;5.5829;7.9825;
4977828778730;0.2827;5.5877;7.9849;
4977833833574;0.2875;5.5758;7.9346;
4977838888366;0.2564;5.5398;8.0160;
4977843944303;0.2108;5.5159;8.0567;
4977848999147;0.2444;5.5159;8.0495;
4977854053939;0.2899;5.5518;8.0567;
4977859108730;0.3570;5.5662;8.1070;
4977864163626;0.4001;5.5254;8.1549;
4977869218366;0.3953;5.5087;8.1142;
4977874258470;0.3833;5.5135;8.1310;
4977879313314;0.4216;5.4751;8.1837;
4977884368105;0.4528;5.4153;8.1765;
4977889422949;0.4480;5.4176;8.1238;
4977894477741;0.4288;5.4344;8.1070;
4977899532533;0.4169;5.4392;8.0879;
4977904584824;0.3977;5.4440;8.0591;
4977909639668;0.3642;5.4512;7.9992;
4977914694460;0.3138;5.4775;7.9729;
4977919749251;0.2755;5.4943;7.9226;
4977924804095;0.2372;5.4775;7.8651;
4977929858887;0.2492;5.5087;7.7597;
4977934909824;0.2779;5.5111;7.7860;
4977939964616;0.2827;5.4823;7.7429;
4977945019460;0.3234;5.4608;7.6854;
4977950074199;0.3546;5.4703;7.7238;
4977955129043;0.3689;5.4775;7.8124;
4977960183835;0.3761;5.4153;7.8292;
4977965238470;0.3665;5.4464;7.9274;
4977970293314;0.3905;5.4680;7.9897;
4977975348105;0.3354;5.4943;7.9944;
4977980402897;0.3115;5.4943;8.0088;
4977985457741;0.2899;5.5470;8.0975;
4977990512585;0.2516;5.5949;8.1358;
4977995566908;0.2468;5.5877;8.1885;
4978000621751;0.2803;5.6476;8.2100;
4978005676543;0.2444;5.6428;8.2292;
4978010731335;0.2396;5.6021;8.2819;
4978015786178;0.2156;5.6165;8.2556;
4978020840970;0.2420;5.6261;8.2076;
4978025910866;0.2444;5.5997;8.1885;
4978030965710;0.2156;5.6165;8.1478;
4978036020501;0.1965;5.6093;8.1502;
4978041075293;0.2108;5.5973;8.1142;
4978046130137;0.2348;5.5829;8.0951;
4978051184928;0.2923;5.5207;7.9513;
4978056222637;0.3043;5.4991;7.9393;
4978061277480;0.3642;5.4847;7.9034;
4978066332272;0.4097;5.4560;7.8747;
4978071387064;0.3306;5.4560;7.9178;
4978076441908;0.3138;5.4823;7.9202;
4978081496699;0.2995;5.4751;7.9082;
4978086570658;0.2540;5.4823;7.9633;
4978091625501;0.2372;5.4799;8.0232;
4978096680293;0.2204;5.4823;8.0424;
4978101735085;0.2037;5.5087;8.1118;
4978106789928;0.2084;5.4991;8.0495;
4978111844720;0.2444;5.5111;7.9968;
4978116867741;0.3450;5.5087;7.9417;
4978121922585;0.4264;5.5326;7.8723;
4978126977376;0.4552;5.5183;7.8579;
4978132032168;0.4192;5.5015;7.9082;
4978137087012;0.3665;5.5278;8.0304;
4978142141803;0.3210;5.5398;8.0400;
4978147214408;0.3474;5.5542;8.0304;
4978152269251;0.3210;5.5638;8.1022;
4978157324043;0.3043;5.5686;8.1310;
4978162378835;0.3378;5.5901;8.1214;
4978167433678;0.2803;5.5662;8.1382;
4978172488470;0.2707;5.5734;8.1549;
4978177538366;0.2132;5.5686;8.1430;
4978182593210;0.1438;5.5734;8.1286;
4978187648001;0.1198;5.5734;8.1262;
4978192702793;0.2348;5.5638;8.1382;
4978197757637;0.3162;5.5805;8.1118;
4978202812428;0.3402;5.5662;8.0376;
4978207867116;0.3474;5.5207;7.9633;
4978212921960;0.3354;5.5230;7.9489;
4978217976751;0.3642;5.5278;7.9154;
4978223031543;0.4049;5.5015;7.9513;
4978228086387;0.4288;5.4919;7.9825;
4978233141178;0.4791;5.4584;7.9657;
4978238195449;0.4767;5.4081;7.9489;
4978243250293;0.4408;5.3865;7.8723;
4978248305085;0.4288;5.4392;7.8843;
4978253359876;0.3522;5.4632;7.8771;
4978258414720;0.2540;5.4967;7.8723;
4978263469512;0.1510;5.5542;7.9322;
4978268530345;0.1126;5.5781;7.9705;
4978273585137;0.1462;5.5805;7.8914;
4978278639928;0.1941;5.5542;7.8795;
4978283694720;0.2611;5.5302;7.8675;
4978288749512;0.3426;5.5254;7.8316;
4978293804355;0.3642;5.5159;7.8244;
4978298865970;0.3546;5.4991;7.9010;
4978303920814;0.3067;5.4967;7.9513;
4978308975605;0.3019;5.5015;8.0400;
4978314030397;0.2779;5.5326;8.0951;
4978319085241;0.2252;5.5566;8.1190;
4978324140033;0.2683;5.5662;8.1430;
4978329197012;0.2252;5.5422;8.2100;
4978334251803;0.2300;5.5877;8.2172;
4978339306647;0.2108;5.5877;8.1645;
4978344361439;0.1653;5.5662;8.2244;
4978349416230;0.1390;5.5758;8.2244;
4978354471022;0.1869;5.5877;8.1861;
4978359528366;0.2540;5.5590;8.1669;
4978364583210;0.3019;5.5446;8.1478;
4978369638053;0.2755;5.5542;8.0903;
4978374692793;0.2995;5.5350;8.0208;
4978379747637;0.2540;5.5278;8.0543;
4978384802428;0.2156;5.5542;8.0975;
4978389849251;0.2324;5.5422;8.0447;
4978394904043;0.2108;5.5350;7.9561;
4978399958835;0.2276;5.5398;7.9082;
4978405013678;0.2851;5.5638;7.8651;
4978410068470;0.3258;5.5087;7.8627;
4978415123262;0.3330;5.4775;7.8387;
4978420159772;0.2899;5.4632;7.8699;
4978425214355;0.2779;5.4272;7.9010;
4978430296647;0.2731;5.4512;7.8843;
4978435376178;0.3761;5.4727;7.8507;
4978440394460;0.4001;5.4536;7.8675;
4978445449043;0.4049;5.4632;7.8866;
4978450531283;0.4073;5.4536;7.8890;
4978455585814;0.3594;5.4464;7.9513;
4978460640397;0.2755;5.4943;8.0807;
4978465694980;0.2420;5.5039;8.1502;
4978470749564;0.1941;5.5494;8.1645;
4978475804147;0.1438;5.5686;8.1717;
4978480858730;0.1174;5.6141;8.1837;
4978485881647;0.1486;5.6213;8.1645;
4978490936230;0.1318;5.5829;8.1382;
4978495990814;0.1629;5.6045;8.0975;
4978501045397;0.2180;5.5853;8.0615;
4978506099980;0.2372;5.5805;7.9968;
4978511154564;0.3115;5.5590;7.9753;
4978516207689;0.3689;5.5446;7.9609;
4978521262272;0.3881;5.5278;7.9561;
4978526316855;0.3737;5.5326;7.9465;
4978531371439;0.3306;5.5111;7.9585;
4978536426022;0.2971;5.5326;7.9801;
4978541480605;0.2779;5.5805;7.9873;
4978546552585;0.2731;5.6021;7.9657;
4978551607168;0.2707;5.5614;8.0160;
4978556661751;0.2516;5.5710;8.0591;
4978561716335;0.2396;5.5326;8.0447;
4978566770918;0.2180;5.5159;8.0304;
4978571825501;0.1701;5.5638;8.0975;
4978576879876;0.1917;5.5877;8.0711;
4978581934460;0.2013;5.5758;8.1118;
4978586989043;0.2228;5.5374;8.1142;
4978592043626;0.2013;5.5254;8.0831;
4978597098210;0.2156;5.5207;8.0927;
4978602152793;0.2372;5.5326;8.0855;
4978607209980;0.2396;5.5326;8.0304;
4978612264564;0.2588;5.5207;8.0304;
4978617319147;0.3091;5.5326;8.0112;
4978622373730;0.2875;5.5063;7.9801;
4978627428314;0.3043;5.5207;7.9681;
4978632482897;0.2899;5.5135;7.9441;
4978637522168;0.2348;5.5159;7.9130;
4978642576751;0.2228;5.5590;7.9585;
4978647631335;0.3067;5.5230;7.9250;
4978652685918;0.3594;5.5230;7.8938;
4978657740501;0.3426;5.5278;7.8819;
4978662795085;0.3378;5.5326;7.9226;
4978667849199;0.2492;5.5566;7.9417;
4978672903783;0.2108;5.5422;7.9825;
4978677958366;0.2013;5.5710;8.0759;
4978683012949;0.1725;5.5710;8.1310;
4978688067533;0.1917;5.6069;8.1406;
4978693122116;0.2037;5.6093;8.1525;
4978698179564;0.1917;5.5614;8.1238;
4978703234147;0.2037;5.5758;8.1310;
4978708288730;0.2276;5.5542;8.0855;
4978713343314;0.2468;5.5446;8.0807;
4978718397897;0.2731;5.5734;8.0591;
4978723452480;0.2635;5.5638;8.0519;
4978728506335;0.2779;5.5398;8.0088;
4978733560918;0.2899;5.4991;7.9944;
4978738615501;0.3426;5.4871;8.0256;
4978743670085;0.3546;5.5135;7.9585;
4978748724668;0.3354;5.4703;7.9226;
4978753779251;0.3378;5.4320;7.9370;
4978758864668;0.3067;5.5063;8.0016;
4978763919251;0.2923;5.5015;7.9873;
4978768973835;0.2947;5.4871;7.9992;
4978774028418;0.2875;5.4895;8.0256;
4978779083001;0.2204;5.5039;8.0280;
4978784137585;0.2228;5.4799;8.0543;
4978789158314;0.2276;5.4895;8.0184;
4978794212897;0.2228;5.5087;7.9609;
4978799267428;0.2132;5.5302;7.9298;
4978804322064;0.1845;5.5254;7.9633;
4978809376647;0.1557;5.5734;7.9920;
4978814431230;0.1102;5.5398;7.9992;
4978819508522;0.1438;5.5877;7.9992;
4978824563105;0.1893;5.6285;8.0208;
4978829617689;0.1893;5.6045;8.0232;
4978834672272;0.1653;5.6237;8.0495;
4978839726855;0.1078;5.6069;8.1046;
4978844781439;0.1366;5.5997;8.0807;
4978849835189;0.1701;5.5925;8.0615;
