Sensor: bmi160 Accelerometer Non-wakeup
Vendor: BOSCH
TimestampAcc [ns]; AccX [m/s^2]; AccY [m/s^2]; AccZ [m/s^2]
1179829110066507;-9.4525;-0.0440;-2.4643;
1179829120228799;-9.4645;-0.0296;-2.5122;
1179829130365517;-9.4645;-0.0392;-2.4906;
1179829140467340;-9.4573;-0.0129;-2.4571;
1179829150633642;-9.4478;-0.0320;-2.3734;
1179829160735465;-9.4478;-0.0583;-2.3710;
1179829170836976;-9.4621;-0.0631;-2.3806;
1179829180927392;-9.4502;-0.0730;-2.4021;
1179829191039424;-9.4478;-0.0802;-2.4547;
1179829201141142;-9.4525;-0.0655;-2.4667;
1179829211245934;-9.4502;-0.0464;-2.4643;
1179829221337549;-9.4502;-0.0344;-2.4476;
1179829231417653;-9.4525;-0.0224;-2.3949;
1179829241543174;-9.4478;-0.0081;-2.3758;
1179829251649424;-9.4478;-0.0105;-2.3925;
1179829261757549;-9.4573;-0.0511;-2.4188;
1179829271815465;-9.4525;-0.0535;-2.4643;
1179829281939528;-9.4262;-0.0176;-2.4619;
1179829292037861;-9.4454;-0.0200;-2.4404;
1179829302154840;-9.4717;-0.0248;-2.4188;
1179829312265309;-9.4837;0.0063;-2.3901;
1179829322341247;-9.4645;0.0182;-2.3734;
1179829332446611;-9.4454;0.0302;-2.3949;
1179829342544059;-9.4382;0.0398;-2.4428;
1179829352659320;-9.4286;0.0565;-2.4715;
1179829362748590;-9.4430;0.0470;-2.4882;
1179829372846872;-9.4741;0.0589;-2.5002;
1179829382950465;-9.4525;0.0230;-2.4858;
1179829393049163;-9.4214;-0.0129;-2.4523;
1179829403156507;-9.4406;-0.0248;-2.4404;
1179829413251872;-9.4119;-0.0730;-2.4858;
1179829423352913;-9.4286;-0.1687;-2.5433;
1179829433457705;-9.4190;-0.2979;-2.5986;
1179829443558330;-9.3879;-0.4585;-2.4954;
1179829453658330;-9.4669;-0.6526;-2.3471;
1179829463761611;-9.4837;-0.9185;-2.2798;
1179829473864007;-9.4525;-1.0238;-2.2534;
1179829483976715;-9.5315;-1.1171;-2.2965;
1179829494083799;-9.5124;-1.4121;-2.3925;
1179829504159476;-9.4167;-1.7641;-2.4260;
1179829514275778;-9.4023;-2.1209;-2.3925;
1179829524385986;-9.3808;-2.3270;-2.2822;
1179829534473278;-9.3233;-2.2265;-2.1051;
1179829544582757;-9.3927;-1.8311;-2.0668;
1179829554679840;-9.5195;-1.3543;-2.2774;
1179829564773590;-9.5486;-0.8417;-2.5863;
1179829574876403;-9.4693;-0.4346;-2.9195;
1179829584989111;-9.4190;-0.2572;-3.1181;
1179829595083903;-9.4047;-0.1567;-3.0679;
1179829605173642;-9.4095;-0.1137;-2.8693;
1179829615275830;-9.4047;-0.2261;-2.6489;
1179829625376559;-9.3473;-0.6359;-2.2893;
1179829635479632;-9.3353;-0.7005;-2.3590;
1179829645579840;-9.3377;-0.6502;-2.8020;
1179829655680674;-9.2441;-0.6120;-2.9961;
1179829665793747;-9.2130;-0.4825;-3.0009;
1179829675911820;-9.2632;-0.6670;-2.7565;
1179829686008434;-9.2683;-0.9999;-2.2534;
1179829696103382;-9.2946;-1.1844;-1.8799;
1179829706204372;-9.4119;-1.3424;-1.8535;
1179829716312184;-9.4741;-1.5413;-1.9229;
1179829726398070;-9.3497;-1.4527;-1.9923;
1179829736494007;-9.2656;-1.0382;-2.3542;
1179829746599215;-9.2273;-0.4131;-3.0200;
1179829756701403;-8.7796;-0.1519;-2.7446;
1179829766817653;-8.9566;0.2506;-2.7350;
1179829776899632;-9.1962;0.7633;-3.2716;
1179829787044476;-9.1675;1.3884;-3.4059;
1179829797114840;-9.1196;1.9298;-3.7101;
1179829807222132;-9.2465;2.2196;-4.0789;
1179829817301872;-9.1986;2.3898;-4.0980;
1179829827409580;-8.9518;2.4688;-3.9640;
1179829837528695;-8.9327;2.4497;-3.9039;
1179829847616299;-9.0191;2.4018;-3.8417;
1179829857708642;-9.0766;2.3635;-3.6718;
1179829867820257;-9.2130;2.3970;-3.6428;
1179829877927132;-9.2536;2.4760;-3.6766;
1179829888059320;-9.1412;2.2819;-3.5160;
1179829898110465;-9.1149;2.1718;-3.5471;
1179829908222497;-9.1890;2.2268;-3.7077;
1179829918331924;-9.0861;2.4090;-3.6595;
1179829928429736;-8.9925;2.4760;-3.5853;
1179829938550257;-9.1866;2.4305;-3.5495;
1179829948630413;-9.2656;2.4353;-3.3003;
1179829958744111;-9.1579;2.4640;-3.0918;
1179829968834840;-9.1555;2.4281;-3.1376;
1179829978933903;-9.2082;2.3970;-3.3338;
1179829989032965;-9.2584;2.4592;-3.4609;
1179829999138330;-9.2010;2.5573;-3.4968;
1179830009263278;-9.2369;2.6821;-3.8943;
1179830019349320;-9.3329;2.9934;-4.0980;
1179830029447549;-9.2489;2.7945;-3.6236;
1179830039540778;-9.2130;2.4544;-3.6069;
1179830049637549;-9.0670;2.5597;-4.6442;
1179830059746507;-8.7509;3.1923;-5.6910;
1179830069850361;-8.7123;3.4845;-5.4156;
1179830079953174;-9.0335;3.5157;-4.5461;
1179830090056247;-9.8480;2.8759;-2.9435;
1179830100158903;-9.8958;1.7477;-1.6235;
1179830110255986;-9.3281;0.8088;-1.6762;
1179830120365778;-8.9901;0.0278;-2.3710;
1179830130459424;-9.0861;-0.3461;-2.9794;
1179830140561820;-9.2874;-0.3123;-2.9195;
1179830150657549;-9.5342;-0.3437;-2.7470;
1179830160769997;-9.6826;-0.8803;-2.0402;
1179830170880778;-9.8695;-1.3687;-1.0080;
1179830180971611;-10.0059;-1.3902;-0.6652;
1179830191077340;-9.6802;-1.4695;-0.9622;
1179830201179997;-9.3927;-1.2586;-1.7264;
1179830211274320;-9.4119;-1.4312;-1.9995;
1179830221376611;-9.5076;-1.2945;-1.5203;
1179830231480726;-9.6658;-0.9329;-1.0247;
1179830241598382;-9.8025;-0.7149;-0.9024;
1179830251688799;-9.7400;-0.5303;-1.0175;
1179830261793278;-9.5195;-0.0559;-1.3696;
1179830271881924;-9.3784;0.6793;-1.7480;
1179830281984945;-9.3832;1.7189;-2.1984;
1179830292089007;-9.5195;1.5730;-1.7575;
1179830302187236;-9.5988;1.4459;-1.6283;
1179830312273955;-9.5581;1.3406;-1.7551;
1179830322397028;-9.5366;1.2685;-2.0378;
1179830332502913;-9.5172;1.1800;-2.3782;
1179830342597028;-9.4262;1.0316;-2.3252;
1179830352704320;-9.4502;0.9212;-2.1888;
1179830362799997;-9.5195;0.9595;-2.0764;
1179830372895830;-9.4789;1.0627;-2.0306;
1179830383006663;-9.4837;1.1895;-2.0979;
1179830393112028;-9.4669;1.2736;-2.1697;
1179830403200570;-9.4549;1.5634;-2.2965;
1179830413305361;-9.4525;1.8126;-2.1529;
1179830423403903;-9.4645;1.9418;-2.2319;
1179830433498174;-9.2970;2.8184;-2.2774;
1179830443614997;-9.3090;3.8198;-2.2271;
1179830453705778;-9.2827;4.3564;-2.5217;
1179830463816507;-9.0168;4.2559;-2.7637;
1179830473936195;-8.8705;3.6616;-3.0655;
1179830484013070;-9.0407;3.0939;-3.1229;
1179830494134736;-9.2827;2.5860;-2.9076;
1179830504236403;-9.3616;2.5238;-2.3276;
1179830514338017;-9.4573;2.8041;-2.0498;
1179830524429840;-9.3736;2.8424;-2.4476;
1179830534531455;-9.1101;2.9815;-2.6321;
1179830544633122;-8.9758;3.0126;-2.7996;
1179830554720570;-9.2201;2.7969;-2.9411;
1179830564822236;-9.3329;2.5621;-2.9148;
1179830574923851;-9.2874;2.2819;-2.6824;
1179830585011351;-9.3664;1.8867;-2.6680;
1179830595113017;-9.3353;1.4913;-2.7900;
1179830605214684;-9.2827;1.1943;-2.7852;
1179830615325153;-9.3520;0.9763;-2.6632;
