Sensor: mmc5603x Magnetometer Non-wakeup
Vendor: memsic
TimestampMag [ns]; MagX [uT]; MagY [uT]; MagZ [uT]
82720147536301;30.5122;-1.5860;-12.7612;
82720157536301;30.5122;-1.5860;-12.7612;
82720168933488;32.5496;-1.8422;-11.5534;
82720178933488;32.7082;-1.8666;-11.9804;
82720188933488;32.6838;-1.8910;-11.9804;
82720198933488;32.8546;-1.9032;-12.1146;
82720208933488;33.1230;-1.9642;-12.3708;
82720218933488;33.2572;-1.9886;-12.4928;
82720228933488;33.4280;-2.0008;-12.6758;
82720238933488;33.5500;-2.0496;-12.7734;
82720248933488;33.6964;-2.0862;-12.8100;
82720258933488;33.6232;-2.1472;-12.5538;
82720268933488;33.6598;-2.1716;-12.4928;
82720278933488;33.5866;-2.2448;-12.3708;
82720288933488;33.4158;-2.2570;-12.1756;
82720298933488;33.2938;-2.3180;-12.0292;
82720308933488;33.2084;-2.4034;-11.8950;
82720318933488;33.1108;-2.4766;-11.8462;
82720328933488;32.8546;-2.6230;-11.6388;
82720338933488;32.7204;-2.7328;-11.5168;
82720348933488;32.6106;-2.8182;-11.4802;
82720358933488;32.5374;-2.9280;-11.4314;
82720368933488;32.4520;-3.0378;-11.2240;
82720378933488;32.3788;-3.1476;-11.0410;
82720388933488;32.2812;-3.2208;-10.9068;
82720398933488;32.2568;-3.2696;-10.8214;
82720408933488;32.5252;-3.2452;-11.1386;
82720418933488;32.7082;-3.2330;-11.4070;
82720428933488;32.8790;-3.2696;-11.5290;
82720438933488;32.9766;-3.2940;-11.5900;
82720448933488;33.1230;-3.2818;-11.8462;
82720458933488;33.1840;-3.2330;-12.0292;
82720468933488;33.4158;-3.2086;-12.3098;
82720478933488;33.5744;-3.1598;-12.5050;
82720488933488;33.7086;-3.1842;-12.6758;
82720498933488;33.9282;-3.1964;-12.8954;
82720508933488;34.0624;-3.2208;-13.0906;
82720518933488;34.1478;-3.2086;-13.2004;
82720528933488;34.2088;-3.1964;-13.3102;
82720538933488;34.3796;-3.2452;-13.4566;
82720548933488;34.3430;-3.2574;-13.5298;
82720558933488;34.3796;-3.2940;-13.5542;
82720568933488;34.3064;-3.2818;-13.4688;
82720578933488;34.1966;-3.3184;-13.2858;
82720588933488;34.1112;-3.2940;-13.2126;
82720598933488;34.1112;-3.2818;-13.2126;
82720608933488;34.0624;-3.3306;-13.1150;
82720618933488;33.9526;-3.2818;-12.9808;
82720628933488;34.0136;-3.3062;-12.9442;
82720638933488;34.0014;-3.3184;-12.9564;
82720648933488;33.9160;-3.3184;-12.7856;
82720658933488;33.8428;-3.3184;-12.6880;
82720668933488;33.7452;-3.3550;-12.5416;
82720678933488;33.6598;-3.4038;-12.4074;
82720688933488;33.5134;-3.4282;-12.1878;
82720698933488;33.4402;-3.5014;-12.1268;
82720708933488;33.2816;-3.5502;-11.9194;
82720718933488;33.1840;-3.5502;-11.7852;
82720728933488;33.1962;-3.5868;-11.7974;
82720738933488;33.1596;-3.6356;-11.7364;
82720748933488;33.1352;-3.6722;-11.6998;
82720758933488;33.0132;-3.6844;-11.5290;
82720768933488;33.0010;-3.7332;-11.5168;
82720778933488;32.9400;-3.7332;-11.3948;
82720788933488;32.8302;-3.7576;-11.1874;
82720798933488;32.7204;-3.8308;-11.0532;
82720808933488;32.6350;-3.8674;-10.9190;
82720818933488;32.5862;-3.8918;-10.8946;
82720828933488;32.4886;-3.8796;-10.7116;
82720838933488;32.5374;-3.8674;-10.7848;
82720848933488;32.5374;-3.8308;-10.7970;
82720858933488;32.6228;-3.8430;-10.8336;
82720868933488;32.7936;-3.7942;-11.0532;
82720878933488;32.8790;-3.7698;-11.0776;
82720888933488;32.9400;-3.7332;-11.1386;
82720898933488;33.0620;-3.7088;-11.1996;
82720908933488;33.3060;-3.6356;-11.4436;
82720918933488;33.3792;-3.6112;-11.4558;
82720928933488;33.6110;-3.5502;-11.6266;
82720938933488;33.6842;-3.4526;-11.7120;
82720948933488;33.5866;-3.4038;-11.5656;
82720958933488;33.5500;-3.3062;-11.4924;
82720968933488;33.5744;-3.2574;-11.5656;
82720978933488;33.5134;-3.1232;-11.5168;
82720988933488;33.4280;-3.0134;-11.4314;
82720998933488;33.4158;-2.9158;-11.4192;
82721008933488;33.2816;-2.8304;-11.2118;
82721018933488;33.3060;-2.7450;-11.2118;
82721028933488;33.3426;-2.6352;-11.2484;
82721038933488;33.2938;-2.5254;-11.0410;
82721048933488;33.1718;-2.4034;-10.7970;
82721058933488;33.1108;-2.3302;-10.6628;
82721068933488;33.0498;-2.2570;-10.4920;
82721078933488;33.0254;-2.1594;-10.3334;
82721088933488;32.9522;-2.0740;-10.2846;
82721098933488;32.7814;-1.9642;-10.0162;
82721108933488;32.8302;-1.8910;-9.9918;
82721118933488;32.9156;-1.7812;-10.0772;
82721128933488;32.9888;-1.7080;-10.0772;
82721138933488;33.0376;-1.6470;-9.9918;
82721148933488;33.1230;-1.5738;-10.0894;
82721158933488;33.1352;-1.5006;-10.0772;
82721168933488;33.2206;-1.4396;-10.0772;
82721178933488;33.4158;-1.3664;-10.2846;
82721188933488;33.4646;-1.3054;-10.1748;
82721198933488;33.4768;-1.3054;-10.2114;
82721208933488;33.5012;-1.3298;-10.2724;
82721218933488;33.5012;-1.2810;-10.3456;
82721228933488;33.4036;-1.2688;-10.2114;
82721238933488;33.4402;-1.2322;-10.2968;
82721248933488;33.4524;-1.2200;-10.3334;
82721258933488;33.3670;-1.1956;-10.1992;
82721268933488;33.2450;-1.1102;-10.1260;
82721278933488;33.1474;-1.0248;-9.9674;
82721288933488;33.0864;-0.8906;-9.8576;
82721298933488;33.0742;-0.7930;-9.7234;
82721308933488;33.0742;-0.6710;-9.6746;
82721318933488;32.9278;-0.5856;-9.3696;
82721328933488;32.7814;-0.4758;-9.1500;
82721338933488;32.6960;-0.3782;-9.0402;
82721348933488;32.7204;-0.3050;-9.0036;
82721358933488;32.7936;-0.1952;-9.0646;
82721368933488;32.7936;-0.0854;-8.9914;
82721378933488;32.8058;0.0488;-8.9792;
82721388933488;32.8546;0.1708;-8.9914;
82721398933488;33.0498;0.3294;-9.1744;
82721408933488;33.2816;0.5002;-9.4184;
82721418933488;33.4402;0.6466;-9.6136;
82721428933488;33.5378;0.7930;-9.7234;
82721438933488;33.6354;0.9516;-9.8698;
82721448933488;33.7818;1.0980;-10.0284;
82721458933488;33.9770;1.2566;-10.2602;
82721468933488;34.1600;1.4274;-10.4432;
82721478933488;34.1722;1.5372;-10.5286;
82721488933488;34.1600;1.6958;-10.5164;
82721498933488;34.1234;1.8178;-10.4676;
82721508933488;34.1356;1.9886;-10.4798;
82721518933488;34.1722;2.1472;-10.4432;
82721528933488;34.0380;2.2814;-10.2846;
82721538933488;33.9648;2.4278;-10.1504;
82721548933488;33.8794;2.5376;-10.0040;
82721558933488;33.9160;2.7206;-10.0040;
82721568933488;33.9160;2.8670;-9.9918;
82721578933488;34.0136;3.0256;-10.0772;
82721588933488;34.0746;3.1842;-10.2114;
82721598933488;34.1478;3.2940;-10.2846;
82721608933488;34.3552;3.4770;-10.6140;
82721618933488;34.3186;3.6234;-10.6262;
82721628933488;34.3552;3.7942;-10.7238;
82721638933488;34.3918;3.9772;-10.7482;
82721648933488;34.4406;4.1358;-10.7970;
82721658933488;34.3796;4.3676;-10.7360;
82721668933488;34.3674;4.5384;-10.6018;
82721678933488;34.3308;4.7580;-10.5164;
82721688933488;34.1722;4.9044;-10.1870;
82721698933488;34.1722;5.0386;-10.1870;
82721708933488;34.1234;5.2094;-10.0772;
82721718933488;34.0624;5.3558;-9.9918;
82721728933488;33.9892;5.5144;-9.8698;
82721738933488;33.9160;5.6242;-9.6868;
82721748933488;33.6964;5.7340;-9.5038;
82721758933488;33.6232;5.8194;-9.4550;
82721768933488;33.7208;5.9536;-9.6136;
82721778933488;33.6720;6.0634;-9.5038;
82721788933488;33.5622;6.1244;-9.3818;
82721798933488;33.5012;6.2098;-9.3330;
82721808933488;33.5012;6.2830;-9.3208;
