Sensor: bmi160 Gyroscope Non-wakeup
Vendor: BOSCH
TimestampGyro [ns]; GyroX [rad/s]; GyroY [rad/s]; GyroZ [rad/s]
368759000724003;0.0041;-0.0270;0.0290;
368759010830409;0.0052;-0.0238;0.0365;
368759020933222;0.0372;-0.0345;0.0459;
368759031052284;0.0744;-0.0409;0.0640;
368759041148430;0.1053;-0.0419;0.0768;
368759051281972;0.1181;-0.0473;0.0854;
368759061360097;0.1160;-0.0590;0.0928;
368759071468847;0.1128;-0.0696;0.1013;
368759081565826;0.1117;-0.0771;0.1120;
368759091668743;0.1170;-0.0824;0.1226;
368759101771555;0.1309;-0.0846;0.1333;
368759111873014;0.1533;-0.0888;0.1450;
368759121978014;0.1767;-0.0931;0.1535;
368759132085514;0.1980;-0.0995;0.1589;
368759142186764;0.2310;-0.1080;0.1663;
368759152286659;0.2768;-0.1133;0.1748;
368759162395201;0.3226;-0.1154;0.1834;
368759172507180;0.3652;-0.1176;0.1919;
368759182597076;0.4004;-0.1165;0.1972;
368759192705722;0.4324;-0.1197;0.1993;
368759202815514;0.4707;-0.1186;0.2015;
368759212920201;0.5144;-0.1165;0.2015;
368759223020826;0.5707;-0.1133;0.1993;
368759233121659;0.6474;-0.1069;0.1993;
368759243228847;0.7443;-0.0984;0.2004;
368759253349264;0.8647;-0.0920;0.2004;
368759263442024;1.0224;-0.0835;0.2025;
368759273542909;1.1735;-0.0824;0.2068;
368759283680514;1.3003;-0.0856;0.2100;
368759293766764;1.4473;-0.0835;0.2164;
368759303852701;1.6113;-0.0771;0.2228;
368759313960618;1.7785;-0.0739;0.2377;
368759324063482;1.9446;-0.0664;0.2483;
368759334220461;2.0809;-0.0622;0.2526;
368759344333222;2.1800;-0.0622;0.2547;
368759354381034;2.2684;-0.0601;0.2558;
368759364476034;2.3835;-0.0537;0.2622;
368759374606139;2.5143;-0.0462;0.2675;
368759384713118;2.6486;-0.0387;0.2739;
368759394816451;2.7657;-0.0281;0.2718;
368759404919576;2.8627;-0.0228;0.2590;
368759415008430;2.2940;-0.1495;0.1716;
368759425106920;0.9467;-0.3317;0.0662;
368759435220826;0.1490;-0.2582;-0.0157;
368759445353951;0.3056;-0.0292;-0.0189;
368759455431347;0.5314;0.0667;-0.0029;
368759465533430;0.3812;0.0443;-0.0264;
368759475628222;0.4814;0.1519;-0.0668;
368759485746139;0.6804;0.2286;-0.0722;
368759495849472;0.5995;0.1061;-0.0434;
368759505976659;0.5973;0.0582;-0.0146;
368759516057701;0.8423;0.0901;0.0672;
368759526159889;1.0959;-0.0601;0.1312;
368759536269159;1.5516;-0.1261;0.1578;
368759546376347;1.8487;-0.0292;0.1493;
368759556497909;1.9180;0.0667;0.1290;
368759566589159;1.9105;0.0614;0.1407;
368759576689576;1.8583;0.0273;0.1652;
368759586791972;1.7933;0.0635;0.1716;
368759596900826;1.7114;0.0688;0.1578;
368759607003066;1.5825;0.0103;0.1386;
368759617104576;1.4430;0.0156;0.1216;
368759627212909;1.2694;0.0593;0.0981;
368759637320201;1.0820;0.0497;0.0854;
368759647419264;0.8860;0.0198;0.0609;
368759657525930;0.6762;0.0007;0.0333;
368759667623326;0.4292;-0.0302;0.0056;
368759677739159;0.1575;-0.0494;-0.0317;
368759687841034;-0.0193;-0.0643;-0.0754;
368759697952701;-0.0395;-0.0739;-0.1137;
368759708052232;-0.1907;-0.0718;-0.1286;
368759718153430;-0.3494;-0.0622;-0.1308;
368759728254055;-0.4037;-0.0345;-0.1329;
368759738364159;-0.3995;-0.0324;-0.1361;
368759748461555;-0.3515;-0.0387;-0.1382;
368759758574472;-0.2525;-0.0100;-0.1393;
368759768692805;0.0531;0.1711;-0.0551;
368759778784316;0.1501;0.2636;-0.0221;
368759788890409;0.0457;0.1083;-0.1158;
368759798997180;0.0766;-0.1559;-0.1222;
368759809102389;0.1245;-0.2486;-0.0168;
368759819207493;0.2491;-0.1336;0.0523;
368759829316034;0.3333;-0.0217;0.0545;
368759839410409;0.2875;-0.0206;0.0513;
368759849514680;0.1277;-0.0451;0.0481;
368759859626399;0.0190;-0.0313;0.0056;
368759869735566;0.0627;-0.0718;-0.0487;
368759879834576;0.0361;-0.1272;-0.0636;
368759889936243;-0.0065;-0.0249;-0.0285;
368759900107649;-0.0012;0.1072;-0.0072;
368759910143326;0.0830;0.0795;-0.0455;
368759920246816;0.1245;0.0166;-0.0828;
368759930354055;0.0840;0.0103;-0.0754;
368759940460826;0.1043;-0.0079;-0.0786;
368759950561659;0.1181;-0.0675;-0.1329;
368759960663014;0.1075;-0.0824;-0.1531;
368759970767076;0.1234;-0.0206;-0.1425;
368759980874784;0.1383;-0.0111;-0.1691;
368759990980722;0.1437;-0.0686;-0.2064;
368760001085826;0.1575;-0.0696;-0.1968;
368760011188743;0.1575;-0.0228;-0.2138;
368760021290826;0.1288;-0.0409;-0.2831;
368760031392805;0.1138;-0.0718;-0.2948;
368760041502493;0.1202;-0.0643;-0.2959;
368760051606347;0.0595;-0.0622;-0.3566;
368760061737649;-0.0575;-0.0569;-0.3822;
368760071832389;-0.1193;-0.0334;-0.3736;
368760081927128;-0.1332;-0.0111;-0.4269;
368760092025461;-0.1108;-0.0047;-0.4738;
368760102120201;-0.0342;-0.0068;-0.4599;
368760112214941;0.1618;0.0113;-0.4620;
368760122339107;0.2822;0.0923;-0.4407;
368760132433847;0.2353;0.0816;-0.3683;
368760142528586;0.3130;-0.1485;-0.2767;
368760152653274;0.4121;-0.2646;-0.2692;
368760162748014;0.2917;-0.0324;-0.3321;
368760172842753;0.1383;0.2212;-0.3672;
368760182972753;0.1639;0.2892;-0.3758;
368760193067493;0.1511;0.2604;-0.3896;
368760203162232;0.1511;0.2350;-0.3736;
368760213273743;0.1607;0.1636;-0.3640;
368760223368482;0.1916;0.0646;-0.3704;
368760233463274;0.2907;0.0007;-0.3619;
368760243588586;0.3748;-0.0505;-0.3204;
368760253683326;0.4409;-0.0750;-0.3001;
368760263778066;0.4462;-0.1005;-0.3182;
368760273919316;0.4324;-0.1282;-0.3182;
368760284014055;0.4643;-0.1389;-0.2916;
368760294108795;0.5250;-0.1059;-0.2927;
368760304261034;0.5877;-0.0686;-0.2980;
368760314355722;0.5952;-0.0814;-0.2927;
368760324450461;0.6644;-0.0622;-0.2810;
368760334525878;0.7987;-0.0025;-0.2543;
368760344620618;0.8583;0.0017;-0.2213;
368760354715357;0.8945;-0.0068;-0.1883;
368760364857649;0.9979;0.0092;-0.1670;
368760374952336;1.1193;0.0273;-0.1478;
368760385047076;1.1608;0.0379;-0.1222;
368760395174211;1.1852;0.0124;-0.0786;
368760405268326;1.2331;-0.0100;-0.0402;
368760415363066;1.3088;0.0230;-0.0189;
368760425457805;1.3514;0.0220;0.0035;
368760435602493;1.3013;-0.0260;0.0439;
368760445697232;1.2459;-0.0441;0.0726;
368760455791972;1.2118;-0.0249;0.0640;
368760465899836;1.1831;0.0039;0.0662;
368760475994576;1.0564;0.0007;0.0694;
368760486089316;0.9031;-0.0249;0.0715;
368760496222024;0.7710;-0.0249;0.0694;
368760506316764;0.6921;0.0081;0.0439;
368760516411503;0.5675;-0.0100;0.0397;
368760526540618;0.3887;-0.0142;0.0407;
368760536635357;0.3141;-0.0047;0.0429;
368760546730097;0.3258;-0.0430;0.0386;
368760556853326;0.3141;-0.0558;0.0301;
368760566948118;0.2939;-0.0728;0.0459;
368760577042805;0.3418;-0.0739;0.0811;
368760587160514;0.3887;-0.0771;0.1152;
368760597255253;0.3897;-0.1037;0.1354;
368760607349993;0.4142;0.0017;0.1290;
368760617471607;0.5090;0.1125;0.1269;
368760627566347;0.4707;0.1413;0.1152;
368760637661086;0.3226;0.1360;0.1184;
368760647787753;0.3333;0.1253;0.1450;
368760657882493;0.3024;0.1008;0.1887;
368760667977232;0.2055;0.0571;0.1972;
368760678097857;0.1341;0.0561;0.1908;
368760688192597;0.0819;0.0891;0.1791;
368760698287336;-0.0438;0.0177;0.1876;
368760708416191;-0.2035;-0.0590;0.2057;
368760718510930;-0.1907;0.0507;0.2025;
368760728605670;-0.1001;0.2340;0.1631;
368760738732961;-0.2162;0.1903;0.1514;
368760748827701;-0.3387;0.0305;0.1461;
368760758922441;-0.4602;0.0358;0.1397;
368760769029107;-0.5976;0.0571;0.1557;
368760779123847;-0.6752;0.0561;0.1546;
368760789218586;-0.7125;0.1743;0.0928;
368760799354732;-0.7594;0.3350;0.0258;
368760809449472;-1.1418;-0.0739;0.0534;
368760819544211;-1.9394;-0.6074;0.0726;
368760829676503;-2.3346;-0.4881;-0.0040;
368760839771243;-1.4069;-0.0111;-0.0413;
368760849865982;-0.5316;0.1242;-0.0072;
368760859992232;-0.4133;0.0092;0.0056;
368760870086972;-0.3664;0.1935;0.0067;
368760880181711;-0.3718;0.2414;0.0024;
368760890286816;-0.1875;-0.0206;0.0502;
368760900381555;0.0830;-0.0814;0.1035;
368760910476295;-0.0511;-0.0462;0.1162;
368760920608482;-0.2269;-0.1346;0.1045;
368760930703222;-0.3121;-0.1655;0.0960;
368760940797961;-0.4154;-0.0920;0.0726;
368760950919836;-0.5529;-0.0643;0.0386;
368760961014576;-0.6200;-0.0387;0.0109;
368760971109316;-0.6944;0.0486;-0.0040;
368760981237753;-0.8169;0.1051;-0.0349;
368760991332493;-0.8180;0.0901;-0.0605;
368761001427232;-0.7146;0.0688;-0.0700;
368761011546451;-0.6082;0.0465;-0.0541;
368761021641139;-0.4367;-0.0068;-0.0168;
368761031735878;-0.2099;-0.0409;0.0407;
368761041869524;-0.0660;-0.0142;0.0747;
368761051964264;-0.0129;0.0305;0.0715;
368761062059003;-0.0438;0.0145;0.0726;
368761072194316;-0.0660;0.0156;0.0843;
368761082289055;-0.1076;0.0379;0.0928;
368761092383795;-0.1960;0.0465;0.0949;
368761102487024;-0.2067;0.0411;0.0854;
368761112581764;-0.1875;0.0198;0.0768;
368761122676503;-0.1779;0.0326;0.0609;
368761132826555;-0.2003;0.0177;0.0694;
368761142921295;-0.1587;0.0071;0.0939;
368761153015982;-0.1491;0.0348;0.1035;
368761163122232;-0.1374;0.0145;0.0992;
368761173216972;-0.0810;-0.0079;0.0939;
368761183311711;-0.0884;0.0060;0.1003;
368761193448066;-0.0980;0.0145;0.0992;
368761203542805;-0.0916;0.0337;0.0981;
368761213637545;-0.0969;0.0433;0.1099;
368761223745982;-0.0884;0.0369;0.1130;
368761233840722;-0.0959;0.0358;0.1184;
368761243935461;-0.1172;0.0028;0.1173;
368761254057076;-0.0873;-0.0142;0.1184;
368761264151816;-0.1065;0.0305;0.1205;
368761274246555;-0.1694;0.0049;0.1152;
368761284375826;-0.1300;-0.0313;0.1269;
368761294470566;-0.0873;-0.0004;0.1397;
368761304565305;-0.1374;-0.0079;0.1333;
368761314697701;-0.1609;-0.0121;0.1226;
368761324792441;-0.2003;-0.0047;0.1248;
368761334887180;-0.2365;-0.0238;0.1248;
368761345003534;-0.2003;0.0081;0.1269;
368761355098274;-0.1981;0.0177;0.1269;
368761365193014;-0.1939;-0.0142;0.1290;
368761375332076;-0.1321;0.0017;0.1439;
368761385426816;-0.0735;0.0379;0.1546;
368761395521555;-0.0746;0.0273;0.1620;
368761405631243;-0.0511;-0.0100;0.1802;
368761415733899;-0.0385;-0.0334;0.1908;
368761425836555;-0.0023;-0.0089;0.2025;
368761435946764;0.0372;0.0262;0.2228;
368761446049420;0.0126;0.0230;0.2366;
368761456152076;0.0020;0.0497;0.2324;
368761466260514;-0.0300;0.0561;0.2260;
368761476363170;-0.0746;-0.0025;0.2366;
368761486465826;-0.0161;0.0284;0.2600;
368761496581868;0.0606;0.0774;0.2835;
368761506684524;0.0276;0.0284;0.3016;
368761516787180;-0.0087;-0.0111;0.2952;
368761526892389;0.0201;0.0166;0.2782;
368761536995045;0.0148;0.0198;0.2899;
368761547097701;-0.0660;-0.0142;0.2973;
368761557213534;-0.0937;0.0017;0.2782;
368761567316191;-0.0225;0.0933;0.2473;
368761577418847;-0.0522;0.1264;0.2387;
368761587532389;-0.1672;0.0507;0.2313;
368761597635045;-0.1992;0.0198;0.2355;
368761607737701;-0.1726;0.0284;0.2228;
368761617843430;-0.1758;0.0156;0.2121;
368761627946086;-0.2013;0.0092;0.2047;
368761638048743;-0.2045;0.0422;0.2079;
368761648154993;-0.1779;0.0933;0.1983;
368761658257649;-0.2333;0.0784;0.1599;
368761668360305;-0.4037;0.0305;0.1354;
368761678469368;-0.5369;-0.0004;0.1407;
368761688572024;-0.4953;0.0305;0.1642;
368761698674680;-0.3707;0.0806;0.1578;
368761708783118;-0.4591;0.0379;0.1226;
368761718885774;-0.7967;-0.0558;0.1024;
368761728988430;-1.0193;-0.0707;0.1173;
368761739101243;-0.8744;0.0177;0.1099;
368761749203899;-0.6455;0.1178;0.0811;
368761759306555;-0.6561;0.1498;0.0502;
368761769409159;-0.7498;0.1551;-0.0072;
368761779511816;-0.9841;0.1274;0.0450;
368761789614472;-1.0033;0.1136;0.0248;
368761799726868;-0.7019;0.1008;0.0280;
368761809829524;-0.4517;0.1083;0.0459;
368761819932180;-0.2312;0.1274;0.0502;
368761830040514;-0.1491;0.1487;0.0523;
368761840143170;-0.0522;0.1636;0.0662;
368761850245826;0.0862;0.1115;0.0768;
368761860366764;0.2012;0.0252;0.0822;
368761870469420;0.3951;0.0571;0.1024;
368761880572076;0.3972;0.0827;0.0619;
368761890663118;0.3663;0.1136;0.0566;
368761900765722;0.3525;0.2244;0.0248;
368761910868430;0.3674;0.1807;0.0226;
368761920978847;0.3897;0.1093;0.0322;
368761931081503;0.4355;0.0784;0.0481;
368761941184159;0.5346;0.1221;0.1237;
368761951292701;0.5643;0.3382;0.2025;
368761961395357;0.4110;0.3968;0.1365;
368761971497961;0.4355;0.2414;0.0917;
368761981605618;0.4600;0.1807;0.0386;
368761991708274;0.5814;0.2881;0.0470;
368762001810930;0.7177;0.3158;0.1013;
368762011921868;0.8402;0.2892;0.0832;
368762022024524;0.8988;0.2583;0.0513;
368762032127180;0.8700;0.2871;0.0067;
368762042236243;0.7987;0.2988;-0.0498;
368762052338847;0.6602;0.1466;-0.0828;
368762062441555;0.5080;0.0582;0.0577;
368762072541034;0.3216;0.0827;0.2984;
368762082643691;0.0734;0.0113;0.3527;
368762092746347;-0.1864;-0.0217;0.2409;
368762102867076;-0.4932;0.0241;0.1429;
368762112969732;-0.8052;0.0284;0.0099;
368762123072389;-1.0310;0.0593;-0.0807;
368762133182805;-1.2036;-0.0185;0.0120;
368762143285461;-1.2801;-0.1314;0.0960;
368762153388118;-1.3302;-0.1272;0.0971;
368762163484368;-1.3515;-0.0846;-0.0051;
368762173587024;-1.2727;-0.0899;-0.0743;
368762183689680;-1.1940;-0.0558;-0.0200;
368762193796764;-1.0630;-0.0366;0.0429;
368762203899420;-0.9000;-0.1027;0.0811;
368762214002076;-0.8734;-0.1644;0.1045;
368762224115097;-0.8766;-0.1133;0.0375;
368762234217753;-0.9128;0.0869;-0.0200;
368762244320409;-1.0086;0.1338;-0.0711;
368762254420097;-0.9959;0.0049;-0.1105;
368762264522753;-1.0417;-0.0377;-0.1073;
368762274625357;-1.1322;0.0454;-0.1318;
368762284802649;-1.1631;0.0507;-0.1904;
368762294905305;-1.1226;0.0933;-0.2437;
368762305007961;-1.1940;0.1498;-0.2788;
368762315047493;-1.1493;0.1264;-0.2692;
368762325150097;-1.0832;0.1306;-0.3150;
368762335252805;-1.0630;0.0316;-0.3555;
368762345379889;-0.9522;-0.1091;-0.3843;
368762355482545;-0.8510;-0.1293;-0.3843;
368762365585201;-0.8052;-0.2731;-0.4056;
368762375718482;-0.6603;-0.2859;-0.4013;
368762385821139;-0.5497;-0.0782;-0.3704;
368762395923795;-0.3856;0.0529;-0.3470;
368762406023482;-0.3302;0.2126;-0.2991;
368762416128014;-0.2855;0.3489;-0.2820;
368762426232493;-0.1289;0.2190;-0.3118;
368762436322128;0.0393;0.1040;-0.3257;
368762446426659;-0.0799;0.0678;-0.3513;
368762456531139;-0.2844;0.0593;-0.3491;
368762466629941;-0.3345;0.0017;-0.4056;
368762476734472;-0.2929;-0.1122;-0.4290;
368762486838951;-0.2418;-0.0238;-0.3917;
368762496944420;-0.3004;-0.0664;-0.3502;
368762507048951;-0.2940;-0.1272;-0.3555;
368762517153430;-0.2578;-0.0473;-0.3917;
368762527263274;-0.3270;0.0113;-0.3736;
368762537367805;-0.2706;0.0198;-0.3683;
368762547472284;-0.1587;0.0177;-0.3268;
368762557586399;-0.0969;0.1317;-0.2660;
368762567690930;-0.1694;0.1391;-0.2735;
368762577795409;-0.0490;0.1040;-0.2852;
368762587892701;0.0585;0.0838;-0.2330;
368762597997232;0.1352;0.0656;-0.1872;
368762608101711;0.3088;0.0603;-0.1957;
368762618206399;0.3759;0.0507;-0.1371;
368762628310930;0.5186;-0.0973;-0.0828;
368762638415409;0.4952;-0.3370;-0.0594;
368762648518899;0.5538;-0.2337;-0.0093;
368762658623430;0.4920;-0.0132;0.1226;
368762668727909;0.5506;0.0092;0.1152;
368762678833899;0.6719;0.0710;0.0917;
368762688938430;0.6133;0.2340;0.1450;
368762699042909;0.4153;0.4991;0.1514;
368762709146920;0.3844;0.2414;0.2185;
368762719251451;0.5750;-0.3296;0.3517;
368762729355930;0.4931;-0.3487;0.4113;
368762739460357;-0.0033;0.0688;0.3826;
368762749564889;-0.2887;0.1210;0.3154;
368762759669368;-0.2237;-0.0228;0.2846;
368762769776451;-0.3281;0.0241;0.2174;
368762779880982;-0.5518;0.1945;0.1471;
368762789985461;-0.7477;0.1839;0.0949;
368762800084055;-0.6784;0.0071;0.0365;
368762810188586;-0.6509;0.0891;-0.0019;
368762820293066;-0.8265;0.1679;-0.0232;
368762830410982;-0.8190;0.0358;-0.0146;
368762840515514;-0.6763;0.0177;-0.0626;
368762850619993;-0.6699;0.0646;-0.0903;
368762860719941;-0.6752;0.0774;-0.0967;
368762870824472;-0.5422;0.0997;-0.1286;
368762880928951;-0.4378;-0.0036;-0.1041;
368762891032232;-0.3654;-0.1644;-0.1467;
368762901136764;-0.3164;-0.1527;-0.1734;
368762911241243;-0.4282;-0.0995;-0.1542;
368762921339524;-0.5539;-0.0569;-0.1308;
368762931444055;-0.5848;0.1019;-0.0988;
368762941548534;-0.6614;0.1455;-0.1371;
368762951656920;-0.6391;0.2169;-0.2000;
368762961761451;-0.5848;0.2764;-0.1723;
368762971865930;-0.4783;0.0316;-0.0605;
368762981974732;-0.3760;-0.1336;-0.0072;
368762992079264;-0.3963;-0.1708;0.0694;
368763002183743;-0.4101;-0.2465;0.1205;
368763012302753;-0.4090;-0.3338;0.0758;
368763022407232;-0.4261;-0.4029;0.0523;
368763032511764;-0.4804;-0.2230;0.0386;
368763042600149;-0.5422;-0.0036;0.0056;
368763052704680;-0.6082;0.1935;-0.0402;
368763062809159;-0.7114;0.1615;-0.1126;
368763072926607;-0.6976;0.1051;-0.1915;
368763083031139;-0.7008;0.1594;-0.2383;
368763093135618;-0.7999;0.1860;-0.2831;
368763103229889;-0.8297;0.1296;-0.3236;
368763113334420;-0.7402;0.0092;-0.3523;
368763123438899;-0.6688;-0.0547;-0.3939;
368763133561191;-0.6029;-0.0856;-0.4035;
368763143665670;-0.5177;-0.1293;-0.4098;
368763153770201;-0.4101;-0.1378;-0.4333;
368763163856711;-0.3941;-0.1165;-0.4162;
368763173961243;-0.4101;-0.0483;-0.4322;
368763184065722;-0.3952;-0.0057;-0.4290;
368763194189732;-0.4037;0.0561;-0.4216;
368763204294211;-0.3707;0.0933;-0.4333;
368763214398743;-0.3260;0.1519;-0.4557;
368763224472441;-0.2983;0.1541;-0.4397;
368763234576972;-0.2312;0.0955;-0.4450;
368763244681503;-0.0980;0.0529;-0.4269;
368763254816920;0.0169;0.0305;-0.4343;
368763264921399;0.1575;-0.0196;-0.3885;
368763275025930;0.2246;-0.0696;-0.3374;
368763285138066;0.3035;-0.1293;-0.2937;
368763295242545;0.4590;-0.2081;-0.2352;
368763305347076;0.5069;-0.1708;-0.2053;
368763315428066;0.4206;-0.3083;-0.1563;
368763325532597;0.6069;-0.4455;-0.0967;
368763335637076;0.8764;-0.1612;-0.1063;
368763345733691;0.8700;0.1466;-0.1190;
368763355838222;0.5696;0.1189;-0.0072;
368763365942701;0.4696;0.0603;0.1109;
368763376061607;0.6719;0.1221;0.1365;
368763386166139;0.7134;0.1903;0.1120;
368763396270618;0.5016;0.2222;0.1546;
368763406403639;0.2800;0.0518;0.2345;
368763416508430;0.1937;-0.1719;0.2696;
368763426613222;0.1575;-0.1911;0.2760;
368763436688326;0.0308;-0.1218;0.2473;
368763446793118;-0.0863;-0.1431;0.2089;
368763456897909;-0.0937;-0.1900;0.1972;
368763467003326;-0.0895;-0.0632;0.1631;
368763477108170;-0.1928;0.1594;0.1471;
368763487212909;-0.2748;0.1722;0.1663;
368763497317909;-0.2652;0.1093;0.1695;
368763507422701;-0.2631;0.1679;0.1237;
368763517527493;-0.3643;0.1338;0.0726;
368763527632701;-0.4453;0.0188;0.0523;
368763537737441;-0.4122;0.3425;-0.0221;
368763547842284;-0.4687;0.3467;-0.0828;
368763557948691;-0.5017;-0.4999;-0.0008;
368763568053430;-0.4421;-0.3933;0.0088;
368763578158274;-0.4037;-0.1250;-0.0104;
368763588261399;-0.4304;-0.2284;-0.0115;
368763598366191;-0.4410;-0.2571;-0.0210;
368763608470982;-0.3845;-0.1804;-0.0349;
368763618574941;-0.3696;0.0220;-0.0573;
368763628679680;-0.3505;0.0316;-0.0668;
368763638784524;-0.3185;0.0124;-0.1031;
368763648888326;-0.3206;0.1850;-0.1819;
368763658993118;-0.2706;0.1573;-0.2106;
368763669097961;-0.2162;0.0071;-0.2085;
368763679201868;-0.1683;-0.0356;-0.1979;
368763689306659;-0.1481;-0.1421;-0.2021;
368763699411503;-0.1374;-0.1911;-0.2245;
