Sensor: bmi160 Gyroscope Non-wakeup
Vendor: BOSCH
TimestampGyro [ns]; GyroX [rad/s]; GyroY [rad/s]; GyroZ [rad/s]
688937684801556;-0.0092;0.0019;-0.0132;
688937689843743;-0.0060;0.0008;-0.0153;
688937694888639;-0.0049;-0.0013;-0.0111;
688937699959264;-0.0028;0.0008;-0.0111;
688937705001452;-0.0007;0.0008;-0.0121;
688937710067233;0.0004;0.0008;-0.0142;
688937715124681;0.0004;-0.0003;-0.0121;
688937720177389;0.0015;0.0008;-0.0142;
688937725213014;-0.0007;0.0029;-0.0132;
688937730286348;-0.0017;0.0029;-0.0153;
688937735339733;-0.0049;0.0029;-0.0164;
688937740412337;-0.0092;0.0051;-0.0164;
688937745469108;-0.0113;0.0051;-0.0164;
688937750506608;-0.0145;0.0040;-0.0185;
688937755557285;-0.0188;0.0040;-0.0196;
688937760615775;-0.0230;0.0040;-0.0206;
688937765669629;-0.0220;0.0029;-0.0206;
688937770723483;-0.0262;0.0008;-0.0217;
688937775775775;-0.0305;0.0019;-0.0228;
688937780831608;-0.0316;0.0019;-0.0217;
688937785891868;-0.0337;0.0008;-0.0217;
688937790942077;-0.0401;0.0040;-0.0206;
688937796000775;-0.0401;0.0029;-0.0217;
688937801051087;-0.0497;0.0040;-0.0217;
688937806104212;-0.0582;0.0040;-0.0249;
688937811162233;-0.0656;0.0072;-0.0238;
688937816216868;-0.0774;0.0040;-0.0228;
688937821269212;-0.0901;0.0051;-0.0260;
688937826281191;-0.0987;0.0072;-0.0270;
688937831357493;-0.1019;0.0061;-0.0260;
688937836449993;-0.1061;0.0040;-0.0281;
688937841502129;-0.1061;0.0040;-0.0249;
688937846548170;-0.1029;0.0008;-0.0249;
688937851610827;-0.0997;0.0019;-0.0260;
688937856645150;-0.0965;0.0019;-0.0260;
688937861711712;-0.0891;0.0029;-0.0260;
688937866737754;-0.0806;0.0029;-0.0228;
688937871819108;-0.0720;0.0019;-0.0206;
688937876873535;-0.0635;-0.0003;-0.0217;
688937881929368;-0.0603;0.0019;-0.0206;
688937886983535;-0.0561;0.0019;-0.0174;
688937892042285;-0.0529;0.0019;-0.0164;
688937897080150;-0.0518;0.0040;-0.0153;
688937902146191;-0.0529;0.0040;-0.0142;
688937907223379;-0.0539;0.0029;-0.0142;
688937912254368;-0.0571;0.0029;-0.0132;
688937917297754;-0.0656;0.0040;-0.0132;
688937922363535;-0.0774;0.0019;-0.0132;
688937927408066;-0.0891;0.0040;-0.0153;
688937932474837;-0.1019;0.0029;-0.0142;
688937937518170;-0.1146;0.0040;-0.0164;
688937942590670;-0.1210;0.0051;-0.0164;
688937947648431;-0.1274;0.0040;-0.0153;
688937952694993;-0.1328;0.0029;-0.0174;
688937957731973;-0.1317;0.0040;-0.0164;
688937962804629;-0.1274;0.0040;-0.0153;
688937967853795;-0.1242;0.0029;-0.0142;
688937972911608;-0.1157;0.0040;-0.0132;
688937977998379;-0.1104;0.0051;-0.0142;
688937983021816;-0.1019;0.0061;-0.0121;
688937988070306;-0.0944;0.0040;-0.0079;
688937993130254;-0.0891;0.0040;-0.0079;
688937998187025;-0.0859;0.0051;-0.0089;
688938003239941;-0.0806;0.0040;-0.0079;
688938008306295;-0.0816;0.0040;-0.0068;
688938013347858;-0.0795;0.0051;-0.0068;
688938018424629;-0.0806;0.0019;-0.0068;
688938023482806;-0.0827;0.0019;-0.0057;
688938028522962;-0.0838;0.0019;-0.0068;
688938033569368;-0.0869;0.0029;-0.0057;
688938038659681;-0.0912;0.0040;-0.0036;
688938043687389;-0.0933;0.0040;-0.0047;
688938048729160;-0.0955;0.0040;-0.0036;
688938053790670;-0.0987;0.0040;-0.0036;
688938058844004;-0.1008;0.0061;-0.0025;
688938063898691;-0.1040;0.0051;-0.0047;
688938068962806;-0.1072;0.0061;-0.0068;
688938074014160;-0.1125;0.0040;-0.0047;
688938079099004;-0.1157;0.0008;-0.0068;
688938084119837;-0.1200;0.0019;-0.0057;
688938089189785;-0.1232;0.0040;-0.0057;
688938094231816;-0.1221;0.0040;-0.0068;
688938099300827;-0.1221;0.0019;-0.0047;
688938104342754;-0.1210;0.0019;-0.0068;
688938109379212;-0.1210;0.0019;-0.0047;
688938114452545;-0.1178;0.0008;-0.0036;
688938119487129;-0.1136;0.0008;-0.0047;
688938124557545;-0.1051;0.0051;-0.0047;
688938129609733;-0.0965;0.0029;-0.0047;
688938134668795;-0.0912;0.0019;-0.0057;
688938139716452;-0.0848;0.0019;-0.0047;
688938144778483;-0.0838;0.0008;-0.0068;
688938149844577;-0.0838;0.0019;-0.0068;
688938154891816;-0.0848;0.0019;-0.0068;
688938159947858;-0.0880;0.0019;-0.0079;
688938165000202;-0.0901;0.0040;-0.0089;
688938170057129;-0.0944;0.0019;-0.0089;
688938175108691;-0.1029;0.0019;-0.0089;
688938180147233;-0.1104;0.0029;-0.0121;
688938185205045;-0.1168;0.0029;-0.0142;
688938190276295;-0.1242;0.0029;-0.0132;
688938195330566;-0.1285;0.0040;-0.0153;
688938200365150;-0.1317;0.0051;-0.0142;
688938205439941;-0.1317;0.0051;-0.0164;
688938210495254;-0.1328;0.0061;-0.0164;
688938215549525;-0.1296;0.0040;-0.0185;
688938220602025;-0.1285;0.0040;-0.0206;
688938225662441;-0.1296;0.0051;-0.0185;
688938230712233;-0.1285;0.0061;-0.0174;
688938235766608;-0.1317;0.0051;-0.0185;
688938240820670;-0.1338;0.0040;-0.0196;
688938245889629;-0.1370;0.0040;-0.0228;
688938250934525;-0.1402;0.0040;-0.0228;
688938255989212;-0.1455;0.0029;-0.0249;
688938261044316;-0.1487;0.0019;-0.0238;
688938266083014;-0.1530;0.0019;-0.0270;
688938271149108;-0.1605;0.0029;-0.0292;
688938276204212;-0.1605;0.0040;-0.0281;
688938281261504;-0.1605;0.0040;-0.0270;
688938286313483;-0.1626;0.0040;-0.0292;
688938291356295;-0.1636;0.0051;-0.0270;
688938296419941;-0.1647;0.0040;-0.0270;
688938301481191;-0.1647;0.0040;-0.0281;
688938306533848;-0.1605;0.0061;-0.0260;
688938311584525;-0.1573;0.0061;-0.0281;
688938316648535;-0.1530;0.0061;-0.0260;
688938321701452;-0.1498;0.0061;-0.0260;
688938326773275;-0.1455;0.0072;-0.0260;
688938331810670;-0.1381;0.0072;-0.0260;
688938336863483;-0.1328;0.0051;-0.0249;
688938341925045;-0.1221;0.0051;-0.0206;
688938346961973;-0.1115;0.0029;-0.0174;
688938352028483;-0.0965;0.0008;-0.0153;
688938357110879;-0.0806;0.0008;-0.0111;
688938362136816;-0.0603;-0.0013;-0.0089;
688938367177962;-0.0422;-0.0024;-0.0057;
688938372247858;-0.0241;-0.0035;-0.0036;
688938377287233;-0.0049;-0.0024;0.0007;
688938382356504;0.0121;-0.0045;0.0039;
688938387419264;0.0153;-0.0045;0.0060;
688938392463795;-0.0017;-0.0067;0.0060;
688938397504941;-0.0092;-0.0045;0.0081;
688938402572337;0.0057;-0.0045;0.0092;
688938407614316;0.0068;-0.0035;0.0113;
688938412682858;-0.0039;-0.0035;0.0124;
688938417729212;-0.0103;-0.0035;0.0145;
688938422793483;-0.0039;-0.0035;0.0166;
688938427876556;-0.0007;-0.0024;0.0177;
688938432904837;-0.0081;-0.0035;0.0198;
688938437965670;-0.0081;-0.0045;0.0209;
688938443009525;-0.0049;-0.0024;0.0209;
688938448056816;-0.0049;-0.0013;0.0220;
688938453120670;-0.0092;-0.0013;0.0209;
688938458174108;-0.0092;-0.0013;0.0230;
688938463230983;-0.0060;-0.0024;0.0209;
688938468287025;-0.0060;-0.0056;0.0198;
