TimestampGNSS [ns]; UTC time [ms]; Lat [deg]; Lon [deg]; Height [m]; Speed [m/s]; Heading [deg]; Hor Acc [m]; Vert Acc [m]; Speed Acc [m/s]; Heading Acc [deg]
688941168744248;1630096695000;40.244714160000;-111.641282430000;1358.8826;0.2400;172.5000;10.20931530;13.83349228;1.12507772;91.37435150;
688942168743831;1630096696000;40.244711860000;-111.641356550000;1372.6560;0.9900;173.0000;6.25504732;8.54251289;1.17136669;53.80953979;
688943168744143;1630096697000;40.244691800000;-111.641369630000;1378.1523;2.1900;154.0000;4.46022940;6.90778875;0.45486262;7.60231400;
688944168743987;1630096698000;40.244670430000;-111.641360680000;1379.4620;2.5300;164.7000;3.81634212;5.94512892;0.45803931;6.88649416;
688945168743675;1630096699000;40.244641380000;-111.641366100000;1379.4607;3.6300;188.9000;3.79009247;5.07809258;0.28600699;3.07667398;
688946168743049;1630096700000;40.244606820000;-111.641368630000;1379.6138;3.7500;181.2000;3.79009247;4.55864191;0.30000001;3.17094350;
688947168743935;1630096701000;40.244567520000;-111.641369740000;1380.5173;4.4700;178.5000;3.79009247;4.03852177;0.29206163;2.60115790;
688948168743935;1630096702000;40.244524970000;-111.641366490000;1380.5918;4.8000;177.0000;3.79009247;3.46763492;0.08062258;0.59282225;
688949168743883;1630096703000;40.244476990000;-111.641364440000;1381.5857;5.3100;178.9000;3.79009247;3.11838698;0.08062258;0.52100593;
688950168744091;1630096704000;40.244429810000;-111.641362190000;1381.9420;5.6600;176.9000;3.79009247;2.97065806;0.07211103;0.49785420;
688951168743518;1630096705000;40.244382270000;-111.641356910000;1382.4474;5.3400;175.7000;3.79009247;2.99477696;0.68796802;7.06747055;
688952168743726;1630096706000;40.244331420000;-111.641353110000;1382.4449;5.6300;176.2000;3.79009247;3.08172250;1.35484314;13.35331726;
688953168743778;1630096707000;40.244275680000;-111.641365130000;1382.2637;6.1700;181.0000;3.79009247;3.24970937;0.99639350;8.27030849;
688954168744040;1630096708000;40.244207760000;-111.641360990000;1381.4192;6.6400;179.0000;3.79009247;2.94784951;0.35805029;2.12032771;
688955168743779;1630096709000;40.244150750000;-111.641368590000;1381.0964;6.1300;183.1000;3.79009247;2.92500496;0.69339746;6.21455240;
688956168743675;1630096710000;40.244088380000;-111.641365320000;1380.8276;6.6200;178.4000;3.79009247;2.82157564;0.84403789;6.64944363;
688957168743571;1630096711000;40.244029930000;-111.641366400000;1381.8649;6.4600;179.8000;3.79009247;2.69913483;0.42011902;2.59416437;
688958168743258;1630096712000;40.243969540000;-111.641365710000;1381.1160;6.5600;178.8000;3.79009247;2.68299413;0.28600699;1.72863817;
688959168743518;1630096713000;40.243912650000;-111.641358860000;1380.9303;6.3400;180.0000;3.79009247;2.63068986;0.26627055;1.53354919;
688960168743675;1630096714000;40.243850370000;-111.641358840000;1380.9672;6.4800;179.1000;3.79009247;2.50000000;1.13017702;7.97405386;
688961168743831;1630096715000;40.243790820000;-111.641352370000;1380.5880;6.6200;178.1000;3.79009247;2.50000000;1.11646760;7.74901342;
688962168743778;1630096716000;40.243725670000;-111.641344960000;1380.8883;6.8300;178.2000;3.79009247;2.50000000;0.08062258;0.46713665;
688963168743779;1630096717000;40.243661010000;-111.641345550000;1380.6521;6.7200;179.5000;3.79009247;2.50000000;0.08602326;0.52986592;
688964168743258;1630096718000;40.243598990000;-111.641349910000;1380.7891;6.8600;176.7000;3.79009247;2.50000000;0.99864906;3.08628297;
688965168743935;1630096719000;40.243537310000;-111.641347150000;1380.7286;6.8700;180.1000;3.79009247;2.50000000;1.04009616;5.64212942;
688966168743726;1630096720000;40.243472650000;-111.641349510000;1380.3760;6.7700;184.8000;3.79009247;2.50000000;1.09931803;5.88023043;
