Sensor: mmc5603x Magnetometer Non-wakeup
Vendor: memsic
TimestampMag [ns]; MagX [uT]; MagY [uT]; MagZ [uT]
688937726788795;37.4418;2.7328;23.3752;
688937736788795;37.4418;2.7328;23.3752;
688937748166712;37.6370;2.7206;23.1922;
688937758166712;37.6004;2.6474;23.3142;
688937768166712;37.6492;2.6718;23.2410;
688937778166712;37.5760;2.6718;23.2898;
688937788166712;37.3930;2.6840;23.3752;
688937798166712;37.1978;2.6718;23.5338;
688937808166712;36.9416;2.6474;23.7656;
688937818166712;36.8074;2.5986;23.8876;
688937828166712;36.6244;2.5254;24.1438;
688937838166712;36.5268;2.5254;24.1072;
688937848166712;36.3804;2.4888;24.3024;
688937858166712;36.1852;2.4522;24.4488;
688937868166712;36.2584;2.4278;24.3756;
688937878166712;36.4170;2.3668;24.2902;
688937888166712;36.6366;2.3424;24.2292;
688937898166712;36.7220;2.3180;24.2170;
688937908166712;36.7952;2.3180;24.1682;
688937918166712;36.7342;2.2814;24.4244;
688937928166712;36.6366;2.2448;24.5098;
688937938166712;36.7464;2.1960;24.5708;
688937948166712;36.7708;2.1228;24.7172;
688937958166712;36.6976;2.0984;24.9124;
688937968166712;36.6854;2.0984;24.9124;
688937978166712;36.6244;2.0618;25.0344;
688937988166712;36.5390;2.0374;25.2052;
688937998166712;36.5390;2.0130;25.3272;
688938008166712;36.5878;1.9886;25.4370;
688938018166712;36.5024;1.9154;25.5712;
688938028166712;36.4658;1.8300;25.7298;
688938038166712;36.4658;1.8178;25.8396;
688938048166712;36.4292;1.7934;25.9372;
688938058166712;36.4536;1.7934;26.0470;
688938068166712;36.5268;1.7690;25.9982;
688938078166712;36.6732;1.6958;25.8640;
688938088166712;36.7586;1.6836;25.9494;
688938098166712;36.7708;1.5738;26.2300;
688938108166712;36.8562;1.6226;26.2300;
688938118166712;36.8806;1.5982;26.2178;
688938128166712;36.8196;1.5372;26.3764;
688938138166712;36.7830;1.4884;26.4496;
688938148166712;36.6732;1.4640;26.6448;
688938158166712;36.5024;1.4274;26.9132;
688938168166712;36.3194;1.3542;27.0962;
688938178166712;36.2218;1.2566;27.2914;
688938188166712;36.1120;1.1956;27.4744;
688938198166712;36.1242;1.1224;27.5842;
688938208166712;36.1242;1.0492;27.7916;
688938218166712;36.0022;1.0004;27.9746;
688938228166712;36.0022;0.9272;28.1820;
688938238166712;36.0144;0.9394;28.2674;
688938248166712;36.0022;0.9028;28.3772;
688938258166712;35.9168;0.8662;28.5846;
688938268166712;35.8314;0.8296;28.7188;
688938278166712;35.7460;0.8418;28.8286;
688938288166712;35.7094;0.8784;28.7554;
688938298166712;35.7460;0.8418;28.7066;
688938308166712;35.7948;0.8174;28.6090;
688938318166712;35.7948;0.7564;28.5602;
688938328166712;35.9046;0.7198;28.3894;
688938338166712;36.0876;0.7320;28.1820;
688938348166712;36.0998;0.6954;28.1698;
688938358166712;36.1730;0.6710;28.2064;
688938368166712;36.1974;0.6222;28.3040;
688938378166712;36.2828;0.6100;28.2796;
688938388166712;36.2950;0.6222;28.4016;
688938398166712;36.1974;0.6222;28.5846;
688938408166712;36.1120;0.6100;28.7310;
688938418166712;36.0388;0.6710;28.8286;
688938428166712;35.9900;0.6832;28.9384;
688938438166712;35.8802;0.6710;29.0482;
688938448166712;35.8436;0.6100;29.0970;
688938458166712;35.6362;0.5612;29.3776;
688938468166712;35.4532;0.4880;29.5118;
688938478166712;35.3922;0.4148;29.6094;
688938488166712;35.3678;0.4758;29.6582;
688938498166712;35.2580;0.3782;29.7680;
688938508166712;35.2824;0.3538;29.8412;
688938518166712;35.2092;0.3172;29.9510;
688938528166712;35.0506;0.3416;30.1828;
688938538166712;35.1360;0.3904;30.1462;
688938548166712;35.1116;0.4636;30.2194;
688938558166712;35.0872;0.5490;30.2682;
688938568166712;35.0262;0.5490;30.4268;
688938578166712;35.0628;0.5856;30.4268;
688938588166712;34.9408;0.6222;30.4634;
688938598166712;34.9530;0.6466;30.4512;
688938608166712;35.0750;0.6832;30.2804;
688938618166712;35.0262;0.6344;30.2682;
688938628166712;35.0872;0.5978;30.2194;
688938638166712;35.1238;0.6100;30.0974;
688938648166712;35.3190;0.5612;29.7680;
688938658166712;35.4288;0.6100;29.6704;
688938668166712;35.5630;0.5856;29.4630;
688938678166712;35.6972;0.5978;29.2434;
688938688166712;35.7338;0.5612;29.1214;
688938698166712;35.8802;0.5612;28.9628;
688938708166712;36.0022;0.5490;28.8164;
688938718166712;36.1242;0.5002;28.7554;
688938728166712;36.0998;0.5124;28.8164;
688938738166712;36.1242;0.4758;28.8042;
688938748166712;36.1730;0.4636;28.8042;
688938758166712;36.2340;0.4270;28.8042;
688938768166712;36.3438;0.4148;28.7066;
688938778166712;36.4170;0.4270;28.6700;
688938788166712;36.5756;0.3904;28.4748;
688938798166712;36.6488;0.4026;28.4016;
688938808166712;36.6366;0.3538;28.3772;
688938818166712;36.5512;0.3538;28.3894;
688938828166712;36.5634;0.3416;28.4138;
688938838166712;36.4658;0.3538;28.5358;
688938848166712;36.4170;0.3538;28.5358;
688938858166712;36.2828;0.3050;28.6456;
688938868166712;36.0632;0.3050;28.8286;
688938878166712;35.9168;0.2806;28.9628;
688938888166712;35.8802;0.2684;29.0360;
