Sensor: bmi160 Accelerometer Non-wakeup
Vendor: BOSCH
TimestampAcc [ns]; AccX [m/s^2]; AccY [m/s^2]; AccZ [m/s^2]
1456463527168250;-9.4214;-1.2060;-2.3471;
1456463537296115;-9.4478;-1.2299;-2.3806;
1456463547407573;-9.4358;-1.2084;-2.3710;
1456463557529032;-9.3712;-1.2179;-2.3228;
1456463567628511;-9.4095;-1.2108;-2.3351;
1456463577749969;-9.4358;-1.1749;-2.3375;
1456463587813667;-9.4071;-1.1533;-2.3495;
1456463597944500;-9.4286;-1.0980;-2.3949;
1456463608053198;-9.4143;-1.1052;-2.3662;
1456463618158198;-9.3951;-1.0597;-2.3303;
1456463628262990;-9.4286;-1.0023;-2.3133;
1456463638362625;-9.4190;-0.9712;-2.2941;
1456463648445334;-9.4095;-0.9449;-2.3276;
1456463658567782;-9.4167;-0.9185;-2.3423;
1456463668662886;-9.3975;-0.9329;-2.3471;
1456463678764605;-9.3951;-0.9520;-2.3276;
1456463688874032;-9.4071;-0.9353;-2.3109;
1456463698977313;-9.4238;-0.9664;-2.2893;
1456463709080177;-9.4190;-0.9616;-2.3013;
1456463719184032;-9.4119;-0.9497;-2.3228;
1456463729290490;-9.4143;-0.9401;-2.3204;
1456463739393250;-9.4047;-0.9664;-2.2917;
1456463749500802;-9.4214;-0.9640;-2.3351;
1456463759607365;-9.4095;-0.9281;-2.3351;
1456463769709865;-9.3927;-0.8779;-2.3614;
1456463779813094;-9.4071;-0.8874;-2.3037;
1456463789920490;-9.4071;-0.8850;-2.2989;
1456463800023719;-9.3855;-0.9257;-2.2630;
1456463810131323;-9.3903;-0.9281;-2.2798;
1456463820235646;-9.4262;-0.9401;-2.3495;
1456463830337052;-9.4071;-0.9855;-2.3133;
1456463840453042;-9.4071;-0.9879;-2.3157;
1456463850546948;-9.4190;-0.9784;-2.2678;
1456463860657261;-9.4406;-1.0262;-2.2223;
1456463870760386;-9.4406;-1.0454;-2.2439;
1456463880861115;-9.4095;-1.0430;-2.2534;
1456463890969344;-9.4119;-1.0597;-2.3228;
1456463901088094;-9.4190;-1.0956;-2.3157;
1456463911183094;-9.4334;-1.1219;-2.3157;
1456463921286740;-9.4382;-1.1171;-2.3061;
1456463931391115;-9.4167;-1.0908;-2.2750;
1456463941487521;-9.4286;-1.0573;-2.2869;
1456463951596427;-9.3855;-1.0310;-2.2798;
1456463961706219;-9.3951;-1.0023;-2.3037;
1456463971809188;-9.4119;-1.0071;-2.3303;
1456463981915438;-9.4071;-0.9975;-2.3375;
1456463992018198;-9.3903;-1.0023;-2.3542;
1456464002124448;-9.3903;-0.9688;-2.3734;
1456464012231948;-9.4047;-0.9592;-2.3734;
1456464022334136;-9.4143;-0.9688;-2.3590;
1456464032432990;-9.3879;-0.9329;-2.3542;
1456464042570594;-9.3927;-0.9520;-2.3542;
1456464052640907;-9.3855;-0.9449;-2.3471;
1456464062748094;-9.3784;-0.9329;-2.3686;
1456464072851688;-9.4167;-0.9209;-2.3518;
1456464082954500;-9.4262;-0.9257;-2.3423;
1456464093065125;-9.4334;-0.9449;-2.3228;
1456464103193667;-9.4047;-0.9664;-2.3303;
1456464113271063;-9.3999;-0.9449;-2.3614;
1456464123382313;-9.3999;-0.9544;-2.3157;
1456464133481740;-9.3975;-0.9736;-2.3375;
1456464143577886;-9.3855;-0.9640;-2.3518;
1456464153718146;-9.4047;-0.9544;-2.3495;
1456464163838719;-9.4238;-0.9473;-2.3133;
1456464173921896;-9.4023;-0.9305;-2.2941;
1456464184011636;-9.4143;-0.9497;-2.2822;
1456464194128302;-9.4262;-0.9760;-2.2750;
1456464204253250;-9.4310;-0.9401;-2.3085;
1456464214316167;-9.4334;-0.9257;-2.3252;
1456464224425177;-9.4095;-0.9377;-2.3925;
1456464234527990;-9.3903;-0.9209;-2.4093;
1456464244645386;-9.3832;-0.9185;-2.3614;
1456464254765959;-9.3975;-0.9329;-2.3061;
1456464264859552;-9.4190;-0.9138;-2.2798;
1456464274962990;-9.4214;-0.8898;-2.2845;
1456464285055438;-9.4286;-0.9018;-2.3566;
1456464295183667;-9.4167;-0.9329;-2.3901;
1456464305298302;-9.4095;-0.9305;-2.4308;
1456464315381844;-9.3951;-0.9497;-2.4021;
1456464325494969;-9.3999;-0.9090;-2.3399;
1456464335587990;-9.4262;-0.8608;-2.2463;
1456464345686844;-9.4358;-0.8970;-2.1984;
1456464355811115;-9.4502;-0.9138;-2.2152;
1456464365908719;-9.4071;-0.9114;-2.3252;
1456464376018355;-9.3999;-0.9185;-2.4284;
1456464386119344;-9.4023;-0.9042;-2.4284;
1456464396229552;-9.4334;-0.8707;-2.3495;
1456464406326844;-9.4214;-0.8225;-2.2989;
1456464416432052;-9.4095;-0.8106;-2.2534;
1456464426543511;-9.4047;-0.8707;-2.2487;
1456464436647469;-9.3903;-0.8297;-2.3085;
1456464446754136;-9.3975;-0.8201;-2.3327;
1456464456880542;-9.4095;-0.8417;-2.3447;
1456464466977105;-9.4262;-0.8898;-2.3495;
1456464477056011;-9.4262;-0.9568;-2.3276;
1456464487180855;-9.3951;-0.9712;-2.3375;
1456464497279657;-9.3832;-0.9879;-2.3399;
1456464507378927;-9.4071;-0.9568;-2.3471;
1456464517489605;-9.4430;-0.9425;-2.3638;
1456464527575282;-9.3975;-0.9688;-2.3590;
1456464537690802;-9.4071;-0.9879;-2.3758;
1456464547793927;-9.4095;-0.9664;-2.3351;
1456464557901844;-9.4214;-1.0071;-2.2989;
1456464568007886;-9.4047;-0.9975;-2.3351;
