Sensor: bmi160 Accelerometer Non-wakeup
Vendor: BOSCH
TimestampAcc [ns]; AccX [m/s^2]; AccY [m/s^2]; AccZ [m/s^2]
2670108142510456;-9.4645;0.8399;-2.3758;
2670108152636550;-9.4884;0.8183;-2.3662;
2670108162740769;-9.4860;0.7920;-2.3590;
2670108172818581;-9.4573;0.8016;-2.3877;
2670108182960821;-9.4549;0.8136;-2.3925;
2670108193038633;-9.4597;0.7968;-2.3997;
2670108203194310;-9.4573;0.8064;-2.3997;
2670108213289050;-9.4597;0.8375;-2.4045;
2670108223384206;-9.4693;0.8423;-2.3662;
2670108233480300;-9.4645;0.8447;-2.3853;
2670108243606498;-9.4525;0.8782;-2.4188;
2670108253708008;-9.4502;0.8973;-2.3566;
2670108263827019;-9.4741;0.9069;-2.3252;
2670108273908894;-9.4669;0.9021;-2.3375;
2670108284028477;-9.4478;0.9165;-2.3276;
2670108294119935;-9.4454;0.9595;-2.3327;
2670108304221915;-9.4502;0.9811;-2.3638;
2670108314325456;-9.4573;0.9667;-2.3303;
2670108324433477;-9.4669;0.9739;-2.3085;
2670108334532592;-9.4573;0.9667;-2.2654;
2670108344644415;-9.4837;0.9141;-2.2630;
2670108354746498;-9.4813;0.8590;-2.2941;
2670108364880352;-9.4813;0.8447;-2.3351;
2670108374965040;-9.4669;0.8136;-2.3327;
2670108385049310;-9.4813;0.7705;-2.2965;
2670108395161081;-9.4645;0.7466;-2.2869;
2670108405261290;-9.4813;0.7490;-2.3204;
2670108415363894;-9.4741;0.7490;-2.3710;
2670108425470665;-9.4669;0.7442;-2.3758;
2670108435569310;-9.4741;0.7247;-2.3973;
2670108445678842;-9.4860;0.7343;-2.4093;
2670108455790352;-9.4645;0.7513;-2.4165;
2670108465884623;-9.4502;0.7466;-2.3949;
2670108475999727;-9.4765;0.7418;-2.4021;
2670108486101810;-9.4860;0.7418;-2.3734;
2670108496206915;-9.4717;0.7223;-2.4476;
2670108506296602;-9.4717;0.6936;-2.5074;
2670108516413685;-9.4621;0.7128;-2.5217;
2670108526527956;-9.4454;0.7442;-2.5050;
2670108536623165;-9.4430;0.7490;-2.4954;
2670108546738685;-9.4549;0.7633;-2.4835;
2670108556835769;-9.4669;0.7992;-2.5098;
2670108566933894;-9.4334;0.8064;-2.4595;
2670108577066498;-9.4669;0.7705;-2.4500;
2670108587205248;-9.4621;0.7585;-2.4165;
2670108597253373;-9.4549;0.7920;-2.4643;
2670108607342748;-9.4525;0.8207;-2.4858;
2670108617462383;-9.4597;0.8375;-2.4356;
2670108627578894;-9.4645;0.8542;-2.4428;
2670108637677644;-9.4454;0.9021;-2.4236;
2670108647818998;-9.4454;0.9308;-2.3806;
2670108657886185;-9.4478;0.9356;-2.3853;
2670108667970873;-9.4406;0.9811;-2.3686;
2670108678095560;-9.4190;0.9691;-2.3662;
2670108688222331;-9.4573;1.0077;-2.3638;
2670108698326081;-9.4837;0.9954;-2.3327;
2670108708398477;-9.4310;1.0002;-2.3204;
2670108718532227;-9.4334;1.0268;-2.3204;
2670108728626810;-9.4334;1.0077;-2.3109;
2670108738736498;-9.4669;0.9954;-2.3180;
2670108748847852;-9.4454;0.9691;-2.3734;
2670108758947644;-9.4454;0.8853;-2.3662;
2670108769049519;-9.4741;0.8231;-2.3423;
2670108779152956;-9.4789;0.7442;-2.3853;
2670108789251394;-9.4693;0.7199;-2.4763;
2670108799358633;-9.4765;0.6529;-2.5098;
2670108809459727;-9.4717;0.5644;-2.5002;
2670108819580456;-9.4813;0.5142;-2.4763;
2670108829671290;-9.4645;0.5261;-2.4212;
2670108839774310;-9.4597;0.5453;-2.4476;
2670108849878269;-9.4669;0.5524;-2.4978;
2670108859997435;-9.4813;0.5261;-2.4906;
2670108870093581;-9.4860;0.5094;-2.5122;
2670108880200248;-9.4765;0.5094;-2.5457;
2670108890294675;-9.4549;0.4974;-2.5265;
2670108900407383;-9.4908;0.5309;-2.4978;
2670108910509102;-9.4741;0.5477;-2.4811;
2670108920613685;-9.5148;0.5429;-2.4500;
2670108930712435;-9.4932;0.5453;-2.4500;
2670108940806290;-9.4813;0.5620;-2.4787;
2670108950933790;-9.4837;0.6027;-2.4667;
2670108961030977;-9.4908;0.7056;-2.3973;
2670108971135456;-9.4837;0.8375;-2.3228;
2670108981249310;-9.4789;0.9332;-2.2582;
2670108991349310;-9.4573;0.9739;-2.2415;
2670109001454415;-9.4693;1.0364;-2.2606;
2670109011560248;-9.4741;1.1106;-2.2845;
2670109021682435;-9.4860;1.1393;-2.2630;
2670109031784727;-9.4717;1.1489;-2.2223;
2670109041879831;-9.5004;1.1584;-2.1338;
2670109051979310;-9.4837;1.1752;-2.0979;
2670109062090873;-9.4645;1.2087;-2.0907;
2670109072187852;-9.4860;1.1919;-2.1194;
2670109082288998;-9.4956;1.1632;-2.2128;
2670109092400352;-9.4884;1.0819;-2.2415;
2670109102503060;-9.4765;0.9787;-2.1960;
2670109112606967;-9.4837;0.8901;-2.1505;
2670109122703269;-9.4837;0.7801;-2.1027;
2670109132812331;-9.5267;0.7848;-2.1075;
2670109142926706;-9.5438;0.8614;-2.1960;
2670109153033217;-9.4860;0.8877;-2.3109;
2670109163127644;-9.4908;0.8925;-2.2989;
2670109173243894;-9.5195;0.7896;-2.2774;
2670109183335144;-9.4932;0.6601;-2.2582;
2670109193444050;-9.5004;0.5835;-2.2247;
2670109203547123;-9.5342;0.5477;-2.1817;
2670109213650665;-9.5414;0.5237;-2.2128;
2670109223761081;-9.5414;0.5668;-2.2367;
2670109233865352;-9.5243;0.6194;-2.2367;
2670109243972644;-9.5100;0.7175;-2.1840;
2670109254074831;-9.5076;0.8207;-2.1410;
2670109264177435;-9.4789;0.8901;-2.1290;
2670109274304467;-9.4693;0.9045;-2.1242;
2670109284378217;-9.4621;0.8518;-2.1003;
2670109294491081;-9.4908;0.8303;-2.1266;
2670109304602540;-9.5219;0.8518;-2.1840;
2670109314705300;-9.5076;0.9093;-2.2319;
2670109324808633;-9.4693;0.9165;-2.3109;
2670109334909206;-9.4286;0.7944;-2.3327;
2670109345017956;-9.4525;0.4421;-2.1410;
2670109355116602;-9.5629;0.1355;-2.0210;
2670109365221915;-9.5677;0.2698;-2.2822;
2670109375335196;-9.4502;0.5237;-2.5409;
2670109385434467;-9.4310;0.3129;-2.4380;
2670109395533685;-9.5291;-0.0706;-2.2463;
2670109405637019;-9.5533;0.0278;-2.4811;
2670109415736238;-9.4382;0.0350;-2.4380;
2670109425835508;-9.4573;-0.2835;-2.1218;
2670109435958581;-9.6323;-0.0706;-2.5792;
2670109446057852;-9.4980;0.0230;-2.6273;
2670109456157071;-9.3712;-0.0945;-2.4117;
2670109466342488;-9.5100;0.2219;-2.8379;
2670109476441706;-9.4573;0.1092;-2.5959;
2670109486540977;-9.4502;0.3224;-2.6345;
2670109496583060;-9.4669;0.3535;-2.6608;
2670109506682279;-9.4382;0.3368;-2.4858;
2670109516781550;-9.4478;0.7513;-2.8789;
