TimestampGNSS [ns]; UTC time [ms]; Lat [deg]; Lon [deg]; Height [m]; Speed [m/s]; Heading [deg]; Hor Acc [m]; Vert Acc [m]; Speed Acc [m/s]; Heading Acc [deg]
687408538035259;1654355305442;40.259373690000;-111.671281890000;1391.7965;1.7100;99.4000;6.53180361;8.04211426;0.37643060;7.44457483;
687409596986196;1654355307000;40.259358240000;-111.671217410000;1393.3708;3.4700;95.0000;3.84586000;4.95575237;0.87920421;13.66292477;
687410603590206;1654355308000;40.259342920000;-111.671160570000;1390.5123;3.8800;94.9000;3.79009247;2.88264990;1.20440853;17.52906990;
687411610764529;1654355309000;40.259321880000;-111.671057980000;1390.4558;5.9100;89.0000;3.79009247;2.50000000;1.14389682;10.82084084;
687412595488695;1654355310000;40.259320650000;-111.670990260000;1390.4003;6.4400;91.3000;3.79009247;2.50000000;0.78243208;6.15727901;
687413604225882;1654355311000;40.259315110000;-111.670896560000;1390.0146;8.2400;91.3000;3.79009247;2.50000000;0.96260065;5.59623432;
687414601822340;1654355312000;40.259319080000;-111.670807170000;1390.2955;7.9400;86.2000;3.79009247;2.50000000;0.23021729;1.07990563;
687415599989631;1654355313000;40.259311900000;-111.670714270000;1389.5430;8.0400;96.0000;3.79009247;2.50000000;0.20248456;0.94070244;
687416591294683;1654355314000;40.259308470000;-111.670617460000;1389.7997;8.0000;92.2000;3.79009247;2.50000000;0.12206556;0.58170968;
687417586413172;1654355315000;40.259309320000;-111.670528180000;1389.2002;7.3400;90.8000;3.79009247;2.50000000;0.14764823;0.67693186;
687418609261245;1654355316000;40.259302600000;-111.670444190000;1388.9817;6.6200;94.8000;3.79009247;2.50000000;0.14764823;0.76172256;
687419602183640;1654355317000;40.259295740000;-111.670369240000;1389.4213;6.0700;96.0000;3.79009247;2.50000000;0.05000000;0.32770896;
687420602545202;1654355318000;40.259295260000;-111.670299440000;1389.3954;5.4600;90.4000;3.79009247;2.50000000;0.05830952;0.37990800;
687421608754889;1654355319000;40.259294320000;-111.670236940000;1389.4249;4.9500;92.7000;3.79009247;2.50000000;0.05000000;0.41259959;
687422589856972;1654355320000;40.259298480000;-111.670181180000;1388.7599;4.4400;88.5000;3.79009247;2.50000000;0.05000000;0.43903583;
