Sensor: bmi160 Gyroscope Non-wakeup
Vendor: BOSCH
TimestampGyro [ns]; GyroX [rad/s]; GyroY [rad/s]; GyroZ [rad/s]
689596786579585;-0.0039;0.0019;0.0071;
689596791630366;0.0025;-0.0013;0.0039;
689596796685731;-0.0017;0.0008;0.0007;
689596801749429;-0.0039;0.0019;0.0039;
689596806823856;0.0004;0.0019;0.0039;
689596811836148;0.0004;0.0008;0.0028;
689596816901408;-0.0017;0.0008;0.0039;
689596821943752;-0.0017;-0.0003;0.0039;
689596827018543;0.0004;-0.0024;0.0028;
689596832057241;0.0015;0.0008;0.0017;
689596837122033;0.0004;-0.0024;0.0028;
689596842145314;-0.0017;-0.0024;0.0039;
689596847230575;-0.0007;-0.0013;0.0060;
689596852314845;0.0004;-0.0024;0.0060;
689596857347450;-0.0017;-0.0003;0.0060;
689596862395002;0.0004;0.0029;0.0049;
689596867445366;0.0015;-0.0003;0.0017;
689596872499950;-0.0017;-0.0003;0.0039;
689596877555783;0.0004;0.0008;0.0060;
689596882618700;0.0004;0.0029;0.0017;
689596887667033;-0.0017;0.0040;0.0017;
689596892728804;-0.0028;-0.0003;0.0039;
689596897778908;-0.0017;-0.0003;0.0039;
689596902854533;-0.0007;-0.0003;0.0028;
689596907892241;-0.0028;-0.0003;0.0028;
689596912936304;0.0015;-0.0003;0.0039;
689596917994220;0.0036;-0.0035;0.0017;
689596923072502;-0.0028;-0.0013;0.0007;
689596928107033;-0.0007;-0.0003;-0.0004;
689596933120158;0.0004;-0.0013;-0.0015;
689596938231148;0.0036;0.0040;-0.0015;
689596943255887;0.0015;0.0008;-0.0015;
689596948324793;-0.0017;-0.0013;-0.0015;
689596953367345;-0.0007;-0.0003;-0.0015;
689596958434325;0.0004;-0.0003;-0.0025;
689596963483804;0.0015;0.0019;-0.0015;
689596968543595;-0.0007;0.0029;-0.0015;
689596973603595;-0.0017;0.0029;-0.0047;
689596978653908;0.0004;0.0019;-0.0036;
689596983708700;0.0015;0.0008;-0.0025;
689596988765575;0.0025;0.0019;-0.0047;
689596993819116;0.0004;0.0019;-0.0036;
689596998872137;-0.0017;0.0008;-0.0025;
689597003912137;0.0025;-0.0013;-0.0025;
689597008986929;0.0015;-0.0013;-0.0025;
689597014052710;0.0004;-0.0045;-0.0036;
689597019089950;0.0025;-0.0013;-0.0047;
689597024147866;0.0015;-0.0013;-0.0036;
689597029204533;0.0025;-0.0003;-0.0047;
689597034256408;0.0025;-0.0013;-0.0047;
689597039315418;0.0015;0.0029;-0.0047;
689597044367450;0.0036;0.0019;-0.0057;
689597049425575;0.0036;-0.0003;-0.0057;
689597054467658;0.0004;-0.0003;-0.0068;
689597059536616;0.0015;-0.0024;-0.0057;
689597064588804;0.0036;-0.0045;-0.0057;
689597069644533;0.0036;-0.0035;-0.0079;
689597074695158;0.0036;-0.0035;-0.0089;
689597079752345;0.0057;-0.0056;-0.0079;
689597084807658;0.0025;-0.0035;-0.0079;
689597089862293;0.0089;-0.0024;-0.0079;
689597094920991;0.0121;-0.0013;-0.0057;
689597099970783;0.0174;-0.0013;-0.0057;
689597105028335;0.0206;-0.0003;-0.0036;
689597110086408;0.0249;0.0008;-0.0036;
689597115137137;0.0292;-0.0003;-0.0068;
689597120191825;0.0292;-0.0013;-0.0068;
689597125247345;0.0292;0.0008;-0.0057;
689597130303595;0.0292;-0.0013;-0.0057;
689597135345418;0.0249;-0.0035;-0.0057;
689597140408595;0.0238;-0.0035;-0.0079;
689597145467658;0.0217;-0.0035;-0.0121;
689597150520575;0.0196;-0.0045;-0.0111;
689597155577345;0.0142;-0.0045;-0.0100;
689597160631825;0.0111;-0.0045;-0.0111;
689597165700887;0.0068;-0.0035;-0.0111;
689597170744585;0.0036;-0.0013;-0.0132;
689597175798752;0.0015;0.0008;-0.0111;
689597180836929;0.0004;0.0008;-0.0100;
