Sensor: bmi160 Gyroscope Non-wakeup
Vendor: BOSCH
TimestampGyro [ns]; GyroX [rad/s]; GyroY [rad/s]; GyroZ [rad/s]
689392048632073;0.0121;0.0019;0.0071;
689392053687750;0.0015;-0.0003;0.0039;
689392058748687;0.0004;0.0008;0.0049;
689392063794000;0.0057;0.0019;0.0049;
689392068854937;0.0036;-0.0003;0.0039;
689392073905875;0.0036;-0.0003;0.0049;
689392078973427;0.0057;0.0008;0.0028;
689392084015458;0.0036;0.0008;0.0028;
689392089078531;0.0047;0.0008;0.0007;
689392094123583;0.0025;0.0019;-0.0004;
689392099184260;0.0015;0.0008;-0.0004;
689392104208219;0.0015;0.0019;-0.0015;
689392109278375;0.0015;0.0008;-0.0025;
689392114340823;0.0015;-0.0003;-0.0036;
689392119392385;0.0015;-0.0013;-0.0047;
689392124450250;-0.0007;-0.0003;-0.0068;
689392129499521;-0.0007;-0.0003;-0.0047;
689392134563114;0.0004;-0.0003;-0.0047;
689392139611187;0.0036;-0.0024;-0.0079;
689392144670250;0.0015;-0.0013;-0.0068;
689392149719833;0.0015;0.0008;-0.0068;
689392154783739;0.0025;0.0019;-0.0079;
689392159820146;0.0025;-0.0013;-0.0100;
689392164872073;0.0025;0.0008;-0.0132;
689392169935250;0.0015;-0.0003;-0.0111;
689392175000614;0.0015;0.0008;-0.0111;
689392180046552;0.0047;-0.0003;-0.0121;
689392185146760;0.0047;-0.0013;-0.0132;
689392190156760;0.0057;-0.0003;-0.0111;
689392195222177;0.0047;0.0019;-0.0121;
689392200264417;0.0047;-0.0013;-0.0142;
689392205340302;0.0057;0.0008;-0.0132;
689392210393375;0.0068;0.0008;-0.0142;
689392215437073;0.0057;-0.0013;-0.0142;
689392220495250;0.0079;-0.0013;-0.0174;
689392225556396;0.0068;0.0008;-0.0164;
689392230607489;0.0068;-0.0003;-0.0164;
689392235662489;0.0068;0.0019;-0.0164;
689392240716135;0.0100;0.0019;-0.0174;
689392245770875;0.0068;-0.0003;-0.0174;
689392250833167;0.0057;0.0008;-0.0174;
689392255881292;0.0047;0.0008;-0.0185;
689392260955146;0.0047;0.0008;-0.0196;
689392266002958;0.0047;-0.0003;-0.0185;
689392271034781;0.0057;-0.0003;-0.0185;
689392276096760;0.0025;-0.0024;-0.0185;
689392281153531;0.0004;-0.0013;-0.0206;
689392286212906;0.0047;0.0019;-0.0196;
689392291264469;0.0036;0.0029;-0.0196;
689392296321292;0.0036;-0.0003;-0.0164;
689392301374573;0.0047;-0.0003;-0.0206;
689392306448583;0.0057;-0.0024;-0.0217;
689392311484000;0.0047;-0.0013;-0.0206;
689392316537906;0.0057;-0.0003;-0.0217;
689392321595667;0.0057;-0.0003;-0.0217;
689392326647177;0.0047;-0.0013;-0.0206;
689392331705458;0.0047;-0.0003;-0.0217;
689392336761656;0.0079;0.0008;-0.0196;
689392341819052;0.0089;-0.0013;-0.0185;
