Sensor: mmc5603x Magnetometer Non-wakeup
Vendor: memsic
TimestampMag [ns]; MagX [uT]; MagY [uT]; MagZ [uT]
689596830521408;43.2124;-14.3472;18.4952;
689596840521408;43.2124;-14.3472;18.4952;
689596851944741;43.2368;-14.4448;18.5074;
689596861944741;43.3222;-14.4936;18.2512;
689596871944741;43.2978;-14.5546;18.1902;
689596881944741;43.4076;-14.5424;18.0438;
689596891944741;43.7492;-14.5302;17.5558;
689596901944741;43.8224;-14.5424;17.5192;
689596911944741;44.0176;-14.5668;17.2996;
689596921944741;44.0908;-14.6156;17.1776;
689596931944741;44.2250;-14.6400;17.0312;
689596941944741;44.3714;-14.6400;16.9580;
689596951944741;44.5056;-14.6278;16.7872;
689596961944741;44.5056;-14.6766;16.7750;
689596971944741;44.4202;-14.7132;17.0434;
689596981944741;44.4568;-14.7010;16.9336;
689596991944741;44.3592;-14.6766;16.9702;
689597001944741;44.4446;-14.6644;16.9092;
689597011944741;44.4446;-14.6156;16.7994;
689597021944741;44.3714;-14.6278;16.8360;
689597031944741;44.4568;-14.6400;16.7994;
689597041944741;44.5422;-14.6278;16.7262;
689597051944741;44.5300;-14.6034;16.6408;
689597061944741;44.6398;-14.6278;16.5188;
689597071944741;44.7618;-14.6766;16.4334;
689597081944741;44.8838;-14.7132;16.2382;
689597091944741;45.0180;-14.7254;16.1528;
689597101944741;45.1156;-14.7132;16.0796;
689597111944741;45.0668;-14.7010;16.1162;
689597121944741;45.0912;-14.6522;16.0064;
689597131944741;45.1400;-14.6522;15.9820;
689597141944741;45.0668;-14.6522;16.0430;
689597151944741;45.0180;-14.6278;16.2016;
689597161944741;44.7862;-14.5912;16.5310;
689597171944741;44.6154;-14.6034;16.8482;
689597181944741;44.5910;-14.6522;16.9580;
689597191944741;44.6764;-14.6400;16.9702;
689597201944741;44.6032;-14.6400;17.2630;
689597211944741;44.4690;-14.6400;17.5558;
689597221944741;44.3226;-14.6522;17.8852;
689597231944741;44.2616;-14.6522;18.0316;
689597241944741;44.4324;-14.6766;17.8974;
689597251944741;44.4934;-14.6278;17.8364;
689597261944741;44.4446;-14.6156;17.8486;
689597271944741;44.2982;-14.5912;18.0438;
689597281944741;44.2616;-14.6034;18.0438;
689597291944741;44.2982;-14.6034;17.9950;
689597301944741;44.4812;-14.5546;17.7876;
689597311944741;44.5910;-14.5180;17.5802;
689597321944741;44.6032;-14.4326;17.5436;
689597331944741;44.6642;-14.3716;17.4704;
689597341944741;44.7130;-14.2984;17.4704;
689597351944741;44.7618;-14.2496;17.3728;
689597361944741;44.8106;-14.2496;17.2630;
689597371944741;44.8228;-14.1886;17.1898;
689597381944741;44.7740;-14.1520;17.1654;
689597391944741;44.7984;-14.1032;17.1532;
689597401944741;44.7130;-14.0788;17.1898;
689597411944741;44.6276;-14.0910;17.2386;
689597421944741;44.5300;-14.0666;17.2264;
689597431944741;44.4446;-14.0422;17.2996;
689597441944741;44.3958;-13.9934;17.3362;
689597451944741;44.3958;-13.9812;17.3118;
689597461944741;44.4446;-13.9324;17.2508;
689597471944741;44.3836;-13.9202;17.2752;
689597481944741;44.4446;-13.8958;17.2508;
689597491944741;44.4568;-13.8592;17.2142;
