Sensor: OnePlus Fusion Light Sensor
Vendor: OnePlus
TimestampLight [ns]; Light [lux]
689596736272554;3411.0000;
689596802911304;3399.0000;
689596936262866;3383.0000;
689597002914637;3369.0000;
689597136243700;3371.0000;
689597202911981;3376.0000;
689597336259325;3368.0000;
689597402904741;3346.0000;
689597536265158;3321.0000;
689597602922345;3299.0000;
689597736259741;3291.0000;
689597802899220;3292.0000;
689597936247137;3297.0000;
689598002895887;3297.0000;
689598136230314;3309.0000;
689598269584845;3360.0000;
689598336252345;3456.0000;
689598469584064;3545.0000;
689598536227241;3693.0000;
689598669591616;2884.0000;
689598736244429;3339.0000;
689598869556564;3442.0000;
689598936221512;3489.0000;
689599069579220;3506.0000;
689599136242970;3566.0000;
689599269555054;3674.0000;
689599336232345;3785.0000;
689599469576200;1979.0000;
689599536238595;2030.0000;
689599669570054;2076.0000;
689599802879012;2063.0000;
689599869571720;2039.0000;
689600002876929;2173.0000;
689600069570158;2382.0000;
689600202874741;2609.0000;
689600269540679;3614.0000;
689600402875470;3873.0000;
689600469569012;3544.0000;
689600602872137;3201.0000;
689600669541720;3125.0000;
689600802868283;3122.0000;
689600869563387;3086.0000;
689601002875887;2715.0000;
689601136229637;2412.0000;
689601202859950;2144.0000;
689601336198908;1096.0000;
689601402870054;1139.0000;
689601536223231;1128.0000;
689601602860470;1236.0000;
689601736193283;1441.0000;
689601802866095;1422.0000;
689601936217866;1329.0000;
689602002855575;1351.0000;
689602136201564;1452.0000;
689602202854116;1476.0000;
689602336225783;1507.0000;
689602402851720;1475.0000;
689602536210731;1535.0000;
689602669542137;1553.0000;
689602736181512;1606.0000;
689602869541512;1695.0000;
689602936208491;1697.0000;
689603069540262;1770.0000;
689603136186564;1719.0000;
689603269536616;1714.0000;
689603336200470;1570.0000;
689603469510679;1463.0000;
689603536175054;1405.0000;
689603669533075;1452.0000;
689603736198491;1517.0000;
689603869510887;1424.0000;
689603936174012;1221.0000;
689604069528231;1202.0000;
689604202833491;1268.0000;
689604269525158;1344.0000;
689604402841148;1562.0000;
689604469526304;1624.0000;
689604602830575;1600.0000;
689604669519012;1557.0000;
689604802827241;1394.0000;
689604869494220;1291.0000;
689605002834950;1262.0000;
689605069517554;1281.0000;
689605202824325;1292.0000;
689605269490679;1291.0000;
689605402821720;1297.0000;
689605469512137;1187.0000;
689605602830158;1220.0000;
689605736178491;1341.0000;
689605802816981;1177.0000;
689605936162345;1333.0000;
689606002816616;1334.0000;
689606136175470;771.0000;
689606202818595;903.0000;
689606336148908;698.0000;
689606402820158;851.0000;
689606536167762;580.0000;
689606602808908;560.0000;
689606736149637;534.0000;
689606802806825;724.0000;
689606936162137;1361.0000;
689607002805158;1553.0000;
689607136161148;1280.0000;
689607269492866;1219.0000;
689607336158075;1259.0000;
689607469493179;1390.0000;
689607536159429;1583.0000;
689607669493231;1705.0000;
689607736131095;1747.0000;
689607869490679;1721.0000;
689607936156408;1646.0000;
689608069468075;1575.0000;
689608136128491;1542.0000;
689608269490470;1564.0000;
689608336148700;1550.0000;
689608469461512;1472.0000;
689608602789845;1430.0000;
689608669483283;1383.0000;
689608802787137;1402.0000;
689608869476616;1459.0000;
689609002784845;1512.0000;
689609069478700;1596.0000;
689609202782762;1575.0000;
689609269473387;1496.0000;
689609402780887;1392.0000;
689609469448491;1453.0000;
689609602778908;1524.0000;
689609669471616;1480.0000;
689609802777345;1492.0000;
689609869436512;1486.0000;
689610002776095;1407.0000;
689610136130679;1271.0000;
689610202773231;1292.0000;
689610336130731;1232.0000;
689610402780314;1161.0000;
689610536103491;1235.0000;
689610602768648;1489.0000;
689610736125679;1466.0000;
689610802766825;1403.0000;
689610936093075;1254.0000;
689611002772866;1170.0000;
689611136120575;1173.0000;
689611202775887;1225.0000;
689611336094898;1345.0000;
689611402760470;1410.0000;
689611536118804;1428.0000;
689611669435679;1441.0000;
689611736117241;1400.0000;
689611869449012;1504.0000;
689611936135575;1654.0000;
689612069442345;1766.0000;
689612136114533;1785.0000;
689612269442814;1729.0000;
689612336084845;1681.0000;
689612469442970;1654.0000;
689612536107554;1633.0000;
689612669415679;1661.0000;
689612736090783;1667.0000;
689612869438387;1597.0000;
689612936103231;1510.0000;
689613069412554;1425.0000;
689613202754116;1506.0000;
689613269433804;1607.0000;
689613402739741;1625.0000;
689613469408908;1659.0000;
689613602739012;1691.0000;
689613669432554;1684.0000;
689613802735991;1653.0000;
689613869425262;1693.0000;
689614002739012;1664.0000;
