TimestampGNSS [ns]; UTC time [ms]; Lat [deg]; Lon [deg]; Height [m]; Speed [m/s]; Heading [deg]; Hor Acc [m]; Vert Acc [m]; Speed Acc [m/s]; Heading Acc [deg]
3099842597976968;1633455210499;40.243167150000;-111.649947790000;1380.9950;0.0000;-3000.0000;7.55786896;7.25573969;0.30479503;-1.00000000;
3099843589915196;1633455212000;40.243169240000;-111.649967120000;1378.4912;0.6600;4.4000;5.56235170;5.89773273;1.06850362;4.86765385;
3099844589819102;1633455213000;40.243179180000;-111.649981630000;1378.2004;1.6400;3.9000;4.01540804;4.41271877;1.12004459;14.59425640;
3099845595912227;1633455214000;40.243196570000;-111.649993680000;1378.2770;2.6600;350.8000;3.79009247;3.55483627;0.05000000;0.89952898;
3099846596898529;1633455215000;40.243229710000;-111.650002010000;1379.7163;4.4900;355.4000;3.79009247;3.16476989;0.26925823;3.32195735;
3099847598852591;1633455216000;40.243273070000;-111.650007690000;1379.8673;5.1000;359.8000;3.79009247;2.92019796;0.31622776;3.41453147;
3099848602726132;1633455217000;40.243320610000;-111.650005000000;1380.4246;5.6200;5.9000;3.79009247;2.60475874;0.14142136;1.21350598;
3099849603187486;1633455218000;40.243376650000;-111.650006500000;1381.0535;6.4700;5.0000;3.79009247;2.50000000;0.14866069;1.03246319;
3099850598703006;1633455219000;40.243435570000;-111.650004570000;1380.9697;6.6000;3.5000;3.79009247;2.50000000;0.26870057;1.90587437;
3099851596881912;1633455220000;40.243504390000;-111.650004700000;1382.0803;7.1700;359.9990;3.79009247;2.50000000;0.27586228;1.84168601;
3099852597465766;1633455221000;40.243577150000;-111.650007450000;1382.5753;8.1300;0.0000;3.79009247;2.50000000;0.10630146;0.67236286;
3099853613972380;1633455222000;40.243652240000;-111.650006580000;1382.1830;8.0400;2.0000;3.79009247;2.50000000;0.17691806;0.98532087;
3099854600672744;1633455223000;40.243728000000;-111.650009500000;1382.3475;8.2000;359.1000;3.79009247;2.50000000;0.17691806;0.97663778;
3099855608248004;1633455224000;40.243802980000;-111.650013930000;1382.4739;7.5400;355.4000;3.79009247;2.50000000;0.17691806;1.04765475;
3099856602029254;1633455225000;40.243870770000;-111.650013110000;1382.3921;6.9100;1.0000;3.79009247;2.50000000;0.17691806;1.12985325;
3099857605293629;1633455226000;40.243936510000;-111.650005910000;1382.0250;7.1900;5.6000;3.79009247;2.50000000;0.24207437;1.36898649;
3099858608147639;1633455227000;40.243999760000;-111.650004620000;1382.3298;7.0600;0.8000;3.79009247;2.50000000;0.28017852;1.51581371;
3099859597805242;1633455228000;40.244054450000;-111.650004840000;1381.9540;5.8800;357.0000;3.79009247;2.50000000;0.11661904;0.69714564;
3099860601700502;1633455229000;40.244103930000;-111.649997010000;1382.2863;5.2700;8.1000;3.79009247;2.50000000;0.19723083;1.27395356;
3099861595584408;1633455230000;40.244141190000;-111.649986680000;1382.2550;4.4800;11.2000;3.79009247;2.50000000;0.52009612;4.72514629;
3099862598274981;1633455231000;40.244176900000;-111.649971340000;1381.9197;4.3200;18.6000;3.79009247;2.50000000;0.40360871;4.06455755;
3099863599574564;1633455232000;40.244207080000;-111.649966310000;1381.7878;3.2200;4.1000;3.79009247;2.50000000;0.36715120;3.77822542;
3099864609150709;1633455233000;40.244227130000;-111.649963690000;1382.2488;1.4400;359.1000;3.79009247;2.50000000;0.38948685;8.76763248;
3099865603737688;1633455234000;40.244231580000;-111.649959840000;1381.7269;0.5200;4.8000;3.79009247;2.50000000;1.11220503;5.56912899;
