Sensor: mmc5603x Magnetometer Non-wakeup
Vendor: memsic
TimestampMag [ns]; MagX [uT]; MagY [uT]; MagZ [uT]
3547569904305563;-3.2982;-42.0865;14.4479;
3547570104305563;-3.1931;-42.1786;14.8540;
3547570304305563;-3.4008;-42.0834;15.2547;
3547570504305563;-3.4499;-42.1241;15.5181;
3547570704305563;-3.5433;-42.0906;15.9753;
3547570904305563;-3.4482;-42.1308;15.8943;
3547571104305563;-2.4020;-42.0916;14.6554;
3547571304305563;-2.9229;-42.2758;15.2632;
3547571504305563;-3.9599;-42.3448;16.6498;
3547571704305563;-4.3327;-42.2295;16.9206;
3547571904305563;-4.2958;-42.2807;16.9747;
3547572104305563;-3.4032;-42.2123;15.9035;
3547572304305563;-3.0071;-42.2269;15.4782;
3547572504305563;-2.9858;-42.1722;15.3573;
3547572704305563;-3.6632;-42.2195;16.4682;
3547572904305563;-2.5894;-42.2093;15.1846;
3547573104305563;-3.2401;-42.2334;15.6292;
3547573304305563;-4.2300;-42.3378;17.0299;
3547573504305563;-3.9786;-42.3682;16.9793;
3547573704305563;-3.5937;-42.2147;16.6806;
3547573904305563;-3.7801;-42.0648;16.9508;
3547574104305563;-4.1331;-42.1475;17.1656;
3547574304305563;-3.3184;-42.1666;16.8148;
3547574504305563;-4.1025;-42.2127;17.9816;
3547574704305563;-4.6098;-42.2066;17.6937;
3547574904305563;-4.0756;-42.1519;17.0322;
3547575104305563;-3.1537;-42.1494;16.5172;
3547575304305563;-2.7973;-41.9747;16.1869;
3547575504305563;-3.2621;-41.9871;16.7103;
3547575704305563;-2.5664;-41.9919;15.8169;
3547575904305563;-3.2786;-42.1188;16.5601;
3547576104305563;-4.2052;-42.0669;17.5508;
3547576304305563;-3.3320;-41.7134;17.7107;
3547576504305563;-2.2245;-41.4697;17.1061;
3547576704305563;-2.6243;-41.6748;18.6904;
3547576904305563;-3.3100;-41.5941;18.9984;
3547577104305563;-2.6654;-41.9904;19.1271;
3547577304305563;-3.2530;-41.9636;20.0392;
3547577504305563;-2.7681;-41.9648;19.7294;
3547577704305563;-2.7369;-41.8719;19.3158;
3547577904305563;-2.3526;-41.7562;19.2328;
3547578104305563;-2.2681;-41.8726;19.6411;
3547578304305563;-3.5496;-41.9871;21.1730;
3547578504305563;-2.0955;-41.9233;19.5818;
3547578704305563;-0.5928;-41.6154;19.5447;
3547578904305563;-0.4629;-41.4742;20.8029;
3547579305309052;-2.5141;-42.2994;17.2812;
3547579505307021;-4.5559;-41.1934;20.4064;
3547579705304990;-2.5559;-42.0166;19.2086;
3547579905302958;-2.0857;-42.2704;18.2799;
3547580105300927;-3.1905;-42.4639;19.5661;
3547580305298896;-2.4780;-42.4209;18.9954;
