Sensor: bmi160 Gyroscope Non-wakeup
Vendor: BOSCH
TimestampGyro [ns]; GyroX [rad/s]; GyroY [rad/s]; GyroZ [rad/s]
5254192486444327;-0.0043;0.0019;-0.0039;
5254192496558442;-0.0000;0.0019;-0.0039;
5254192506642296;-0.0000;0.0008;-0.0049;
5254192516762660;-0.0011;0.0008;-0.0071;
5254192526863806;-0.0011;0.0008;-0.0049;
5254192536938546;0.0011;0.0029;-0.0060;
5254192547061931;-0.0000;0.0029;-0.0071;
5254192557155264;-0.0000;0.0019;-0.0071;
5254192567263702;-0.0021;0.0019;-0.0081;
5254192577357660;-0.0096;-0.0003;-0.0071;
5254192587464952;-0.0181;0.0008;-0.0081;
5254192597575369;-0.0256;0.0029;-0.0113;
5254192607674223;-0.0320;0.0019;-0.0103;
5254192617774275;-0.0330;0.0029;-0.0113;
5254192627878285;-0.0341;0.0029;-0.0124;
5254192637979952;-0.0373;0.0040;-0.0124;
5254192648085056;-0.0383;0.0051;-0.0124;
5254192658189639;-0.0415;0.0029;-0.0134;
5254192668294327;-0.0405;0.0029;-0.0145;
5254192678392660;-0.0320;0.0029;-0.0145;
5254192688500577;-0.0213;0.0029;-0.0134;
5254192698601098;-0.0096;0.0019;-0.0156;
5254192708703077;-0.0011;0.0019;-0.0145;
5254192718809744;0.0064;0.0029;-0.0156;
5254192728908285;0.0096;-0.0003;-0.0166;
5254192739011306;0.0064;-0.0003;-0.0188;
5254192749113181;0.0096;-0.0003;-0.0188;
5254192759216775;0.0117;-0.0013;-0.0188;
5254192769311098;0.0096;-0.0003;-0.0209;
5254192779412504;0.0117;0.0029;-0.0220;
5254192789540473;0.0107;0.0029;-0.0220;
5254192799639223;0.0096;0.0019;-0.0198;
5254192809735942;0.0128;0.0019;-0.0188;
5254192819843077;0.0128;0.0008;-0.0188;
5254192829946306;0.0149;0.0008;-0.0188;
5254192840044223;0.0170;0.0019;-0.0156;
5254192850149119;0.0138;0.0029;-0.0103;
5254192860256775;0.0149;0.0019;-0.0092;
5254192870363389;0.0128;-0.0003;-0.0071;
5254192880458129;0.0085;-0.0013;-0.0017;
5254192890567556;0.0032;-0.0003;0.0057;
5254192900668702;-0.0000;0.0008;0.0100;
5254192910773702;-0.0032;0.0008;0.0164;
5254192920875577;-0.0064;0.0040;0.0260;
5254192930975264;-0.0085;0.0040;0.0356;
5254192941076098;-0.0096;0.0040;0.0441;
5254192951202921;-0.0138;0.0008;0.0558;
5254192961287973;-0.0149;-0.0045;0.0664;
5254192971390056;-0.0149;-0.0067;0.0782;
5254192981482400;-0.0085;-0.0067;0.0899;
5254192991598389;0.0096;-0.0056;0.0995;
5254193001703806;0.0256;-0.0045;0.1133;
5254193011809848;0.0362;-0.0045;0.1229;
5254193021906306;0.0405;-0.0045;0.1293;
5254193032032504;0.0415;-0.0088;0.1378;
5254193042115785;0.0320;-0.0120;0.1442;
5254193052220889;0.0202;-0.0120;0.1527;
5254193062308910;0.0053;-0.0109;0.1570;
5254193072428337;-0.0107;-0.0067;0.1602;
5254193082554744;-0.0298;-0.0045;0.1634;
5254193092616931;-0.0437;-0.0045;0.1666;
5254193102748806;-0.0437;-0.0056;0.1666;
5254193112862608;-0.0437;-0.0077;0.1666;
5254193122933181;-0.0437;-0.0088;0.1687;
5254193133033806;-0.0437;-0.0067;0.1719;
5254193143136150;-0.0447;-0.0045;0.1751;
5254193153258702;-0.0447;-0.0067;0.1783;
5254193163404744;-0.0458;-0.0088;0.1836;
5254193173451567;-0.0447;-0.0109;0.1868;
5254193183550889;-0.0405;-0.0141;0.1847;
5254193193680785;-0.0256;-0.0194;0.1815;
5254193203796254;0.0298;-0.0184;0.1836;
5254193213889431;0.0927;-0.0120;0.1868;
5254193224019327;0.1140;-0.0077;0.1879;
5254193234082296;0.0884;-0.0013;0.1815;
5254193244197764;0.0202;0.0008;0.1740;
5254193254283233;-0.0628;-0.0013;0.1687;
5254193264373025;-0.0543;-0.0035;0.1740;
5254193274484483;-0.0597;-0.0024;0.1868;
5254193284612400;-0.0682;-0.0013;0.1943;
5254193294719535;-0.1087;-0.0013;0.1975;
5254193304812139;-0.1545;-0.0035;0.2017;
5254193314922973;-0.1704;-0.0077;0.2028;
5254193325025004;-0.1566;-0.0120;0.2060;
5254193335130108;-0.1214;-0.0099;0.2081;
5254193345222712;-0.0767;-0.0067;0.2071;
5254193355321931;-0.0426;-0.0045;0.2060;
5254193365428181;-0.0479;-0.0088;0.2049;
5254193375526931;-0.0469;-0.0162;0.1964;
5254193385619744;-0.0437;-0.0216;0.1868;
5254193395752608;-0.0394;-0.0226;0.1804;
5254193405823025;-0.0394;-0.0237;0.1730;
5254193415950785;-0.0501;-0.0322;0.1623;
5254193426042869;-0.0501;-0.0386;0.1495;
5254193436141098;-0.0533;-0.0375;0.1442;
5254193446237973;-0.0554;-0.0344;0.1431;
5254193456350994;-0.0810;-0.0301;0.1389;
5254193466463285;-0.1491;-0.0248;0.1293;
5254193476558077;-0.2535;-0.0301;0.1176;
5254193486667244;-0.3398;-0.0344;0.1091;
5254193496764952;-0.3505;-0.0205;0.1080;
