Sensor: bosch_bmp380 Pressure Sensor Non-wakeup
Vendor: Bosch
TimestampPres [ns]; Pres [mBar]
687906837121018;857.0600;
687906877119977;857.0562;
687906917092060;857.0450;
687906957108310;857.0375;
687906997101122;857.0275;
687907037099300;857.0200;
687907077122060;857.0150;
687907117123102;857.0087;
687907157121800;857.0050;
687907197122372;857.0000;
687907237126539;856.9937;
687907277123102;856.9925;
687907317122372;856.9975;
687907357126539;857.0000;
687907397100497;856.9987;
687907437107477;856.9975;
687907477104039;857.0000;
687907517099247;857.0000;
687907557123102;857.0012;
687907597124456;856.9975;
687907637126227;856.9950;
687907677124456;857.0025;
687907717127268;857.0012;
687907757125185;856.9950;
687907797125966;857.0000;
687907837122060;857.0050;
687907877105550;857.0025;
687907917105289;857.0050;
687907957099247;857.0037;
687907997105966;857.0012;
687908037125185;857.0000;
687908077124664;856.9950;
687908117127893;856.9950;
687908157124456;856.9900;
687908197125185;856.9900;
687908237126539;856.9850;
687908277109716;856.9937;
687908317116643;856.9887;
687908357113831;856.9962;
687908397100966;856.9925;
687908437101122;856.9937;
687908477123935;856.9962;
687908517160602;856.9975;
687908557124977;856.9962;
687908597124977;856.9975;
687908637123883;856.9950;
687908677123883;856.9875;
687908717122893;856.9912;
687908757121331;856.9937;
687908797108831;856.9975;
687908837106018;857.0000;
687908877107372;856.9975;
687908917102164;856.9950;
687908957126227;856.9950;
687908997124456;856.9937;
687909037124143;856.9975;
687909077122581;856.9937;
687909117124143;856.9925;
687909157123414;856.9887;
687909197123622;856.9900;
687909237123414;856.9950;
687909277103727;856.9962;
687909317105133;856.9962;
687909357101331;856.9925;
687909397100914;856.9887;
687909437123883;856.9925;
687909477127060;856.9950;
687909517125185;857.0000;
687909557127789;857.0025;
687909597127060;857.0025;
687909637126747;857.0012;
687909677126539;857.0012;
687909717121122;856.9925;
687909757103310;856.9950;
687909797099872;856.9900;
687909837099664;856.9925;
687909877124456;856.9950;
687909917123414;856.9950;
687909957124456;857.0025;
687909997125497;857.0012;
687910037125497;857.0000;
687910077125289;856.9987;
687910117124456;857.0025;
687910157123414;857.0025;
687910197108414;857.0025;
687910237107633;857.0075;
687910277107425;857.0062;
687910317098727;857.0100;
687910357123727;857.0100;
687910397122633;857.0062;
687910437123414;857.0075;
687910477126539;857.0037;
687910517125706;857.0062;
687910557128622;857.0050;
687910597127268;857.0100;
687910637100289;857.0125;
687910677100393;857.0125;
687910717100706;857.0125;
687910757099039;857.0162;
687910797101331;857.0150;
687910837124664;857.0150;
