Sensor: mmc5603x Magnetometer Non-wakeup
Vendor: memsic
TimestampMag [ns]; MagX [uT]; MagY [uT]; MagZ [uT]
687906802085706;50.0078;7.8812;-23.0946;
687906812085706;50.0078;7.8812;-23.0946;
687906823480393;49.7150;7.8690;-22.7530;
687906833480393;49.6906;7.8080;-22.5944;
687906843480393;49.7394;7.8690;-22.6432;
687906853480393;49.7272;7.8202;-22.7652;
687906863480393;49.7882;7.8446;-22.8262;
687906873480393;49.9590;7.8934;-23.1068;
687906883480393;50.0566;7.9056;-23.2410;
687906893480393;50.1908;7.9544;-23.3874;
687906903480393;50.4226;7.9666;-23.6802;
687906913480393;50.5324;8.0276;-23.9730;
687906923480393;50.6300;8.0276;-24.2414;
687906933480393;50.7764;8.0642;-24.3268;
687906943480393;50.8008;8.0398;-24.4610;
687906953480393;50.6910;8.0276;-24.3512;
687906963480393;50.6544;7.9910;-24.3024;
687906973480393;50.4592;7.9422;-24.1072;
687906983480393;50.3860;7.9544;-24.0462;
687906993480393;50.3738;7.9422;-23.9730;
687907003480393;50.3860;7.9056;-23.8144;
687907013480393;50.2640;7.9056;-23.7412;
687907023480393;50.2396;7.9300;-23.5338;
687907033480393;50.1908;7.9056;-23.3996;
687907043480393;50.2518;7.9422;-23.4362;
687907053480393;50.3982;7.9300;-23.4606;
687907063480393;50.5812;7.9422;-23.4484;
687907073480393;50.7032;7.8934;-23.4484;
687907083480393;50.8008;7.8690;-23.3874;
687907093480393;50.8862;7.8202;-23.2898;
687907103480393;51.0326;7.7348;-23.3508;
687907113480393;51.1424;7.6616;-23.2776;
687907123480393;51.1180;7.5518;-23.0214;
687907133480393;51.1912;7.5152;-22.9482;
687907143480393;51.1424;7.4420;-22.8140;
687907153480393;51.0326;7.4176;-22.5334;
687907163480393;51.0204;7.4054;-22.3138;
687907173480393;50.9960;7.3688;-22.0820;
687907183480393;50.9838;7.3810;-21.7770;
687907193480393;50.9960;7.3810;-21.5818;
687907203480393;50.9838;7.3322;-21.1792;
687907213480393;28.5236;1.6714;-9.3086;
687907223480393;28.4504;1.5860;-8.7840;
687907233480393;28.5114;1.4884;-8.4302;
687907243480393;28.4626;1.4152;-8.0276;
687907253480393;28.5114;1.3298;-7.6372;
687907263480393;28.4138;1.2566;-7.1004;
687907273480393;28.3162;1.1956;-6.5148;
687907283480393;28.2796;1.2200;-6.1488;
687907293480393;28.1942;1.1956;-5.6852;
687907303480393;27.9990;1.1956;-5.2704;
687907313480393;27.8526;1.1956;-4.7458;
687907323480393;27.6940;1.1590;-4.3188;
687907333480393;27.4988;1.1590;-3.7698;
687907343480393;27.3280;1.1224;-3.3428;
687907353480393;27.2426;1.1224;-3.0500;
687907363480393;27.1938;1.0858;-2.6840;
687907373480393;26.9986;1.0614;-2.2570;
687907383480393;26.9376;1.0492;-1.9032;
687907393480393;26.8278;1.0248;-1.5494;
687907403480393;26.7058;1.0736;-1.1834;
687907413480393;26.7058;1.1346;-1.0614;
687907423480393;26.8156;1.1956;-1.0614;
687907433480393;26.7180;1.2322;-0.7442;
687907443480393;26.5350;1.3176;-0.5002;
687907453480393;26.4618;1.3908;-0.3538;
687907463480393;26.4130;1.4884;-0.1708;
687907473480393;26.4496;1.5616;-0.2074;
687907483480393;26.4862;1.5860;-0.2074;
687907493480393;26.3886;1.5860;-0.0366;
687907503480393;26.1080;1.6226;0.3416;
687907513480393;25.9860;1.6714;0.4880;
687907523480393;25.9128;1.6836;0.5734;
687907533480393;25.7298;1.7812;0.8052;
687907543480393;25.4980;1.8300;1.1102;
687907553480393;25.1808;1.8910;1.5006;
687907563480393;24.9002;1.9764;1.8910;
687907573480393;24.6440;2.0618;2.2204;
687907583480393;24.4854;2.1106;2.4766;
687907593480393;24.2536;2.1350;2.7694;
687907603480393;24.0828;2.2082;3.0378;
687907613480393;24.0218;2.2204;3.1354;
687907623480393;24.0706;2.2692;3.0744;
687907633480393;24.1072;2.3424;3.0866;
687907643480393;24.1560;2.4156;3.0134;
687907653480393;24.2902;2.5254;2.8548;
687907663480393;24.4732;2.6474;2.5986;
687907673480393;24.7294;2.7816;2.3058;
687907683480393;24.9368;2.8914;2.0130;
687907693480393;25.1442;3.0134;1.7690;
687907703480393;25.3028;3.1354;1.5372;
687907713480393;25.4492;3.2574;1.3298;
687907723480393;25.4370;3.3306;1.3054;
687907733480393;25.4980;3.4160;1.2078;
687907743480393;25.5102;3.4892;1.1834;
687907753480393;25.4980;3.5258;1.2078;
687907763480393;25.3394;3.5624;1.4152;
687907773480393;25.3028;3.6356;1.4274;
687907783480393;25.3516;3.7088;1.4030;
687907793480393;25.2418;3.7454;1.5372;
687907803480393;25.3882;3.8186;1.4640;
687907813480393;25.3882;3.9162;1.5006;
687907823480393;25.4736;4.0138;1.4030;
687907833480393;25.4614;4.1236;1.3786;
687907843480393;25.6566;4.2212;1.2078;
687907853480393;25.6932;4.3188;1.2322;
687907863480393;25.6688;4.4164;1.2322;
687907873480393;25.7542;4.5384;1.1468;
687907883480393;25.8152;4.6482;1.0370;
687907893480393;25.8274;4.6970;0.9882;
687907903480393;25.7176;4.7580;1.1712;
687907913480393;25.6932;4.8434;1.2566;
687907923480393;25.5834;4.9532;1.2078;
687907933480393;25.6688;5.0264;1.1346;
687907943480393;25.5712;5.0996;1.2810;
687907953480393;25.4858;5.1850;1.3786;
687907963480393;25.3150;5.2704;1.6470;
687907973480393;25.1686;5.3924;1.8422;
687907983480393;25.2174;5.5022;1.7934;
687907993480393;25.2052;5.5632;1.8300;
687908003480393;25.1442;5.6486;2.0374;
687908013480393;25.1076;5.7462;2.0618;
687908023480393;25.1442;5.8438;2.0130;
687908033480393;25.2906;5.9048;1.8300;
687908043480393;25.4126;5.9536;1.6104;
687908053480393;25.6200;5.9902;1.2810;
687908063480393;25.7420;6.0390;1.0980;
687908073480393;25.9738;6.1122;0.7076;
687908083480393;26.2544;6.1488;0.3172;
687908093480393;26.3886;6.1488;0.1098;
687908103480393;26.5472;6.1122;-0.2074;
687908113480393;26.5350;6.1366;-0.3294;
687908123480393;26.5838;6.1122;-0.5368;
687908133480393;26.5960;6.1122;-0.5978;
687908143480393;26.5350;6.0878;-0.5856;
687908153480393;26.3276;6.0268;-0.3660;
687908163480393;26.2178;6.0024;-0.3538;
687908173480393;26.1080;5.9780;-0.2928;
687908183480393;26.0592;5.9902;-0.2196;
687908193480393;26.1080;5.9658;-0.3050;
687908203480393;26.1446;5.9780;-0.3172;
687908213480393;26.1690;5.9414;-0.3660;
687908223480393;26.2910;5.9170;-0.6588;
687908233480393;26.5472;5.9658;-0.9882;
687908243480393;26.6570;6.0146;-1.1590;
687908253480393;26.7302;6.0024;-1.3176;
687908263480393;26.7302;6.0268;-1.4396;
687908273480393;26.7912;5.9902;-1.5250;
687908283480393;26.6814;5.9536;-1.4762;
687908293480393;26.6936;5.9658;-1.6104;
687908303480393;26.6448;5.9414;-1.5372;
687908313480393;26.6570;5.9292;-1.7080;
687908323480393;26.5350;5.8316;-1.5738;
687908333480393;26.4862;5.8072;-1.5616;
687908343480393;26.4740;5.7340;-1.5860;
687908353480393;26.3642;5.6974;-1.4762;
687908363480393;26.3764;5.7096;-1.5616;
687908373480393;26.3154;5.6974;-1.4640;
687908383480393;26.2422;5.6974;-1.3664;
687908393480393;26.0470;5.6364;-1.1468;
687908403480393;26.0958;5.6120;-1.2566;
687908413480393;26.0714;5.6120;-1.3664;
687908423480393;26.0470;5.5998;-1.4640;
687908433480393;26.1324;5.5876;-1.7202;
687908443480393;26.1690;5.5144;-1.8788;
687908453480393;26.1934;5.3924;-2.0496;
687908463480393;26.2300;5.3070;-2.3058;
687908473480393;26.3642;5.2948;-2.5864;
687908483480393;26.3886;5.2338;-2.8060;
687908493480393;26.4252;5.1606;-2.8914;
687908503480393;26.5472;5.1240;-3.0988;
687908513480393;26.4008;5.0874;-3.1354;
687908523480393;26.4374;5.0142;-3.3306;
687908533480393;26.3398;4.9776;-3.3916;
687908543480393;26.3642;4.9410;-3.5136;
687908553480393;26.3154;4.8556;-3.5502;
687908563480393;26.2544;4.7946;-3.5380;
687908573480393;26.0958;4.7214;-3.5014;
687908583480393;25.9006;4.6238;-3.3184;
687908593480393;25.7786;4.5140;-3.2208;
687908603480393;25.5468;4.4408;-3.0744;
687908613480393;25.4126;4.3798;-2.9768;
687908623480393;25.1076;4.2944;-2.7572;
687908633480393;24.8758;4.1602;-2.6230;
687908643480393;24.7538;4.1114;-2.7084;
687908653480393;24.8270;4.0382;-2.9280;
687908663480393;24.8880;3.9528;-3.1110;
687908673480393;24.9490;3.8552;-3.4526;
687908683480393;24.9734;3.8430;-3.6356;
687908693480393;25.0466;3.7942;-4.0382;
687908703480393;25.1076;3.7942;-4.3432;
687908713480393;25.1686;3.7942;-4.5994;
687908723480393;25.1442;3.7210;-4.7092;
687908733480393;25.1076;3.7088;-4.8312;
687908743480393;25.0588;3.6722;-4.9044;
687908753480393;25.0588;3.6722;-4.9654;
687908763480393;25.1686;3.5990;-5.1240;
687908773480393;25.1198;3.5502;-5.0386;
687908783480393;25.1686;3.5014;-5.0752;
687908793480393;25.1320;3.4648;-5.0386;
687908803480393;25.0466;3.4526;-4.9654;
687908813480393;24.9002;3.3794;-4.8800;
687908823480393;24.7782;3.3428;-4.8800;
687908833480393;24.6684;3.2940;-4.7092;
687908843480393;24.6196;3.3184;-4.7214;
687908853480393;24.6440;3.3184;-4.7946;
687908863480393;24.6806;3.3062;-4.8678;
687908873480393;24.7416;3.2452;-4.9776;
687908883480393;24.9612;3.1720;-5.3192;
687908893480393;25.2540;3.1842;-5.6730;
687908903480393;25.4736;3.1476;-5.9780;
687908913480393;25.6566;3.1476;-6.3318;
687908923480393;25.7176;3.0256;-6.5636;
687908933480393;25.7786;2.9768;-6.7954;
687908943480393;25.6688;2.8914;-6.8442;
687908953480393;25.5468;2.8304;-6.8686;
687908963480393;25.3394;2.8182;-6.8442;
687908973480393;25.0832;2.7450;-6.7588;
687908983480393;24.8880;2.6962;-6.7100;
687908993480393;24.7050;2.5986;-6.7100;
687909003480393;24.5586;2.5864;-6.7222;
687909013480393;24.4610;2.5132;-6.7954;
687909023480393;24.4488;2.4522;-7.0150;
687909033480393;24.6074;2.4278;-7.4298;
687909043480393;24.7050;2.3546;-7.6738;
687909053480393;24.6562;2.2570;-7.7836;
687909063480393;24.4610;2.1838;-7.7836;
687909073480393;46.9822;7.7470;-19.5444;
687909083480393;47.0676;7.6860;-19.7274;
687909093480393;47.1408;7.6982;-19.9226;
687909103480393;47.2994;7.6860;-20.1544;
687909113480393;47.2384;7.6128;-20.1666;
687909123480393;47.1042;7.5152;-20.2032;
687909133480393;47.2384;7.5030;-20.5448;
687909143480393;47.4824;7.5030;-21.0206;
687909153480393;47.5678;7.4664;-21.2768;
687909163480393;47.6410;7.4542;-21.5330;
687909173480393;47.7020;7.3932;-21.8136;
687909183480393;47.5922;7.2834;-21.9722;
687909193480393;47.5800;7.2712;-22.1552;
687909203480393;47.8118;7.2712;-22.4968;
687909213480393;47.7752;7.2712;-22.6676;
687909223480393;47.8362;7.2468;-22.8384;
687909233480393;47.8362;7.1858;-22.9116;
