Sensor: bmi160 Gyroscope Non-wakeup
Vendor: BOSCH
TimestampGyro [ns]; GyroX [rad/s]; GyroY [rad/s]; GyroZ [rad/s]
909290249246043;-0.2285;0.0071;0.0780;
909290259368283;-0.2338;-0.0025;0.0706;
909290269486356;-0.1912;0.0220;0.0716;
909290279569481;-0.1103;0.0561;0.0823;
909290289695522;-0.0900;0.0561;0.0951;
909290299799481;-0.1635;0.0188;0.0887;
909290309895418;-0.2125;0.0145;0.0770;
909290320009585;-0.2274;0.0188;0.0663;
909290330117397;-0.2507;-0.0270;0.0557;
909290340223543;-0.2317;-0.0707;0.0631;
909290350314741;-0.1965;-0.0686;0.0759;
909290360416043;-0.0889;-0.0121;0.0908;
909290370520002;-0.0069;0.0188;0.1036;
909290380630939;0.0133;0.0198;0.0961;
909290390733335;0.0431;0.0433;0.0951;
909290400835314;0.0123;0.0348;0.0983;
909290410940939;-0.0953;-0.0196;0.1004;
909290421045575;-0.1550;-0.0387;0.1025;
909290431148387;-0.1731;-0.0366;0.1025;
909290441250366;-0.2454;-0.0718;0.0929;
909290451364741;-0.2475;-0.0995;0.1004;
909290461471825;-0.1784;-0.0675;0.1206;
909290471569637;-0.0996;-0.0196;0.1281;
909290481678908;-0.0804;-0.0036;0.1387;
909290491783335;-0.1039;0.0039;0.1387;
909290501888700;-0.0868;0.0465;0.1366;
909290512024689;-0.0889;0.0774;0.1377;
909290522098387;-0.2178;0.0379;0.1356;
909290532195783;-0.3040;-0.0089;0.1387;
909290542304429;-0.2603;-0.0356;0.1409;
909290552414429;-0.2784;-0.1027;0.1270;
909290562523491;-0.2285;-0.1016;0.1430;
909290572626668;-0.2146;-0.0494;0.1675;
909290582723908;-0.2486;-0.0334;0.1611;
909290592850939;-0.2072;0.0166;0.1462;
909290602942918;-0.1529;0.0880;0.1483;
909290613050158;-0.1891;0.0987;0.1483;
909290623156147;-0.2827;0.0507;0.1356;
909290633260002;-0.2816;0.0071;0.1377;
909290643363283;-0.3072;-0.0611;0.1313;
909290653473856;-0.3786;-0.1282;0.1185;
909290663571304;-0.3679;-0.1442;0.1206;
909290673687814;-0.2475;-0.1048;0.1292;
909290683774064;-0.2178;-0.0547;0.1430;
909290693888387;-0.2774;-0.0164;0.1441;
909290703992345;-0.2582;0.0624;0.1483;
909290714125314;-0.2912;0.1104;0.1483;
909290724206252;-0.3498;0.0827;0.1377;
909290734313804;-0.4425;0.0252;0.1185;
909290744411408;-0.4574;0.0156;0.1036;
909290754516929;-0.4201;0.0017;0.1025;
