Sensor: bmi160 Accelerometer Non-wakeup
Vendor: BOSCH
TimestampAcc [ns]; AccX [m/s^2]; AccY [m/s^2]; AccZ [m/s^2]
909841896583804;-9.4860;1.0555;-1.2930;
909841906685939;-10.2957;1.2685;-2.2199;
909841916787554;-10.1402;1.1058;-2.8235;
909841926914064;-8.5687;1.3478;-3.0368;
909841937015679;-8.7123;1.4411;-3.4298;
909841947127814;-9.1029;1.0460;-2.5481;
909841957238439;-9.2465;0.7490;-1.5179;
909841967353127;-9.4956;1.2446;-1.8440;
909841977418439;-10.2239;1.3214;-2.3614;
909841987513023;-9.4693;1.1082;-1.1180;
909841997661773;-8.9375;1.5706;-1.1252;
909842007783231;-9.8886;1.5320;-2.3973;
909842017856512;-10.5185;0.5716;-2.8837;
909842027984012;-9.8719;0.1379;-3.0918;
909842038072658;-8.9255;0.1235;-3.3242;
909842048150054;-8.4730;0.0900;-3.2022;
909842058269533;-8.1852;0.0254;-2.1769;
909842068405470;-9.5940;0.2506;-2.4500;
909842078505991;-11.2253;-0.0535;-3.0870;
909842088624950;-11.1894;-0.7603;-2.0569;
909842098711200;-9.0574;-0.3772;-0.6126;
909842108806720;-8.5280;0.4711;-1.6642;
909842118928283;-9.7519;0.5907;-3.5877;
909842129005470;-10.2479;-0.6239;-1.9158;
909842139129116;-9.0479;-0.2740;-0.8258;
909842149226616;-9.2632;0.6099;-3.0153;
909842159335054;-9.7352;0.0661;-3.6236;
909842169439220;-8.7461;-0.3075;-2.2463;
909842179555575;-8.9614;0.2722;-2.0716;
909842189665262;-10.8586;0.4783;-2.5648;
909842199765054;-10.5425;-0.0873;-1.5156;
909842209868804;-9.6084;0.2746;-1.6953;
909842219972970;-9.3855;0.4854;-2.5122;
909842230072033;-8.9590;-0.0153;-1.9684;
909842240184012;-9.3664;-0.1759;-1.7527;
909842250292033;-9.8169;0.1834;-2.4117;
909842260397866;-9.8647;0.7992;-3.3864;
909842270516825;-9.4956;0.1020;-2.7972;
909842280609950;-8.9136;-0.0826;-1.9588;
909842290712085;-8.2286;-0.2453;-0.8833;
909842300830523;-8.7796;-0.1663;-0.6150;
909842310928856;-10.4300;0.7944;-2.8956;
909842321033595;-11.3928;1.8772;-4.8287;
909842331137345;-10.2526;0.7753;-3.1352;
909842341251929;-9.0526;0.2052;-1.6164;
909842351351929;-9.3114;0.6912;-2.8522;
909842361456356;-9.6299;-0.0224;-1.3337;
909842371564637;-8.4344;-1.1725;1.4716;
909842381655106;-8.9183;-0.1615;-0.4065;
909842391784689;-10.3678;1.4554;-4.2323;
909842401873804;-8.8513;1.1991;-3.5399;
909842411979637;-8.5998;0.6960;-3.3817;
909842422081356;-10.4779;0.8231;-5.1449;
909842432194273;-10.6576;-0.2716;-2.7781;
909842442307606;-8.8035;-0.1352;-0.0664;
909842452409273;-8.2549;0.7152;-0.5240;
909842462522606;-9.2803;1.4506;-3.1735;
909842472630939;-9.7184;1.2589;-3.5112;
909842482726512;-9.1101;0.3846;-1.4821;
909842492831564;-10.1641;0.6434;-2.1147;
909842502944220;-10.3582;1.8437;-4.0214;
909842513039845;-8.8035;1.0675;-2.7517;
909842523176095;-8.4754;0.7442;-2.0883;
909842533259429;-8.6022;0.8112;-1.8846;
