TimestampGNSS [ns]; UTC time [ms]; Lat [deg]; Lon [deg]; Height [m]; Speed [m/s]; Heading [deg]; Hor Acc [m]; Vert Acc [m]; Speed Acc [m/s]; Heading Acc [deg]
514442093560582;1636146283435;40.235636980000;-111.643307410000;1364.9525;1.1100;275.1000;6.25344801;10.23439598;0.07615773;1.96917069;
514443161303550;1636146285000;40.235680620000;-111.643363910000;1366.8531;1.3200;274.9000;4.38439751;6.88623762;1.17136669;16.39108276;
514444159948706;1636146286000;40.235686970000;-111.643394050000;1367.9736;1.8300;266.3000;3.79009247;5.48894262;0.81541401;9.72720337;
514445176348966;1636146287000;40.235686040000;-111.643431180000;1369.6440;2.7200;263.3000;3.79009247;4.91492414;0.89308453;15.97275066;
514446154506986;1636146288000;40.235685390000;-111.643485300000;1370.5048;4.7500;266.5000;3.79009247;4.90129089;0.25238860;1.98714125;
514447162355580;1636146289000;40.235685390000;-111.643544490000;1370.8743;4.8500;267.2000;3.79009247;4.20419884;0.29154760;2.06205440;
514448175139746;1636146290000;40.235680960000;-111.643627090000;1371.2015;6.4900;260.4000;3.79009247;3.55637860;0.28301942;1.50970685;
514449162852089;1636146291000;40.235681680000;-111.643699430000;1370.6534;6.5600;268.4000;3.79009247;3.36178517;0.20000000;1.20456207;
514450169245214;1636146292000;40.235682320000;-111.643772970000;1369.0604;6.7800;272.9000;3.79009247;3.23859763;0.29206163;1.71332586;
514451176526203;1636146293000;40.235682560000;-111.643855740000;1368.7316;7.4600;269.6000;3.79009247;2.98369575;0.35227829;1.74860168;
514452168448807;1636146294000;40.235682570000;-111.643937690000;1369.7773;7.1700;268.5000;3.79009247;3.14696884;0.26925823;1.25789857;
514453174407973;1636146295000;40.235686790000;-111.644019250000;1369.2200;6.5300;271.9000;3.79009247;2.95956254;0.08944272;0.44004333;
514454175168181;1636146296000;40.235691920000;-111.644097050000;1368.7578;6.6900;273.9000;3.79009247;2.75403857;0.08062258;0.43935490;
514455176393077;1636146297000;40.235692010000;-111.644185840000;1369.2362;7.2500;270.2000;3.79009247;2.86487794;0.30610457;1.69828248;
514456169071253;1636146298000;40.235694360000;-111.644264770000;1369.5824;6.6000;271.8000;3.79009247;2.90412354;0.30000001;1.84585333;
514457177070836;1636146299000;40.235698960000;-111.644340310000;1370.0952;6.4400;271.9000;3.79009247;2.89863992;0.19235384;0.97369248;
514458175298753;1636146300000;40.235698870000;-111.644412620000;1370.2489;5.9200;271.8000;3.79009247;2.78225255;0.20124611;1.07087207;
514459176938440;1636146301000;40.235698900000;-111.644478950000;1370.1666;5.5300;269.9000;3.79009247;2.82769179;0.09848858;0.53791010;
514460168249116;1636146302000;40.235702740000;-111.644539640000;1370.5748;4.8300;268.5000;3.79009247;2.88715649;0.11180340;0.66474497;
514461166459481;1636146303000;40.235699820000;-111.644595440000;1370.6755;4.3300;265.7000;3.79009247;3.18651009;0.24698178;2.03718662;
514462176597709;1636146304000;40.235693000000;-111.644640010000;1371.4534;3.2300;256.8000;3.79009247;3.06891823;0.35510561;3.97749615;
514463170375157;1636146305000;40.235686300000;-111.644680670000;1370.9764;3.2700;255.8000;3.79009247;3.00009441;1.10276926;0.67158014;
514464167962917;1636146306000;40.235680160000;-111.644733910000;1370.8633;4.1800;263.2000;3.79009247;3.08414531;1.08226609;0.85852057;
514465168963906;1636146307000;40.235675310000;-111.644792690000;1370.0859;4.8200;261.7000;3.79009247;2.94713378;1.09077954;1.12857378;
514466163731666;1636146308000;40.235665080000;-111.644850240000;1369.6348;4.9800;253.2000;3.79009247;3.04693770;1.42705989;1.43568146;
514467165933958;1636146309000;40.235640630000;-111.644934400000;1369.0936;6.4100;248.0000;3.79009247;3.23936129;1.12898183;1.74977970;
514468165596874;1636146310000;40.235615680000;-111.645000320000;1369.2499;6.3800;247.7000;3.86594939;3.56433272;1.42298985;2.07435298;
514469164122030;1636146311000;40.235599510000;-111.645063370000;1368.9380;6.5300;249.5000;3.79009247;3.64420772;1.25399363;2.38165164;
514470156658904;1636146312000;40.235579550000;-111.645150110000;1369.2997;7.2400;250.4000;3.79009247;3.43038106;1.11516809;2.65480995;
514471163723175;1636146313000;40.235550890000;-111.645234350000;1370.4264;7.2800;252.5000;3.79009247;3.59445977;1.41421354;2.94865847;
514472158469476;1636146314000;40.235541150000;-111.645313230000;1370.5271;7.0200;257.0000;3.92474675;3.63487744;1.45413208;3.22885013;
514473153785570;1636146315000;40.235537410000;-111.645401280000;1371.7816;7.6400;260.5000;3.79009247;3.67252970;1.09603834;3.39046168;
514474160686090;1636146316000;40.235527900000;-111.645497090000;1371.8489;7.6300;264.8000;3.79009247;3.60589504;1.11516809;3.57509160;
514475162720361;1636146317000;40.235530410000;-111.645590350000;1372.0265;7.9800;269.7000;3.79009247;3.48430133;1.09931803;3.73147273;
514476159302444;1636146318000;40.235531870000;-111.645683360000;1371.8351;8.0000;270.6000;3.79009247;3.49836230;1.10136282;3.83828807;
514477163640933;1636146319000;40.235532810000;-111.645784250000;1371.7172;8.1600;270.8000;3.79009247;3.35207272;1.10136282;3.88195157;
514478156167026;1636146320000;40.235536650000;-111.645870630000;1371.8915;7.8400;270.4000;3.79009247;3.16885519;1.09603834;3.94373846;
514479170322547;1636146321000;40.235543730000;-111.645954170000;1371.3778;6.9300;270.9000;3.79009247;3.10257578;1.12361026;4.08597755;
514480169710828;1636146322000;40.235548350000;-111.646029140000;1371.4821;6.5000;272.6000;3.79009247;3.15949130;1.11516809;4.18132877;
514481172824473;1636146323000;40.235551500000;-111.646113130000;1371.3317;6.7000;273.1000;3.79009247;3.03429770;1.11516809;4.24225473;
514482163473066;1636146324000;40.235551070000;-111.646188840000;1370.7037;6.6900;269.6000;3.79009247;3.05980015;1.10981977;4.30195045;
514483174568118;1636146325000;40.235549120000;-111.646262440000;1371.4095;6.1100;269.8000;3.79009247;3.01874304;1.10453606;4.39620352;
514484175042232;1636146326000;40.235548570000;-111.646327220000;1372.0591;5.5300;269.8000;3.79009247;2.92159009;1.10981977;4.51456642;
