Sensor: bosch_bmp380 Pressure Sensor Non-wakeup
Vendor: Bosch
TimestampPres [ns]; Pres [mBar]
259516799568508;857.1775;
259516839567675;857.1837;
259516879569550;857.1862;
259516919567675;857.1800;
259516959569550;857.1812;
259516999569550;857.1775;
259517039565175;857.1725;
259517079545175;857.1787;
259517119548508;857.1812;
259517159545071;857.1750;
259517199585904;857.1712;
259517239568196;857.1750;
259517279567675;857.1712;
259517319567466;857.1700;
259517359566425;857.1687;
259517399568196;857.1687;
259517439567987;857.1650;
259517479568196;857.1712;
259517519552310;857.1700;
259517559543716;857.1625;
259517599544446;857.1625;
259517639530904;857.1650;
259517679568508;857.1663;
259517719572154;857.1638;
259517759571060;857.1613;
259517799568716;857.1575;
259517839569758;857.1613;
259517879567675;857.1613;
259517919565383;857.1650;
259517959569758;857.1700;
259517999539237;857.1750;
259518039548716;857.1712;
259518079544758;857.1650;
259518119581477;857.1588;
259518159570591;857.1588;
259518199569758;857.1600;
259518239569810;857.1563;
259518279560175;857.1600;
259518319566425;857.1613;
259518359569758;857.1650;
259518399571841;857.1625;
259518439542987;857.1600;
259518479544862;857.1537;
259518519544654;857.1500;
259518559558612;857.1588;
259518599568508;857.1563;
259518639583716;857.1600;
259518679569237;857.1625;
259518719570279;857.1675;
259518759570279;857.1737;
259518799570279;857.1725;
259518839570800;857.1712;
259518879574966;857.1700;
259518919547050;857.1762;
259518959547779;857.1762;
259518999545175;857.1762;
259519039562727;857.1712;
259519079548716;857.1775;
259519119568977;857.1712;
259519159570071;857.1675;
259519199569237;857.1638;
259519239566112;857.1750;
259519279570591;857.1762;
259519319572362;857.1750;
259519359543925;857.1675;
259519399544654;857.1600;
259519439551633;857.1563;
259519479546946;857.1613;
259519519571633;857.1650;
259519559571321;857.1663;
259519599569237;857.1650;
259519639538560;857.1700;
259519679568977;857.1737;
259519719570279;857.1787;
259519759566893;857.1775;
259519799568508;857.1762;
259519839555591;857.1712;
259519879545175;857.1712;
259519919546216;857.1700;
259519959546297;857.1625;
259519999568536;857.1700;
259520039571141;857.1712;
259520079568016;857.1737;
259520119564370;857.1775;
259520159571141;857.1725;
259520199570411;857.1762;
259520239568016;857.1825;
259520279553641;857.1837;
259520319543849;857.1887;
259520359545307;857.1875;
259520399544891;857.1887;
259520439570620;857.1912;
259520479565203;857.1925;
259520519582911;857.2000;
259520559572182;857.1962;
259520599566713;857.1987;
259520639545047;857.2050;
259520679569370;857.2050;
259520719567286;857.2050;
259520759552286;857.2062;
259520799544995;857.2050;
259520839544057;857.2062;
259520879545047;857.2075;
259520919570411;857.2050;
259520959570880;857.2012;
259520999569057;857.2000;
259521039570411;857.2062;
259521079565932;857.2087;
259521119566974;857.2062;
259521159571141;857.2112;
259521199546713;857.2112;
259521239546661;857.2150;
259521279545724;857.2200;
259521319544318;857.2263;
259521359569578;857.2312;
259521399570620;857.2350;
259521439566453;857.2325;
259521479567495;857.2337;
259521519572963;857.2337;
259521559569578;857.2312;
259521599564161;857.2250;
259521639547130;857.2225;
259521679545099;857.2213;
259521719543849;857.2175;
259521759546245;857.2188;
259521799543797;857.2175;
259521839564370;857.2150;
259521879566245;857.2125;
259521919571141;857.2087;
259521959570411;857.2112;
259521999568536;857.2087;
259522039565932;857.2025;
259522079545463;857.2000;
259522119547078;857.1975;
259522159545516;857.2000;
259522199546453;857.1962;
259522239543745;857.1950;
259522279571141;857.1937;
259522319567495;857.1975;
259522359563849;857.1887;
259522399571661;857.1875;
259522439571141;857.1812;
259522479568016;857.1750;
259522519568328;857.1787;
259522559543745;857.1825;
259522599551661;857.1837;
259522639536245;857.1737;
259522679544213;857.1712;
259522719544786;857.1675;
259522759569370;857.1663;
259522799566974;857.1675;
259522839567807;857.1712;
259522879567495;857.1675;
259522919569578;857.1675;
259522959571453;857.1687;
259522999574266;857.1663;
259523039560516;857.1663;
259523079547182;857.1675;
259523119544838;857.1775;
259523159543224;857.1762;
259523199568016;857.1750;
259523239568536;857.1762;
259523279566974;857.1725;
259523319566713;857.1687;
259523359566453;857.1700;
259523399567286;857.1663;
259523439563849;857.1663;
259523479567495;857.1638;
259523519543641;857.1613;
259523559551297;857.1550;
259523599547807;857.1550;
259523639543224;857.1550;
259523679569578;857.1550;
259523719566974;857.1537;
259523759568536;857.1588;
259523799567495;857.1575;
259523839566245;857.1563;
259523879570099;857.1512;
259523919568328;857.1600;
259523959562599;857.1613;
259523999555307;857.1687;
259524039543120;857.1675;
259524079544370;857.1750;
259524119577911;857.1725;
259524159570880;857.1750;
259524199563328;857.1700;
259524239566974;857.1700;
259524279568536;857.1675;
259524319567286;857.1675;
259524359566974;857.1700;
259524399567286;857.1700;
259524439552599;857.1625;
259524479544682;857.1650;
259524519554161;857.1725;
259524559543641;857.1750;
259524599565724;857.1812;
259524639547286;857.1750;
259524679562286;857.1800;
259524719566713;857.1725;
259524759568328;857.1663;
259524799567495;857.1663;
259524839566245;857.1638;
259524879570620;857.1613;
259524919545463;857.1750;
259524959543641;857.1737;
259524999545620;857.1663;
259525039578745;857.1725;
259525079565203;857.1762;
259525119565724;857.1750;
259525159567807;857.1775;
259525199567286;857.1787;
259525239560724;857.1762;
259525279561766;857.1725;
259525319565932;857.1750;
259525359543380;857.1775;
259525399543953;857.1762;
259525439549891;857.1737;
259525479543745;857.1775;
259525519569057;857.1700;
259525559567807;857.1675;
259525599566245;857.1663;
259525639546453;857.1650;
259525679569370;857.1675;
259525719567807;857.1725;
259525759566453;857.1775;
259525799567078;857.1787;
259525839554995;857.1787;
259525879559266;857.1737;
259525919544161;857.1737;
259525959579474;857.1650;
259525999569370;857.1663;
259526039568536;857.1625;
259526079565724;857.1663;
259526119566713;857.1687;
259526159567286;857.1775;
259526199573745;857.1862;
259526239568328;857.1850;
259526279536453;857.1825;
259526319554370;857.1825;
259526359556245;857.1837;
259526399545307;857.1775;
259526439574578;857.1787;
259526479568016;857.1800;
259526519566974;857.1812;
259526559570620;857.1837;
259526599566974;857.1837;
259526639544057;857.1762;
259526679568328;857.1787;
259526719569370;857.1762;
259526759544995;857.1687;
259526799547286;857.1750;
259526839545203;857.1737;
259526879568745;857.1712;
259526919560828;857.1700;
259526959568797;857.1700;
259526999572182;857.1725;
259527039570620;857.1675;
259527079570620;857.1650;
259527119564370;857.1650;
259527159568328;857.1675;
259527199547286;857.1687;
259527239544786;857.1712;
259527279553849;857.1700;
259527319547286;857.1663;
259527359564630;857.1638;
259527399571453;857.1588;
259527439570620;857.1600;
259527479566713;857.1625;
259527519569057;857.1650;
259527559568328;857.1712;
259527599573536;857.1700;
259527639549474;857.1712;
259527679551713;857.1750;
259527719548328;857.1725;
259527759543745;857.1725;
259527799548432;857.1725;
259527839566974;857.1712;
259527879564370;857.1737;
259527919564474;857.1800;
259527959571974;857.1837;
259527999570620;857.1800;
259528039572495;857.1737;
259528079568797;857.1725;
259528119544370;857.1775;
259528159552703;857.1737;
259528199556661;857.1787;
259528239552286;857.1812;
259528279569891;857.1787;
259528319565724;857.1725;
259528359565411;857.1687;
259528399573224;857.1700;
259528439570620;857.1762;
259528479571661;857.1762;
259528519566974;857.1850;
259528559568328;857.1812;
259528599546245;857.1762;
259528639548432;857.1825;
259528679544995;857.1875;
259528719544057;857.1950;
259528759570620;857.1950;
259528799569057;857.1937;
259528839571974;857.1900;
259528879572703;857.1850;
259528919565463;857.1862;
259528959566713;857.1912;
259528999571661;857.1900;
259529039563641;857.1937;
259529079545099;857.1900;
259529119544578;857.1925;
259529159545932;857.1937;
259529199572495;857.1987;
259529239569891;857.1975;
259529279571974;857.1962;
259529319567286;857.1912;
259529359566036;857.1937;
259529399569578;857.1887;
259529439565203;857.1862;
259529479565411;857.1862;
259529519545047;857.1825;
259529559552495;857.1900;
259529599545620;857.1862;
259529639554891;857.1900;
259529679571974;857.1887;
259529719569578;857.1937;
259529759567495;857.1925;
259529799569891;857.1987;
259529839568797;857.1925;
259529879574057;857.1937;
259529919565203;857.1962;
259529959543745;857.2025;
259529999544370;857.2012;
259530039544161;857.2062;
259530079543849;857.2012;
259530119566453;857.1987;
259530159567807;857.1987;
259530199570620;857.1987;
259530239568536;857.2000;
259530279567286;857.2000;
259530319564891;857.1987;
259530359566453;857.1962;
259530399565203;857.2025;
259530439544370;857.1987;
259530479543849;857.2000;
259530519544891;857.1950;
259530559544474;857.2000;
259530599566713;857.2087;
259530639545307;857.2100;
259530679569370;857.2012;
259530719568016;857.1950;
259530759566974;857.1887;
259530799569630;857.1925;
259530839565932;857.1975;
259530879542963;857.1900;
259530919554370;857.1887;
259530959544578;857.1875;
259530999546349;857.1875;
259531039568797;857.1912;
259531079565411;857.1950;
259531119565203;857.2012;
259531159569891;857.2087;
259531199566974;857.2012;
259531239568797;857.2062;
259531279566453;857.2137;
259531319565724;857.2188;
259531359545828;857.2150;
259531399546036;857.2150;
259531439544057;857.2050;
259531479549891;857.2025;
259531519568016;857.2100;
259531559567286;857.2200;
259531599568016;857.2112;
259531639545203;857.2100;
259531679568536;857.2050;
259531719569057;857.1962;
259531759567286;857.1937;
259531799561036;857.2000;
259531839546713;857.2025;
259531879544370;857.2075;
259531919543120;857.2025;
259531959569370;857.2025;
259531999568328;857.2075;
259532039568536;857.2162;
259532079566713;857.2213;
259532119566453;857.2337;
259532159570099;857.2300;
259532199566974;857.2325;
259532239561870;857.2400;
259532279543745;857.2375;
259532319543797;857.2188;
259532359544266;857.2162;
259532399542703;857.1987;
259532439569578;857.2050;
259532479567286;857.1937;
259532519568536;857.1937;
259532559567807;857.1862;
259532599566245;857.1850;
259532639545880;857.1775;
259532679566245;857.1775;
259532719550516;857.1775;
259532759555463;857.1775;
259532799544682;857.1750;
259532839543536;857.1725;
259532879566453;857.1712;
259532919569370;857.1750;
259532959563849;857.1800;
259532999568328;857.1800;
259533039561557;857.1775;
259533079567495;857.1737;
259533119567807;857.1775;
259533159568328;857.1762;
259533199544578;857.1800;
259533239548953;857.1825;
259533279545828;857.1825;
259533319544161;857.1850;
259533359566245;857.1837;
259533399567286;857.1800;
259533439567495;857.1825;
259533479569578;857.1812;
259533519568328;857.1800;
259533559565724;857.1762;
259533599564370;857.1775;
259533639547495;857.1700;
259533679551661;857.1737;
259533719544474;857.1712;
259533759542963;857.1750;
259533799569891;857.1737;
259533839566245;857.1725;
259533879565411;857.1638;
259533919567807;857.1638;
259533959568797;857.1675;
259533999569057;857.1725;
259534039566974;857.1762;
259534079566245;857.1762;
259534119556713;857.1725;
259534159546453;857.1725;
259534199545203;857.1687;
259534239545203;857.1563;
259534279600828;857.1550;
259534319567286;857.1550;
259534359565724;857.1537;
259534399568797;857.1512;
259534439566974;857.1512;
259534479563328;857.1550;
259534519566245;857.1550;
259534559543328;857.1487;
259534599544266;857.1588;
259534639540880;857.1525;
259534679544161;857.1512;
259534719568016;857.1500;
259534759569057;857.1525;
259534799568536;857.1500;
259534839565932;857.1487;
259534879567495;857.1500;
259534919565932;857.1525;
259534959566245;857.1500;
259534999565411;857.1450;
259535039554161;857.1425;
259535079544370;857.1487;
259535119546766;857.1575;
259535159545203;857.1600;
259535199569370;857.1575;
259535239561245;857.1588;
259535279568536;857.1613;
259535319566245;857.1625;
259535359565411;857.1650;
259535399568328;857.1537;
259535439566713;857.1425;
259535479561036;857.1412;
259535519551974;857.1325;
259535559544474;857.1275;
259535599542911;857.1237;
259535639544370;857.1250;
259535679569578;857.1175;
259535719568797;857.1175;
259535759566974;857.1162;
259535799569057;857.1125;
259535839568328;857.1175;
259535879570099;857.1237;
259535919568016;857.1262;
259535959552078;857.1262;
259535999546036;857.1212;
259536039544161;857.1237;
259536079545463;857.1225;
259536119568016;857.1212;
259536159568328;857.1250;
259536199567495;857.1262;
259536239566453;857.1225;
259536279568016;857.1187;
259536319569891;857.1162;
259536359567286;857.1162;
259536399546141;857.1162;
259536439546297;857.1175;
259536479545463;857.1150;
259536519543120;857.1175;
259536559567807;857.1150;
259536599567286;857.1112;
259536639544891;857.1137;
259536679568797;857.1125;
259536719568328;857.1100;
259536759566713;857.1075;
259536799569630;857.1038;
259536839567286;857.0988;
259536879545203;857.1075;
259536919545880;857.1125;
259536959543745;857.1125;
259536999544266;857.1162;
259537039568328;857.1162;
259537079565411;857.1225;
259537119566974;857.1225;
259537159570099;857.1325;
259537199569578;857.1500;
259537239563849;857.1512;
259537279562547;857.1437;
259537319544474;857.1462;
259537359545203;857.1487;
259537399544786;857.1487;
259537439547911;857.1437;
259537479572495;857.1362;
259537519570411;857.1425;
259537559569057;857.1450;
259537599565203;857.1425;
259537639548641;857.1400;
259537679568120;857.1425;
259537719569891;857.1362;
259537759566245;857.1287;
259537799545516;857.1375;
259537839545411;857.1375;
259537879545411;857.1437;
259537919548016;857.1462;
259537959571141;857.1450;
259537999570099;857.1500;
259538039569891;857.1487;
259538079570099;857.1462;
259538119572182;857.1437;
259538159569370;857.1462;
259538199568016;857.1400;
259538239564161;857.1437;
259538279546766;857.1525;
259538319544838;857.1525;
259538359544682;857.1487;
259538399594370;857.1375;
259538439569370;857.1287;
259538479571974;857.1325;
259538519570099;857.1325;
259538559564630;857.1400;
259538599565932;857.1412;
259538639557286;857.1437;
259538679567495;857.1462;
259538719554578;857.1563;
259538759544474;857.1563;
259538799543224;857.1588;
259538839544213;857.1563;
259538879568797;857.1537;
259538919571453;857.1575;
259538959570880;857.1563;
259538999569578;857.1512;
259539039569057;857.1512;
259539079568536;857.1412;
259539119571661;857.1350;
259539159572391;857.1337;
259539199553641;857.1275;
259539239537078;857.1300;
259539279543797;857.1237;
259539319565932;857.1325;
259539359564891;857.1287;
259539399572963;857.1287;
259539439569370;857.1325;
259539479571141;857.1362;
259539519570411;857.1387;
259539559567286;857.1462;
259539599565411;857.1450;
259539639545828;857.1412;
259539679544057;857.1462;
259539719546036;857.1400;
259539759544057;857.1425;
259539799568016;857.1362;
259539839564891;857.1375;
259539879567807;857.1437;
259539919568328;857.1375;
259539959569057;857.1350;
259539999571661;857.1337;
259540039570620;857.1412;
259540079588641;857.1237;
